idx,norm,bound_B,envelope,margin
0,0.013151288918683628,8.647797736829916e-05,8.647809624586772e-05,1.1887756855559917e-10
1,0.43665565124630445,0.09497172376437024,0.09521107614904635,0.00023935238467610864
2,0.007558770277961466,2.8567478145291182e-05,2.8567492721007684e-05,1.457571650181899e-11
3,0.052081367049528565,0.0013561735514979064,0.0013562088509363522,3.529943844583598e-08
4,0.0010908748140862534,5.950039165586012e-07,5.950039267473102e-07,1.0188709024286065e-14
5,14.883924939535179,50.05557202653327,64.59827677677296,14.542704750239693
6,0.0019252288879825828,1.853253009970614e-06,1.8532530900458353e-06,8.007522126283865e-14
7,0.007179275180838141,2.577096808054833e-05,2.577098683580344e-05,1.8755255110606975e-11
8,0.12086953479664611,0.007302850251804044,0.00730398134854557,1.1310967415259499e-06
9,2.8428521152398796,4.688710064830047,5.679552399054541,0.9908423342244941
10,1.3068596617899377,0.8381444681918566,0.8602707269499095,0.022126258758052852
11,12.59554283421385,44.417512984578714,53.38753978766663,8.970026803087919
12,2.959939135364222,4.52620200804485,6.2311052094212585,1.7049032013764087
13,1.833729160835413,1.719120718063769,1.8382101825955122,0.11908946453174307
14,0.0018988519387631215,1.8028192237824906e-06,1.802819298081015e-06,7.42985243252001e-14
15,0.2543081503190833,0.03230381273389747,0.03232184507921891,1.803234532143927e-05
16,0.0040644860101152055,8.260020990457426e-06,8.26002231557835e-06,1.3251209228889354e-12
17,10.539239167398575,35.90757669058667,43.313750307844586,7.406173617257913
18,0.006974885999250342,2.4324499272907806e-05,2.4324509131689302e-05,9.858781495439718e-12
19,0.23922265352510985,0.028585478259382027,0.02860239911388541,1.6920854503381377e-05
20,0.05326512963178825,0.0014184387311442592,0.0014185590685242494,1.2033737999020237e-07
21,0.38349432538462846,0.07333307124516701,0.07346002373550212,0.00012695249033510547
22,0.020819054049183796,0.000216714457812981,0.00021671585344774924,1.3956347682348921e-09
23,0.41142563298015616,0.08442298528592873,0.08453806745889954,0.0001150821729708068
24,0.0113726454917195,6.466841015569222e-05,6.466847465490319e-05,6.449921097163771e-11
25,0.01948375574817185,0.00018980658041654064,0.00018980786865165026,1.2882351096239406e-09
26,0.40145619097434515,0.08032004518017405,0.08049502381019033,0.00017497863001628144
27,1.2571307760453494,0.7758878635178058,0.7937589009069327,0.017871037389126876
28,0.00299774750939275,4.4932441259407244e-06,4.49324478462993e-06,6.586892057792591e-13
29,0.607806284813677,0.1836599791488056,0.184283230585941,0.0006232514371354025
30,0.0016644166727581575,1.3851413661024728e-06,1.3851414015743746e-06,3.5471901769514556e-14
31,0.2475792390004336,0.03060510919397804,0.03063473513432243,2.9625940344391033e-05
32,0.29937679755680885,0.04470550604491365,0.044785515340461934,8.000929554828617e-05
33,0.0016182592157368448,1.309381345764657e-06,1.3093814208751003e-06,7.511044330986774e-14
34,0.0018630555836870188,1.7354879426325384e-06,1.735488010502884e-06,6.787034554870807e-14
35,2.6824342864668598,4.020078462850368,4.9403675080365455,0.9202890451861778
36,0.5280802599479412,0.13841447727372813,0.13917860769378745,0.0007641304200593224
37,12.62256704053997,40.938823304486036,53.519930820072,12.581107515585963
38,0.0029371633164799542,4.313463666554362e-06,4.313463912785046e-06,2.462306837510428e-13
39,0.013677670240507575,9.353896312310789e-05,9.353921008188308e-05,2.469587751934314e-10
40,1.0145671092719644,0.5071751907890517,0.5133399313154228,0.00616474052637106
41,5.425261680508531,14.19728061844419,18.26049482987575,4.063214211431561
42,2.0998973313573552,2.2191382519958807,2.6041047003907205,0.38496644839483984
43,1.4490598308649918,1.0161636362410573,1.070489483267678,0.05432584702662058
44,10.615730356387273,34.41391246861484,43.688479073526594,9.274566604911755
45,0.20211287653053336,0.020413840694817345,0.0204190223334717,5.181638654355031e-06
46,0.06562395974283396,0.0021528920781418654,0.002153187654275605,2.95576133739657e-07
47,0.0013159807407311533,8.659026382286449e-07,8.659026459525883e-07,7.723943415301182e-15
48,5.712885359875796,15.811135396912636,19.669548001793075,3.8584126048804386
49,5.437988182755899,14.392257030678554,18.322841079452065,3.930584048773511
50,0.0010558084718634703,5.573657518971418e-07,5.573657577368269e-07,5.839685060453456e-15
51,0.1591562512505407,0.01265809234386878,0.012663129788158076,5.037444289295728e-06
52,0.07921354003326313,0.003136905364767139,0.0031372557638296677,3.503990625287716e-07
53,4.6322344918429,11.13299250959045,14.375660037474915,3.242667527884466
54,9.053517753985933,29.870753272978614,36.03523158237786,6.164478309399247
55,8.500012386136197,25.534686101009104,33.32362014068836,7.788934039679258
56,0.5243655684516664,0.13626097054981015,0.13723060384590421,0.0009696332960940635
57,0.49754664010034305,0.12318234974627647,0.12357248902993523,0.0003901392836587608
58,0.36036350972780756,0.06479154024723693,0.0648730993808597,8.155913362276057e-05
59,0.003452229571420762,5.958942928506526e-06,5.958944011201069e-06,1.0826945427778512e-12
60,0.00439094189493567,9.640182159266313e-06,9.640184073355507e-06,1.914089194218413e-12
61,0.5969499086850776,0.1768896593142545,0.17777090285849131,0.000881243544236826
62,0.0037825078827964658,7.153680996251574e-06,7.15368223291649e-06,1.236664916453331e-12
63,0.055784926104566715,0.0015559107784924434,0.0015559453656412746,3.458714883117567e-08
64,0.004244057733523827,9.006009965606246e-06,9.006011898464303e-06,1.9328580568896006e-12
65,0.17435934171798861,0.015191237453168476,0.015197383915325118,6.146462156641358e-06
66,1.6110867605264303,1.301399457624356,1.3530247248386924,0.05162526721433647
67,0.6656459571390598,0.21952241728608782,0.22094797485609127,0.001425557570003455
68,0.15455451303257978,0.011938891980652212,0.011941568790724555,2.676810072342606e-06
69,0.9814998371931958,0.4770181228715224,0.48026232976768707,0.0032442068961646697
70,0.011272319537327904,6.353245959852546e-05,6.353253781333297e-05,7.821480751480162e-11
71,2.2931813832573495,2.94744587890329,3.293889758628434,0.3464438797251441
72,0.37556302575110506,0.07029585770289325,0.07045571485111564,0.00015985714822239205
73,15.394924089137769,51.05719646196416,67.10165112781792,16.044454665853756
74,0.17773387841789273,0.01578642096711377,0.01579120437297281,4.783405859038609e-06
75,14.77680417063481,51.25168200864351,64.07349432745197,12.821812318808455
76,0.0011331290377830784,6.419906915855104e-07,6.419907026721984e-07,1.1086687932823278e-14
77,0.06894211525353727,0.002376326173510919,0.0023764291916190203,1.0301810810138534e-07
78,0.0011740996152280244,6.89254937166772e-07,6.892549472118009e-07,1.0045028837146568e-14
79,0.03493624663677269,0.0006102533387514679,0.0006102654919632289,1.2153211760958585e-08
80,0.009745658582952876,4.748881318048916e-05,4.748889928544275e-05,8.610495358439638e-11
81,0.0018586021176370342,1.7272008257401572e-06,1.727200874790198e-06,4.905004087256773e-14
82,0.00416111875635793,8.657451476394226e-06,8.65745361259828e-06,2.1362040537501554e-12
83,0.7807220882699278,0.3013289210924674,0.30377793823434274,0.0024490171418753426
84,0.04837122570620459,0.001169850137402192,0.001169868729871464,1.8592469272060014e-08
85,0.002993461007019869,4.480403678490562e-06,4.480404119834304e-06,4.41343742286918e-13
86,0.8548472679248706,0.36076022687577514,0.3641461122605048,0.00338588538472967
87,1.6093214487700653,1.283334445695401,1.3496597444929905,0.06632529879758953
88,0.0040669202139282995,8.26991791703411e-06,8.269919062256283e-06,1.145222173589886e-12
89,0.0031943892972603953,5.102060579516504e-06,5.102061132164792e-06,5.5264828798592e-13
90,0.0029754981052847857,4.4267935756649994e-06,4.426794213276468e-06,6.376114685131937e-13
91,0.011018465253320375,6.0703177232344345e-05,6.0703237089752065e-05,5.985740771991726e-11
92,0.004147557851697959,8.601114893362415e-06,8.601117038797837e-06,2.1454354219970157e-12
93,9.684756599638167,32.49372535612645,39.12765773762533,6.63393238149888
94,0.004250894813437218,9.035050921305266e-06,9.035052225683558e-06,1.3043782921855944e-12
95,11.770240145468241,35.775653305225134,49.34439884611915,13.568745540894014
96,0.010629343315025143,5.6491323183456246e-05,5.649142533000468e-05,1.0214654843536744e-10
97,0.28581003339579575,0.040784967452370494,0.04082064001090739,3.567255853689777e-05
98,3.1897698474340497,6.00632997229677,7.3317015855893475,1.3253716132925772
99,0.0018178160326276492,1.6522274850265607e-06,1.6522275245448126e-06,3.951825185041476e-14
100,0.041862950447726185,0.0008762119005782502,0.0008762426461592643,3.0745581014067144e-08
101,0.28629794894830013,0.040916818714021266,0.04096005318237272,4.3234468351451005e-05
102,0.0017116737370388882,1.4649134216225383e-06,1.4649134631237718e-06,4.150123348345175e-14
103,0.001487022296464478,1.1056176089986226e-06,1.1056176359567866e-06,2.6958163976007138e-14
104,0.35992942418015156,0.06460753381350344,0.06471703989512016,0.0001095060816167226
105,0.24819237488555224,0.030771708499854045,0.030786593878667785,1.4885378813739997e-05
106,1.3364496846761056,0.8779573107539029,0.9014822944499533,0.023524983696050383
107,6.972741392503723,21.882400922309476,25.84155097106724,3.9591500487577633
108,6.365481294717686,18.747049750282404,22.86659682223626,4.119547071953857
109,1.2739955189432406,0.8016739889317148,0.8159391684049306,0.014265179473215817
110,0.18417468452157398,0.016945162378191696,0.016956166635294995,1.1004257103298942e-05
111,0.005213804700540808,1.3591874206139633e-05,1.3591877163954218e-05,2.9578145844183024e-12
112,0.0011497229463614269,6.609314133746158e-07,6.6093142314969e-07,9.77507424877982e-15
113,0.052679723747458294,0.001387432427989391,0.001387549906780221,1.1747879083011566e-07
114,0.010796922072019738,5.828667073313922e-05,5.828671593116067e-05,4.519802145264628e-11
115,0.021752635708965188,0.00023658496011431495,0.000236587802729167,2.8426148520558497e-09
116,1.5179437272332736,1.1476714099537788,1.1844004033650795,0.03672899341130065
117,13.601609757337288,45.05667695482137,58.31624100515521,13.259564050333843
118,1.398637785013615,0.9779190240897242,0.9923280904401665,0.014409066350442257
119,2.894321349867465,4.637637934621442,5.92099905668853,1.2833611220670882
120,0.019724972797462888,0.0001945357779001215,0.0001945367503091282,9.724090066964754e-10
121,0.13614678110561004,0.009265585468900283,0.009266780527252726,1.1950583524433789e-06
122,0.10891171748415016,0.005928461524759695,0.005930392665747303,1.931140987608028e-06
123,0.0023164699218185016,2.683016217585942e-06,2.6830163470034242e-06,1.29417482149462e-13
124,0.08440347513191179,0.003561538316107952,0.0035617971095925714,2.587934846195322e-07
125,1.428896828950609,1.0126174743007355,1.0387279868455532,0.026110512544817777
126,3.885588813588049,8.275292617779545,10.720003319515214,2.4447107017356693
127,6.703182443136616,20.49809259918507,24.520987345978053,4.022894746792982
128,0.010247221045589705,5.2502687449891486e-05,5.250273129137466e-05,4.384148317141843e-11
129,0.0028255346620146477,3.991822399804069e-06,3.991822844036439e-06,4.4423237027660985e-13
130,0.21743618198129241,0.023621251241714818,0.023631500757142033,1.0249515427215167e-05
131,1.0257805735479328,0.520258144842496,0.5248229858772389,0.004564841034742861
132,0.0015197657548039502,1.1548439289311446e-06,1.1548439579886895e-06,2.9057544876655815e-14
133,0.042843681929423484,0.0009177584181579358,0.0009177788417419492,2.0423584013449028e-08
134,0.18929471304575954,0.0179062841286275,0.01791179150466138,5.507376033879463e-06
135,0.009664283678271173,4.669912466482121e-05,4.669915921900977e-05,3.455418855777617e-11
136,0.2546739066060268,0.03239508874079125,0.032414843592593875,1.9754851802625262e-05
137,1.8855330858719415,1.7543735164756262,1.9703775521124258,0.2160040356367996
138,0.008155110714758955,3.325287060027901e-05,3.325290002919345e-05,2.942891444451161e-11
139,0.005022781610544997,1.2614162058221899e-05,1.2614165344000481e-05,3.2857785824726973e-12
140,7.647087262597091,22.826157670873652,29.145157467884466,6.3189997970108145
141,6.453354334649121,19.959358624001194,23.29708486496075,3.3377262409595545
142,0.13028455151915436,0.0084851805144243,0.008486032147749551,8.51633325251247e-07
143,2.462931814416273,2.9493169212496677,3.9780679150071148,1.028750993757447
144,0.40300997758512813,0.08100812565998917,0.0811186549370659,0.00011052927707672078
145,0.6021730460227713,0.18023755432316022,0.18088948863340124,0.0006519343102410202
146,0.05876293774615712,0.0017264252674859203,0.0017265000261732933,7.475868737298955e-08
147,2.428037086458563,3.292918606395941,3.8323806021300695,0.5394619957341287
