support_name,source_support,raw_sector,i,j,relation_alpha,coefficient_mod_1000003
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,637,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,638,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,639,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,640,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,641,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,642,373048
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,643,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,644,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,645,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,646,626955
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,647,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,648,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,649,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,650,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,651,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,652,791018
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,653,208985
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,654,626955
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,655,373048
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",29,0,0,656,626955
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,155,343751
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,156,656252
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,157,656252
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,158,343751
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,159,343751
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,160,656252
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,161,656252
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,162,343751
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,163,968753
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,164,656252
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,165,343751
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,0,166,31250
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,195,651125
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,196,348878
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,198,348878
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,201,651125
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,206,651125
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,207,348878
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,208,651125
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,0,1,210,348878
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,734,1
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,736,1000002
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,737,1
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,739,1000002
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,742,1
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,744,1000002
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,746,1
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,0,750,1000002
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,886,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,890,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,893,492189
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,895,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,896,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,897,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,907,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,908,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,909,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,910,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,912,507814
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,916,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,917,492189
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,921,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,923,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,926,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,927,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,928,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,930,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,932,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,934,507814
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,935,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,938,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,940,492189
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,941,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,943,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,945,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,951,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,954,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,955,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,956,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,960,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,961,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,962,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,964,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,965,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,969,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,973,835940
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,975,492189
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,977,507814
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,978,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,981,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,982,164063
Pi33_plus_pure_Sminus_doublet,"{25,26,33}",19,1,1,983,507814
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,613,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,614,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,615,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,616,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,617,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,618,119141
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,619,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,620,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,621,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,622,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,623,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,624,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,625,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,626,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,627,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,628,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,629,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,630,119141
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,631,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,632,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,633,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,634,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,635,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,636,119141
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,637,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,638,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,639,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,640,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,641,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,642,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,643,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,644,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,645,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,646,880862
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,647,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,648,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,649,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,650,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,651,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,652,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,653,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,654,880862
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,655,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,0,656,880862
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,657,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,658,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,659,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,660,595209
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,661,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,662,595209
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,663,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,664,404794
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,665,404794
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,666,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,667,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,668,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,669,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,670,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,671,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,672,595209
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,673,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,674,595209
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,675,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,676,595209
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,677,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,678,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,679,595209
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,680,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,681,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,682,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,683,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,684,404794
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,685,404794
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,686,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,687,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,688,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,689,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,690,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,691,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,692,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,693,404794
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,694,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,695,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,696,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,697,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,698,198403
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,699,801600
Pi33_plus_mixed_S_channel,"{6,26,33}",9,0,1,700,404794
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,837,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,838,1000000
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,839,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,840,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,841,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,842,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,843,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,844,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,845,3
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,846,1000000
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,847,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,848,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,849,3
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,850,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,851,1000000
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,852,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,853,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,854,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,855,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,856,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,857,3
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,858,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,859,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,860,3
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,861,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,862,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,863,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,864,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,865,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,866,3
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,867,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,868,1000000
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,869,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,870,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,871,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,872,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,873,3
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,874,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,875,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,876,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,877,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,878,1
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,879,1000000
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,0,880,1000000
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,886,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,890,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,893,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,895,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,896,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,897,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,907,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,908,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,909,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,910,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,912,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,916,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,917,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,921,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,923,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,926,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,927,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,928,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,930,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,932,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,934,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,935,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,938,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,940,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,941,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,943,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,945,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,951,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,954,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,955,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,956,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,960,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,961,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,962,582033
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,964,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,965,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,969,417970
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,973,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,975,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,977,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,978,746096
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,981,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,982,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",9,1,1,983,253907
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,613,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,614,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,615,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,616,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,617,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,618,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,619,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,620,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,621,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,622,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,623,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,624,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,625,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,626,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,627,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,628,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,629,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,630,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,631,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,632,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,633,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,634,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,635,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,636,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,637,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,638,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,639,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,640,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,641,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,642,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,643,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,644,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,645,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,646,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,647,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,648,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,649,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,650,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,651,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,652,791018
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,653,208985
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,654,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,655,373048
Pi33_plus_mixed_S_channel,"{6,26,33}",29,0,0,656,626955
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,155,343751
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,156,656252
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,157,656252
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,158,343751
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,159,343751
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,160,656252
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,161,656252
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,162,343751
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,163,968753
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,164,656252
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,165,343751
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,0,166,31250
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,195,651125
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,196,348878
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,198,348878
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,201,651125
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,206,651125
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,207,348878
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,208,651125
Pi33_plus_mixed_S_channel,"{6,26,33}",19,0,1,210,348878
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,734,1
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,736,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,737,1
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,739,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,742,1
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,744,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,746,1
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,0,750,1000002
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,886,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,890,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,893,492189
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,895,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,896,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,897,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,907,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,908,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,909,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,910,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,912,507814
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,916,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,917,492189
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,921,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,923,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,926,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,927,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,928,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,930,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,932,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,934,507814
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,935,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,938,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,940,492189
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,941,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,943,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,945,835940
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,951,164063
Pi33_plus_mixed_S_channel,"{6,26,33}",19,1,1,954,164063
