observable_id,observable_code,value
0,0,1
1,1,1
2,2,56
3,3,4
4,4,96
5,5,92
6,6,224
7,7,5376
8,8,5152
9,9,56
10,10,56
11,11,0
12,12,1
13,13,1
14,14,4
15,15,4
16,16,3
17,17,3
18,18,0
19,19,0
