observable_id,observable_code,value
0,0,6
1,1,6
2,2,6
3,3,5
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,7
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
