start_seed,middle_seed,last_seed,atom_id,cycle_delta_sum
0,2,10,1,0
0,2,10,4,0
0,2,10,7,0
0,2,10,11,0
0,2,10,12,0
0,2,10,19,0
0,10,2,1,0
0,10,2,4,0
0,10,2,7,0
0,10,2,11,0
0,10,2,12,0
0,10,2,19,0
2,0,10,1,0
2,0,10,4,0
2,0,10,7,0
2,0,10,11,0
2,0,10,12,0
2,0,10,19,0
2,10,0,1,0
2,10,0,4,0
2,10,0,7,0
2,10,0,11,0
2,10,0,12,0
2,10,0,19,0
10,0,2,1,0
10,0,2,4,0
10,0,2,7,0
10,0,2,11,0
10,0,2,12,0
10,0,2,19,0
10,2,0,1,0
10,2,0,4,0
10,2,0,7,0
10,2,0,11,0
10,2,0,12,0
10,2,0,19,0
