unit_column,source_sector,raw_sector,block_dimension,i,j,is_off_diagonal,source_matrix_unit_label,raw_matrix_unit_label,coefficient_source,canonical_gauge_status,raw_orbital_coo_rows,nonzero_coefficients,perennial_id,coordinate_fingerprint_id
0,0,32,10,0,0,False,"u_sector[0;0,0]","u_raw[32;0,0]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,148,148,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
1,0,32,10,0,1,True,"u_sector[0;0,1]","u_raw[32;0,1]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,236,236,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
2,0,32,10,0,2,True,"u_sector[0;0,2]","u_raw[32;0,2]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,188,188,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
3,0,32,10,0,3,True,"u_sector[0;0,3]","u_raw[32;0,3]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,298,298,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
4,0,32,10,0,4,True,"u_sector[0;0,4]","u_raw[32;0,4]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,306,306,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
5,0,32,10,0,5,True,"u_sector[0;0,5]","u_raw[32;0,5]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,250,250,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
6,0,32,10,0,6,True,"u_sector[0;0,6]","u_raw[32;0,6]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,244,244,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
7,0,32,10,0,7,True,"u_sector[0;0,7]","u_raw[32;0,7]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,278,278,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
8,0,32,10,0,8,True,"u_sector[0;0,8]","u_raw[32;0,8]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,288,288,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
9,0,32,10,0,9,True,"u_sector[0;0,9]","u_raw[32;0,9]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,158,158,a985pf.84002e99c600a48618b5e595,a985coord.3ec8e67688c022a9d0059f69
