,B-,B+,V-,V+,S-,S+
B-,3420.343196457665,3420.343196457665,1318.0140567536891,1318.0140567536891,1318.0140567536894,1318.0140567536894
B+,3420.343196457665,3420.343196457665,1318.0140567536891,1318.0140567536891,1318.0140567536894,1318.0140567536894
V-,1318.0140567536894,1318.0140567536894,3420.343196457663,3420.343196457663,1318.014056753689,1318.014056753689
V+,1318.0140567536894,1318.0140567536894,3420.343196457663,3420.343196457663,1318.014056753689,1318.014056753689
S-,1318.0140567536894,1318.0140567536894,1318.0140567536894,1318.0140567536894,3420.3431964576644,3420.3431964576644
S+,1318.0140567536894,1318.0140567536894,1318.014056753689,1318.014056753689,3420.3431964576644,3420.3431964576644
