mask,basis_cycle_ids,basis_active_count,basis_length_sum,height_action,edge_mod2_height_action,edge_mod2_height_gap,residual_integral,residual_mod_1000003,transport_scalar_mod_1000003,transport_scalar_signed,support_sector,q42_shadow_nonzero,q12_shadow_nonzero,coefficient_matches_residual_mod_prime
1277,0 2 3 4 5 6 7 10,8,54,7876608,3299328,4577280,-7876608,123416,61708,61708,33,0,0,True
1278,1 2 3 4 5 6 7 10,8,54,8122368,3741696,4380672,-8122368,877659,938831,-61172,33,0,0,True
1279,0 1 2 3 4 5 6 7 10,9,62,9197568,3698688,5498880,-9197568,802462,401231,401231,33,0,0,True
1280,8 10,2,13,1465344,936960,528384,-1465344,534662,267331,267331,33,0,0,True
1281,0 8 10,3,21,2540544,2012160,528384,-2540544,459465,729734,-270269,33,0,0,True
1282,1 8 10,3,21,2786304,2257920,528384,-2786304,213705,606854,-393149,33,0,0,True
1283,0 1 8 10,4,29,3861504,2620416,1241088,-3861504,138508,69254,69254,33,0,0,True
1284,2 8 10,3,18,2239488,1655808,583680,-2239488,760521,880262,-119741,33,0,0,True
1285,0 2 8 10,4,26,3314688,1698816,1615872,-3314688,685324,342662,342662,33,0,0,True
1286,1 2 8 10,4,26,3560448,2976768,583680,-3560448,439564,219782,219782,33,0,0,True
1287,0 1 2 8 10,5,34,4635648,2307072,2328576,-4635648,364367,682185,-317818,33,0,0,True
1288,3 8 10,3,23,2657280,1852416,804864,-2657280,342729,671366,-328637,33,0,0,True
1289,0 3 8 10,4,31,3732480,2669568,1062912,-3732480,267532,133766,133766,33,0,0,True
1290,1 3 8 10,4,31,3978240,1637376,2340864,-3978240,21772,10886,10886,33,0,0,True
1291,0 1 3 8 10,5,39,5053440,1741824,3311616,-5053440,946578,473289,473289,33,0,0,True
1292,2 3 8 10,4,28,3431424,2460672,970752,-3431424,568588,284294,284294,33,0,0,True
1293,0 2 3 8 10,5,36,4506624,2245632,2260992,-4506624,493391,746697,-253306,33,0,0,True
1294,1 2 3 8 10,5,36,4752384,2245632,2506752,-4752384,247631,623817,-376186,33,0,0,True
1295,0 1 2 3 8 10,6,44,5827584,1317888,4509696,-5827584,172434,86217,86217,33,0,0,True
1296,4 8 10,3,21,2546688,2018304,528384,-2546688,453321,726662,-273341,33,0,0,True
1297,0 4 8 10,4,29,3621888,2946048,675840,-3621888,378124,189062,189062,33,0,0,True
1298,1 4 8 10,4,29,3867648,1913856,1953792,-3867648,132364,66182,66182,33,0,0,True
1299,0 1 4 8 10,5,37,4942848,2128896,2813952,-4942848,57167,528585,-471418,33,0,0,True
1300,2 4 8 10,4,26,3320832,2737152,583680,-3320832,679180,339590,339590,33,0,0,True
1301,0 2 4 8 10,5,34,4396032,2632704,1763328,-4396032,603983,801993,-198010,33,0,0,True
1302,1 2 4 8 10,5,34,4641792,2632704,2009088,-4641792,358223,679113,-320890,33,0,0,True
1303,0 1 2 4 8 10,6,42,5716992,1815552,3901440,-5716992,283026,141513,141513,33,0,0,True
1304,3 4 8 10,4,31,3738624,1360896,2377728,-3738624,261388,130694,130694,33,0,0,True
1305,0 3 4 8 10,5,39,4813824,2325504,2488320,-4813824,186191,593097,-406906,33,0,0,True
1306,1 3 4 8 10,5,39,5059584,2571264,2488320,-5059584,940434,470217,470217,33,0,0,True
1307,0 1 3 4 8 10,6,47,6134784,2823168,3311616,-6134784,865237,932620,-67383,33,0,0,True
1308,2 3 4 8 10,5,36,4512768,1969152,2543616,-4512768,487247,743625,-256378,33,0,0,True
1309,0 2 3 4 8 10,6,44,5587968,1901568,3686400,-5587968,412050,206025,206025,33,0,0,True
1310,1 2 3 4 8 10,6,44,5833728,3179520,2654208,-5833728,166290,83145,83145,33,0,0,True
1311,0 1 2 3 4 8 10,7,52,6908928,2399232,4509696,-6908928,91093,545548,-454455,33,0,0,True
1312,5 8 10,3,18,2156544,1628160,528384,-2156544,843465,921734,-78269,33,0,0,True
1313,0 5 8 10,4,26,3231744,2555904,675840,-3231744,768268,384134,384134,33,0,0,True
1314,1 5 8 10,4,26,3477504,2506752,970752,-3477504,522508,261254,261254,33,0,0,True
1315,0 1 5 8 10,5,34,4552704,2721792,1830912,-4552704,447311,723657,-276346,33,0,0,True
1316,2 5 8 10,4,23,2930688,2347008,583680,-2930688,69321,534662,-465341,33,0,0,True
1317,0 2 5 8 10,5,31,4005888,2242560,1763328,-4005888,994127,997065,-2938,33,0,0,True
1318,1 2 5 8 10,5,31,4251648,3225600,1026048,-4251648,748367,874185,-125818,33,0,0,True
1319,0 1 2 5 8 10,6,39,5326848,2408448,2918400,-5326848,673170,336585,336585,33,0,0,True
1320,3 5 8 10,4,28,3348480,1953792,1394688,-3348480,651532,325766,325766,33,0,0,True
1321,0 3 5 8 10,5,36,4423680,2918400,1505280,-4423680,576335,788169,-211834,33,0,0,True
1322,1 3 5 8 10,5,36,4669440,2181120,2488320,-4669440,330575,665289,-334714,33,0,0,True
1323,0 1 3 5 8 10,6,44,5744640,2433024,3311616,-5744640,255378,127689,127689,33,0,0,True
1324,2 3 5 8 10,5,33,4122624,2562048,1560576,-4122624,877391,938697,-61306,33,0,0,True
1325,0 2 3 5 8 10,6,41,5197824,2494464,2703360,-5197824,802194,401097,401097,33,0,0,True
1326,1 2 3 5 8 10,6,41,5443584,2789376,2654208,-5443584,556434,278217,278217,33,0,0,True
1327,0 1 2 3 5 8 10,7,49,6518784,2009088,4509696,-6518784,481237,740620,-259383,33,0,0,True
1328,4 5 8 10,4,26,3237888,1916928,1320960,-3237888,762124,381062,381062,33,0,0,True
1329,0 4 5 8 10,5,34,4313088,2992128,1320960,-4313088,686927,843465,-156538,33,0,0,True
1330,1 4 5 8 10,5,34,4558848,2254848,2304000,-4558848,441167,720585,-279418,33,0,0,True
1331,0 1 4 5 8 10,6,42,5634048,2617344,3016704,-5634048,365970,182985,182985,33,0,0,True
1332,2 4 5 8 10,5,31,4012032,2635776,1376256,-4012032,987983,993993,-6010,33,0,0,True
1333,0 2 4 5 8 10,6,39,5087232,2678784,2408448,-5087232,912786,456393,456393,33,0,0,True
1334,1 2 4 5 8 10,6,39,5332992,2973696,2359296,-5332992,667026,333513,333513,33,0,0,True
1335,0 1 2 4 5 8 10,7,47,6408192,2304000,4104192,-6408192,591829,795916,-204087,33,0,0,True
1336,3 4 5 8 10,5,36,4429824,1849344,2580480,-4429824,570191,785097,-214906,33,0,0,True
1337,0 3 4 5 8 10,6,44,5505024,2666496,2838528,-5505024,494994,247497,247497,33,0,0,True
1338,1 3 4 5 8 10,6,44,5750784,2617344,3133440,-5750784,249234,124617,124617,33,0,0,True
1339,0 1 3 4 5 8 10,7,52,6825984,2721792,4104192,-6825984,174037,587020,-412983,33,0,0,True
1340,2 3 4 5 8 10,6,41,5203968,2457600,2746368,-5203968,796050,398025,398025,33,0,0,True
1341,0 2 3 4 5 8 10,7,49,6279168,2242560,4036608,-6279168,720853,860428,-139575,33,0,0,True
1342,1 2 3 4 5 8 10,7,49,6524928,3225600,3299328,-6524928,475093,737548,-262455,33,0,0,True
1343,0 1 2 3 4 5 8 10,8,57,7600128,2297856,5302272,-7600128,399896,199948,199948,33,0,0,True
1344,6 8 10,3,18,2368512,1840128,528384,-2368512,631497,815750,-184253,33,0,0,True
1345,0 6 8 10,4,26,3443712,1993728,1449984,-3443712,556300,278150,278150,33,0,0,True
1346,1 6 8 10,4,26,3689472,2939904,749568,-3689472,310540,155270,155270,33,0,0,True
1347,0 1 6 8 10,5,34,4764672,2823168,1941504,-4764672,235343,617673,-382330,33,0,0,True
1348,2 6 8 10,4,23,3142656,2116608,1026048,-3142656,857356,428678,428678,33,0,0,True
1349,0 2 6 8 10,5,31,4217856,2122752,2095104,-4217856,782159,891081,-108922,33,0,0,True
1350,1 2 6 8 10,5,31,4463616,3216384,1247232,-4463616,536399,768201,-231802,33,0,0,True
1351,0 1 2 6 8 10,6,39,5538816,2952192,2586624,-5538816,461202,230601,230601,33,0,0,True
1352,3 6 8 10,4,28,3560448,2497536,1062912,-3560448,439564,219782,219782,33,0,0,True
1353,0 3 6 8 10,5,36,4635648,2909184,1726464,-4635648,364367,682185,-317818,33,0,0,True
1354,1 3 6 8 10,5,36,4881408,2061312,2820096,-4881408,118607,559305,-440698,33,0,0,True
1355,0 1 3 6 8 10,6,44,5956608,2202624,3753984,-5956608,43410,21705,21705,33,0,0,True
1356,2 3 6 8 10,5,33,4334592,2663424,1671168,-4334592,665423,832713,-167290,33,0,0,True
1357,0 2 3 6 8 10,6,41,5409792,2927616,2482176,-5409792,590226,295113,295113,33,0,0,True
1358,1 2 3 6 8 10,6,41,5655552,2227200,3428352,-5655552,344466,172233,172233,33,0,0,True
1359,0 1 2 3 6 8 10,7,49,6730752,2221056,4509696,-6730752,269269,634636,-365367,33,0,0,True
1360,4 6 8 10,4,26,3449856,2774016,675840,-3449856,550156,275078,275078,33,0,0,True
1361,0 4 6 8 10,5,34,4525056,3075072,1449984,-4525056,474959,737481,-262522,33,0,0,True
1362,1 4 6 8 10,5,34,4770816,2448384,2322432,-4770816,229199,614601,-385402,33,0,0,True
1363,0 1 4 6 8 10,6,42,5846016,2479104,3366912,-5846016,154002,77001,77001,33,0,0,True
1364,2 4 6 8 10,5,31,4224000,3050496,1173504,-4224000,776015,888009,-111994,33,0,0,True
1365,0 2 4 6 8 10,6,39,5299200,3204096,2095104,-5299200,700818,350409,350409,33,0,0,True
1366,1 2 4 6 8 10,6,39,5544960,2724864,2820096,-5544960,455058,227529,227529,33,0,0,True
1367,0 1 2 4 6 8 10,7,47,6620160,2608128,4012032,-6620160,379861,689932,-310071,33,0,0,True
1368,3 4 6 8 10,5,36,4641792,2153472,2488320,-4641792,358223,679113,-320890,33,0,0,True
1369,0 3 4 6 8 10,6,44,5716992,2417664,3299328,-5716992,283026,141513,141513,33,0,0,True
1370,1 3 4 6 8 10,6,44,5962752,3142656,2820096,-5962752,37266,18633,18633,33,0,0,True
1371,0 1 3 4 6 8 10,7,52,7037952,3136512,3901440,-7037952,962072,481036,481036,33,0,0,True
1372,2 3 4 6 8 10,6,41,5415936,2319360,3096576,-5415936,584082,292041,292041,33,0,0,True
1373,0 2 3 4 6 8 10,7,49,6491136,2436096,4055040,-6491136,508885,754444,-245559,33,0,0,True
1374,1 2 3 4 6 8 10,7,49,6736896,3308544,3428352,-6736896,263125,631564,-368439,33,0,0,True
1375,0 1 2 3 4 6 8 10,8,57,7812096,3154944,4657152,-7812096,187928,93964,93964,33,0,0,True
1376,5 6 8 10,4,23,3059712,2383872,675840,-3059712,940300,470150,470150,33,0,0,True
1377,0 5 6 8 10,5,31,4134912,2684928,1449984,-4134912,865103,932553,-67450,33,0,0,True
1378,1 5 6 8 10,5,31,4380672,3041280,1339392,-4380672,619343,809673,-190330,33,0,0,True
1379,0 1 5 6 8 10,6,39,5455872,3072000,2383872,-5455872,544146,272073,272073,33,0,0,True
1380,2 5 6 8 10,5,28,3833856,2660352,1173504,-3833856,166156,83078,83078,33,0,0,True
1381,0 2 5 6 8 10,6,36,4909056,2813952,2095104,-4909056,90959,545481,-454522,33,0,0,True
1382,1 2 5 6 8 10,6,36,5154816,3317760,1837056,-5154816,845202,422601,422601,33,0,0,True
1383,0 1 2 5 6 8 10,7,44,6230016,3201024,3028992,-6230016,770005,885004,-114999,33,0,0,True
1384,3 5 6 8 10,5,33,4251648,2746368,1505280,-4251648,748367,874185,-125818,33,0,0,True
1385,0 3 5 6 8 10,6,41,5326848,3010560,2316288,-5326848,673170,336585,336585,33,0,0,True
1386,1 3 5 6 8 10,6,41,5572608,2752512,2820096,-5572608,427410,213705,213705,33,0,0,True
1387,0 1 3 5 6 8 10,7,49,6647808,2746368,3901440,-6647808,352213,676108,-323895,33,0,0,True
1388,2 3 5 6 8 10,6,38,5025792,2912256,2113536,-5025792,974226,487113,487113,33,0,0,True
1389,0 2 3 5 6 8 10,7,46,6100992,3028992,3072000,-6100992,899029,949516,-50487,33,0,0,True
1390,1 2 3 5 6 8 10,7,46,6346752,2918400,3428352,-6346752,653269,826636,-173367,33,0,0,True
1391,0 1 2 3 5 6 8 10,8,54,7421952,2764800,4657152,-7421952,578072,289036,289036,33,0,0,True
1392,4 5 6 8 10,5,31,4141056,2820096,1320960,-4141056,858959,929481,-70522,33,0,0,True
1393,0 4 5 6 8 10,6,39,5216256,2973696,2242560,-5216256,783762,391881,391881,33,0,0,True
1394,1 4 5 6 8 10,6,39,5462016,2936832,2525184,-5462016,538002,269001,269001,33,0,0,True
1395,0 1 4 5 6 8 10,7,47,6537216,2820096,3717120,-6537216,462805,731404,-268599,33,0,0,True
1396,2 4 5 6 8 10,6,36,4915200,3096576,1818624,-4915200,84815,542409,-457594,33,0,0,True
1397,0 2 4 5 6 8 10,7,44,5990400,3102720,2887680,-5990400,9618,4809,4809,33,0,0,True
1398,1 2 4 5 6 8 10,7,44,6236160,3213312,3022848,-6236160,763861,881932,-118071,33,0,0,True
1399,0 1 2 4 5 6 8 10,8,52,7311360,2949120,4362240,-7311360,688664,344332,344332,33,0,0,True
1400,3 4 5 6 8 10,6,41,5332992,2494464,2838528,-5332992,667026,333513,333513,33,0,0,True
1401,0 3 4 5 6 8 10,7,49,6408192,2906112,3502080,-6408192,591829,795916,-204087,33,0,0,True
1402,1 3 4 5 6 8 10,7,49,6653952,3041280,3612672,-6653952,346069,673036,-326967,33,0,0,True
1403,0 1 3 4 5 6 8 10,8,57,7729152,3182592,4546560,-7729152,270872,135436,135436,33,0,0,True
1404,2 3 4 5 6 8 10,7,46,6107136,2660352,3446784,-6107136,892885,946444,-53559,33,0,0,True
1405,0 2 3 4 5 6 8 10,8,54,7182336,2924544,4257792,-7182336,817688,408844,408844,33,0,0,True
1406,1 2 3 4 5 6 8 10,8,54,7428096,3207168,4220928,-7428096,571928,285964,285964,33,0,0,True
1407,0 1 2 3 4 5 6 8 10,9,62,8503296,3201024,5302272,-8503296,496731,748367,-251636,33,0,0,True
1408,7 8 10,3,18,2534400,2006016,528384,-2534400,465609,732806,-267197,33,0,0,True
1409,0 7 8 10,4,26,3609600,2565120,1044480,-3609600,390412,195206,195206,33,0,0,True
1410,1 7 8 10,4,26,3855360,1975296,1880064,-3855360,144652,72326,72326,33,0,0,True
1411,0 1 7 8 10,5,34,4930560,2853888,2076672,-4930560,69455,534729,-465274,33,0,0,True
1412,2 7 8 10,4,23,3308544,2724864,583680,-3308544,691468,345734,345734,33,0,0,True
1413,0 2 7 8 10,5,31,4383744,2251776,2131968,-4383744,616271,808137,-191866,33,0,0,True
1414,1 2 7 8 10,5,31,4629504,2694144,1935360,-4629504,370511,685257,-314746,33,0,0,True
1415,0 1 2 7 8 10,6,39,5704704,2540544,3164160,-5704704,295314,147657,147657,33,0,0,True
1416,3 7 8 10,4,28,3726336,2085888,1640448,-3726336,273676,136838,136838,33,0,0,True
1417,0 3 7 8 10,5,36,4801536,2386944,2414592,-4801536,198479,599241,-400762,33,0,0,True
1418,1 3 7 8 10,5,36,5047296,2190336,2856960,-5047296,952722,476361,476361,33,0,0,True
1419,0 1 3 7 8 10,6,44,6122496,2810880,3311616,-6122496,877525,938764,-61239,33,0,0,True
1420,2 3 7 8 10,5,33,4500480,2694144,1806336,-4500480,499535,749769,-250234,33,0,0,True
1421,0 2 3 7 8 10,6,41,5575680,1963008,3612672,-5575680,424338,212169,212169,33,0,0,True
1422,1 2 3 7 8 10,6,41,5821440,2798592,3022848,-5821440,178578,89289,89289,33,0,0,True
1423,0 1 2 3 7 8 10,7,49,6896640,2386944,4509696,-6896640,103381,551692,-448311,33,0,0,True
1424,4 7 8 10,4,26,3615744,2251776,1363968,-3615744,384268,192134,192134,33,0,0,True
1425,0 4 7 8 10,5,34,4690944,2663424,2027520,-4690944,309071,654537,-345466,33,0,0,True
1426,1 4 7 8 10,5,34,4936704,2466816,2469888,-4936704,63311,531657,-468346,33,0,0,True
1427,0 1 4 7 8 10,6,42,6011904,3197952,2813952,-6011904,988117,994060,-5943,33,0,0,True
1428,2 4 7 8 10,5,31,4389888,2970624,1419264,-4389888,610127,805065,-194938,33,0,0,True
1429,0 2 4 7 8 10,6,39,5465088,2350080,3115008,-5465088,534930,267465,267465,33,0,0,True
1430,1 2 4 7 8 10,6,39,5710848,3185664,2525184,-5710848,289170,144585,144585,33,0,0,True
1431,0 1 2 4 7 8 10,7,47,6786048,2884608,3901440,-6786048,213973,606988,-393015,33,0,0,True
1432,3 4 7 8 10,5,36,4807680,2429952,2377728,-4807680,192335,596169,-403834,33,0,0,True
1433,0 3 4 7 8 10,6,44,5882880,2878464,3004416,-5882880,117138,58569,58569,33,0,0,True
1434,1 3 4 7 8 10,6,44,6128640,2288640,3840000,-6128640,871381,935692,-64311,33,0,0,True
1435,0 1 3 4 7 8 10,7,52,7203840,3056640,4147200,-7203840,796184,398092,398092,33,0,0,True
1436,2 3 4 7 8 10,6,41,5581824,3038208,2543616,-5581824,418194,209097,209097,33,0,0,True
1437,0 2 3 4 7 8 10,7,49,6657024,2454528,4202496,-6657024,342997,671500,-328503,33,0,0,True
1438,1 2 3 4 7 8 10,7,49,6902784,2896896,4005888,-6902784,97237,548620,-451383,33,0,0,True
1439,0 1 2 3 4 7 8 10,8,57,7977984,2632704,5345280,-7977984,22040,11020,11020,33,0,0,True
1440,5 7 8 10,4,23,3225600,2254848,970752,-3225600,774412,387206,387206,33,0,0,True
1441,0 5 7 8 10,5,31,4300800,2666496,1634304,-4300800,699215,849609,-150394,33,0,0,True
1442,1 5 7 8 10,5,31,4546560,2666496,1880064,-4546560,453455,726729,-273274,33,0,0,True
1443,0 1 5 7 8 10,6,39,5621760,3397632,2224128,-5621760,378258,189129,189129,33,0,0,True
1444,2 5 7 8 10,5,28,3999744,2973696,1026048,-3999744,268,134,134,33,0,0,True
1445,0 2 5 7 8 10,6,36,5074944,2353152,2721792,-5074944,925074,462537,462537,33,0,0,True
1446,1 2 5 7 8 10,6,36,5320704,3385344,1935360,-5320704,679314,339657,339657,33,0,0,True
1447,0 1 2 5 7 8 10,7,44,6395904,3084288,3311616,-6395904,604117,802060,-197943,33,0,0,True
1448,3 5 7 8 10,5,33,4417536,2629632,1787904,-4417536,582479,791241,-208762,33,0,0,True
1449,0 3 5 7 8 10,6,41,5492736,3078144,2414592,-5492736,507282,253641,253641,33,0,0,True
1450,1 3 5 7 8 10,6,41,5738496,2291712,3446784,-5738496,261522,130761,130761,33,0,0,True
1451,0 1 3 5 7 8 10,7,49,6813696,3059712,3753984,-6813696,186325,593164,-406839,33,0,0,True
1452,2 3 5 7 8 10,6,38,5191680,3237888,1953792,-5191680,808338,404169,404169,33,0,0,True
1453,0 2 3 5 7 8 10,7,46,6266880,2654208,3612672,-6266880,733141,866572,-133431,33,0,0,True
1454,1 2 3 5 7 8 10,7,46,6512640,2899968,3612672,-6512640,487381,743692,-256311,33,0,0,True
1455,0 1 2 3 5 7 8 10,8,54,7587840,2635776,4952064,-7587840,412184,206092,206092,33,0,0,True
1456,4 5 7 8 10,5,31,4306944,2592768,1714176,-4306944,693071,846537,-153466,33,0,0,True
1457,0 4 5 7 8 10,6,39,5382144,3151872,2230272,-5382144,617874,308937,308937,33,0,0,True
1458,1 4 5 7 8 10,6,39,5627904,2365440,3262464,-5627904,372114,186057,186057,33,0,0,True
1459,0 1 4 5 7 8 10,7,47,6703104,3244032,3459072,-6703104,296917,648460,-351543,33,0,0,True
1460,2 4 5 7 8 10,6,36,5081088,3311616,1769472,-5081088,918930,459465,459465,33,0,0,True
1461,0 2 4 5 7 8 10,7,44,6156288,2838528,3317760,-6156288,843733,921868,-78135,33,0,0,True
1462,1 2 4 5 7 8 10,7,44,6402048,3084288,3317760,-6402048,597973,798988,-201015,33,0,0,True
1463,0 1 2 4 5 7 8 10,8,52,7477248,2930688,4546560,-7477248,522776,261388,261388,33,0,0,True
1464,3 4 5 7 8 10,6,41,5498880,2476032,3022848,-5498880,501138,250569,250569,33,0,0,True
1465,0 3 4 5 7 8 10,7,49,6574080,2777088,3796992,-6574080,425941,712972,-287031,33,0,0,True
1466,1 3 4 5 7 8 10,7,49,6819840,2777088,4042752,-6819840,180181,590092,-409911,33,0,0,True
1467,0 1 3 4 5 7 8 10,8,57,7895040,3397632,4497408,-7895040,104984,52492,52492,33,0,0,True
1468,2 3 4 5 7 8 10,7,46,6273024,3084288,3188736,-6273024,726997,863500,-136503,33,0,0,True
1469,0 2 3 4 5 7 8 10,8,54,7348224,2353152,4995072,-7348224,651800,325900,325900,33,0,0,True
1470,1 2 3 4 5 7 8 10,8,54,7593984,3385344,4208640,-7593984,406040,203020,203020,33,0,0,True
1471,0 1 2 3 4 5 7 8 10,9,62,8669184,2973696,5695488,-8669184,330843,665423,-334580,33,0,0,True
1472,6 7 8 10,4,23,3437568,2688000,749568,-3437568,562444,281222,281222,33,0,0,True
1473,0 6 7 8 10,5,31,4512768,2767872,1744896,-4512768,487247,743625,-256378,33,0,0,True
1474,1 6 7 8 10,5,31,4758528,2878464,1880064,-4758528,241487,620745,-379258,33,0,0,True
1475,0 1 6 7 8 10,6,39,5833728,2835456,2998272,-5833728,166290,83145,83145,33,0,0,True
1476,2 6 7 8 10,5,28,4211712,2964480,1247232,-4211712,788303,894153,-105850,33,0,0,True
1477,0 2 6 7 8 10,6,36,5286912,2896896,2390016,-5286912,713106,356553,356553,33,0,0,True
1478,1 2 6 7 8 10,6,36,5532672,3154944,2377728,-5532672,467346,233673,233673,33,0,0,True
1479,0 1 2 6 7 8 10,7,44,6607872,2964480,3643392,-6607872,392149,696076,-303927,33,0,0,True
1480,3 6 7 8 10,5,33,4629504,2509824,2119680,-4629504,370511,685257,-314746,33,0,0,True
1481,0 3 6 7 8 10,6,41,5704704,2847744,2856960,-5704704,295314,147657,147657,33,0,0,True
1482,1 3 6 7 8 10,6,41,5950464,2835456,3115008,-5950464,49554,24777,24777,33,0,0,True
1483,0 1 3 6 7 8 10,7,49,7025664,3050496,3975168,-7025664,974360,487180,487180,33,0,0,True
1484,2 3 6 7 8 10,6,38,5403648,2675712,2727936,-5403648,596370,298185,298185,33,0,0,True
1485,0 2 3 6 7 8 10,7,46,6478848,2866176,3612672,-6478848,521173,760588,-239415,33,0,0,True
1486,1 2 3 6 7 8 10,7,46,6724608,3001344,3723264,-6724608,275413,637708,-362295,33,0,0,True
1487,0 1 2 3 6 7 8 10,8,54,7799808,3068928,4730880,-7799808,200216,100108,100108,33,0,0,True
1488,4 6 7 8 10,5,31,4518912,2786304,1732608,-4518912,481103,740553,-259450,33,0,0,True
1489,0 4 6 7 8 10,6,39,5594112,3013632,2580480,-5594112,405906,202953,202953,33,0,0,True
1490,1 4 6 7 8 10,6,39,5839872,3222528,2617344,-5839872,160146,80073,80073,33,0,0,True
1491,0 1 4 6 7 8 10,7,47,6915072,3326976,3588096,-6915072,84949,542476,-457527,33,0,0,True
1492,2 4 6 7 8 10,6,36,5293056,3062784,2230272,-5293056,706962,353481,353481,33,0,0,True
1493,0 2 4 6 7 8 10,7,44,6368256,3142656,3225600,-6368256,631765,815884,-184119,33,0,0,True
1494,1 2 4 6 7 8 10,7,44,6614016,3499008,3115008,-6614016,386005,693004,-306999,33,0,0,True
1495,0 1 2 4 6 7 8 10,8,52,7689216,3456000,4233216,-7689216,310808,155404,155404,33,0,0,True
1496,3 4 6 7 8 10,6,41,5710848,3001344,2709504,-5710848,289170,144585,144585,33,0,0,True
1497,0 3 4 6 7 8 10,7,49,6786048,3191808,3594240,-6786048,213973,606988,-393015,33,0,0,True
1498,1 3 4 6 7 8 10,7,49,7031808,3081216,3950592,-7031808,968216,484108,484108,33,0,0,True
1499,0 1 3 4 6 7 8 10,8,57,8107008,3148800,4958208,-8107008,893019,946511,-53492,33,0,0,True
1500,2 3 4 6 7 8 10,7,46,6484992,3167232,3317760,-6484992,515029,757516,-242487,33,0,0,True
1501,0 2 3 4 6 7 8 10,8,54,7560192,3210240,4349952,-7560192,439832,219916,219916,33,0,0,True
1502,1 2 3 4 6 7 8 10,8,54,7805952,3247104,4558848,-7805952,194072,97036,97036,33,0,0,True
1503,0 1 2 3 4 6 7 8 10,9,62,8881152,3167232,5713920,-8881152,118875,559439,-440564,33,0,0,True
1504,5 6 7 8 10,5,28,4128768,2789376,1339392,-4128768,871247,935625,-64378,33,0,0,True
1505,0 5 6 7 8 10,6,36,5203968,3016704,2187264,-5203968,796050,398025,398025,33,0,0,True
1506,1 5 6 7 8 10,6,36,5449728,3422208,2027520,-5449728,550290,275145,275145,33,0,0,True
1507,0 1 5 6 7 8 10,7,44,6524928,3526656,2998272,-6524928,475093,737548,-262455,33,0,0,True
1508,2 5 6 7 8 10,6,33,4902912,3065856,1837056,-4902912,97103,548553,-451450,33,0,0,True
1509,0 2 5 6 7 8 10,7,41,5978112,3145728,2832384,-5978112,21906,10953,10953,33,0,0,True
1510,1 2 5 6 7 8 10,7,41,6223872,3698688,2525184,-6223872,776149,888076,-111927,33,0,0,True
1511,0 1 2 5 6 7 8 10,8,49,7299072,3655680,3643392,-7299072,700952,350476,350476,33,0,0,True
1512,3 5 6 7 8 10,6,38,5320704,3201024,2119680,-5320704,679314,339657,339657,33,0,0,True
1513,0 3 5 6 7 8 10,7,46,6395904,3391488,3004416,-6395904,604117,802060,-197943,33,0,0,True
1514,1 3 5 6 7 8 10,7,46,6641664,3084288,3557376,-6641664,358357,679180,-320823,33,0,0,True
1515,0 1 3 5 6 7 8 10,8,54,7716864,3151872,4564992,-7716864,283160,141580,141580,33,0,0,True
1516,2 3 5 6 7 8 10,7,43,6094848,3366912,2727936,-6094848,905173,952588,-47415,33,0,0,True
1517,0 2 3 5 6 7 8 10,8,51,7170048,3409920,3760128,-7170048,829976,414988,414988,33,0,0,True
1518,1 2 3 5 6 7 8 10,8,51,7415808,3250176,4165632,-7415808,584216,292108,292108,33,0,0,True
1519,0 1 2 3 5 6 7 8 10,9,59,8491008,3170304,5320704,-8491008,509019,754511,-245492,33,0,0,True
1520,4 5 6 7 8 10,6,36,5210112,3274752,1935360,-5210112,789906,394953,394953,33,0,0,True
1521,0 4 5 6 7 8 10,7,44,6285312,3354624,2930688,-6285312,714709,857356,-142647,33,0,0,True
1522,1 4 5 6 7 8 10,7,44,6531072,3268608,3262464,-6531072,468949,734476,-265527,33,0,0,True
1523,0 1 4 5 6 7 8 10,8,52,7606272,3225600,4380672,-7606272,393752,196876,196876,33,0,0,True
1524,2 4 5 6 7 8 10,7,41,5984256,3551232,2433024,-5984256,15762,7881,7881,33,0,0,True
1525,0 2 4 5 6 7 8 10,8,49,7059456,3483648,3575808,-7059456,940568,470284,470284,33,0,0,True
1526,1 2 4 5 6 7 8 10,8,49,7305216,3545088,3760128,-7305216,694808,347404,347404,33,0,0,True
1527,0 1 2 4 5 6 7 8 10,9,57,8380416,3354624,5025792,-8380416,619611,809807,-190196,33,0,0,True
1528,3 4 5 6 7 8 10,7,46,6402048,2899968,3502080,-6402048,597973,798988,-201015,33,0,0,True
1529,0 3 4 5 6 7 8 10,8,54,7477248,3237888,4239360,-7477248,522776,261388,261388,33,0,0,True
1530,1 3 4 5 6 7 8 10,8,54,7723008,3422208,4300800,-7723008,277016,138508,138508,33,0,0,True
1531,0 1 3 4 5 6 7 8 10,9,62,8798208,3637248,5160960,-8798208,201819,600911,-399092,33,0,0,True
1532,2 3 4 5 6 7 8 10,8,51,7176192,3065856,4110336,-7176192,823832,411916,411916,33,0,0,True
1533,0 2 3 4 5 6 7 8 10,9,59,8251392,3256320,4995072,-8251392,748635,874319,-125684,33,0,0,True
1534,1 2 3 4 5 6 7 8 10,9,59,8497152,3588096,4909056,-8497152,502875,751439,-248564,33,0,0,True
1535,0 1 2 3 4 5 6 7 8 10,10,67,9572352,3655680,5916672,-9572352,427678,213839,213839,33,0,0,True
