mask,basis_cycle_ids,basis_active_count,basis_length_sum,height_action,edge_mod2_height_action,edge_mod2_height_gap,residual_integral,residual_mod_1000003,transport_scalar_mod_1000003,transport_scalar_signed,support_sector,q42_shadow_nonzero,q12_shadow_nonzero,coefficient_matches_residual_mod_prime
1795,0 1 8 9 10,5,34,4853760,3022848,1830912,-4853760,146255,573129,-426874,33,0,0,True
1796,2 8 9 10,4,23,3231744,2058240,1173504,-3231744,768268,384134,384134,33,0,0,True
1797,0 2 8 9 10,5,31,4306944,2101248,2205696,-4306944,693071,846537,-153466,33,0,0,True
1798,1 2 8 9 10,5,31,4552704,3379200,1173504,-4552704,447311,723657,-276346,33,0,0,True
1799,0 1 2 8 9 10,6,39,5627904,2709504,2918400,-5627904,372114,186057,186057,33,0,0,True
1800,3 8 9 10,4,28,3649536,2254848,1394688,-3649536,350476,175238,175238,33,0,0,True
1801,0 3 8 9 10,5,36,4724736,3072000,1652736,-4724736,275279,637641,-362362,33,0,0,True
1802,1 3 8 9 10,5,36,4970496,2039808,2930688,-4970496,29519,514761,-485242,33,0,0,True
1803,0 1 3 8 9 10,6,44,6045696,2144256,3901440,-6045696,954325,977164,-22839,33,0,0,True
1804,2 3 8 9 10,5,33,4423680,2863104,1560576,-4423680,576335,788169,-211834,33,0,0,True
1805,0 2 3 8 9 10,6,41,5498880,2648064,2850816,-5498880,501138,250569,250569,33,0,0,True
1806,1 2 3 8 9 10,6,41,5744640,2648064,3096576,-5744640,255378,127689,127689,33,0,0,True
1807,0 1 2 3 8 9 10,7,49,6819840,1720320,5099520,-6819840,180181,590092,-409911,33,0,0,True
1808,4 8 9 10,4,26,3538944,2107392,1431552,-3538944,461068,230534,230534,33,0,0,True
1809,0 4 8 9 10,5,34,4614144,3035136,1579008,-4614144,385871,692937,-307066,33,0,0,True
1810,1 4 8 9 10,5,34,4859904,2002944,2856960,-4859904,140111,570057,-429946,33,0,0,True
1811,0 1 4 8 9 10,6,42,5935104,2217984,3717120,-5935104,64914,32457,32457,33,0,0,True
1812,2 4 8 9 10,5,31,4313088,2826240,1486848,-4313088,686927,843465,-156538,33,0,0,True
1813,0 2 4 8 9 10,6,39,5388288,2721792,2666496,-5388288,611730,305865,305865,33,0,0,True
1814,1 2 4 8 9 10,6,39,5634048,2721792,2912256,-5634048,365970,182985,182985,33,0,0,True
1815,0 1 2 4 8 9 10,7,47,6709248,1904640,4804608,-6709248,290773,645388,-354615,33,0,0,True
1816,3 4 8 9 10,5,36,4730880,1449984,3280896,-4730880,269135,634569,-365434,33,0,0,True
1817,0 3 4 8 9 10,6,44,5806080,2414592,3391488,-5806080,193938,96969,96969,33,0,0,True
1818,1 3 4 8 9 10,6,44,6051840,2660352,3391488,-6051840,948181,974092,-25911,33,0,0,True
1819,0 1 3 4 8 9 10,7,52,7127040,2912256,4214784,-7127040,872984,436492,436492,33,0,0,True
1820,2 3 4 8 9 10,6,41,5505024,2058240,3446784,-5505024,494994,247497,247497,33,0,0,True
1821,0 2 3 4 8 9 10,7,49,6580224,1990656,4589568,-6580224,419797,709900,-290103,33,0,0,True
1822,1 2 3 4 8 9 10,7,49,6825984,3268608,3557376,-6825984,174037,587020,-412983,33,0,0,True
1823,0 1 2 3 4 8 9 10,8,57,7901184,2488320,5412864,-7901184,98840,49420,49420,33,0,0,True
1824,5 8 9 10,4,23,3148800,1883136,1265664,-3148800,851212,425606,425606,33,0,0,True
1825,0 5 8 9 10,5,31,4224000,2810880,1413120,-4224000,776015,888009,-111994,33,0,0,True
1826,1 5 8 9 10,5,31,4469760,2761728,1708032,-4469760,530255,765129,-234874,33,0,0,True
1827,0 1 5 8 9 10,6,39,5544960,2976768,2568192,-5544960,455058,227529,227529,33,0,0,True
1828,2 5 8 9 10,5,28,3922944,2601984,1320960,-3922944,77068,38534,38534,33,0,0,True
1829,0 2 5 8 9 10,6,36,4998144,2497536,2500608,-4998144,1871,500937,-499066,33,0,0,True
1830,1 2 5 8 9 10,6,36,5243904,3480576,1763328,-5243904,756114,378057,378057,33,0,0,True
1831,0 1 2 5 8 9 10,7,44,6319104,2663424,3655680,-6319104,680917,840460,-159543,33,0,0,True
1832,3 5 8 9 10,5,33,4340736,2208768,2131968,-4340736,659279,829641,-170362,33,0,0,True
1833,0 3 5 8 9 10,6,41,5415936,3173376,2242560,-5415936,584082,292041,292041,33,0,0,True
1834,1 3 5 8 9 10,6,41,5661696,2436096,3225600,-5661696,338322,169161,169161,33,0,0,True
1835,0 1 3 5 8 9 10,7,49,6736896,2688000,4048896,-6736896,263125,631564,-368439,33,0,0,True
1836,2 3 5 8 9 10,6,38,5114880,2817024,2297856,-5114880,885138,442569,442569,33,0,0,True
1837,0 2 3 5 8 9 10,7,46,6190080,2749440,3440640,-6190080,809941,904972,-95031,33,0,0,True
1838,1 2 3 5 8 9 10,7,46,6435840,3044352,3391488,-6435840,564181,782092,-217911,33,0,0,True
1839,0 1 2 3 5 8 9 10,8,54,7511040,2264064,5246976,-7511040,488984,244492,244492,33,0,0,True
1840,4 5 8 9 10,5,31,4230144,2153472,2076672,-4230144,769871,884937,-115066,33,0,0,True
1841,0 4 5 8 9 10,6,39,5305344,3228672,2076672,-5305344,694674,347337,347337,33,0,0,True
1842,1 4 5 8 9 10,6,39,5551104,2491392,3059712,-5551104,448914,224457,224457,33,0,0,True
1843,0 1 4 5 8 9 10,7,47,6626304,2853888,3772416,-6626304,373717,686860,-313143,33,0,0,True
1844,2 4 5 8 9 10,6,36,5004288,2872320,2131968,-5004288,995730,497865,497865,33,0,0,True
1845,0 2 4 5 8 9 10,7,44,6079488,2915328,3164160,-6079488,920533,960268,-39735,33,0,0,True
1846,1 2 4 5 8 9 10,7,44,6325248,3210240,3115008,-6325248,674773,837388,-162615,33,0,0,True
1847,0 1 2 4 5 8 9 10,8,52,7400448,2540544,4859904,-7400448,599576,299788,299788,33,0,0,True
1848,3 4 5 8 9 10,6,41,5422080,2085888,3336192,-5422080,577938,288969,288969,33,0,0,True
1849,0 3 4 5 8 9 10,7,49,6497280,2903040,3594240,-6497280,502741,751372,-248631,33,0,0,True
1850,1 3 4 5 8 9 10,7,49,6743040,2853888,3889152,-6743040,256981,628492,-371511,33,0,0,True
1851,0 1 3 4 5 8 9 10,8,57,7818240,2958336,4859904,-7818240,181784,90892,90892,33,0,0,True
1852,2 3 4 5 8 9 10,7,46,6196224,2694144,3502080,-6196224,803797,901900,-98103,33,0,0,True
1853,0 2 3 4 5 8 9 10,8,54,7271424,2479104,4792320,-7271424,728600,364300,364300,33,0,0,True
1854,1 2 3 4 5 8 9 10,8,54,7517184,3462144,4055040,-7517184,482840,241420,241420,33,0,0,True
1855,0 1 2 3 4 5 8 9 10,9,62,8592384,2534400,6057984,-8592384,407643,703823,-296180,33,0,0,True
1856,6 8 9 10,4,23,3360768,2242560,1118208,-3360768,639244,319622,319622,33,0,0,True
1857,0 6 8 9 10,5,31,4435968,2396160,2039808,-4435968,564047,782025,-217978,33,0,0,True
1858,1 6 8 9 10,5,31,4681728,3342336,1339392,-4681728,318287,659145,-340858,33,0,0,True
1859,0 1 6 8 9 10,6,39,5756928,3225600,2531328,-5756928,243090,121545,121545,33,0,0,True
1860,2 6 8 9 10,5,28,4134912,2519040,1615872,-4134912,865103,932553,-67450,33,0,0,True
1861,0 2 6 8 9 10,6,36,5210112,2525184,2684928,-5210112,789906,394953,394953,33,0,0,True
1862,1 2 6 8 9 10,6,36,5455872,3618816,1837056,-5455872,544146,272073,272073,33,0,0,True
1863,0 1 2 6 8 9 10,7,44,6531072,3354624,3176448,-6531072,468949,734476,-265527,33,0,0,True
1864,3 6 8 9 10,5,33,4552704,2899968,1652736,-4552704,447311,723657,-276346,33,0,0,True
1865,0 3 6 8 9 10,6,41,5627904,3311616,2316288,-5627904,372114,186057,186057,33,0,0,True
1866,1 3 6 8 9 10,6,41,5873664,2463744,3409920,-5873664,126354,63177,63177,33,0,0,True
1867,0 1 3 6 8 9 10,7,49,6948864,2605056,4343808,-6948864,51157,525580,-474423,33,0,0,True
1868,2 3 6 8 9 10,6,38,5326848,3065856,2260992,-5326848,673170,336585,336585,33,0,0,True
1869,0 2 3 6 8 9 10,7,46,6402048,3330048,3072000,-6402048,597973,798988,-201015,33,0,0,True
1870,1 2 3 6 8 9 10,7,46,6647808,2629632,4018176,-6647808,352213,676108,-323895,33,0,0,True
1871,0 1 2 3 6 8 9 10,8,54,7723008,2623488,5099520,-7723008,277016,138508,138508,33,0,0,True
1872,4 6 8 9 10,5,31,4442112,2863104,1579008,-4442112,557903,778953,-221050,33,0,0,True
1873,0 4 6 8 9 10,6,39,5517312,3164160,2353152,-5517312,482706,241353,241353,33,0,0,True
1874,1 4 6 8 9 10,6,39,5763072,2537472,3225600,-5763072,236946,118473,118473,33,0,0,True
1875,0 1 4 6 8 9 10,7,47,6838272,2568192,4270080,-6838272,161749,580876,-419127,33,0,0,True
1876,2 4 6 8 9 10,6,36,5216256,3139584,2076672,-5216256,783762,391881,391881,33,0,0,True
1877,0 2 4 6 8 9 10,7,44,6291456,3293184,2998272,-6291456,708565,854284,-145719,33,0,0,True
1878,1 2 4 6 8 9 10,7,44,6537216,2813952,3723264,-6537216,462805,731404,-268599,33,0,0,True
1879,0 1 2 4 6 8 9 10,8,52,7612416,2697216,4915200,-7612416,387608,193804,193804,33,0,0,True
1880,3 4 6 8 9 10,6,41,5634048,2242560,3391488,-5634048,365970,182985,182985,33,0,0,True
1881,0 3 4 6 8 9 10,7,49,6709248,2506752,4202496,-6709248,290773,645388,-354615,33,0,0,True
1882,1 3 4 6 8 9 10,7,49,6955008,3231744,3723264,-6955008,45013,522508,-477495,33,0,0,True
1883,0 1 3 4 6 8 9 10,8,57,8030208,3225600,4804608,-8030208,969819,984911,-15092,33,0,0,True
1884,2 3 4 6 8 9 10,7,46,6408192,2408448,3999744,-6408192,591829,795916,-204087,33,0,0,True
1885,0 2 3 4 6 8 9 10,8,54,7483392,2525184,4958208,-7483392,516632,258316,258316,33,0,0,True
1886,1 2 3 4 6 8 9 10,8,54,7729152,3397632,4331520,-7729152,270872,135436,135436,33,0,0,True
1887,0 1 2 3 4 6 8 9 10,9,62,8804352,3244032,5560320,-8804352,195675,597839,-402164,33,0,0,True
1888,5 6 8 9 10,5,28,4051968,2638848,1413120,-4051968,948047,974025,-25978,33,0,0,True
1889,0 5 6 8 9 10,6,36,5127168,2939904,2187264,-5127168,872850,436425,436425,33,0,0,True
1890,1 5 6 8 9 10,6,36,5372928,3296256,2076672,-5372928,627090,313545,313545,33,0,0,True
1891,0 1 5 6 8 9 10,7,44,6448128,3326976,3121152,-6448128,551893,775948,-224055,33,0,0,True
1892,2 5 6 8 9 10,6,33,4826112,2915328,1910784,-4826112,173903,586953,-413050,33,0,0,True
1893,0 2 5 6 8 9 10,7,41,5901312,3068928,2832384,-5901312,98706,49353,49353,33,0,0,True
1894,1 2 5 6 8 9 10,7,41,6147072,3572736,2574336,-6147072,852949,926476,-73527,33,0,0,True
1895,0 1 2 5 6 8 9 10,8,49,7222272,3456000,3766272,-7222272,777752,388876,388876,33,0,0,True
1896,3 5 6 8 9 10,6,38,5243904,3001344,2242560,-5243904,756114,378057,378057,33,0,0,True
1897,0 3 5 6 8 9 10,7,46,6319104,3265536,3053568,-6319104,680917,840460,-159543,33,0,0,True
1898,1 3 5 6 8 9 10,7,46,6564864,3007488,3557376,-6564864,435157,717580,-282423,33,0,0,True
1899,0 1 3 5 6 8 9 10,8,54,7640064,3001344,4638720,-7640064,359960,179980,179980,33,0,0,True
1900,2 3 5 6 8 9 10,7,43,6018048,3167232,2850816,-6018048,981973,990988,-9015,33,0,0,True
1901,0 2 3 5 6 8 9 10,8,51,7093248,3283968,3809280,-7093248,906776,453388,453388,33,0,0,True
1902,1 2 3 5 6 8 9 10,8,51,7339008,3173376,4165632,-7339008,661016,330508,330508,33,0,0,True
1903,0 1 2 3 5 6 8 9 10,9,59,8414208,3019776,5394432,-8414208,585819,792911,-207092,33,0,0,True
1904,4 5 6 8 9 10,6,36,5133312,3056640,2076672,-5133312,866706,433353,433353,33,0,0,True
1905,0 4 5 6 8 9 10,7,44,6208512,3210240,2998272,-6208512,791509,895756,-104247,33,0,0,True
1906,1 4 5 6 8 9 10,7,44,6454272,3173376,3280896,-6454272,545749,772876,-227127,33,0,0,True
1907,0 1 4 5 6 8 9 10,8,52,7529472,3056640,4472832,-7529472,470552,235276,235276,33,0,0,True
1908,2 4 5 6 8 9 10,7,41,5907456,3333120,2574336,-5907456,92562,46281,46281,33,0,0,True
1909,0 2 4 5 6 8 9 10,8,49,6982656,3339264,3643392,-6982656,17365,508684,-491319,33,0,0,True
1910,1 2 4 5 6 8 9 10,8,49,7228416,3449856,3778560,-7228416,771608,385804,385804,33,0,0,True
1911,0 1 2 4 5 6 8 9 10,9,57,8303616,3185664,5117952,-8303616,696411,848207,-151796,33,0,0,True
1912,3 4 5 6 8 9 10,7,46,6325248,2731008,3594240,-6325248,674773,837388,-162615,33,0,0,True
1913,0 3 4 5 6 8 9 10,8,54,7400448,3142656,4257792,-7400448,599576,299788,299788,33,0,0,True
1914,1 3 4 5 6 8 9 10,8,54,7646208,3277824,4368384,-7646208,353816,176908,176908,33,0,0,True
1915,0 1 3 4 5 6 8 9 10,9,62,8721408,3419136,5302272,-8721408,278619,639311,-360692,33,0,0,True
1916,2 3 4 5 6 8 9 10,8,51,7099392,2896896,4202496,-7099392,900632,450316,450316,33,0,0,True
1917,0 2 3 4 5 6 8 9 10,9,59,8174592,3161088,5013504,-8174592,825435,912719,-87284,33,0,0,True
1918,1 2 3 4 5 6 8 9 10,9,59,8420352,3443712,4976640,-8420352,579675,789839,-210164,33,0,0,True
1919,0 1 2 3 4 5 6 8 9 10,10,67,9495552,3437568,6057984,-9495552,504478,252239,252239,33,0,0,True
1920,7 8 9 10,4,23,3526656,2408448,1118208,-3526656,473356,236678,236678,33,0,0,True
1921,0 7 8 9 10,5,31,4601856,2967552,1634304,-4601856,398159,699081,-300922,33,0,0,True
1922,1 7 8 9 10,5,31,4847616,2377728,2469888,-4847616,152399,576201,-423802,33,0,0,True
1923,0 1 7 8 9 10,6,39,5922816,3256320,2666496,-5922816,77202,38601,38601,33,0,0,True
1924,2 7 8 9 10,5,28,4300800,3127296,1173504,-4300800,699215,849609,-150394,33,0,0,True
1925,0 2 7 8 9 10,6,36,5376000,2654208,2721792,-5376000,624018,312009,312009,33,0,0,True
1926,1 2 7 8 9 10,6,36,5621760,3096576,2525184,-5621760,378258,189129,189129,33,0,0,True
1927,0 1 2 7 8 9 10,7,44,6696960,2942976,3753984,-6696960,303061,651532,-348471,33,0,0,True
1928,3 7 8 9 10,5,33,4718592,2488320,2230272,-4718592,281423,640713,-359290,33,0,0,True
1929,0 3 7 8 9 10,6,41,5793792,2789376,3004416,-5793792,206226,103113,103113,33,0,0,True
1930,1 3 7 8 9 10,6,41,6039552,2592768,3446784,-6039552,960469,980236,-19767,33,0,0,True
1931,0 1 3 7 8 9 10,7,49,7114752,3213312,3901440,-7114752,885272,442636,442636,33,0,0,True
1932,2 3 7 8 9 10,6,38,5492736,3096576,2396160,-5492736,507282,253641,253641,33,0,0,True
1933,0 2 3 7 8 9 10,7,46,6567936,2365440,4202496,-6567936,432085,716044,-283959,33,0,0,True
1934,1 2 3 7 8 9 10,7,46,6813696,3201024,3612672,-6813696,186325,593164,-406839,33,0,0,True
1935,0 1 2 3 7 8 9 10,8,54,7888896,2789376,5099520,-7888896,111128,55564,55564,33,0,0,True
1936,4 7 8 9 10,5,31,4608000,2340864,2267136,-4608000,392015,696009,-303994,33,0,0,True
1937,0 4 7 8 9 10,6,39,5683200,2752512,2930688,-5683200,316818,158409,158409,33,0,0,True
1938,1 4 7 8 9 10,6,39,5928960,2555904,3373056,-5928960,71058,35529,35529,33,0,0,True
1939,0 1 4 7 8 9 10,7,47,7004160,3287040,3717120,-7004160,995864,497932,497932,33,0,0,True
1940,2 4 7 8 9 10,6,36,5382144,3059712,2322432,-5382144,617874,308937,308937,33,0,0,True
1941,0 2 4 7 8 9 10,7,44,6457344,2439168,4018176,-6457344,542677,771340,-228663,33,0,0,True
1942,1 2 4 7 8 9 10,7,44,6703104,3274752,3428352,-6703104,296917,648460,-351543,33,0,0,True
1943,0 1 2 4 7 8 9 10,8,52,7778304,2973696,4804608,-7778304,221720,110860,110860,33,0,0,True
1944,3 4 7 8 9 10,6,41,5799936,2519040,3280896,-5799936,200082,100041,100041,33,0,0,True
1945,0 3 4 7 8 9 10,7,49,6875136,2967552,3907584,-6875136,124885,562444,-437559,33,0,0,True
1946,1 3 4 7 8 9 10,7,49,7120896,2377728,4743168,-7120896,879128,439564,439564,33,0,0,True
1947,0 1 3 4 7 8 9 10,8,57,8196096,3145728,5050368,-8196096,803931,901967,-98036,33,0,0,True
1948,2 3 4 7 8 9 10,7,46,6574080,3127296,3446784,-6574080,425941,712972,-287031,33,0,0,True
1949,0 2 3 4 7 8 9 10,8,54,7649280,2543616,5105664,-7649280,350744,175372,175372,33,0,0,True
1950,1 2 3 4 7 8 9 10,8,54,7895040,2985984,4909056,-7895040,104984,52492,52492,33,0,0,True
1951,0 1 2 3 4 7 8 9 10,9,62,8970240,2721792,6248448,-8970240,29787,514895,-485108,33,0,0,True
1952,5 7 8 9 10,5,28,4217856,2509824,1708032,-4217856,782159,891081,-108922,33,0,0,True
1953,0 5 7 8 9 10,6,36,5293056,2921472,2371584,-5293056,706962,353481,353481,33,0,0,True
1954,1 5 7 8 9 10,6,36,5538816,2921472,2617344,-5538816,461202,230601,230601,33,0,0,True
1955,0 1 5 7 8 9 10,7,44,6614016,3652608,2961408,-6614016,386005,693004,-306999,33,0,0,True
1956,2 5 7 8 9 10,6,33,4992000,3228672,1763328,-4992000,8015,504009,-495994,33,0,0,True
1957,0 2 5 7 8 9 10,7,41,6067200,2608128,3459072,-6067200,932821,966412,-33591,33,0,0,True
1958,1 2 5 7 8 9 10,7,41,6312960,3640320,2672640,-6312960,687061,843532,-156471,33,0,0,True
1959,0 1 2 5 7 8 9 10,8,49,7388160,3339264,4048896,-7388160,611864,305932,305932,33,0,0,True
1960,3 5 7 8 9 10,6,38,5409792,2884608,2525184,-5409792,590226,295113,295113,33,0,0,True
1961,0 3 5 7 8 9 10,7,46,6484992,3333120,3151872,-6484992,515029,757516,-242487,33,0,0,True
1962,1 3 5 7 8 9 10,7,46,6730752,2546688,4184064,-6730752,269269,634636,-365367,33,0,0,True
1963,0 1 3 5 7 8 9 10,8,54,7805952,3314688,4491264,-7805952,194072,97036,97036,33,0,0,True
1964,2 3 5 7 8 9 10,7,43,6183936,3492864,2691072,-6183936,816085,908044,-91959,33,0,0,True
1965,0 2 3 5 7 8 9 10,8,51,7259136,2909184,4349952,-7259136,740888,370444,370444,33,0,0,True
1966,1 2 3 5 7 8 9 10,8,51,7504896,3154944,4349952,-7504896,495128,247564,247564,33,0,0,True
1967,0 1 2 3 5 7 8 9 10,9,59,8580096,2890752,5689344,-8580096,419931,709967,-290036,33,0,0,True
1968,4 5 7 8 9 10,6,36,5299200,2829312,2469888,-5299200,700818,350409,350409,33,0,0,True
1969,0 4 5 7 8 9 10,7,44,6374400,3388416,2985984,-6374400,625621,812812,-187191,33,0,0,True
1970,1 4 5 7 8 9 10,7,44,6620160,2601984,4018176,-6620160,379861,689932,-310071,33,0,0,True
1971,0 1 4 5 7 8 9 10,8,52,7695360,3480576,4214784,-7695360,304664,152332,152332,33,0,0,True
1972,2 4 5 7 8 9 10,7,41,6073344,3548160,2525184,-6073344,926677,963340,-36663,33,0,0,True
1973,0 2 4 5 7 8 9 10,8,49,7148544,3075072,4073472,-7148544,851480,425740,425740,33,0,0,True
1974,1 2 4 5 7 8 9 10,8,49,7394304,3320832,4073472,-7394304,605720,302860,302860,33,0,0,True
1975,0 1 2 4 5 7 8 9 10,9,57,8469504,3167232,5302272,-8469504,530523,765263,-234740,33,0,0,True
1976,3 4 5 7 8 9 10,7,46,6491136,2712576,3778560,-6491136,508885,754444,-245559,33,0,0,True
1977,0 3 4 5 7 8 9 10,8,54,7566336,3013632,4552704,-7566336,433688,216844,216844,33,0,0,True
1978,1 3 4 5 7 8 9 10,8,54,7812096,3013632,4798464,-7812096,187928,93964,93964,33,0,0,True
1979,0 1 3 4 5 7 8 9 10,9,62,8887296,3634176,5253120,-8887296,112731,556367,-443636,33,0,0,True
1980,2 3 4 5 7 8 9 10,8,51,7265280,3320832,3944448,-7265280,734744,367372,367372,33,0,0,True
1981,0 2 3 4 5 7 8 9 10,9,59,8340480,2589696,5750784,-8340480,659547,829775,-170228,33,0,0,True
1982,1 2 3 4 5 7 8 9 10,9,59,8586240,3621888,4964352,-8586240,413787,706895,-293108,33,0,0,True
1983,0 1 2 3 4 5 7 8 9 10,10,67,9661440,3210240,6451200,-9661440,338590,169295,169295,33,0,0,True
1984,6 7 8 9 10,5,28,4429824,3090432,1339392,-4429824,570191,785097,-214906,33,0,0,True
1985,0 6 7 8 9 10,6,36,5505024,3170304,2334720,-5505024,494994,247497,247497,33,0,0,True
1986,1 6 7 8 9 10,6,36,5750784,3280896,2469888,-5750784,249234,124617,124617,33,0,0,True
1987,0 1 6 7 8 9 10,7,44,6825984,3237888,3588096,-6825984,174037,587020,-412983,33,0,0,True
1988,2 6 7 8 9 10,6,33,5203968,3366912,1837056,-5203968,796050,398025,398025,33,0,0,True
1989,0 2 6 7 8 9 10,7,41,6279168,3299328,2979840,-6279168,720853,860428,-139575,33,0,0,True
1990,1 2 6 7 8 9 10,7,41,6524928,3557376,2967552,-6524928,475093,737548,-262455,33,0,0,True
1991,0 1 2 6 7 8 9 10,8,49,7600128,3366912,4233216,-7600128,399896,199948,199948,33,0,0,True
1992,3 6 7 8 9 10,6,38,5621760,2912256,2709504,-5621760,378258,189129,189129,33,0,0,True
1993,0 3 6 7 8 9 10,7,46,6696960,3250176,3446784,-6696960,303061,651532,-348471,33,0,0,True
1994,1 3 6 7 8 9 10,7,46,6942720,3237888,3704832,-6942720,57301,528652,-471351,33,0,0,True
1995,0 1 3 6 7 8 9 10,8,54,8017920,3452928,4564992,-8017920,982107,991055,-8948,33,0,0,True
1996,2 3 6 7 8 9 10,7,43,6395904,3078144,3317760,-6395904,604117,802060,-197943,33,0,0,True
1997,0 2 3 6 7 8 9 10,8,51,7471104,3268608,4202496,-7471104,528920,264460,264460,33,0,0,True
1998,1 2 3 6 7 8 9 10,8,51,7716864,3403776,4313088,-7716864,283160,141580,141580,33,0,0,True
1999,0 1 2 3 6 7 8 9 10,9,59,8792064,3471360,5320704,-8792064,207963,603983,-396020,33,0,0,True
2000,4 6 7 8 9 10,6,36,5511168,2875392,2635776,-5511168,488850,244425,244425,33,0,0,True
2001,0 4 6 7 8 9 10,7,44,6586368,3102720,3483648,-6586368,413653,706828,-293175,33,0,0,True
2002,1 4 6 7 8 9 10,7,44,6832128,3311616,3520512,-6832128,167893,583948,-416055,33,0,0,True
2003,0 1 4 6 7 8 9 10,8,52,7907328,3416064,4491264,-7907328,92696,46348,46348,33,0,0,True
2004,2 4 6 7 8 9 10,7,41,6285312,3151872,3133440,-6285312,714709,857356,-142647,33,0,0,True
2005,0 2 4 6 7 8 9 10,8,49,7360512,3231744,4128768,-7360512,639512,319756,319756,33,0,0,True
2006,1 2 4 6 7 8 9 10,8,49,7606272,3588096,4018176,-7606272,393752,196876,196876,33,0,0,True
2007,0 1 2 4 6 7 8 9 10,9,57,8681472,3545088,5136384,-8681472,318555,659279,-340724,33,0,0,True
2008,3 4 6 7 8 9 10,7,46,6703104,3090432,3612672,-6703104,296917,648460,-351543,33,0,0,True
2009,0 3 4 6 7 8 9 10,8,54,7778304,3280896,4497408,-7778304,221720,110860,110860,33,0,0,True
2010,1 3 4 6 7 8 9 10,8,54,8024064,3170304,4853760,-8024064,975963,987983,-12020,33,0,0,True
2011,0 1 3 4 6 7 8 9 10,9,62,9099264,3237888,5861376,-9099264,900766,450383,450383,33,0,0,True
2012,2 3 4 6 7 8 9 10,8,51,7477248,3256320,4220928,-7477248,522776,261388,261388,33,0,0,True
2013,0 2 3 4 6 7 8 9 10,9,59,8552448,3299328,5253120,-8552448,447579,723791,-276212,33,0,0,True
2014,1 2 3 4 6 7 8 9 10,9,59,8798208,3336192,5462016,-8798208,201819,600911,-399092,33,0,0,True
2015,0 1 2 3 4 6 7 8 9 10,10,67,9873408,3256320,6617088,-9873408,126622,63311,63311,33,0,0,True
2016,5 6 7 8 9 10,6,33,5121024,3044352,2076672,-5121024,878994,439497,439497,33,0,0,True
2017,0 5 6 7 8 9 10,7,41,6196224,3271680,2924544,-6196224,803797,901900,-98103,33,0,0,True
2018,1 5 6 7 8 9 10,7,41,6441984,3677184,2764800,-6441984,558037,779020,-220983,33,0,0,True
2019,0 1 5 6 7 8 9 10,8,49,7517184,3781632,3735552,-7517184,482840,241420,241420,33,0,0,True
2020,2 5 6 7 8 9 10,7,38,5895168,3320832,2574336,-5895168,104850,52425,52425,33,0,0,True
2021,0 2 5 6 7 8 9 10,8,46,6970368,3400704,3569664,-6970368,29653,514828,-485175,33,0,0,True
2022,1 2 5 6 7 8 9 10,8,46,7216128,3953664,3262464,-7216128,783896,391948,391948,33,0,0,True
2023,0 1 2 5 6 7 8 9 10,9,54,8291328,3910656,4380672,-8291328,708699,854351,-145652,33,0,0,True
2024,3 5 6 7 8 9 10,7,43,6312960,3456000,2856960,-6312960,687061,843532,-156471,33,0,0,True
2025,0 3 5 6 7 8 9 10,8,51,7388160,3646464,3741696,-7388160,611864,305932,305932,33,0,0,True
2026,1 3 5 6 7 8 9 10,8,51,7633920,3339264,4294656,-7633920,366104,183052,183052,33,0,0,True
2027,0 1 3 5 6 7 8 9 10,9,59,8709120,3406848,5302272,-8709120,290907,645455,-354548,33,0,0,True
2028,2 3 5 6 7 8 9 10,8,48,7087104,3621888,3465216,-7087104,912920,456460,456460,33,0,0,True
2029,0 2 3 5 6 7 8 9 10,9,56,8162304,3664896,4497408,-8162304,837723,918863,-81140,33,0,0,True
2030,1 2 3 5 6 7 8 9 10,9,56,8408064,3505152,4902912,-8408064,591963,795983,-204020,33,0,0,True
2031,0 1 2 3 5 6 7 8 9 10,10,64,9483264,3425280,6057984,-9483264,516766,258383,258383,33,0,0,True
2032,4 5 6 7 8 9 10,7,41,6202368,3511296,2691072,-6202368,797653,898828,-101175,33,0,0,True
2033,0 4 5 6 7 8 9 10,8,49,7277568,3591168,3686400,-7277568,722456,361228,361228,33,0,0,True
2034,1 4 5 6 7 8 9 10,8,49,7523328,3505152,4018176,-7523328,476696,238348,238348,33,0,0,True
2035,0 1 4 5 6 7 8 9 10,9,57,8598528,3462144,5136384,-8598528,401499,700751,-299252,33,0,0,True
2036,2 4 5 6 7 8 9 10,8,46,6976512,3787776,3188736,-6976512,23509,511756,-488247,33,0,0,True
2037,0 2 4 5 6 7 8 9 10,9,54,8051712,3720192,4331520,-8051712,948315,974159,-25844,33,0,0,True
2038,1 2 4 5 6 7 8 9 10,9,54,8297472,3781632,4515840,-8297472,702555,851279,-148724,33,0,0,True
2039,0 1 2 4 5 6 7 8 9 10,10,62,9372672,3591168,5781504,-9372672,627358,313679,313679,33,0,0,True
2040,3 4 5 6 7 8 9 10,8,51,7394304,3136512,4257792,-7394304,605720,302860,302860,33,0,0,True
2041,0 3 4 5 6 7 8 9 10,9,59,8469504,3474432,4995072,-8469504,530523,765263,-234740,33,0,0,True
2042,1 3 4 5 6 7 8 9 10,9,59,8715264,3658752,5056512,-8715264,284763,642383,-357620,33,0,0,True
2043,0 1 3 4 5 6 7 8 9 10,10,67,9790464,3873792,5916672,-9790464,209566,104783,104783,33,0,0,True
