observable_id,observable_code,value,scale_code
0,0,60,0
1,1,32,0
2,2,29,0
3,3,1,0
4,4,48849960057179,0
5,5,4903515,0
6,6,4894923,0
7,7,8592,0
8,8,2043,0
9,9,4892880,0
10,10,8592,0
11,11,0,0
12,12,97699920114358,0
13,13,128,0
14,14,0,0
15,15,1,0
16,16,1,0
17,17,1,0
18,18,0,0
