edge_id,from_law_id,to_law_id,dependency_kind_code,source_id,target_id,weight_code
0,0,2,1,1,0,1
1,1,2,1,1,1,1
2,3,7,1,2,0,1
3,4,7,1,2,1,1
4,5,7,1,2,2,1
5,6,7,1,2,3,1
6,8,14,1,3,0,1
7,9,14,1,3,1,1
8,10,14,1,3,2,1
9,11,14,1,3,3,1
10,12,14,1,3,4,1
11,13,14,1,3,5,1
12,15,23,1,4,0,1
13,16,23,1,4,1,1
14,17,23,1,4,2,1
15,18,23,1,4,3,1
16,19,23,1,4,4,1
17,20,23,1,4,5,1
18,21,23,1,4,6,1
19,22,23,1,4,7,1
20,24,34,1,5,0,1
21,25,34,1,5,1,1
22,26,34,1,5,2,1
23,27,34,1,5,3,1
24,28,34,1,5,4,1
25,29,34,1,5,5,1
26,30,34,1,5,6,1
27,31,34,1,5,7,1
28,32,34,1,5,8,1
29,33,34,1,5,9,1
30,35,47,1,6,0,1
31,36,47,1,6,1,1
32,37,47,1,6,2,1
33,38,47,1,6,3,1
34,39,47,1,6,4,1
35,40,47,1,6,5,1
36,41,47,1,6,6,1
37,42,47,1,6,7,1
38,43,47,1,6,8,1
39,44,47,1,6,9,1
40,45,47,1,6,10,1
41,46,47,1,6,11,1
42,48,62,1,7,0,1
43,49,62,1,7,1,1
44,50,62,1,7,2,1
45,51,62,1,7,3,1
46,52,62,1,7,4,1
47,53,62,1,7,5,1
48,54,62,1,7,6,1
49,55,62,1,7,7,1
50,56,62,1,7,8,1
51,57,62,1,7,9,1
52,58,62,1,7,10,1
53,59,62,1,7,11,1
54,60,62,1,7,12,1
55,61,62,1,7,13,1
56,63,79,1,8,0,1
57,64,79,1,8,1,1
58,65,79,1,8,2,1
59,66,79,1,8,3,1
60,67,79,1,8,4,1
61,68,79,1,8,5,1
62,69,79,1,8,6,1
63,70,79,1,8,7,1
64,71,79,1,8,8,1
65,72,79,1,8,9,1
66,73,79,1,8,10,1
67,74,79,1,8,11,1
68,75,79,1,8,12,1
69,76,79,1,8,13,1
70,77,79,1,8,14,1
71,78,79,1,8,15,1
72,80,82,1,1,0,1
73,81,82,1,1,1,1
74,0,83,2,1,0,0
75,1,83,2,1,1,1
76,2,83,2,1,2,2
77,3,84,2,2,0,0
78,4,84,2,2,1,1
79,5,84,2,2,2,2
80,6,84,2,2,3,3
81,7,84,2,2,4,4
82,8,85,2,3,0,0
83,9,85,2,3,1,1
84,10,85,2,3,2,2
85,11,85,2,3,3,3
86,12,85,2,3,4,4
87,13,85,2,3,5,5
88,14,85,2,3,6,6
89,15,86,2,4,0,0
90,16,86,2,4,1,1
91,17,86,2,4,2,2
92,18,86,2,4,3,3
93,19,86,2,4,4,4
94,20,86,2,4,5,5
95,21,86,2,4,6,6
96,22,86,2,4,7,7
97,23,86,2,4,8,8
98,24,87,2,5,0,0
99,25,87,2,5,1,1
100,26,87,2,5,2,2
101,27,87,2,5,3,3
102,28,87,2,5,4,4
103,29,87,2,5,5,5
104,30,87,2,5,6,6
105,31,87,2,5,7,7
106,32,87,2,5,8,8
107,33,87,2,5,9,9
108,34,87,2,5,10,10
109,35,88,2,6,0,0
110,36,88,2,6,1,1
111,37,88,2,6,2,2
112,38,88,2,6,3,3
113,39,88,2,6,4,4
114,40,88,2,6,5,5
115,41,88,2,6,6,6
116,42,88,2,6,7,7
117,43,88,2,6,8,8
118,44,88,2,6,9,9
119,45,88,2,6,10,10
120,46,88,2,6,11,11
121,47,88,2,6,12,12
122,48,89,2,7,0,0
123,49,89,2,7,1,1
124,50,89,2,7,2,2
125,51,89,2,7,3,3
126,52,89,2,7,4,4
127,53,89,2,7,5,5
128,54,89,2,7,6,6
129,55,89,2,7,7,7
130,56,89,2,7,8,8
131,57,89,2,7,9,9
132,58,89,2,7,10,10
133,59,89,2,7,11,11
134,60,89,2,7,12,12
135,61,89,2,7,13,13
136,62,89,2,7,14,14
137,63,90,2,8,0,0
138,64,90,2,8,1,1
139,65,90,2,8,2,2
140,66,90,2,8,3,3
141,67,90,2,8,4,4
142,68,90,2,8,5,5
143,69,90,2,8,6,6
144,70,90,2,8,7,7
145,71,90,2,8,8,8
146,72,90,2,8,9,9
147,73,90,2,8,10,10
148,74,90,2,8,11,11
149,75,90,2,8,12,12
150,76,90,2,8,13,13
151,77,90,2,8,14,14
152,78,90,2,8,15,15
153,79,90,2,8,16,16
154,0,99,3,1,0,0
155,1,99,3,1,1,1
156,2,99,3,1,2,2
157,0,100,3,1,0,0
158,1,100,3,1,1,1
159,2,100,3,1,2,2
160,0,101,3,1,0,0
161,1,101,3,1,1,1
162,2,101,3,1,2,2
163,3,102,3,2,0,0
164,4,102,3,2,1,1
165,5,102,3,2,2,2
166,6,102,3,2,3,3
167,7,102,3,2,4,4
168,3,103,3,2,0,0
169,4,103,3,2,1,1
170,5,103,3,2,2,2
171,6,103,3,2,3,3
172,7,103,3,2,4,4
173,3,104,3,2,0,0
174,4,104,3,2,1,1
175,5,104,3,2,2,2
176,6,104,3,2,3,3
177,7,104,3,2,4,4
178,8,105,3,3,0,0
179,9,105,3,3,1,1
180,10,105,3,3,2,2
181,11,105,3,3,3,3
182,12,105,3,3,4,4
183,13,105,3,3,5,5
184,14,105,3,3,6,6
185,8,106,3,3,0,0
186,9,106,3,3,1,1
187,10,106,3,3,2,2
188,11,106,3,3,3,3
189,12,106,3,3,4,4
190,13,106,3,3,5,5
191,14,106,3,3,6,6
192,8,107,3,3,0,0
193,9,107,3,3,1,1
194,10,107,3,3,2,2
195,11,107,3,3,3,3
196,12,107,3,3,4,4
197,13,107,3,3,5,5
198,14,107,3,3,6,6
199,15,108,3,4,0,0
200,16,108,3,4,1,1
201,17,108,3,4,2,2
202,18,108,3,4,3,3
203,19,108,3,4,4,4
204,20,108,3,4,5,5
205,21,108,3,4,6,6
206,22,108,3,4,7,7
207,23,108,3,4,8,8
208,15,109,3,4,0,0
209,16,109,3,4,1,1
210,17,109,3,4,2,2
211,18,109,3,4,3,3
212,19,109,3,4,4,4
213,20,109,3,4,5,5
214,21,109,3,4,6,6
215,22,109,3,4,7,7
216,23,109,3,4,8,8
217,15,110,3,4,0,0
218,16,110,3,4,1,1
219,17,110,3,4,2,2
220,18,110,3,4,3,3
221,19,110,3,4,4,4
222,20,110,3,4,5,5
223,21,110,3,4,6,6
224,22,110,3,4,7,7
225,23,110,3,4,8,8
226,24,111,3,5,0,0
227,25,111,3,5,1,1
228,26,111,3,5,2,2
229,27,111,3,5,3,3
230,28,111,3,5,4,4
231,29,111,3,5,5,5
232,30,111,3,5,6,6
233,31,111,3,5,7,7
234,32,111,3,5,8,8
235,33,111,3,5,9,9
236,34,111,3,5,10,10
237,24,112,3,5,0,0
238,25,112,3,5,1,1
239,26,112,3,5,2,2
240,27,112,3,5,3,3
241,28,112,3,5,4,4
242,29,112,3,5,5,5
243,30,112,3,5,6,6
244,31,112,3,5,7,7
245,32,112,3,5,8,8
246,33,112,3,5,9,9
247,34,112,3,5,10,10
248,24,113,3,5,0,0
249,25,113,3,5,1,1
250,26,113,3,5,2,2
251,27,113,3,5,3,3
252,28,113,3,5,4,4
253,29,113,3,5,5,5
254,30,113,3,5,6,6
255,31,113,3,5,7,7
256,32,113,3,5,8,8
257,33,113,3,5,9,9
258,34,113,3,5,10,10
259,35,114,3,6,0,0
260,36,114,3,6,1,1
261,37,114,3,6,2,2
262,38,114,3,6,3,3
263,39,114,3,6,4,4
264,40,114,3,6,5,5
265,41,114,3,6,6,6
266,42,114,3,6,7,7
267,43,114,3,6,8,8
268,44,114,3,6,9,9
269,45,114,3,6,10,10
270,46,114,3,6,11,11
271,47,114,3,6,12,12
272,35,115,3,6,0,0
273,36,115,3,6,1,1
274,37,115,3,6,2,2
275,38,115,3,6,3,3
276,39,115,3,6,4,4
277,40,115,3,6,5,5
278,41,115,3,6,6,6
279,42,115,3,6,7,7
280,43,115,3,6,8,8
281,44,115,3,6,9,9
282,45,115,3,6,10,10
283,46,115,3,6,11,11
284,47,115,3,6,12,12
285,35,116,3,6,0,0
286,36,116,3,6,1,1
287,37,116,3,6,2,2
288,38,116,3,6,3,3
289,39,116,3,6,4,4
290,40,116,3,6,5,5
291,41,116,3,6,6,6
292,42,116,3,6,7,7
293,43,116,3,6,8,8
294,44,116,3,6,9,9
295,45,116,3,6,10,10
296,46,116,3,6,11,11
297,47,116,3,6,12,12
298,48,117,3,7,0,0
299,49,117,3,7,1,1
300,50,117,3,7,2,2
301,51,117,3,7,3,3
302,52,117,3,7,4,4
303,53,117,3,7,5,5
304,54,117,3,7,6,6
305,55,117,3,7,7,7
306,56,117,3,7,8,8
307,57,117,3,7,9,9
308,58,117,3,7,10,10
309,59,117,3,7,11,11
310,60,117,3,7,12,12
311,61,117,3,7,13,13
312,62,117,3,7,14,14
313,48,118,3,7,0,0
314,49,118,3,7,1,1
315,50,118,3,7,2,2
316,51,118,3,7,3,3
317,52,118,3,7,4,4
318,53,118,3,7,5,5
319,54,118,3,7,6,6
320,55,118,3,7,7,7
321,56,118,3,7,8,8
322,57,118,3,7,9,9
323,58,118,3,7,10,10
324,59,118,3,7,11,11
325,60,118,3,7,12,12
326,61,118,3,7,13,13
327,62,118,3,7,14,14
328,48,119,3,7,0,0
329,49,119,3,7,1,1
330,50,119,3,7,2,2
331,51,119,3,7,3,3
332,52,119,3,7,4,4
333,53,119,3,7,5,5
334,54,119,3,7,6,6
335,55,119,3,7,7,7
336,56,119,3,7,8,8
337,57,119,3,7,9,9
338,58,119,3,7,10,10
339,59,119,3,7,11,11
340,60,119,3,7,12,12
341,61,119,3,7,13,13
342,62,119,3,7,14,14
343,63,120,3,8,0,0
344,64,120,3,8,1,1
345,65,120,3,8,2,2
346,66,120,3,8,3,3
347,67,120,3,8,4,4
348,68,120,3,8,5,5
349,69,120,3,8,6,6
350,70,120,3,8,7,7
351,71,120,3,8,8,8
352,72,120,3,8,9,9
353,73,120,3,8,10,10
354,74,120,3,8,11,11
355,75,120,3,8,12,12
356,76,120,3,8,13,13
357,77,120,3,8,14,14
358,78,120,3,8,15,15
359,79,120,3,8,16,16
360,63,121,3,8,0,0
361,64,121,3,8,1,1
362,65,121,3,8,2,2
363,66,121,3,8,3,3
364,67,121,3,8,4,4
365,68,121,3,8,5,5
366,69,121,3,8,6,6
367,70,121,3,8,7,7
368,71,121,3,8,8,8
369,72,121,3,8,9,9
370,73,121,3,8,10,10
371,74,121,3,8,11,11
372,75,121,3,8,12,12
373,76,121,3,8,13,13
374,77,121,3,8,14,14
375,78,121,3,8,15,15
376,79,121,3,8,16,16
377,63,122,3,8,0,0
378,64,122,3,8,1,1
379,65,122,3,8,2,2
380,66,122,3,8,3,3
381,67,122,3,8,4,4
382,68,122,3,8,5,5
383,69,122,3,8,6,6
384,70,122,3,8,7,7
385,71,122,3,8,8,8
386,72,122,3,8,9,9
387,73,122,3,8,10,10
388,74,122,3,8,11,11
389,75,122,3,8,12,12
390,76,122,3,8,13,13
391,77,122,3,8,14,14
392,78,122,3,8,15,15
393,79,122,3,8,16,16
394,0,147,4,1,0,0
395,1,147,4,1,1,1
396,2,147,4,1,2,2
397,99,148,5,1,0,1
398,147,149,6,1,0,1
399,148,149,7,1,0,1
400,0,150,4,1,0,0
401,1,150,4,1,1,1
402,2,150,4,1,2,2
403,99,151,5,1,1,1
404,150,152,6,1,1,1
405,151,152,7,1,1,1
406,0,153,4,1,0,0
407,1,153,4,1,1,1
408,2,153,4,1,2,2
409,99,154,5,1,2,1
410,153,155,6,1,2,1
411,154,155,7,1,2,1
412,3,156,4,2,0,0
413,4,156,4,2,1,1
414,5,156,4,2,2,2
415,6,156,4,2,3,3
416,7,156,4,2,4,4
417,102,157,5,2,0,1
418,156,158,6,2,0,1
419,157,158,7,2,0,1
420,3,159,4,2,0,0
421,4,159,4,2,1,1
422,5,159,4,2,2,2
423,6,159,4,2,3,3
424,7,159,4,2,4,4
425,102,160,5,2,1,1
426,159,161,6,2,1,1
427,160,161,7,2,1,1
428,3,162,4,2,0,0
429,4,162,4,2,1,1
430,5,162,4,2,2,2
431,6,162,4,2,3,3
432,7,162,4,2,4,4
433,102,163,5,2,2,1
434,162,164,6,2,2,1
435,163,164,7,2,2,1
436,8,165,4,3,0,0
437,9,165,4,3,1,1
438,10,165,4,3,2,2
439,11,165,4,3,3,3
440,12,165,4,3,4,4
441,13,165,4,3,5,5
442,14,165,4,3,6,6
443,105,166,5,3,0,1
444,165,167,6,3,0,1
445,166,167,7,3,0,1
446,8,168,4,3,0,0
447,9,168,4,3,1,1
448,10,168,4,3,2,2
449,11,168,4,3,3,3
450,12,168,4,3,4,4
451,13,168,4,3,5,5
452,14,168,4,3,6,6
453,105,169,5,3,1,1
454,168,170,6,3,1,1
455,169,170,7,3,1,1
456,8,171,4,3,0,0
457,9,171,4,3,1,1
458,10,171,4,3,2,2
459,11,171,4,3,3,3
460,12,171,4,3,4,4
461,13,171,4,3,5,5
