transfer_edge_id,source_state_id,target_state_id,edge_weight,native_transition_flag,derived_transition_flag,promoted_transition_flag,promoted_only_transition_flag,old_repaired_edge_flag,old_spectral_cut_edge_flag,spectral_cut_edge_flag,undirected_stationary_flux_x1e12,source_to_target_probability_x1e12,target_to_source_probability_x1e12,source_stationary_mass_x1e12,target_stationary_mass_x1e12
98,19,30,1,0,1,0,0,1,0,0,170969397,27777777777,200000000000,3077449137,427423491
99,19,31,1,0,1,0,0,1,0,0,170969397,27777777777,100000000000,3077449137,854846982
100,19,32,1,0,1,0,0,1,0,0,170969397,27777777777,125000000000,3077449137,683877586
101,19,33,1,0,1,0,0,1,0,0,170969397,27777777777,200000000000,3077449137,427423491
102,19,37,1,0,1,0,0,1,0,0,170969397,27777777777,125000000000,3077449137,683877586
103,19,51,1,0,1,0,0,1,0,0,170969397,27777777777,33333333334,3077449137,2564540947
104,19,61,1,0,1,0,0,1,0,0,170969397,27777777777,250000000000,3077449137,341938793
105,19,65,1,0,1,0,0,1,0,0,170969397,27777777777,142857142858,3077449137,598392888
106,20,21,1,0,1,0,0,1,0,0,170969397,333333333333,200000000000,256454095,427423491
107,20,52,1,0,1,0,0,1,0,0,170969397,333333333333,250000000000,256454095,341938793
108,21,23,1,0,1,0,0,1,0,0,170969397,200000000000,166666666667,427423491,512908189
109,21,53,1,0,1,0,0,1,0,0,170969397,200000000000,166666666667,427423491,512908189
110,22,23,1,0,1,0,0,1,0,0,170969397,200000000000,166666666666,427423491,512908189
111,22,54,1,0,1,0,0,1,0,0,170969397,200000000000,166666666667,427423491,512908189
112,23,55,1,0,1,0,0,1,0,0,170969397,166666666666,142857142858,512908189,598392888
113,24,25,1,0,1,1,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
114,24,27,1,0,1,0,0,1,0,0,170969397,142857142857,111111111111,598392888,769362284
115,24,56,1,0,1,0,0,1,0,0,170969397,142857142857,125000000000,598392888,683877586
116,25,26,1,0,1,1,0,1,0,0,170969397,166666666667,166666666667,512908189,512908189
117,25,57,1,0,1,1,0,1,0,0,170969397,166666666666,142857142858,512908189,598392888
118,25,93,1,0,1,1,1,0,0,0,170969397,166666666666,333333333334,512908189,256454095
119,26,27,1,0,1,0,0,1,0,0,170969397,166666666666,111111111111,512908189,769362284
120,26,58,1,0,1,0,0,1,0,0,170969397,166666666666,142857142858,512908189,598392888
121,27,32,1,0,1,0,0,1,0,0,170969397,111111111111,125000000000,769362284,683877586
122,27,59,1,0,1,0,0,1,0,0,170969397,111111111111,100000000000,769362284,854846982
123,28,31,1,0,1,0,0,1,0,0,170969397,250000000000,100000000000,341938793,854846982
124,28,32,1,0,1,0,0,1,0,0,170969397,250000000000,125000000000,341938793,683877586
125,29,31,1,0,1,0,0,1,0,0,170969397,166666666667,100000000000,512908189,854846982
126,29,34,1,0,1,0,0,1,0,0,170969397,166666666667,166666666667,512908189,512908189
127,29,39,1,0,1,0,0,1,0,0,170969397,166666666667,90909090909,512908189,940331681
128,29,62,1,0,1,0,0,1,0,0,170969397,166666666666,166666666667,512908189,512908189
129,29,75,1,0,1,0,0,1,0,0,170969397,166666666666,40000000000,512908189,2137117456
130,30,32,1,0,1,0,0,1,0,0,170969397,200000000000,125000000000,427423491,683877586
131,30,65,1,0,1,0,0,1,0,0,170969397,200000000000,142857142857,427423491,598392888
132,31,32,1,0,1,0,0,1,0,0,170969397,100000000000,125000000000,854846982,683877586
133,31,35,1,0,1,0,0,1,0,0,170969397,100000000000,125000000000,854846982,683877586
134,31,51,1,0,1,0,0,1,0,0,170969397,100000000000,33333333334,854846982,2564540947
135,31,75,1,0,1,0,0,1,0,0,170969397,100000000000,40000000000,854846982,2137117456
136,31,83,1,0,1,0,0,1,0,0,170969397,100000000000,100000000000,854846982,854846982
137,32,59,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
138,32,83,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
139,33,35,1,0,1,0,0,1,0,0,170969397,200000000000,125000000000,427423491,683877586
140,33,37,1,0,1,0,0,1,0,0,170969397,200000000000,125000000000,427423491,683877586
141,33,61,1,0,1,0,0,1,0,0,170969397,200000000000,250000000000,427423491,341938793
142,34,35,1,0,1,0,0,1,0,0,170969397,166666666667,125000000000,512908189,683877586
143,34,36,1,0,1,0,0,1,0,0,170969397,166666666667,125000000000,512908189,683877586
144,34,39,1,0,1,0,0,1,0,0,170969397,166666666666,90909090909,512908189,940331681
145,34,51,1,0,1,0,0,1,0,0,170969397,166666666666,33333333334,512908189,2564540947
146,35,37,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
147,35,51,1,0,1,0,0,1,0,0,170969397,125000000000,33333333334,683877586,2564540947
148,35,59,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
149,36,37,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
150,36,39,1,0,1,0,0,1,0,0,170969397,125000000000,90909090909,683877586,940331681
151,36,41,1,0,1,0,0,1,0,0,170969397,125000000000,166666666667,683877586,512908189
152,36,51,1,0,1,0,0,1,0,0,170969397,125000000000,33333333334,683877586,2564540947
153,36,64,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
154,37,51,1,0,1,0,0,1,0,0,170969397,125000000000,33333333334,683877586,2564540947
155,37,59,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
156,37,65,1,0,1,0,0,1,0,0,170969397,125000000000,142857142857,683877586,598392888
157,38,39,1,0,1,0,0,1,0,0,170969397,142857142857,90909090909,598392888,940331681
158,38,40,1,0,1,0,0,1,0,0,170969397,142857142857,125000000000,598392888,683877586
159,38,43,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
160,38,51,1,0,1,0,0,1,0,0,170969397,142857142857,33333333334,598392888,2564540947
161,38,60,1,0,1,0,0,1,0,0,170969397,142857142857,200000000000,598392888,427423491
162,38,67,1,0,1,0,0,1,0,0,170969397,142857142857,142857142858,598392888,598392888
163,39,40,1,0,1,0,0,1,0,0,170969397,90909090909,125000000000,940331681,683877586
164,39,44,1,0,1,0,0,1,0,0,170969397,90909090909,142857142857,940331681,598392888
165,39,51,1,0,1,0,0,1,0,0,170969397,90909090909,33333333334,940331681,2564540947
166,39,62,1,0,1,0,0,1,0,0,170969397,90909090909,166666666667,940331681,512908189
167,39,64,1,0,1,0,0,1,0,0,170969397,90909090909,125000000000,940331681,683877586
168,39,75,1,0,1,0,0,1,0,0,170969397,90909090909,40000000000,940331681,2137117456
169,40,41,1,0,1,0,0,1,0,0,170969397,125000000000,166666666667,683877586,512908189
170,40,51,1,0,1,0,0,1,0,0,170969397,125000000000,33333333334,683877586,2564540947
171,40,56,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
172,40,63,1,0,1,0,0,1,0,0,170969397,125000000000,166666666667,683877586,512908189
173,40,80,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
174,41,51,1,0,1,0,0,1,0,0,170969397,166666666667,33333333334,512908189,2564540947
175,41,59,1,0,1,0,0,1,0,0,170969397,166666666666,100000000000,512908189,854846982
176,41,64,1,0,1,0,0,1,0,0,170969397,166666666666,125000000000,512908189,683877586
177,42,43,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
178,42,44,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
179,42,45,1,0,1,0,0,1,0,0,170969397,142857142857,111111111111,598392888,769362284
180,42,51,1,0,1,0,0,1,0,0,170969397,142857142857,33333333333,598392888,2564540947
181,42,58,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
182,42,66,1,0,1,0,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
183,43,51,1,0,1,0,0,1,0,0,170969397,142857142857,33333333333,598392888,2564540947
184,43,56,1,0,1,0,0,1,0,0,170969397,142857142857,125000000000,598392888,683877586
185,43,59,1,0,1,0,0,1,0,0,170969397,142857142857,100000000000,598392888,854846982
186,43,67,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
187,44,51,1,0,1,0,0,1,0,0,170969397,142857142857,33333333333,598392888,2564540947
188,44,58,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
189,44,68,1,0,1,0,0,1,0,0,170969397,142857142857,200000000000,598392888,427423491
190,44,82,1,0,1,0,0,1,0,0,170969397,142857142857,142857142858,598392888,598392888
191,45,46,1,0,1,0,0,1,0,0,170969397,111111111111,142857142857,769362284,598392888
192,45,48,1,0,1,0,0,1,0,0,170969397,111111111111,166666666667,769362284,512908189
193,45,50,1,0,1,0,0,1,0,0,170969397,111111111111,166666666667,769362284,512908189
194,45,51,1,0,1,0,0,1,0,0,170969397,111111111111,33333333333,769362284,2564540947
195,45,56,1,0,1,0,0,1,0,0,170969397,111111111111,125000000000,769362284,683877586
196,45,57,1,0,1,1,0,1,0,0,170969397,111111111111,142857142857,769362284,598392888
197,45,69,1,0,1,0,0,1,0,0,170969397,111111111111,125000000000,769362284,683877586
198,46,47,1,0,1,0,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
199,46,51,1,0,1,0,0,1,0,0,170969397,142857142857,33333333333,598392888,2564540947
200,46,54,1,0,1,0,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
201,46,55,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
202,46,70,1,0,1,0,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
203,47,51,1,0,1,0,0,1,0,0,170969397,166666666667,33333333333,512908189,2564540947
204,47,54,1,0,1,0,0,1,0,0,170969397,166666666667,166666666667,512908189,512908189
205,47,55,1,0,1,0,0,1,0,0,170969397,166666666666,142857142857,512908189,598392888
206,47,71,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
207,48,50,1,0,1,0,0,1,0,0,170969397,166666666667,166666666667,512908189,512908189
208,48,51,1,0,1,0,0,1,0,0,170969397,166666666667,33333333333,512908189,2564540947
209,48,72,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
210,48,94,1,0,1,0,0,1,0,0,170969397,166666666666,250000000000,512908189,341938793
211,49,51,1,0,1,0,0,1,0,0,170969397,250000000000,33333333333,341938793,2564540947
212,49,73,1,0,1,0,0,1,0,0,170969397,250000000000,333333333334,341938793,256454095
213,49,95,1,0,1,0,0,1,0,0,170969397,250000000000,250000000000,341938793,341938793
214,50,51,1,0,1,0,0,1,0,0,170969397,166666666667,33333333333,512908189,2564540947
215,50,53,1,0,1,0,0,1,0,0,170969397,166666666666,166666666667,512908189,512908189
216,50,74,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
217,51,52,1,0,1,0,0,1,0,0,170969397,33333333333,250000000000,2564540947,341938793
218,51,53,1,0,1,0,0,1,0,0,170969397,33333333333,166666666667,2564540947,512908189
219,51,54,1,0,1,0,0,1,0,0,170969397,33333333333,166666666667,2564540947,512908189
220,51,55,1,0,1,0,0,1,0,0,170969397,33333333333,142857142857,2564540947,598392888
221,51,56,1,0,1,0,0,1,0,0,170969397,33333333333,125000000000,2564540947,683877586
222,51,57,1,0,1,1,0,1,0,0,170969397,33333333333,142857142857,2564540947,598392888
223,51,58,1,0,1,0,0,1,0,0,170969397,33333333333,142857142857,2564540947,598392888
224,51,59,1,0,1,0,0,1,0,0,170969397,33333333333,100000000000,2564540947,854846982
225,51,65,1,0,1,0,0,1,0,0,170969397,33333333333,142857142857,2564540947,598392888
226,51,75,1,0,1,0,0,1,0,0,170969397,33333333333,40000000000,2564540947,2137117456
227,51,83,1,0,1,0,0,1,0,0,170969397,33333333333,100000000000,2564540947,854846982
228,52,53,1,0,1,0,0,1,0,0,170969397,250000000000,166666666667,341938793,512908189
229,52,76,1,0,1,0,0,1,0,0,170969397,250000000000,333333333334,341938793,256454095
230,53,55,1,0,1,0,0,1,0,0,170969397,166666666666,142857142857,512908189,598392888
231,53,77,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
232,54,55,1,0,1,0,0,1,0,0,170969397,166666666666,142857142857,512908189,598392888
233,54,78,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
234,55,79,1,0,1,0,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
235,56,57,1,0,1,1,0,1,0,0,170969397,125000000000,142857142857,683877586,598392888
236,56,59,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
237,56,80,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
238,57,58,1,0,1,1,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
239,57,81,1,0,1,1,0,1,0,0,170969397,142857142857,166666666667,598392888,512908189
240,57,96,1,0,1,1,1,0,0,0,170969397,142857142857,250000000000,598392888,341938793
241,58,59,1,0,1,0,0,1,0,0,170969397,142857142857,100000000000,598392888,854846982
242,58,82,1,0,1,0,0,1,0,0,170969397,142857142857,142857142857,598392888,598392888
243,59,83,1,0,1,0,0,1,0,0,170969397,100000000000,100000000000,854846982,854846982
244,60,62,1,0,1,0,0,1,0,0,170969397,200000000000,166666666667,427423491,512908189
245,60,63,1,0,1,0,0,1,0,0,170969397,200000000000,166666666667,427423491,512908189
246,60,67,1,0,1,0,0,1,0,0,170969397,200000000000,142857142857,427423491,598392888
247,60,75,1,0,1,0,0,1,0,0,170969397,200000000000,40000000000,427423491,2137117456
248,61,65,1,0,1,0,0,1,0,0,170969397,250000000000,142857142857,341938793,598392888
249,62,63,1,0,1,0,0,1,0,0,170969397,166666666667,166666666667,512908189,512908189
250,62,68,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
251,62,75,1,0,1,0,0,1,0,0,170969397,166666666666,40000000000,512908189,2137117456
252,63,64,1,0,1,0,0,1,0,0,170969397,166666666667,125000000000,512908189,683877586
253,63,75,1,0,1,0,0,1,0,0,170969397,166666666666,40000000000,512908189,2137117456
254,63,80,1,0,1,0,0,1,0,0,170969397,166666666666,125000000000,512908189,683877586
255,64,65,1,0,1,0,0,1,0,0,170969397,125000000000,142857142857,683877586,598392888
256,64,75,1,0,1,0,0,1,0,0,170969397,125000000000,40000000000,683877586,2137117456
257,64,83,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
258,65,83,1,0,1,0,0,1,0,0,170969397,142857142857,100000000000,598392888,854846982
259,66,67,1,0,1,0,0,1,0,0,170969397,166666666667,142857142857,512908189,598392888
260,66,68,1,0,1,0,0,1,0,0,170969397,166666666667,200000000000,512908189,427423491
261,66,69,1,0,1,0,0,1,0,0,170969397,166666666667,125000000000,512908189,683877586
262,66,75,1,0,1,0,0,1,0,0,170969397,166666666666,40000000000,512908189,2137117456
263,66,82,1,0,1,0,0,1,0,0,170969397,166666666666,142857142857,512908189,598392888
264,67,75,1,0,1,0,0,1,0,0,170969397,142857142857,40000000000,598392888,2137117456
265,67,80,1,0,1,0,0,1,0,0,170969397,142857142857,125000000000,598392888,683877586
266,67,83,1,0,1,0,0,1,0,0,170969397,142857142857,100000000000,598392888,854846982
267,68,75,1,0,1,0,0,1,0,0,170969397,200000000000,40000000000,427423491,2137117456
268,68,82,1,0,1,0,0,1,0,0,170969397,200000000000,142857142857,427423491,598392888
269,69,70,1,0,1,0,0,1,0,0,170969397,125000000000,166666666667,683877586,512908189
270,69,72,1,0,1,0,0,1,0,0,170969397,125000000000,200000000000,683877586,427423491
271,69,74,1,0,1,0,0,1,0,0,170969397,125000000000,200000000000,683877586,427423491
272,69,75,1,0,1,0,0,1,0,0,170969397,125000000000,40000000000,683877586,2137117456
273,69,80,1,0,1,0,0,1,0,0,170969397,125000000000,125000000000,683877586,683877586
274,69,81,1,0,1,1,0,1,0,0,170969397,125000000000,166666666667,683877586,512908189
275,70,71,1,0,1,0,0,1,0,0,170969397,166666666667,200000000000,512908189,427423491
276,70,75,1,0,1,0,0,1,0,0,170969397,166666666667,40000000000,512908189,2137117456
277,70,78,1,0,1,0,0,1,0,0,170969397,166666666666,200000000000,512908189,427423491
278,70,79,1,0,1,0,0,1,0,0,170969397,166666666666,166666666667,512908189,512908189
279,71,75,1,0,1,0,0,1,0,0,170969397,200000000000,40000000000,427423491,2137117456
280,71,78,1,0,1,0,0,1,0,0,170969397,200000000000,200000000000,427423491,427423491
281,71,79,1,0,1,0,0,1,0,0,170969397,200000000000,166666666667,427423491,512908189
282,72,74,1,0,1,0,0,1,0,0,170969397,200000000000,200000000000,427423491,427423491
283,72,75,1,0,1,0,0,1,0,0,170969397,200000000000,40000000000,427423491,2137117456
284,72,97,1,0,1,0,0,1,0,0,170969397,200000000000,333333333334,427423491,256454095
285,73,75,1,0,1,0,0,1,0,0,170969397,333333333333,40000000000,256454095,2137117456
286,73,98,1,0,1,0,0,1,0,0,170969397,333333333333,333333333334,256454095,256454095
287,74,75,1,0,1,0,0,1,0,0,170969397,200000000000,40000000000,427423491,2137117456
288,74,77,1,0,1,0,0,1,0,0,170969397,200000000000,200000000000,427423491,427423491
289,75,76,1,0,1,0,0,1,0,0,170969397,40000000000,333333333333,2137117456,256454095
290,75,77,1,0,1,0,0,1,0,0,170969397,40000000000,200000000000,2137117456,427423491
291,75,78,1,0,1,0,0,1,0,0,170969397,40000000000,200000000000,2137117456,427423491
292,75,79,1,0,1,0,0,1,0,0,170969397,40000000000,166666666667,2137117456,512908189
293,75,80,1,0,1,0,0,1,0,0,170969397,40000000000,125000000000,2137117456,683877586
294,75,81,1,0,1,1,0,1,0,0,170969397,40000000000,166666666667,2137117456,512908189
295,75,82,1,0,1,0,0,1,0,0,170969397,40000000000,142857142857,2137117456,598392888
296,75,83,1,0,1,0,0,1,0,0,170969397,40000000000,100000000000,2137117456,854846982
297,76,77,1,0,1,0,0,1,0,0,170969397,333333333333,200000000000,256454095,427423491
298,77,79,1,0,1,0,0,1,0,0,170969397,200000000000,166666666666,427423491,512908189
299,78,79,1,0,1,0,0,1,0,0,170969397,200000000000,166666666666,427423491,512908189
300,80,81,1,0,1,1,0,1,0,0,170969397,125000000000,166666666667,683877586,512908189
301,80,83,1,0,1,0,0,1,0,0,170969397,125000000000,100000000000,683877586,854846982
302,81,82,1,0,1,1,0,1,0,0,170969397,166666666666,142857142857,512908189,598392888
303,81,99,1,0,1,1,1,0,0,0,170969397,166666666666,333333333334,512908189,256454095
304,82,83,1,0,1,0,0,1,0,0,170969397,142857142857,100000000000,598392888,854846982
305,86,90,1,0,1,0,0,1,0,0,170969397,500000000000,250000000000,170969397,341938793
306,86,845,1,0,1,0,0,1,0,0,170969397,500000000000,250000000000,170969397,341938793
307,87,88,1,0,1,0,0,1,0,0,170969397,333333333334,250000000000,256454095,341938793
