observable_id,observable_code,value
0,0,8
1,1,3
2,2,80
3,3,8
4,4,24
5,5,24
6,6,24
7,7,3669
8,8,3669
9,9,16
10,10,16
11,11,16
12,12,16
13,13,1835
14,14,1835
15,15,92
16,16,92
17,17,0
18,18,1
19,19,1
