observable_id,observable_code,value
0,0,2
1,1,2
2,2,56
3,3,55
4,4,90
5,5,55
6,6,5
7,7,4
8,8,4
9,9,224
10,10,5376
11,11,1568
12,12,5152
13,13,-1344
14,14,1
15,15,1
16,16,56
17,17,56
18,18,0
19,19,0
20,20,5
21,21,5
22,22,4
23,23,4
24,24,0
25,25,1
26,26,0
