shell,complement_size,support_size,sampled_faces,max_ratio,max_psi,max_contained_blocks,min_contained_blocks,max_cv_x,monotone_count,violations_gt_1_plus_1e_8
12,0,24,1,1.0000000000000027,2.6645352591003757e-15,2576,2576,3.301573650680724e-14,1,0
12,1,23,24,0.6454616420751891,-0.4377894940471654,1288,1288,6.796551048870097e-14,24,0
12,2,22,36,0.4030567686768426,-0.9086778617529419,616,616,6.556525759912253e-14,36,0
12,3,21,36,0.2421942646641993,-1.4180151283078546,280,280,4.7636244670684986e-14,36,0
12,4,20,36,0.13909863354037316,-1.9725720036784669,120,120,1.7290156810304737e-14,36,0
12,5,19,36,0.07582006987577672,-2.5793922472935193,48,48,0.011897041439518858,36,0
16,0,24,1,1.0000000000000018,1.7763568394002505e-15,759,759,1.641147231969238e-14,1,0
16,1,23,24,0.46853926381261407,-0.758135373317737,253,253,3.9011084402277356e-14,24,0
16,2,22,276,0.20349673069184002,-1.5921053396249008,77,77,3.530212448108223e-14,276,0
