observable_id,observable_code,value_x1e12,aux_id
0,0,44,0
1,1,16,0
2,2,10,0
3,3,0,0
4,4,0,0
5,5,4,0
6,6,0,0
7,7,6,0
8,8,10,0
9,9,0,0
10,10,2,0
11,11,0,0
12,12,14,0
13,13,12,0
14,14,4,0
15,15,3,0
16,16,10,0
17,17,0,0
