edge_id,source_surface_id,target_surface_id,edge_code,closed_flag,gap_flag
0,1,0,0,1,0
1,2,16,0,1,0
2,4,5,0,1,0
3,17,19,0,1,0
4,5,3,1,1,0
5,5,8,1,1,0
6,8,9,1,1,0
7,8,17,1,1,0
8,2,6,2,1,0
9,6,7,2,1,0
10,6,17,2,1,0
11,9,10,3,1,0
12,10,11,3,1,0
13,11,12,3,1,0
14,12,13,3,1,0
15,13,17,3,1,0
16,5,14,4,1,0
17,14,15,4,1,1
18,15,17,4,1,0
19,16,17,5,1,0
20,17,18,5,1,0
21,18,19,5,1,0
22,17,20,6,1,0
23,18,20,6,1,0
24,19,20,6,1,0
25,3,7,7,1,0
26,7,15,7,1,1
27,3,14,7,1,0
