observable_id,observable_code,value
0,0,16
1,1,128
2,2,16640
3,3,16383
4,4,127
5,5,4
6,6,288
7,7,288
8,8,16352
9,9,16256
10,10,1
11,11,126
12,12,1
13,13,112
14,14,16128
15,15,0
16,16,112
17,17,126
18,18,0
19,19,126
20,20,127
21,21,3
22,22,811687137
23,23,757022242
24,24,40610332
25,25,984634787
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,1
32,32,1
