observable_id,observable_code,value
0,0,1000003
1,1,39
2,2,985
3,3,1521
4,4,402
5,5,1119
6,6,370
7,7,1151
8,8,4
9,9,2
10,10,2
11,11,0
12,12,0
13,13,12
14,14,133
15,15,0
16,16,1
17,17,3
