shell,h2_basis_index,Act_support_size,Act_profile_ids,Act_image_zero,Act_image_nonnegative_by_three_level_certificates,status_multiset
16,131,4,"1964,1994,2007,2031",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,132,4,"1460,1481,2031,2051",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,133,6,"975,977,1460,1481,2031,2049",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,134,6,"1460,1481,1964,1994,2031,2037",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,135,8,"975,977,1460,1481,1964,1994,2031,2034",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,136,6,"975,992,1460,1481,2031,2060",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,137,8,"975,992,1460,1481,1964,1994,2031,2052",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,138,8,"975,992,1460,1481,1964,1994,2031,2053",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,139,8,"624,633,975,992,1460,1481,2031,2066",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,140,12,"367,368,624,633,975,992,1460,1481,1964,1994,2031,2063",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,141,10,"624,633,975,992,1460,1481,1964,1994,2031,2062",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,142,8,"624,639,975,992,1460,1481,2031,2070",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,143,12,"367,372,624,633,975,992,1460,1481,1964,1994,2031,2068",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,144,8,"624,643,975,992,1460,1481,2031,2073",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,145,14,"214,218,367,372,624,633,975,992,1460,1481,1964,1994,2031,2072",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,146,4,"3311,3378,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,147,4,"6,7,2241,2242",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,148,2,"2240,2242",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,149,4,"6,7,3335,3368",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,150,4,"6,7,3314,3326",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,151,4,"2559,2561,2566,2567",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,152,4,"3269,3326,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,153,2,"3331,3368",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,154,2,"2554,2561",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,155,2,"3344,3368",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,156,2,"2558,2561",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,157,2,"3352,3368",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,158,2,"2556,2561",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,159,6,"6,7,3285,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,160,6,"6,7,3295,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,161,6,"6,7,3296,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,162,4,"6,7,3357,3368",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,163,2,"2560,2561",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,164,2,"3316,3326",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,165,4,"3270,3326,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,166,4,"3236,3326,4586,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,167,2,"3329,3368",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,168,4,"2534,2551,2566,2567",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,169,6,"6,7,3279,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,170,6,"6,7,3275,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,171,6,"6,7,3281,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,172,6,"6,7,3282,3368,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,173,6,"6,7,3246,3368,4586,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,174,4,"1994,1998,2611,2612",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,175,6,"1994,1998,2561,2566,2604,2612",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,176,6,"1994,1998,2561,2566,2603,2612",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,177,6,"1994,1998,2551,2567,2600,2612",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,178,6,"1459,1460,1998,2031,2612,2641",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,179,4,"1998,2031,2612,2640",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,180,6,"1998,2031,2561,2566,2612,2636",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,181,8,"1452,1460,1998,2031,2561,2566,2612,2638",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,182,8,"1451,1460,1998,2031,2561,2566,2612,2634",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,183,6,"1998,2031,2561,2566,2612,2637",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,184,8,"1451,1460,1998,2031,2551,2567,2612,2632",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,185,6,"1998,2031,2551,2567,2612,2618",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,186,6,"1460,1481,1998,2031,2612,2654",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,187,10,"975,977,1460,1481,1998,2031,2561,2566,2612,2651",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,188,8,"1460,1481,1998,2031,2561,2566,2612,2653",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,189,10,"975,977,1460,1481,1998,2031,2551,2567,2612,2650",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,190,10,"624,625,975,992,1460,1481,1998,2031,2612,2662",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,191,10,"975,992,1460,1481,1998,2031,2561,2566,2612,2660",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,192,10,"975,992,1460,1481,1998,2031,2551,2567,2612,2659",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,193,10,"624,634,975,992,1460,1481,1998,2031,2612,2667",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,194,12,"624,633,975,992,1460,1481,1998,2031,2561,2566,2612,2665",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,195,14,"367,368,624,633,975,992,1460,1481,1998,2031,2551,2567,2612,2664",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,196,10,"624,640,975,992,1460,1481,1998,2031,2612,2670",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,197,12,"624,639,975,992,1460,1481,1998,2031,2561,2566,2612,2669",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,198,14,"367,372,624,633,975,992,1460,1481,1998,2031,2551,2567,2612,2668",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,199,4,"2769,2845,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,200,4,"6,7,2844,2845",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,201,2,"3077,3079",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,202,4,"6,7,2846,2849",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,203,4,"6,7,2810,2816",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,204,2,"3076,3078",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,205,4,"6,7,2787,2810",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,206,6,"6,7,2742,2810,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,207,4,"6,7,2810,2814",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,208,2,"3061,3062",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,209,4,"6,7,2826,2845",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,210,4,"3050,3061,3076,3079",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,211,4,"2768,2845,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,212,4,"2764,2845,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,213,4,"6,7,2819,2845",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,214,4,"3048,3061,3076,3079",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,215,4,"6,7,2836,2845",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,216,4,"3058,3061,3076,3079",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,217,4,"2566,2568,3127,3128",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,218,2,"3126,3127",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,219,4,"2566,2567,3125,3127",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,220,4,"3061,3076,3108,3127",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,221,4,"3061,3076,3110,3127",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,222,4,"3061,3076,3115,3127",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,223,4,"2566,2612,3127,3159",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,224,6,"1994,1998,2566,2612,3127,3157",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,225,4,"2566,2612,3127,3158",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,226,8,"1994,1998,2566,2612,3061,3076,3127,3144",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,227,8,"1994,1998,2566,2612,3061,3076,3127,3150",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,228,6,"2566,2612,3061,3076,3127,3152",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,229,6,"1998,2031,2566,2612,3127,3175",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,230,8,"1459,1460,1998,2031,2566,2612,3127,3176",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,231,8,"1998,2031,2566,2612,3061,3076,3127,3170",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,232,8,"1460,1481,1998,2031,2566,2612,3127,3184",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,233,10,"1460,1481,1998,2031,2566,2612,3061,3076,3127,3182",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,234,12,"624,625,975,992,1460,1481,1998,2031,2566,2612,3127,3189",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,235,12,"975,992,1460,1481,1998,2031,2566,2612,3061,3076,3127,3187",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,236,12,"624,634,975,992,1460,1481,1998,2031,2566,2612,3127,3192",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,237,14,"624,633,975,992,1460,1481,1998,2031,2566,2612,3061,3076,3127,3191",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,238,4,"2157,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,239,4,"6,7,2195,2210",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,240,2,"3505,3509",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,241,4,"6,7,2210,2225",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,242,2,"3508,3509",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,243,2,"2210,2214",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,244,2,"3506,3509",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,245,4,"6,7,2210,2218",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,246,2,"3504,3509",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,247,4,"6,7,2203,2210",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,248,2,"3509,3513",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,249,2,"2210,2219",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,250,2,"3509,3510",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,251,4,"6,7,3371,3374",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,252,2,"2206,2210",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,253,4,"2140,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,254,4,"6,7,2229,2238",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,255,4,"3492,3493,3507,3509",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,256,4,"6,7,2197,2210",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,257,2,"3465,3493",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,258,4,"2144,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,259,4,"2152,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,260,2,"2231,2238",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,261,4,"3493,3495,3507,3509",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,262,6,"6,7,2165,2238,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,263,4,"6,7,2179,2210",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,264,2,"3487,3493",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,265,4,"2139,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,266,4,"2137,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,267,4,"6,7,2184,2210",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,268,2,"3475,3493",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,269,4,"6,7,2210,2220",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,270,2,"3489,3493",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,271,4,"2162,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,272,2,"2188,2210",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,273,2,"3493,3494",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,274,4,"3076,3079,3557,3560",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,275,2,"3557,3561",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,276,2,"3555,3557",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,277,4,"3076,3079,3556,3557",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,278,4,"3076,3079,3557,3558",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,279,6,"3076,3079,3493,3509,3538,3557",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,280,4,"3493,3509,3531,3557",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,281,6,"3076,3079,3493,3509,3540,3557",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,282,4,"3493,3509,3542,3557",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,283,4,"3076,3127,3557,3594",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,284,6,"2566,2567,3076,3127,3557,3595",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,285,4,"3076,3127,3557,3590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,286,4,"3076,3127,3557,3593",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,287,6,"2566,2568,3076,3127,3557,3591",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,288,6,"3076,3127,3493,3509,3557,3579",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,289,6,"3076,3127,3493,3509,3557,3574",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,290,6,"3076,3127,3493,3509,3557,3576",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,291,6,"3076,3127,3493,3509,3557,3578",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,292,8,"1994,1998,2566,2612,3076,3127,3557,3612",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,293,6,"2566,2612,3076,3127,3557,3611",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,294,6,"2566,2612,3076,3127,3557,3613",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,295,10,"1994,1998,2566,2612,3076,3127,3493,3509,3557,3602",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,296,10,"1994,1998,2566,2612,3076,3127,3493,3509,3557,3608",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,297,8,"1998,2031,2566,2612,3076,3127,3557,3623",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,298,10,"1459,1460,1998,2031,2566,2612,3076,3127,3557,3624",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,299,10,"1998,2031,2566,2612,3076,3127,3493,3509,3557,3620",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,300,12,"1451,1460,1998,2031,2566,2612,3076,3127,3493,3509,3557,3621",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,301,10,"1460,1481,1998,2031,2566,2612,3076,3127,3557,3629",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,302,14,"975,977,1460,1481,1998,2031,2566,2612,3076,3127,3493,3509,3557,3627",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,303,14,"624,625,975,992,1460,1481,1998,2031,2566,2612,3076,3127,3557,3632",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,304,14,"975,992,1460,1481,1998,2031,2566,2612,3076,3127,3493,3509,3557,3631",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,305,4,"1583,1627,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,306,4,"6,7,1617,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,307,2,"3837,3842",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,308,4,"6,7,1627,1635",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,309,2,"3842,3843",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,310,4,"6,7,1604,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,311,2,"3838,3842",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,312,2,"1627,1638",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,313,2,"3842,3844",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,314,2,"3792,3797",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,315,4,"6,7,1613,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,316,2,"3842,3846",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,317,2,"1627,1639",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,318,2,"3842,3849",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,319,4,"6,7,1627,1633",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,320,2,"3839,3842",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,321,4,"6,7,1623,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,322,2,"3842,3850",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,323,2,"1601,1627",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,324,4,"1565,1627,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,325,4,"6,7,1598,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,326,2,"3828,3831",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,327,4,"1564,1627,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,328,4,"6,7,1607,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,329,2,"3817,3831",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,330,2,"1606,1627",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,331,2,"3822,3831",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,332,4,"6,7,1608,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,333,2,"3827,3831",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,334,4,"6,7,1599,1627",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,335,2,"3826,3831",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,336,2,"3886,3895",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,337,4,"3507,3509,3886,3887",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,338,4,"3507,3509,3886,3893",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,339,2,"3886,3889",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,340,2,"3886,3890",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,341,2,"3884,3886",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,342,4,"3831,3842,3875,3886",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,343,4,"3831,3842,3872,3886",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,344,4,"3831,3842,3876,3886",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,345,4,"3831,3842,3880,3886",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,346,4,"2150,2210,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,347,4,"3831,3842,3864,3886",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,348,6,"3076,3079,3509,3557,3886,3923",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,349,6,"3076,3079,3509,3557,3886,3918",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,350,6,"3076,3079,3509,3557,3886,3922",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,351,4,"3509,3557,3886,3921",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,352,4,"3509,3557,3886,3919",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,353,6,"3076,3079,3509,3557,3886,3920",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,354,6,"3509,3557,3831,3842,3886,3910",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,355,6,"3509,3557,3831,3842,3886,3914",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,356,8,"3076,3079,3509,3557,3831,3842,3886,3905",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,357,6,"3509,3557,3831,3842,3886,3903",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,358,6,"3076,3127,3509,3557,3886,3940",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,359,6,"3076,3127,3509,3557,3886,3943",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,360,6,"3076,3127,3509,3557,3886,3941",False,True,"{""EXACT_RATIONAL_PASS"": 6}"
16,361,10,"2566,2567,3076,3127,3509,3557,3831,3842,3886,3936",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,362,8,"3076,3127,3509,3557,3831,3842,3886,3933",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,363,8,"3076,3127,3509,3557,3831,3842,3886,3935",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,364,10,"2566,2567,3076,3127,3509,3557,3831,3842,3886,3932",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,365,8,"3076,3127,3509,3557,3831,3842,3886,3930",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,366,10,"1994,1998,2566,2612,3076,3127,3509,3557,3886,3954",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,367,8,"2566,2612,3076,3127,3509,3557,3886,3956",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,368,8,"2566,2612,3076,3127,3509,3557,3886,3955",False,True,"{""EXACT_RATIONAL_PASS"": 8}"
16,369,12,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3950",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,370,12,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3948",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,371,12,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3949",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,372,10,"1998,2031,2566,2612,3076,3127,3509,3557,3886,3962",False,True,"{""EXACT_RATIONAL_PASS"": 10}"
16,373,12,"1459,1460,1998,2031,2566,2612,3076,3127,3509,3557,3886,3963",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,374,14,"1451,1460,1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3959",False,True,"{""EXACT_RATIONAL_PASS"": 14}"
16,375,12,"1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3960",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,376,12,"1460,1481,1998,2031,2566,2612,3076,3127,3509,3557,3886,3966",False,True,"{""EXACT_RATIONAL_PASS"": 12}"
16,377,16,"975,977,1460,1481,1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3965",False,True,"{""EXACT_RATIONAL_PASS"": 16}"
16,378,4,"1060,1096,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,379,4,"6,7,1094,1096",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,380,2,"4107,4109",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,381,2,"1076,1096",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,382,4,"6,7,1091,1096",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,383,2,"4091,4096",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,384,4,"6,7,1079,1096",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,385,2,"4090,4096",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,386,2,"4108,4110",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,387,4,"1069,1114,4588,4590",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,388,4,"6,7,1087,1096",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,389,2,"4109,4111",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,390,2,"1105,1114",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,391,4,"4095,4096,4109,4110",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,392,4,"6,7,1090,1096",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,393,2,"4092,4096",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,394,4,"4096,4109,4130,4144",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,395,4,"4096,4109,4138,4144",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,396,4,"4096,4109,4129,4144",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,397,4,"4096,4109,4128,4144",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,398,2,"4144,4146",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,399,2,"4143,4144",False,True,"{""EXACT_RATIONAL_PASS"": 2}"
16,400,4,"4096,4109,4131,4144",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
16,401,4,"4096,4109,4135,4144",False,True,"{""EXACT_RATIONAL_PASS"": 4}"
