mask,height_action,residual_integral,corrected_support,q42_shadow_nonzero,q12_shadow_nonzero,support_sector,Act_kernel,Talagrand_shell_delta
603,6564864,-6564864,297,0,0,33,True,0
604,4942848,-4942848,297,0,0,33,True,0
605,6018048,-6018048,297,0,0,33,True,0
606,6263808,-6263808,297,0,0,33,True,0
607,7339008,-7339008,297,0,0,33,True,0
608,2586624,-2586624,297,0,0,33,True,0
609,3661824,-3661824,297,0,0,33,True,0
610,3907584,-3907584,297,0,0,33,True,0
611,4982784,-4982784,297,0,0,33,True,0
612,3360768,-3360768,297,0,0,33,True,0
613,4435968,-4435968,297,0,0,33,True,0
614,4681728,-4681728,297,0,0,33,True,0
615,5756928,-5756928,297,0,0,33,True,0
616,3778560,-3778560,297,0,0,33,True,0
617,4853760,-4853760,297,0,0,33,True,0
618,5099520,-5099520,297,0,0,33,True,0
619,6174720,-6174720,297,0,0,33,True,0
620,4552704,-4552704,297,0,0,33,True,0
621,5627904,-5627904,297,0,0,33,True,0
622,5873664,-5873664,297,0,0,33,True,0
623,6948864,-6948864,297,0,0,33,True,0
624,3667968,-3667968,297,0,0,33,True,0
625,4743168,-4743168,297,0,0,33,True,0
626,4988928,-4988928,297,0,0,33,True,0
627,6064128,-6064128,297,0,0,33,True,0
628,4442112,-4442112,297,0,0,33,True,0
629,5517312,-5517312,297,0,0,33,True,0
630,5763072,-5763072,297,0,0,33,True,0
631,6838272,-6838272,297,0,0,33,True,0
632,4859904,-4859904,297,0,0,33,True,0
633,5935104,-5935104,297,0,0,33,True,0
634,6180864,-6180864,297,0,0,33,True,0
635,7256064,-7256064,297,0,0,33,True,0
636,5634048,-5634048,297,0,0,33,True,0
637,6709248,-6709248,297,0,0,33,True,0
638,6955008,-6955008,297,0,0,33,True,0
639,8030208,-8030208,297,0,0,33,True,0
640,2061312,-2061312,297,0,0,33,True,0
641,3136512,-3136512,297,0,0,33,True,0
642,3382272,-3382272,297,0,0,33,True,0
643,4457472,-4457472,297,0,0,33,True,0
644,2835456,-2835456,297,0,0,33,True,0
645,3910656,-3910656,297,0,0,33,True,0
646,4156416,-4156416,297,0,0,33,True,0
647,5231616,-5231616,297,0,0,33,True,0
648,3253248,-3253248,297,0,0,33,True,0
649,4328448,-4328448,297,0,0,33,True,0
650,4574208,-4574208,297,0,0,33,True,0
651,5649408,-5649408,297,0,0,33,True,0
652,4027392,-4027392,297,0,0,33,True,0
653,5102592,-5102592,297,0,0,33,True,0
654,5348352,-5348352,297,0,0,33,True,0
655,6423552,-6423552,297,0,0,33,True,0
656,3142656,-3142656,297,0,0,33,True,0
657,4217856,-4217856,297,0,0,33,True,0
658,4463616,-4463616,297,0,0,33,True,0
659,5538816,-5538816,297,0,0,33,True,0
660,3916800,-3916800,297,0,0,33,True,0
661,4992000,-4992000,297,0,0,33,True,0
662,5237760,-5237760,297,0,0,33,True,0
663,6312960,-6312960,297,0,0,33,True,0
664,4334592,-4334592,297,0,0,33,True,0
665,5409792,-5409792,297,0,0,33,True,0
666,5655552,-5655552,297,0,0,33,True,0
667,6730752,-6730752,297,0,0,33,True,0
668,5108736,-5108736,297,0,0,33,True,0
669,6183936,-6183936,297,0,0,33,True,0
670,6429696,-6429696,297,0,0,33,True,0
671,7504896,-7504896,297,0,0,33,True,0
672,2752512,-2752512,297,0,0,33,True,0
673,3827712,-3827712,297,0,0,33,True,0
674,4073472,-4073472,297,0,0,33,True,0
675,5148672,-5148672,297,0,0,33,True,0
676,3526656,-3526656,297,0,0,33,True,0
677,4601856,-4601856,297,0,0,33,True,0
678,4847616,-4847616,297,0,0,33,True,0
679,5922816,-5922816,297,0,0,33,True,0
680,3944448,-3944448,297,0,0,33,True,0
681,5019648,-5019648,297,0,0,33,True,0
682,5265408,-5265408,297,0,0,33,True,0
683,6340608,-6340608,297,0,0,33,True,0
684,4718592,-4718592,297,0,0,33,True,0
685,5793792,-5793792,297,0,0,33,True,0
686,6039552,-6039552,297,0,0,33,True,0
687,7114752,-7114752,297,0,0,33,True,0
688,3833856,-3833856,297,0,0,33,True,0
689,4909056,-4909056,297,0,0,33,True,0
690,5154816,-5154816,297,0,0,33,True,0
691,6230016,-6230016,297,0,0,33,True,0
692,4608000,-4608000,297,0,0,33,True,0
693,5683200,-5683200,297,0,0,33,True,0
694,5928960,-5928960,297,0,0,33,True,0
695,7004160,-7004160,297,0,0,33,True,0
696,5025792,-5025792,297,0,0,33,True,0
697,6100992,-6100992,297,0,0,33,True,0
698,6346752,-6346752,297,0,0,33,True,0
699,7421952,-7421952,297,0,0,33,True,0
700,5799936,-5799936,297,0,0,33,True,0
701,6875136,-6875136,297,0,0,33,True,0
702,7120896,-7120896,297,0,0,33,True,0
703,8196096,-8196096,297,0,0,33,True,0
704,2964480,-2964480,297,0,0,33,True,0
705,4039680,-4039680,297,0,0,33,True,0
706,4285440,-4285440,297,0,0,33,True,0
707,5360640,-5360640,297,0,0,33,True,0
708,3738624,-3738624,297,0,0,33,True,0
709,4813824,-4813824,297,0,0,33,True,0
710,5059584,-5059584,297,0,0,33,True,0
711,6134784,-6134784,297,0,0,33,True,0
712,4156416,-4156416,297,0,0,33,True,0
713,5231616,-5231616,297,0,0,33,True,0
714,5477376,-5477376,297,0,0,33,True,0
715,6552576,-6552576,297,0,0,33,True,0
716,4930560,-4930560,297,0,0,33,True,0
717,6005760,-6005760,297,0,0,33,True,0
718,6251520,-6251520,297,0,0,33,True,0
719,7326720,-7326720,297,0,0,33,True,0
720,4045824,-4045824,297,0,0,33,True,0
721,5121024,-5121024,297,0,0,33,True,0
722,5366784,-5366784,297,0,0,33,True,0
723,6441984,-6441984,297,0,0,33,True,0
724,4819968,-4819968,297,0,0,33,True,0
725,5895168,-5895168,297,0,0,33,True,0
726,6140928,-6140928,297,0,0,33,True,0
727,7216128,-7216128,297,0,0,33,True,0
728,5237760,-5237760,297,0,0,33,True,0
729,6312960,-6312960,297,0,0,33,True,0
730,6558720,-6558720,297,0,0,33,True,0
731,7633920,-7633920,297,0,0,33,True,0
732,6011904,-6011904,297,0,0,33,True,0
733,7087104,-7087104,297,0,0,33,True,0
734,7332864,-7332864,297,0,0,33,True,0
735,8408064,-8408064,297,0,0,33,True,0
736,3655680,-3655680,297,0,0,33,True,0
737,4730880,-4730880,297,0,0,33,True,0
738,4976640,-4976640,297,0,0,33,True,0
739,6051840,-6051840,297,0,0,33,True,0
740,4429824,-4429824,297,0,0,33,True,0
741,5505024,-5505024,297,0,0,33,True,0
742,5750784,-5750784,297,0,0,33,True,0
743,6825984,-6825984,297,0,0,33,True,0
744,4847616,-4847616,297,0,0,33,True,0
745,5922816,-5922816,297,0,0,33,True,0
746,6168576,-6168576,297,0,0,33,True,0
747,7243776,-7243776,297,0,0,33,True,0
748,5621760,-5621760,297,0,0,33,True,0
749,6696960,-6696960,297,0,0,33,True,0
750,6942720,-6942720,297,0,0,33,True,0
751,8017920,-8017920,297,0,0,33,True,0
752,4737024,-4737024,297,0,0,33,True,0
753,5812224,-5812224,297,0,0,33,True,0
754,6057984,-6057984,297,0,0,33,True,0
755,7133184,-7133184,297,0,0,33,True,0
756,5511168,-5511168,297,0,0,33,True,0
757,6586368,-6586368,297,0,0,33,True,0
758,6832128,-6832128,297,0,0,33,True,0
759,7907328,-7907328,297,0,0,33,True,0
760,5928960,-5928960,297,0,0,33,True,0
761,7004160,-7004160,297,0,0,33,True,0
762,7249920,-7249920,297,0,0,33,True,0
763,8325120,-8325120,297,0,0,33,True,0
764,6703104,-6703104,297,0,0,33,True,0
765,7778304,-7778304,297,0,0,33,True,0
766,8024064,-8024064,297,0,0,33,True,0
767,9099264,-9099264,297,0,0,33,True,0
768,1367040,-1367040,297,0,0,33,True,0
769,2442240,-2442240,297,0,0,33,True,0
770,2688000,-2688000,297,0,0,33,True,0
771,3763200,-3763200,297,0,0,33,True,0
772,2141184,-2141184,297,0,0,33,True,0
773,3216384,-3216384,297,0,0,33,True,0
774,3462144,-3462144,297,0,0,33,True,0
775,4537344,-4537344,297,0,0,33,True,0
776,2558976,-2558976,297,0,0,33,True,0
777,3634176,-3634176,297,0,0,33,True,0
778,3879936,-3879936,297,0,0,33,True,0
779,4955136,-4955136,297,0,0,33,True,0
780,3333120,-3333120,297,0,0,33,True,0
781,4408320,-4408320,297,0,0,33,True,0
782,4654080,-4654080,297,0,0,33,True,0
783,5729280,-5729280,297,0,0,33,True,0
784,2448384,-2448384,297,0,0,33,True,0
785,3523584,-3523584,297,0,0,33,True,0
786,3769344,-3769344,297,0,0,33,True,0
787,4844544,-4844544,297,0,0,33,True,0
788,3222528,-3222528,297,0,0,33,True,0
789,4297728,-4297728,297,0,0,33,True,0
790,4543488,-4543488,297,0,0,33,True,0
791,5618688,-5618688,297,0,0,33,True,0
792,3640320,-3640320,297,0,0,33,True,0
793,4715520,-4715520,297,0,0,33,True,0
794,4961280,-4961280,297,0,0,33,True,0
795,6036480,-6036480,297,0,0,33,True,0
796,4414464,-4414464,297,0,0,33,True,0
797,5489664,-5489664,297,0,0,33,True,0
798,5735424,-5735424,297,0,0,33,True,0
799,6810624,-6810624,297,0,0,33,True,0
800,2058240,-2058240,297,0,0,33,True,0
801,3133440,-3133440,297,0,0,33,True,0
802,3379200,-3379200,297,0,0,33,True,0
803,4454400,-4454400,297,0,0,33,True,0
804,2832384,-2832384,297,0,0,33,True,0
805,3907584,-3907584,297,0,0,33,True,0
806,4153344,-4153344,297,0,0,33,True,0
807,5228544,-5228544,297,0,0,33,True,0
808,3250176,-3250176,297,0,0,33,True,0
809,4325376,-4325376,297,0,0,33,True,0
810,4571136,-4571136,297,0,0,33,True,0
811,5646336,-5646336,297,0,0,33,True,0
812,4024320,-4024320,297,0,0,33,True,0
813,5099520,-5099520,297,0,0,33,True,0
814,5345280,-5345280,297,0,0,33,True,0
815,6420480,-6420480,297,0,0,33,True,0
816,3139584,-3139584,297,0,0,33,True,0
817,4214784,-4214784,297,0,0,33,True,0
818,4460544,-4460544,297,0,0,33,True,0
819,5535744,-5535744,297,0,0,33,True,0
820,3913728,-3913728,297,0,0,33,True,0
821,4988928,-4988928,297,0,0,33,True,0
822,5234688,-5234688,297,0,0,33,True,0
823,6309888,-6309888,297,0,0,33,True,0
824,4331520,-4331520,297,0,0,33,True,0
825,5406720,-5406720,297,0,0,33,True,0
826,5652480,-5652480,297,0,0,33,True,0
827,6727680,-6727680,297,0,0,33,True,0
828,5105664,-5105664,297,0,0,33,True,0
829,6180864,-6180864,297,0,0,33,True,0
830,6426624,-6426624,297,0,0,33,True,0
831,7501824,-7501824,297,0,0,33,True,0
832,2270208,-2270208,297,0,0,33,True,0
833,3345408,-3345408,297,0,0,33,True,0
834,3591168,-3591168,297,0,0,33,True,0
835,4666368,-4666368,297,0,0,33,True,0
836,3044352,-3044352,297,0,0,33,True,0
837,4119552,-4119552,297,0,0,33,True,0
838,4365312,-4365312,297,0,0,33,True,0
839,5440512,-5440512,297,0,0,33,True,0
840,3462144,-3462144,297,0,0,33,True,0
841,4537344,-4537344,297,0,0,33,True,0
842,4783104,-4783104,297,0,0,33,True,0
843,5858304,-5858304,297,0,0,33,True,0
844,4236288,-4236288,297,0,0,33,True,0
845,5311488,-5311488,297,0,0,33,True,0
846,5557248,-5557248,297,0,0,33,True,0
847,6632448,-6632448,297,0,0,33,True,0
848,3351552,-3351552,297,0,0,33,True,0
849,4426752,-4426752,297,0,0,33,True,0
850,4672512,-4672512,297,0,0,33,True,0
851,5747712,-5747712,297,0,0,33,True,0
852,4125696,-4125696,297,0,0,33,True,0
853,5200896,-5200896,297,0,0,33,True,0
854,5446656,-5446656,297,0,0,33,True,0
855,6521856,-6521856,297,0,0,33,True,0
856,4543488,-4543488,297,0,0,33,True,0
857,5618688,-5618688,297,0,0,33,True,0
858,5864448,-5864448,297,0,0,33,True,0
859,6939648,-6939648,297,0,0,33,True,0
860,5317632,-5317632,297,0,0,33,True,0
861,6392832,-6392832,297,0,0,33,True,0
862,6638592,-6638592,297,0,0,33,True,0
863,7713792,-7713792,297,0,0,33,True,0
864,2961408,-2961408,297,0,0,33,True,0
865,4036608,-4036608,297,0,0,33,True,0
866,4282368,-4282368,297,0,0,33,True,0
867,5357568,-5357568,297,0,0,33,True,0
868,3735552,-3735552,297,0,0,33,True,0
869,4810752,-4810752,297,0,0,33,True,0
870,5056512,-5056512,297,0,0,33,True,0
871,6131712,-6131712,297,0,0,33,True,0
872,4153344,-4153344,297,0,0,33,True,0
873,5228544,-5228544,297,0,0,33,True,0
874,5474304,-5474304,297,0,0,33,True,0
875,6549504,-6549504,297,0,0,33,True,0
876,4927488,-4927488,297,0,0,33,True,0
877,6002688,-6002688,297,0,0,33,True,0
878,6248448,-6248448,297,0,0,33,True,0
879,7323648,-7323648,297,0,0,33,True,0
880,4042752,-4042752,297,0,0,33,True,0
881,5117952,-5117952,297,0,0,33,True,0
882,5363712,-5363712,297,0,0,33,True,0
883,6438912,-6438912,297,0,0,33,True,0
884,4816896,-4816896,297,0,0,33,True,0
885,5892096,-5892096,297,0,0,33,True,0
886,6137856,-6137856,297,0,0,33,True,0
887,7213056,-7213056,297,0,0,33,True,0
888,5234688,-5234688,297,0,0,33,True,0
889,6309888,-6309888,297,0,0,33,True,0
890,6555648,-6555648,297,0,0,33,True,0
891,7630848,-7630848,297,0,0,33,True,0
892,6008832,-6008832,297,0,0,33,True,0
893,7084032,-7084032,297,0,0,33,True,0
894,7329792,-7329792,297,0,0,33,True,0
895,8404992,-8404992,297,0,0,33,True,0
896,2436096,-2436096,297,0,0,33,True,0
897,3511296,-3511296,297,0,0,33,True,0
898,3757056,-3757056,297,0,0,33,True,0
899,4832256,-4832256,297,0,0,33,True,0
900,3210240,-3210240,297,0,0,33,True,0
901,4285440,-4285440,297,0,0,33,True,0
902,4531200,-4531200,297,0,0,33,True,0
903,5606400,-5606400,297,0,0,33,True,0
904,3628032,-3628032,297,0,0,33,True,0
905,4703232,-4703232,297,0,0,33,True,0
906,4948992,-4948992,297,0,0,33,True,0
907,6024192,-6024192,297,0,0,33,True,0
908,4402176,-4402176,297,0,0,33,True,0
909,5477376,-5477376,297,0,0,33,True,0
910,5723136,-5723136,297,0,0,33,True,0
911,6798336,-6798336,297,0,0,33,True,0
912,3517440,-3517440,297,0,0,33,True,0
913,4592640,-4592640,297,0,0,33,True,0
914,4838400,-4838400,297,0,0,33,True,0
915,5913600,-5913600,297,0,0,33,True,0
916,4291584,-4291584,297,0,0,33,True,0
917,5366784,-5366784,297,0,0,33,True,0
918,5612544,-5612544,297,0,0,33,True,0
919,6687744,-6687744,297,0,0,33,True,0
920,4709376,-4709376,297,0,0,33,True,0
921,5784576,-5784576,297,0,0,33,True,0
922,6030336,-6030336,297,0,0,33,True,0
923,7105536,-7105536,297,0,0,33,True,0
924,5483520,-5483520,297,0,0,33,True,0
925,6558720,-6558720,297,0,0,33,True,0
926,6804480,-6804480,297,0,0,33,True,0
927,7879680,-7879680,297,0,0,33,True,0
928,3127296,-3127296,297,0,0,33,True,0
929,4202496,-4202496,297,0,0,33,True,0
930,4448256,-4448256,297,0,0,33,True,0
931,5523456,-5523456,297,0,0,33,True,0
932,3901440,-3901440,297,0,0,33,True,0
933,4976640,-4976640,297,0,0,33,True,0
934,5222400,-5222400,297,0,0,33,True,0
935,6297600,-6297600,297,0,0,33,True,0
936,4319232,-4319232,297,0,0,33,True,0
937,5394432,-5394432,297,0,0,33,True,0
938,5640192,-5640192,297,0,0,33,True,0
939,6715392,-6715392,297,0,0,33,True,0
940,5093376,-5093376,297,0,0,33,True,0
941,6168576,-6168576,297,0,0,33,True,0
942,6414336,-6414336,297,0,0,33,True,0
943,7489536,-7489536,297,0,0,33,True,0
944,4208640,-4208640,297,0,0,33,True,0
945,5283840,-5283840,297,0,0,33,True,0
946,5529600,-5529600,297,0,0,33,True,0
947,6604800,-6604800,297,0,0,33,True,0
948,4982784,-4982784,297,0,0,33,True,0
949,6057984,-6057984,297,0,0,33,True,0
950,6303744,-6303744,297,0,0,33,True,0
951,7378944,-7378944,297,0,0,33,True,0
952,5400576,-5400576,297,0,0,33,True,0
953,6475776,-6475776,297,0,0,33,True,0
954,6721536,-6721536,297,0,0,33,True,0
955,7796736,-7796736,297,0,0,33,True,0
956,6174720,-6174720,297,0,0,33,True,0
957,7249920,-7249920,297,0,0,33,True,0
958,7495680,-7495680,297,0,0,33,True,0
959,8570880,-8570880,297,0,0,33,True,0
960,3339264,-3339264,297,0,0,33,True,0
961,4414464,-4414464,297,0,0,33,True,0
962,4660224,-4660224,297,0,0,33,True,0
963,5735424,-5735424,297,0,0,33,True,0
964,4113408,-4113408,297,0,0,33,True,0
965,5188608,-5188608,297,0,0,33,True,0
966,5434368,-5434368,297,0,0,33,True,0
967,6509568,-6509568,297,0,0,33,True,0
968,4531200,-4531200,297,0,0,33,True,0
969,5606400,-5606400,297,0,0,33,True,0
970,5852160,-5852160,297,0,0,33,True,0
971,6927360,-6927360,297,0,0,33,True,0
972,5305344,-5305344,297,0,0,33,True,0
973,6380544,-6380544,297,0,0,33,True,0
974,6626304,-6626304,297,0,0,33,True,0
975,7701504,-7701504,297,0,0,33,True,0
976,4420608,-4420608,297,0,0,33,True,0
977,5495808,-5495808,297,0,0,33,True,0
978,5741568,-5741568,297,0,0,33,True,0
979,6816768,-6816768,297,0,0,33,True,0
980,5194752,-5194752,297,0,0,33,True,0
981,6269952,-6269952,297,0,0,33,True,0
982,6515712,-6515712,297,0,0,33,True,0
983,7590912,-7590912,297,0,0,33,True,0
984,5612544,-5612544,297,0,0,33,True,0
985,6687744,-6687744,297,0,0,33,True,0
986,6933504,-6933504,297,0,0,33,True,0
987,8008704,-8008704,297,0,0,33,True,0
988,6386688,-6386688,297,0,0,33,True,0
989,7461888,-7461888,297,0,0,33,True,0
990,7707648,-7707648,297,0,0,33,True,0
991,8782848,-8782848,297,0,0,33,True,0
992,4030464,-4030464,297,0,0,33,True,0
993,5105664,-5105664,297,0,0,33,True,0
994,5351424,-5351424,297,0,0,33,True,0
995,6426624,-6426624,297,0,0,33,True,0
996,4804608,-4804608,297,0,0,33,True,0
997,5879808,-5879808,297,0,0,33,True,0
998,6125568,-6125568,297,0,0,33,True,0
999,7200768,-7200768,297,0,0,33,True,0
1000,5222400,-5222400,297,0,0,33,True,0
1001,6297600,-6297600,297,0,0,33,True,0
1002,6543360,-6543360,297,0,0,33,True,0
1003,7618560,-7618560,297,0,0,33,True,0
1004,5996544,-5996544,297,0,0,33,True,0
1005,7071744,-7071744,297,0,0,33,True,0
1006,7317504,-7317504,297,0,0,33,True,0
1007,8392704,-8392704,297,0,0,33,True,0
1008,5111808,-5111808,297,0,0,33,True,0
1009,6187008,-6187008,297,0,0,33,True,0
1010,6432768,-6432768,297,0,0,33,True,0
1011,7507968,-7507968,297,0,0,33,True,0
1012,5885952,-5885952,297,0,0,33,True,0
1013,6961152,-6961152,297,0,0,33,True,0
1014,7206912,-7206912,297,0,0,33,True,0
1015,8282112,-8282112,297,0,0,33,True,0
1016,6303744,-6303744,297,0,0,33,True,0
1017,7378944,-7378944,297,0,0,33,True,0
1018,7624704,-7624704,297,0,0,33,True,0
1019,8699904,-8699904,297,0,0,33,True,0
1020,7077888,-7077888,297,0,0,33,True,0
1021,8153088,-8153088,297,0,0,33,True,0
1022,8398848,-8398848,297,0,0,33,True,0
1023,9474048,-9474048,297,0,0,33,True,0
1024,1090560,-1090560,297,0,0,33,True,0
1025,2165760,-2165760,297,0,0,33,True,0
1026,2411520,-2411520,297,0,0,33,True,0
1027,3486720,-3486720,297,0,0,33,True,0
1028,1864704,-1864704,297,0,0,33,True,0
1029,2939904,-2939904,297,0,0,33,True,0
1030,3185664,-3185664,297,0,0,33,True,0
1031,4260864,-4260864,297,0,0,33,True,0
1032,2282496,-2282496,297,0,0,33,True,0
1033,3357696,-3357696,297,0,0,33,True,0
1034,3603456,-3603456,297,0,0,33,True,0
1035,4678656,-4678656,297,0,0,33,True,0
1036,3056640,-3056640,297,0,0,33,True,0
1037,4131840,-4131840,297,0,0,33,True,0
1038,4377600,-4377600,297,0,0,33,True,0
1039,5452800,-5452800,297,0,0,33,True,0
1040,2171904,-2171904,297,0,0,33,True,0
1041,3247104,-3247104,297,0,0,33,True,0
1042,3492864,-3492864,297,0,0,33,True,0
1043,4568064,-4568064,297,0,0,33,True,0
1044,2946048,-2946048,297,0,0,33,True,0
1045,4021248,-4021248,297,0,0,33,True,0
1046,4267008,-4267008,297,0,0,33,True,0
1047,5342208,-5342208,297,0,0,33,True,0
1048,3363840,-3363840,297,0,0,33,True,0
1049,4439040,-4439040,297,0,0,33,True,0
1050,4684800,-4684800,297,0,0,33,True,0
1051,5760000,-5760000,297,0,0,33,True,0
1052,4137984,-4137984,297,0,0,33,True,0
1053,5213184,-5213184,297,0,0,33,True,0
1054,5458944,-5458944,297,0,0,33,True,0
1055,6534144,-6534144,297,0,0,33,True,0
1056,1781760,-1781760,297,0,0,33,True,0
1057,2856960,-2856960,297,0,0,33,True,0
1058,3102720,-3102720,297,0,0,33,True,0
1059,4177920,-4177920,297,0,0,33,True,0
1060,2555904,-2555904,297,0,0,33,True,0
1061,3631104,-3631104,297,0,0,33,True,0
1062,3876864,-3876864,297,0,0,33,True,0
1063,4952064,-4952064,297,0,0,33,True,0
1064,2973696,-2973696,297,0,0,33,True,0
1065,4048896,-4048896,297,0,0,33,True,0
1066,4294656,-4294656,297,0,0,33,True,0
1067,5369856,-5369856,297,0,0,33,True,0
1068,3747840,-3747840,297,0,0,33,True,0
1069,4823040,-4823040,297,0,0,33,True,0
1070,5068800,-5068800,297,0,0,33,True,0
1071,6144000,-6144000,297,0,0,33,True,0
1072,2863104,-2863104,297,0,0,33,True,0
1073,3938304,-3938304,297,0,0,33,True,0
1074,4184064,-4184064,297,0,0,33,True,0
1075,5259264,-5259264,297,0,0,33,True,0
1076,3637248,-3637248,297,0,0,33,True,0
1077,4712448,-4712448,297,0,0,33,True,0
1078,4958208,-4958208,297,0,0,33,True,0
1079,6033408,-6033408,297,0,0,33,True,0
1080,4055040,-4055040,297,0,0,33,True,0
1081,5130240,-5130240,297,0,0,33,True,0
1082,5376000,-5376000,297,0,0,33,True,0
1083,6451200,-6451200,297,0,0,33,True,0
1084,4829184,-4829184,297,0,0,33,True,0
1085,5904384,-5904384,297,0,0,33,True,0
1086,6150144,-6150144,297,0,0,33,True,0
1087,7225344,-7225344,297,0,0,33,True,0
1088,1993728,-1993728,297,0,0,33,True,0
1089,3068928,-3068928,297,0,0,33,True,0
1090,3314688,-3314688,297,0,0,33,True,0
1091,4389888,-4389888,297,0,0,33,True,0
1092,2767872,-2767872,297,0,0,33,True,0
1093,3843072,-3843072,297,0,0,33,True,0
1094,4088832,-4088832,297,0,0,33,True,0
1095,5164032,-5164032,297,0,0,33,True,0
1096,3185664,-3185664,297,0,0,33,True,0
1097,4260864,-4260864,297,0,0,33,True,0
1098,4506624,-4506624,297,0,0,33,True,0
1099,5581824,-5581824,297,0,0,33,True,0
1100,3959808,-3959808,297,0,0,33,True,0
1101,5035008,-5035008,297,0,0,33,True,0
1102,5280768,-5280768,297,0,0,33,True,0
1103,6355968,-6355968,297,0,0,33,True,0
1104,3075072,-3075072,297,0,0,33,True,0
1105,4150272,-4150272,297,0,0,33,True,0
1106,4396032,-4396032,297,0,0,33,True,0
1107,5471232,-5471232,297,0,0,33,True,0
1108,3849216,-3849216,297,0,0,33,True,0
1109,4924416,-4924416,297,0,0,33,True,0
1110,5170176,-5170176,297,0,0,33,True,0
1111,6245376,-6245376,297,0,0,33,True,0
1112,4267008,-4267008,297,0,0,33,True,0
1113,5342208,-5342208,297,0,0,33,True,0
1114,5587968,-5587968,297,0,0,33,True,0
1115,6663168,-6663168,297,0,0,33,True,0
1116,5041152,-5041152,297,0,0,33,True,0
1117,6116352,-6116352,297,0,0,33,True,0
1118,6362112,-6362112,297,0,0,33,True,0
1119,7437312,-7437312,297,0,0,33,True,0
1120,2684928,-2684928,297,0,0,33,True,0
1121,3760128,-3760128,297,0,0,33,True,0
1122,4005888,-4005888,297,0,0,33,True,0
1123,5081088,-5081088,297,0,0,33,True,0
1124,3459072,-3459072,297,0,0,33,True,0
1125,4534272,-4534272,297,0,0,33,True,0
1126,4780032,-4780032,297,0,0,33,True,0
1127,5855232,-5855232,297,0,0,33,True,0
1128,3876864,-3876864,297,0,0,33,True,0
1129,4952064,-4952064,297,0,0,33,True,0
1130,5197824,-5197824,297,0,0,33,True,0
1131,6273024,-6273024,297,0,0,33,True,0
1132,4651008,-4651008,297,0,0,33,True,0
1133,5726208,-5726208,297,0,0,33,True,0
1134,5971968,-5971968,297,0,0,33,True,0
1135,7047168,-7047168,297,0,0,33,True,0
1136,3766272,-3766272,297,0,0,33,True,0
1137,4841472,-4841472,297,0,0,33,True,0
1138,5087232,-5087232,297,0,0,33,True,0
1139,6162432,-6162432,297,0,0,33,True,0
1140,4540416,-4540416,297,0,0,33,True,0
1141,5615616,-5615616,297,0,0,33,True,0
1142,5861376,-5861376,297,0,0,33,True,0
1143,6936576,-6936576,297,0,0,33,True,0
1144,4958208,-4958208,297,0,0,33,True,0
1145,6033408,-6033408,297,0,0,33,True,0
1146,6279168,-6279168,297,0,0,33,True,0
1147,7354368,-7354368,297,0,0,33,True,0
1148,5732352,-5732352,297,0,0,33,True,0
1149,6807552,-6807552,297,0,0,33,True,0
1150,7053312,-7053312,297,0,0,33,True,0
1151,8128512,-8128512,297,0,0,33,True,0
1152,2159616,-2159616,297,0,0,33,True,0
1153,3234816,-3234816,297,0,0,33,True,0
1154,3480576,-3480576,297,0,0,33,True,0
1155,4555776,-4555776,297,0,0,33,True,0
1156,2933760,-2933760,297,0,0,33,True,0
1157,4008960,-4008960,297,0,0,33,True,0
1158,4254720,-4254720,297,0,0,33,True,0
1159,5329920,-5329920,297,0,0,33,True,0
1160,3351552,-3351552,297,0,0,33,True,0
1161,4426752,-4426752,297,0,0,33,True,0
1162,4672512,-4672512,297,0,0,33,True,0
1163,5747712,-5747712,297,0,0,33,True,0
1164,4125696,-4125696,297,0,0,33,True,0
1165,5200896,-5200896,297,0,0,33,True,0
1166,5446656,-5446656,297,0,0,33,True,0
1167,6521856,-6521856,297,0,0,33,True,0
1168,3240960,-3240960,297,0,0,33,True,0
1169,4316160,-4316160,297,0,0,33,True,0
1170,4561920,-4561920,297,0,0,33,True,0
1171,5637120,-5637120,297,0,0,33,True,0
1172,4015104,-4015104,297,0,0,33,True,0
1173,5090304,-5090304,297,0,0,33,True,0
1174,5336064,-5336064,297,0,0,33,True,0
1175,6411264,-6411264,297,0,0,33,True,0
1176,4432896,-4432896,297,0,0,33,True,0
1177,5508096,-5508096,297,0,0,33,True,0
1178,5753856,-5753856,297,0,0,33,True,0
1179,6829056,-6829056,297,0,0,33,True,0
1180,5207040,-5207040,297,0,0,33,True,0
1181,6282240,-6282240,297,0,0,33,True,0
1182,6528000,-6528000,297,0,0,33,True,0
1183,7603200,-7603200,297,0,0,33,True,0
1184,2850816,-2850816,297,0,0,33,True,0
1185,3926016,-3926016,297,0,0,33,True,0
1186,4171776,-4171776,297,0,0,33,True,0
1187,5246976,-5246976,297,0,0,33,True,0
1188,3624960,-3624960,297,0,0,33,True,0
1189,4700160,-4700160,297,0,0,33,True,0
1190,4945920,-4945920,297,0,0,33,True,0
1191,6021120,-6021120,297,0,0,33,True,0
1192,4042752,-4042752,297,0,0,33,True,0
1193,5117952,-5117952,297,0,0,33,True,0
1194,5363712,-5363712,297,0,0,33,True,0
1195,6438912,-6438912,297,0,0,33,True,0
1196,4816896,-4816896,297,0,0,33,True,0
1197,5892096,-5892096,297,0,0,33,True,0
1198,6137856,-6137856,297,0,0,33,True,0
1199,7213056,-7213056,297,0,0,33,True,0
