observable_id,observable_code,value,scale_code
0,0,674981,0
1,1,649519,0
2,2,1039201316666,0
3,3,10,0
4,4,2,0
5,5,4,0
6,6,1013227671291,0
7,7,25973645375,0
8,8,0,0
9,9,1,0
10,10,1,0
11,11,1,0
12,12,0,0
13,13,0,0
