graph_id,vertex_count,edge_count,min_degree,max_degree,cubic_flag,planar_flag,three_vertex_connected_flag,truncated_icosahedral_vertex_count_flag,truncated_icosahedral_edge_count_flag
0,4,6,3,3,1,1,1,0,0
