observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,1
4,4,60
5,5,33
6,6,33
7,7,32
8,8,33
9,9,27
10,10,0
11,11,60
12,12,1
13,13,0
14,14,6
15,15,0
16,16,0
17,17,1009706
18,18,79106
19,19,147893
20,20,0
21,21,9
22,22,0
