shell,profile_id,actor_image_occurrences,certificate_status,certificate_support_size
12,1478,1,EXACT_RATIONAL_PASS,86
12,1480,1,EXACT_RATIONAL_PASS,86
12,1481,49,EXACT_RATIONAL_PASS,86
12,1482,1,EXACT_RATIONAL_PASS,87
12,1497,1,EXACT_RATIONAL_PASS,82
12,1499,1,EXACT_RATIONAL_PASS,84
12,1508,1,EXACT_RATIONAL_PASS,86
12,1509,1,EXACT_RATIONAL_PASS,80
12,1514,1,EXACT_RATIONAL_PASS,86
12,1518,1,EXACT_RATIONAL_PASS,83
12,1521,1,EXACT_RATIONAL_PASS,54
12,1563,1,EXACT_RATIONAL_PASS,85
12,1565,1,EXACT_RATIONAL_PASS,84
12,1583,1,EXACT_RATIONAL_PASS,85
12,1598,1,EXACT_RATIONAL_PASS,88
12,1599,1,EXACT_RATIONAL_PASS,85
12,1601,1,EXACT_RATIONAL_PASS,86
12,1604,1,EXACT_RATIONAL_PASS,87
12,1606,1,EXACT_RATIONAL_PASS,86
12,1607,1,EXACT_RATIONAL_PASS,88
12,1608,1,EXACT_RATIONAL_PASS,85
12,1613,1,EXACT_RATIONAL_PASS,84
12,1617,1,EXACT_RATIONAL_PASS,85
12,1623,1,EXACT_RATIONAL_PASS,86
12,1627,17,EXACT_RATIONAL_PASS,84
12,1633,1,EXACT_RATIONAL_PASS,87
12,1635,1,EXACT_RATIONAL_PASS,87
12,1638,1,EXACT_RATIONAL_PASS,87
12,1639,1,EXACT_RATIONAL_PASS,82
12,1643,1,EXACT_RATIONAL_PASS,87
12,1644,1,EXACT_RATIONAL_PASS,84
12,1948,1,EXACT_RATIONAL_PASS,86
12,1951,1,EXACT_RATIONAL_PASS,85
12,1962,1,EXACT_RATIONAL_PASS,81
12,1964,14,EXACT_RATIONAL_PASS,85
12,1966,1,EXACT_RATIONAL_PASS,86
12,1993,1,EXACT_RATIONAL_PASS,87
12,1994,29,EXACT_RATIONAL_PASS,87
12,1995,1,EXACT_RATIONAL_PASS,85
12,1996,1,EXACT_RATIONAL_PASS,85
12,1998,64,EXACT_RATIONAL_PASS,86
12,2003,1,EXACT_RATIONAL_PASS,86
12,2007,1,EXACT_RATIONAL_PASS,88
12,2029,1,EXACT_RATIONAL_PASS,88
12,2030,1,EXACT_RATIONAL_PASS,86
12,2031,66,EXACT_RATIONAL_PASS,87
12,2032,1,EXACT_RATIONAL_PASS,87
12,2033,1,EXACT_RATIONAL_PASS,85
12,2034,1,EXACT_RATIONAL_PASS,86
12,2037,1,EXACT_RATIONAL_PASS,86
12,2049,1,EXACT_RATIONAL_PASS,85
12,2051,1,EXACT_RATIONAL_PASS,87
12,2052,1,EXACT_RATIONAL_PASS,81
12,2053,1,EXACT_RATIONAL_PASS,85
12,2060,1,EXACT_RATIONAL_PASS,84
12,2062,1,EXACT_RATIONAL_PASS,86
12,2063,1,EXACT_RATIONAL_PASS,85
12,2066,1,EXACT_RATIONAL_PASS,84
12,2068,1,EXACT_RATIONAL_PASS,85
12,2070,1,EXACT_RATIONAL_PASS,86
12,2072,1,EXACT_RATIONAL_PASS,62
12,2073,1,EXACT_RATIONAL_PASS,72
12,2137,1,EXACT_RATIONAL_PASS,86
12,2139,1,EXACT_RATIONAL_PASS,88
12,2140,1,EXACT_RATIONAL_PASS,86
12,2144,1,EXACT_RATIONAL_PASS,87
12,2150,1,EXACT_RATIONAL_PASS,85
12,2151,1,EXACT_RATIONAL_PASS,85
12,2152,1,EXACT_RATIONAL_PASS,87
12,2162,1,EXACT_RATIONAL_PASS,86
12,2165,1,EXACT_RATIONAL_PASS,87
12,2179,1,EXACT_RATIONAL_PASS,88
12,2184,1,EXACT_RATIONAL_PASS,88
12,2188,1,EXACT_RATIONAL_PASS,88
12,2195,1,EXACT_RATIONAL_PASS,85
12,2197,1,EXACT_RATIONAL_PASS,87
12,2203,1,EXACT_RATIONAL_PASS,86
12,2206,1,EXACT_RATIONAL_PASS,88
12,2210,20,EXACT_RATIONAL_PASS,83
12,2214,1,EXACT_RATIONAL_PASS,87
12,2218,1,EXACT_RATIONAL_PASS,86
12,2219,1,EXACT_RATIONAL_PASS,88
12,2220,1,EXACT_RATIONAL_PASS,83
12,2225,1,EXACT_RATIONAL_PASS,84
12,2229,1,EXACT_RATIONAL_PASS,88
12,2231,1,EXACT_RATIONAL_PASS,83
12,2238,3,EXACT_RATIONAL_PASS,87
12,2240,1,EXACT_RATIONAL_PASS,86
12,2241,1,EXACT_RATIONAL_PASS,86
12,2242,2,EXACT_RATIONAL_PASS,85
12,2534,1,EXACT_RATIONAL_PASS,85
12,2551,8,EXACT_RATIONAL_PASS,84
12,2554,1,EXACT_RATIONAL_PASS,86
12,2556,1,EXACT_RATIONAL_PASS,87
12,2558,1,EXACT_RATIONAL_PASS,87
12,2559,1,EXACT_RATIONAL_PASS,87
12,2560,1,EXACT_RATIONAL_PASS,87
12,2561,16,EXACT_RATIONAL_PASS,86
12,2566,69,EXACT_RATIONAL_PASS,88
12,2567,14,EXACT_RATIONAL_PASS,87
12,2568,5,EXACT_RATIONAL_PASS,84
12,2600,1,EXACT_RATIONAL_PASS,85
12,2603,1,EXACT_RATIONAL_PASS,87
12,2604,1,EXACT_RATIONAL_PASS,86
12,2611,1,EXACT_RATIONAL_PASS,86
12,2612,71,EXACT_RATIONAL_PASS,86
12,2618,1,EXACT_RATIONAL_PASS,86
12,2632,1,EXACT_RATIONAL_PASS,87
12,2634,1,EXACT_RATIONAL_PASS,87
12,2636,1,EXACT_RATIONAL_PASS,84
12,2637,1,EXACT_RATIONAL_PASS,87
12,2638,1,EXACT_RATIONAL_PASS,85
12,2640,1,EXACT_RATIONAL_PASS,86
12,2641,1,EXACT_RATIONAL_PASS,84
