shell,profile_id,actor_image_occurrences,certificate_status,certificate_support_size
12,4473,1,EXACT_RATIONAL_PASS,85
12,4474,39,EXACT_RATIONAL_PASS,86
12,4481,1,EXACT_RATIONAL_PASS,87
12,4482,1,EXACT_RATIONAL_PASS,85
12,4483,45,EXACT_RATIONAL_PASS,85
12,4487,1,EXACT_RATIONAL_PASS,86
12,4488,1,EXACT_RATIONAL_PASS,87
12,4489,1,EXACT_RATIONAL_PASS,87
12,4491,1,EXACT_RATIONAL_PASS,88
12,4492,1,EXACT_RATIONAL_PASS,85
12,4493,1,EXACT_RATIONAL_PASS,86
12,4494,1,EXACT_RATIONAL_PASS,86
12,4495,1,EXACT_RATIONAL_PASS,84
12,4497,2,EXACT_RATIONAL_PASS,84
12,4498,5,EXACT_RATIONAL_PASS,88
12,4500,1,EXACT_RATIONAL_PASS,85
12,4504,1,EXACT_RATIONAL_PASS,86
12,4506,1,EXACT_RATIONAL_PASS,86
12,4509,1,EXACT_RATIONAL_PASS,80
12,4511,1,EXACT_RATIONAL_PASS,85
12,4513,1,EXACT_RATIONAL_PASS,71
12,4514,1,EXACT_RATIONAL_PASS,79
12,4522,6,EXACT_RATIONAL_PASS,87
12,4525,6,EXACT_RATIONAL_PASS,87
12,4526,36,EXACT_RATIONAL_PASS,87
12,4527,1,EXACT_RATIONAL_PASS,86
12,4530,1,EXACT_RATIONAL_PASS,85
12,4531,40,EXACT_RATIONAL_PASS,87
12,4533,1,EXACT_RATIONAL_PASS,86
12,4536,1,EXACT_RATIONAL_PASS,86
12,4537,1,EXACT_RATIONAL_PASS,88
12,4538,1,EXACT_RATIONAL_PASS,84
12,4539,1,EXACT_RATIONAL_PASS,85
12,4541,1,EXACT_RATIONAL_PASS,81
12,4542,1,EXACT_RATIONAL_PASS,87
12,4543,2,EXACT_RATIONAL_PASS,84
12,4544,2,EXACT_RATIONAL_PASS,87
12,4546,1,EXACT_RATIONAL_PASS,85
12,4547,1,EXACT_RATIONAL_PASS,86
12,4548,1,EXACT_RATIONAL_PASS,84
12,4550,1,EXACT_RATIONAL_PASS,88
12,4551,1,EXACT_RATIONAL_PASS,88
12,4552,1,EXACT_RATIONAL_PASS,79
12,4553,1,EXACT_RATIONAL_PASS,80
12,4557,6,EXACT_RATIONAL_PASS,80
12,4559,26,EXACT_RATIONAL_PASS,80
12,4560,1,EXACT_RATIONAL_PASS,85
12,4562,31,EXACT_RATIONAL_PASS,84
12,4563,1,EXACT_RATIONAL_PASS,80
12,4565,1,EXACT_RATIONAL_PASS,85
12,4566,1,EXACT_RATIONAL_PASS,88
12,4568,1,EXACT_RATIONAL_PASS,83
12,4569,1,EXACT_RATIONAL_PASS,85
12,4570,1,EXACT_RATIONAL_PASS,87
12,4571,1,EXACT_RATIONAL_PASS,84
12,4572,2,EXACT_RATIONAL_PASS,84
12,4573,2,EXACT_RATIONAL_PASS,84
12,4574,1,EXACT_RATIONAL_PASS,84
12,4575,1,EXACT_RATIONAL_PASS,66
12,4576,1,EXACT_RATIONAL_PASS,78
12,4577,6,EXACT_RATIONAL_PASS,82
12,4578,21,EXACT_RATIONAL_PASS,81
12,4579,1,EXACT_RATIONAL_PASS,85
12,4580,26,EXACT_RATIONAL_PASS,81
12,4581,1,EXACT_RATIONAL_PASS,81
12,4582,1,EXACT_RATIONAL_PASS,82
12,4583,1,EXACT_RATIONAL_PASS,84
12,4584,1,EXACT_RATIONAL_PASS,82
12,4585,1,EXACT_RATIONAL_PASS,77
12,4586,3,EXACT_RATIONAL_PASS,77
12,4587,1,EXACT_RATIONAL_PASS,86
12,4588,62,EXACT_RATIONAL_PASS,83
12,4589,1,EXACT_RATIONAL_PASS,76
12,4590,64,EXACT_RATIONAL_PASS,79
12,4591,5,EXACT_RATIONAL_PASS,85
12,4592,1,EXACT_RATIONAL_PASS,74
12,4593,1,EXACT_RATIONAL_PASS,85
12,4594,1,EXACT_RATIONAL_PASS,86
12,4595,1,EXACT_RATIONAL_PASS,76
12,4596,1,EXACT_RATIONAL_PASS,73
12,4597,4,EXACT_RATIONAL_PASS,77
12,4598,1,EXACT_RATIONAL_PASS,78
12,4599,1,EXACT_RATIONAL_PASS,82
12,4600,1,EXACT_RATIONAL_PASS,80
12,4601,1,EXACT_RATIONAL_PASS,68
12,4602,3,EXACT_RATIONAL_PASS,68
12,4603,1,EXACT_RATIONAL_PASS,82
12,4604,1,EXACT_RATIONAL_PASS,84
12,4605,1,EXACT_RATIONAL_PASS,50
12,4606,2,EXACT_RATIONAL_PASS,71
12,4607,1,EXACT_RATIONAL_PASS,74
12,4608,1,EXACT_RATIONAL_PASS,39
12,4609,1,EXACT_RATIONAL_PASS,61
12,4610,1,EXACT_RATIONAL_PASS,27
16,5,1,EXACT_RATIONAL_PASS,147
16,6,83,EXACT_RATIONAL_PASS,146
16,7,84,EXACT_RATIONAL_PASS,147
16,41,18,EXACT_RATIONAL_PASS,147
16,42,3,EXACT_RATIONAL_PASS,148
16,43,5,EXACT_RATIONAL_PASS,146
16,44,4,EXACT_RATIONAL_PASS,148
16,45,3,EXACT_RATIONAL_PASS,149
16,46,2,EXACT_RATIONAL_PASS,148
16,47,1,EXACT_RATIONAL_PASS,148
16,55,1,EXACT_RATIONAL_PASS,150
16,57,1,EXACT_RATIONAL_PASS,150
16,58,2,EXACT_RATIONAL_PASS,149
16,111,1,EXACT_RATIONAL_PASS,150
16,113,17,EXACT_RATIONAL_PASS,150
16,115,21,EXACT_RATIONAL_PASS,150
16,116,1,EXACT_RATIONAL_PASS,150
16,117,1,EXACT_RATIONAL_PASS,150
16,118,1,EXACT_RATIONAL_PASS,149
16,119,1,EXACT_RATIONAL_PASS,150
16,120,1,EXACT_RATIONAL_PASS,142
16,129,1,EXACT_RATIONAL_PASS,150
16,130,1,EXACT_RATIONAL_PASS,150
16,132,1,EXACT_RATIONAL_PASS,150
16,134,3,EXACT_RATIONAL_PASS,150
16,212,1,EXACT_RATIONAL_PASS,150
16,214,17,EXACT_RATIONAL_PASS,150
16,218,22,EXACT_RATIONAL_PASS,150
16,220,1,EXACT_RATIONAL_PASS,150
16,221,1,EXACT_RATIONAL_PASS,150
16,222,1,EXACT_RATIONAL_PASS,150
16,223,1,EXACT_RATIONAL_PASS,150
16,224,1,EXACT_RATIONAL_PASS,150
16,225,1,EXACT_RATIONAL_PASS,145
16,236,1,EXACT_RATIONAL_PASS,150
16,237,1,EXACT_RATIONAL_PASS,150
16,240,1,EXACT_RATIONAL_PASS,150
16,242,1,EXACT_RATIONAL_PASS,150
16,244,1,EXACT_RATIONAL_PASS,150
16,245,1,EXACT_RATIONAL_PASS,150
16,246,4,EXACT_RATIONAL_PASS,150
16,363,1,EXACT_RATIONAL_PASS,150
16,364,1,EXACT_RATIONAL_PASS,149
16,365,1,EXACT_RATIONAL_PASS,150
16,367,22,EXACT_RATIONAL_PASS,150
16,368,5,EXACT_RATIONAL_PASS,150
16,371,1,EXACT_RATIONAL_PASS,150
16,372,23,EXACT_RATIONAL_PASS,150
16,376,1,EXACT_RATIONAL_PASS,150
16,377,1,EXACT_RATIONAL_PASS,150
16,379,1,EXACT_RATIONAL_PASS,150
16,381,1,EXACT_RATIONAL_PASS,150
16,382,1,EXACT_RATIONAL_PASS,150
16,383,1,EXACT_RATIONAL_PASS,135
16,399,1,EXACT_RATIONAL_PASS,150
16,401,1,EXACT_RATIONAL_PASS,150
16,406,1,EXACT_RATIONAL_PASS,150
16,416,1,EXACT_RATIONAL_PASS,150
16,418,2,EXACT_RATIONAL_PASS,150
16,419,3,EXACT_RATIONAL_PASS,150
16,420,1,EXACT_RATIONAL_PASS,150
16,620,1,EXACT_RATIONAL_PASS,150
16,622,1,EXACT_RATIONAL_PASS,149
16,623,1,EXACT_RATIONAL_PASS,150
16,624,33,EXACT_RATIONAL_PASS,150
16,625,7,EXACT_RATIONAL_PASS,150
16,627,1,EXACT_RATIONAL_PASS,150
16,629,1,EXACT_RATIONAL_PASS,150
16,630,1,EXACT_RATIONAL_PASS,150
16,631,1,EXACT_RATIONAL_PASS,150
16,633,30,EXACT_RATIONAL_PASS,150
16,634,2,EXACT_RATIONAL_PASS,150
16,636,1,EXACT_RATIONAL_PASS,150
16,638,1,EXACT_RATIONAL_PASS,150
16,639,3,EXACT_RATIONAL_PASS,150
16,640,1,EXACT_RATIONAL_PASS,150
16,642,1,EXACT_RATIONAL_PASS,150
16,643,1,EXACT_RATIONAL_PASS,150
16,645,1,EXACT_RATIONAL_PASS,150
16,646,1,EXACT_RATIONAL_PASS,148
16,647,1,EXACT_RATIONAL_PASS,139
16,670,1,EXACT_RATIONAL_PASS,150
16,675,1,EXACT_RATIONAL_PASS,150
16,689,1,EXACT_RATIONAL_PASS,150
16,690,7,EXACT_RATIONAL_PASS,150
16,692,1,EXACT_RATIONAL_PASS,150
16,695,1,EXACT_RATIONAL_PASS,150
16,696,2,EXACT_RATIONAL_PASS,149
16,697,1,EXACT_RATIONAL_PASS,150
16,702,1,EXACT_RATIONAL_PASS,150
16,960,1,EXACT_RATIONAL_PASS,150
16,970,1,EXACT_RATIONAL_PASS,150
16,973,1,EXACT_RATIONAL_PASS,150
16,975,43,EXACT_RATIONAL_PASS,150
16,976,1,EXACT_RATIONAL_PASS,149
16,977,12,EXACT_RATIONAL_PASS,150
16,979,1,EXACT_RATIONAL_PASS,150
16,985,1,EXACT_RATIONAL_PASS,150
16,992,43,EXACT_RATIONAL_PASS,150
16,993,1,EXACT_RATIONAL_PASS,150
16,994,1,EXACT_RATIONAL_PASS,150
16,995,1,EXACT_RATIONAL_PASS,150
16,1002,1,EXACT_RATIONAL_PASS,150
16,1003,1,EXACT_RATIONAL_PASS,150
16,1008,1,EXACT_RATIONAL_PASS,150
16,1009,1,EXACT_RATIONAL_PASS,150
16,1012,1,EXACT_RATIONAL_PASS,150
16,1014,1,EXACT_RATIONAL_PASS,150
16,1015,1,EXACT_RATIONAL_PASS,148
16,1060,1,EXACT_RATIONAL_PASS,150
16,1069,1,EXACT_RATIONAL_PASS,150
16,1076,1,EXACT_RATIONAL_PASS,150
16,1079,1,EXACT_RATIONAL_PASS,150
16,1087,1,EXACT_RATIONAL_PASS,150
16,1090,1,EXACT_RATIONAL_PASS,150
16,1091,1,EXACT_RATIONAL_PASS,150
16,1094,1,EXACT_RATIONAL_PASS,150
16,1096,7,EXACT_RATIONAL_PASS,150
16,1103,1,EXACT_RATIONAL_PASS,150
16,1104,1,EXACT_RATIONAL_PASS,150
16,1105,1,EXACT_RATIONAL_PASS,150
16,1109,1,EXACT_RATIONAL_PASS,150
16,1110,3,EXACT_RATIONAL_PASS,150
16,1114,2,EXACT_RATIONAL_PASS,150
16,1449,1,EXACT_RATIONAL_PASS,150
16,1451,5,EXACT_RATIONAL_PASS,150
16,1452,2,EXACT_RATIONAL_PASS,150
16,1454,1,EXACT_RATIONAL_PASS,150
16,1459,6,EXACT_RATIONAL_PASS,150
16,1460,54,EXACT_RATIONAL_PASS,150
16,1478,1,EXACT_RATIONAL_PASS,150
16,1480,1,EXACT_RATIONAL_PASS,150
16,1481,49,EXACT_RATIONAL_PASS,150
16,1482,1,EXACT_RATIONAL_PASS,150
16,1497,1,EXACT_RATIONAL_PASS,150
16,1499,1,EXACT_RATIONAL_PASS,150
16,1508,1,EXACT_RATIONAL_PASS,150
16,1509,1,EXACT_RATIONAL_PASS,150
16,1514,1,EXACT_RATIONAL_PASS,150
16,1518,1,EXACT_RATIONAL_PASS,150
16,1521,1,EXACT_RATIONAL_PASS,143
16,1564,1,EXACT_RATIONAL_PASS,150
16,1565,1,EXACT_RATIONAL_PASS,150
16,1583,1,EXACT_RATIONAL_PASS,150
16,1598,1,EXACT_RATIONAL_PASS,150
16,1599,1,EXACT_RATIONAL_PASS,150
16,1601,1,EXACT_RATIONAL_PASS,150
16,1604,1,EXACT_RATIONAL_PASS,150
16,1606,1,EXACT_RATIONAL_PASS,150
16,1607,1,EXACT_RATIONAL_PASS,150
16,1608,1,EXACT_RATIONAL_PASS,150
16,1613,1,EXACT_RATIONAL_PASS,150
16,1617,1,EXACT_RATIONAL_PASS,150
16,1623,1,EXACT_RATIONAL_PASS,150
16,1627,17,EXACT_RATIONAL_PASS,150
16,1633,1,EXACT_RATIONAL_PASS,150
16,1635,1,EXACT_RATIONAL_PASS,150
16,1638,1,EXACT_RATIONAL_PASS,150
16,1639,1,EXACT_RATIONAL_PASS,150
16,1643,1,EXACT_RATIONAL_PASS,150
16,1644,1,EXACT_RATIONAL_PASS,150
16,1948,1,EXACT_RATIONAL_PASS,150
16,1951,1,EXACT_RATIONAL_PASS,150
16,1962,1,EXACT_RATIONAL_PASS,150
16,1964,14,EXACT_RATIONAL_PASS,150
16,1966,1,EXACT_RATIONAL_PASS,150
16,1993,1,EXACT_RATIONAL_PASS,150
16,1994,29,EXACT_RATIONAL_PASS,150
16,1995,1,EXACT_RATIONAL_PASS,150
16,1996,1,EXACT_RATIONAL_PASS,150
16,1998,64,EXACT_RATIONAL_PASS,150
16,2003,1,EXACT_RATIONAL_PASS,150
16,2007,1,EXACT_RATIONAL_PASS,150
16,2029,1,EXACT_RATIONAL_PASS,150
16,2030,1,EXACT_RATIONAL_PASS,150
16,2031,66,EXACT_RATIONAL_PASS,150
16,2032,1,EXACT_RATIONAL_PASS,150
16,2033,1,EXACT_RATIONAL_PASS,150
16,2034,1,EXACT_RATIONAL_PASS,150
16,2037,1,EXACT_RATIONAL_PASS,150
16,2049,1,EXACT_RATIONAL_PASS,150
16,2051,1,EXACT_RATIONAL_PASS,150
16,2052,1,EXACT_RATIONAL_PASS,150
16,2053,1,EXACT_RATIONAL_PASS,150
16,2060,1,EXACT_RATIONAL_PASS,150
16,2062,1,EXACT_RATIONAL_PASS,150
16,2063,1,EXACT_RATIONAL_PASS,150
16,2066,1,EXACT_RATIONAL_PASS,150
16,2068,1,EXACT_RATIONAL_PASS,150
16,2070,1,EXACT_RATIONAL_PASS,150
16,2072,1,EXACT_RATIONAL_PASS,148
16,2073,1,EXACT_RATIONAL_PASS,146
16,2137,1,EXACT_RATIONAL_PASS,150
16,2139,1,EXACT_RATIONAL_PASS,150
16,2140,1,EXACT_RATIONAL_PASS,150
16,2144,1,EXACT_RATIONAL_PASS,150
16,2150,1,EXACT_RATIONAL_PASS,150
16,2152,1,EXACT_RATIONAL_PASS,150
16,2157,1,EXACT_RATIONAL_PASS,150
16,2162,1,EXACT_RATIONAL_PASS,150
16,2165,1,EXACT_RATIONAL_PASS,150
16,2179,1,EXACT_RATIONAL_PASS,150
16,2184,1,EXACT_RATIONAL_PASS,149
16,2188,1,EXACT_RATIONAL_PASS,150
16,2195,1,EXACT_RATIONAL_PASS,150
16,2197,1,EXACT_RATIONAL_PASS,150
16,2203,1,EXACT_RATIONAL_PASS,150
16,2206,1,EXACT_RATIONAL_PASS,150
16,2210,20,EXACT_RATIONAL_PASS,150
16,2214,1,EXACT_RATIONAL_PASS,150
16,2218,1,EXACT_RATIONAL_PASS,150
16,2219,1,EXACT_RATIONAL_PASS,150
16,2220,1,EXACT_RATIONAL_PASS,150
16,2225,1,EXACT_RATIONAL_PASS,150
16,2229,1,EXACT_RATIONAL_PASS,150
16,2231,1,EXACT_RATIONAL_PASS,150
16,2238,3,EXACT_RATIONAL_PASS,150
16,2240,1,EXACT_RATIONAL_PASS,150
16,2241,1,EXACT_RATIONAL_PASS,149
16,2242,2,EXACT_RATIONAL_PASS,150
16,2534,1,EXACT_RATIONAL_PASS,150
16,2551,8,EXACT_RATIONAL_PASS,150
16,2554,1,EXACT_RATIONAL_PASS,150
16,2556,1,EXACT_RATIONAL_PASS,150
16,2558,1,EXACT_RATIONAL_PASS,149
16,2559,1,EXACT_RATIONAL_PASS,150
16,2560,1,EXACT_RATIONAL_PASS,150
16,2561,16,EXACT_RATIONAL_PASS,150
16,2566,69,EXACT_RATIONAL_PASS,150
16,2567,14,EXACT_RATIONAL_PASS,150
16,2568,5,EXACT_RATIONAL_PASS,150
16,2600,1,EXACT_RATIONAL_PASS,150
16,2603,1,EXACT_RATIONAL_PASS,150
16,2604,1,EXACT_RATIONAL_PASS,150
16,2611,1,EXACT_RATIONAL_PASS,150
16,2612,71,EXACT_RATIONAL_PASS,150
16,2618,1,EXACT_RATIONAL_PASS,150
16,2632,1,EXACT_RATIONAL_PASS,150
16,2634,1,EXACT_RATIONAL_PASS,150
16,2636,1,EXACT_RATIONAL_PASS,150
16,2637,1,EXACT_RATIONAL_PASS,150
16,2638,1,EXACT_RATIONAL_PASS,150
16,2640,1,EXACT_RATIONAL_PASS,150
16,2641,1,EXACT_RATIONAL_PASS,150
16,2650,1,EXACT_RATIONAL_PASS,150
16,2651,1,EXACT_RATIONAL_PASS,150
16,2653,1,EXACT_RATIONAL_PASS,150
16,2654,1,EXACT_RATIONAL_PASS,150
16,2659,1,EXACT_RATIONAL_PASS,150
16,2660,1,EXACT_RATIONAL_PASS,150
16,2662,1,EXACT_RATIONAL_PASS,150
16,2664,1,EXACT_RATIONAL_PASS,150
16,2665,1,EXACT_RATIONAL_PASS,150
16,2667,1,EXACT_RATIONAL_PASS,150
16,2668,1,EXACT_RATIONAL_PASS,138
16,2669,1,EXACT_RATIONAL_PASS,147
16,2670,1,EXACT_RATIONAL_PASS,146
16,2742,1,EXACT_RATIONAL_PASS,150
16,2764,1,EXACT_RATIONAL_PASS,149
16,2768,1,EXACT_RATIONAL_PASS,150
16,2769,1,EXACT_RATIONAL_PASS,150
16,2787,1,EXACT_RATIONAL_PASS,150
16,2810,4,EXACT_RATIONAL_PASS,150
16,2814,1,EXACT_RATIONAL_PASS,150
16,2816,1,EXACT_RATIONAL_PASS,150
16,2819,1,EXACT_RATIONAL_PASS,150
16,2826,1,EXACT_RATIONAL_PASS,150
16,2836,1,EXACT_RATIONAL_PASS,150
16,2844,1,EXACT_RATIONAL_PASS,150
16,2845,7,EXACT_RATIONAL_PASS,150
16,2846,1,EXACT_RATIONAL_PASS,150
16,2849,1,EXACT_RATIONAL_PASS,150
16,3048,1,EXACT_RATIONAL_PASS,150
16,3050,1,EXACT_RATIONAL_PASS,150
16,3058,1,EXACT_RATIONAL_PASS,150
16,3061,14,EXACT_RATIONAL_PASS,150
16,3062,1,EXACT_RATIONAL_PASS,150
16,3076,86,EXACT_RATIONAL_PASS,150
16,3077,1,EXACT_RATIONAL_PASS,150
16,3078,1,EXACT_RATIONAL_PASS,150
16,3079,20,EXACT_RATIONAL_PASS,150
16,3108,1,EXACT_RATIONAL_PASS,150
16,3110,1,EXACT_RATIONAL_PASS,150
16,3115,1,EXACT_RATIONAL_PASS,150
16,3125,1,EXACT_RATIONAL_PASS,150
16,3126,1,EXACT_RATIONAL_PASS,150
16,3127,77,EXACT_RATIONAL_PASS,150
16,3128,1,EXACT_RATIONAL_PASS,150
16,3144,1,EXACT_RATIONAL_PASS,150
16,3150,1,EXACT_RATIONAL_PASS,150
16,3152,1,EXACT_RATIONAL_PASS,150
16,3157,1,EXACT_RATIONAL_PASS,149
16,3158,1,EXACT_RATIONAL_PASS,150
16,3159,1,EXACT_RATIONAL_PASS,150
16,3170,1,EXACT_RATIONAL_PASS,150
16,3175,1,EXACT_RATIONAL_PASS,150
16,3176,1,EXACT_RATIONAL_PASS,150
16,3182,1,EXACT_RATIONAL_PASS,149
16,3184,1,EXACT_RATIONAL_PASS,150
16,3187,1,EXACT_RATIONAL_PASS,150
16,3189,1,EXACT_RATIONAL_PASS,150
16,3191,1,EXACT_RATIONAL_PASS,147
16,3192,1,EXACT_RATIONAL_PASS,147
16,3236,1,EXACT_RATIONAL_PASS,150
16,3246,1,EXACT_RATIONAL_PASS,150
16,3269,1,EXACT_RATIONAL_PASS,150
16,3270,1,EXACT_RATIONAL_PASS,150
16,3275,1,EXACT_RATIONAL_PASS,150
16,3279,1,EXACT_RATIONAL_PASS,150
16,3281,1,EXACT_RATIONAL_PASS,150
16,3282,1,EXACT_RATIONAL_PASS,150
16,3285,1,EXACT_RATIONAL_PASS,149
16,3295,1,EXACT_RATIONAL_PASS,150
16,3296,1,EXACT_RATIONAL_PASS,150
16,3311,1,EXACT_RATIONAL_PASS,150
16,3314,1,EXACT_RATIONAL_PASS,150
16,3316,1,EXACT_RATIONAL_PASS,150
16,3326,5,EXACT_RATIONAL_PASS,150
16,3329,1,EXACT_RATIONAL_PASS,150
16,3331,1,EXACT_RATIONAL_PASS,150
16,3335,1,EXACT_RATIONAL_PASS,150
16,3344,1,EXACT_RATIONAL_PASS,150
16,3352,1,EXACT_RATIONAL_PASS,150
16,3357,1,EXACT_RATIONAL_PASS,150
16,3368,14,EXACT_RATIONAL_PASS,150
16,3371,1,EXACT_RATIONAL_PASS,150
16,3374,1,EXACT_RATIONAL_PASS,150
16,3378,1,EXACT_RATIONAL_PASS,150
16,3465,1,EXACT_RATIONAL_PASS,150
16,3475,1,EXACT_RATIONAL_PASS,150
16,3487,1,EXACT_RATIONAL_PASS,150
16,3489,1,EXACT_RATIONAL_PASS,150
16,3492,1,EXACT_RATIONAL_PASS,150
16,3493,21,EXACT_RATIONAL_PASS,150
16,3494,1,EXACT_RATIONAL_PASS,150
16,3495,1,EXACT_RATIONAL_PASS,150
16,3504,1,EXACT_RATIONAL_PASS,150
16,3505,1,EXACT_RATIONAL_PASS,150
16,3506,1,EXACT_RATIONAL_PASS,150
16,3507,8,EXACT_RATIONAL_PASS,150
16,3508,1,EXACT_RATIONAL_PASS,150
16,3509,82,EXACT_RATIONAL_PASS,150
16,3510,1,EXACT_RATIONAL_PASS,150
16,3513,1,EXACT_RATIONAL_PASS,150
16,3531,1,EXACT_RATIONAL_PASS,150
16,3538,1,EXACT_RATIONAL_PASS,150
16,3540,1,EXACT_RATIONAL_PASS,150
16,3542,1,EXACT_RATIONAL_PASS,150
16,3555,1,EXACT_RATIONAL_PASS,150
16,3556,1,EXACT_RATIONAL_PASS,150
16,3557,84,EXACT_RATIONAL_PASS,150
16,3558,1,EXACT_RATIONAL_PASS,150
16,3559,1,EXACT_RATIONAL_PASS,150
16,3560,1,EXACT_RATIONAL_PASS,149
16,3561,1,EXACT_RATIONAL_PASS,150
16,3574,1,EXACT_RATIONAL_PASS,150
16,3576,1,EXACT_RATIONAL_PASS,150
16,3578,1,EXACT_RATIONAL_PASS,150
16,3579,1,EXACT_RATIONAL_PASS,150
16,3590,1,EXACT_RATIONAL_PASS,150
16,3591,1,EXACT_RATIONAL_PASS,150
16,3593,1,EXACT_RATIONAL_PASS,150
16,3594,1,EXACT_RATIONAL_PASS,150
16,3595,1,EXACT_RATIONAL_PASS,150
16,3602,1,EXACT_RATIONAL_PASS,150
16,3608,1,EXACT_RATIONAL_PASS,150
16,3611,1,EXACT_RATIONAL_PASS,150
16,3612,1,EXACT_RATIONAL_PASS,150
16,3613,1,EXACT_RATIONAL_PASS,150
16,3620,1,EXACT_RATIONAL_PASS,150
16,3621,1,EXACT_RATIONAL_PASS,150
16,3623,1,EXACT_RATIONAL_PASS,150
16,3624,1,EXACT_RATIONAL_PASS,150
16,3627,1,EXACT_RATIONAL_PASS,150
16,3629,1,EXACT_RATIONAL_PASS,149
16,3631,1,EXACT_RATIONAL_PASS,136
16,3632,1,EXACT_RATIONAL_PASS,148
16,3709,1,EXACT_RATIONAL_PASS,150
16,3710,1,EXACT_RATIONAL_PASS,150
16,3719,1,EXACT_RATIONAL_PASS,150
16,3721,1,EXACT_RATIONAL_PASS,150
16,3722,1,EXACT_RATIONAL_PASS,150
16,3725,1,EXACT_RATIONAL_PASS,150
16,3728,1,EXACT_RATIONAL_PASS,150
16,3736,1,EXACT_RATIONAL_PASS,150
16,3740,1,EXACT_RATIONAL_PASS,150
16,3741,1,EXACT_RATIONAL_PASS,150
16,3745,1,EXACT_RATIONAL_PASS,150
16,3762,1,EXACT_RATIONAL_PASS,150
16,3764,1,EXACT_RATIONAL_PASS,150
16,3768,12,EXACT_RATIONAL_PASS,150
16,3776,1,EXACT_RATIONAL_PASS,150
16,3780,1,EXACT_RATIONAL_PASS,150
16,3783,1,EXACT_RATIONAL_PASS,150
16,3791,1,EXACT_RATIONAL_PASS,150
16,3792,1,EXACT_RATIONAL_PASS,150
16,3794,1,EXACT_RATIONAL_PASS,150
16,3797,8,EXACT_RATIONAL_PASS,150
16,3798,1,EXACT_RATIONAL_PASS,150
16,3817,1,EXACT_RATIONAL_PASS,150
16,3822,1,EXACT_RATIONAL_PASS,150
16,3826,1,EXACT_RATIONAL_PASS,150
16,3827,1,EXACT_RATIONAL_PASS,150
16,3828,1,EXACT_RATIONAL_PASS,150
16,3831,25,EXACT_RATIONAL_PASS,150
16,3837,1,EXACT_RATIONAL_PASS,150
16,3838,1,EXACT_RATIONAL_PASS,150
16,3839,1,EXACT_RATIONAL_PASS,150
16,3842,72,EXACT_RATIONAL_PASS,150
16,3843,1,EXACT_RATIONAL_PASS,150
16,3844,1,EXACT_RATIONAL_PASS,150
16,3846,1,EXACT_RATIONAL_PASS,150
16,3849,1,EXACT_RATIONAL_PASS,150
16,3850,1,EXACT_RATIONAL_PASS,150
16,3852,2,EXACT_RATIONAL_PASS,150
16,3864,1,EXACT_RATIONAL_PASS,150
16,3872,1,EXACT_RATIONAL_PASS,150
16,3875,1,EXACT_RATIONAL_PASS,150
16,3876,1,EXACT_RATIONAL_PASS,150
16,3880,1,EXACT_RATIONAL_PASS,150
16,3884,1,EXACT_RATIONAL_PASS,150
16,3886,83,EXACT_RATIONAL_PASS,150
16,3887,1,EXACT_RATIONAL_PASS,150
16,3889,1,EXACT_RATIONAL_PASS,150
16,3890,1,EXACT_RATIONAL_PASS,150
16,3893,1,EXACT_RATIONAL_PASS,150
16,3895,1,EXACT_RATIONAL_PASS,150
16,3903,1,EXACT_RATIONAL_PASS,150
16,3905,1,EXACT_RATIONAL_PASS,150
16,3910,1,EXACT_RATIONAL_PASS,150
16,3914,1,EXACT_RATIONAL_PASS,150
16,3918,1,EXACT_RATIONAL_PASS,150
16,3919,1,EXACT_RATIONAL_PASS,150
16,3920,1,EXACT_RATIONAL_PASS,150
16,3921,1,EXACT_RATIONAL_PASS,150
16,3922,1,EXACT_RATIONAL_PASS,150
16,3923,1,EXACT_RATIONAL_PASS,150
16,3930,1,EXACT_RATIONAL_PASS,150
16,3932,1,EXACT_RATIONAL_PASS,150
16,3933,1,EXACT_RATIONAL_PASS,150
16,3935,1,EXACT_RATIONAL_PASS,150
16,3936,1,EXACT_RATIONAL_PASS,150
16,3940,1,EXACT_RATIONAL_PASS,150
16,3941,1,EXACT_RATIONAL_PASS,150
16,3943,1,EXACT_RATIONAL_PASS,150
16,3948,1,EXACT_RATIONAL_PASS,150
16,3949,1,EXACT_RATIONAL_PASS,150
16,3950,1,EXACT_RATIONAL_PASS,150
16,3954,1,EXACT_RATIONAL_PASS,150
16,3955,1,EXACT_RATIONAL_PASS,150
16,3956,1,EXACT_RATIONAL_PASS,150
16,3959,1,EXACT_RATIONAL_PASS,150
16,3960,1,EXACT_RATIONAL_PASS,150
16,3962,1,EXACT_RATIONAL_PASS,150
16,3963,1,EXACT_RATIONAL_PASS,150
16,3965,1,EXACT_RATIONAL_PASS,149
16,3966,1,EXACT_RATIONAL_PASS,137
16,4052,1,EXACT_RATIONAL_PASS,150
16,4053,1,EXACT_RATIONAL_PASS,150
16,4062,1,EXACT_RATIONAL_PASS,150
16,4067,1,EXACT_RATIONAL_PASS,150
16,4090,1,EXACT_RATIONAL_PASS,150
16,4091,1,EXACT_RATIONAL_PASS,150
16,4092,1,EXACT_RATIONAL_PASS,150
16,4093,1,EXACT_RATIONAL_PASS,150
16,4095,1,EXACT_RATIONAL_PASS,150
16,4096,26,EXACT_RATIONAL_PASS,150
16,4100,1,EXACT_RATIONAL_PASS,150
