observable_id,observable_code,value
0,0,5
1,1,5
2,2,1
3,3,20
4,4,19
5,5,1
6,6,3
7,7,16
8,8,0
9,9,20
10,10,10
11,11,20
12,12,19
13,13,0
14,14,0
15,15,3
16,16,543
17,17,8
18,18,0
19,19,39
20,20,30
21,21,7
22,22,940
23,23,0
24,24,0
25,25,1
26,26,0
27,27,0
28,28,0
29,29,0
30,30,5
31,31,2
