observable_id,observable_code,value
0,0,306
1,1,74
2,2,232
3,3,74
4,4,232
5,5,0
6,6,9
7,7,223
8,8,72
9,9,2
10,10,16
11,11,48
12,12,144
13,13,15
14,14,2264
15,15,33
16,16,74
17,17,306
18,18,6
19,19,74
20,20,1
