observable_id,observable_code,value,scale_code
0,0,860,0
1,1,2571,0
2,2,6,0
3,3,4329004000,0
4,4,9,0
5,5,4,0
6,6,9,0
7,7,382,0
8,8,126,0
9,9,126,0
10,10,84,0
11,11,36,0
12,12,9,0
13,13,1,0
14,14,0,0
15,15,4,0
16,16,4552,0
17,17,5255,0
18,18,1252,0
19,19,5252,0
20,20,900,0
21,21,2711,0
22,22,6,0
23,23,6,0
24,24,2443681000,0
25,25,3649635000,0
26,26,679369000,0
27,27,975,0
28,28,3068,0
29,29,11,0
30,30,6,0
31,31,5,0
32,32,4934948000,0
33,33,984,0
