cut_edge_id,transfer_edge_id,source_signature_class_id,target_signature_class_id,shared_active_atom_count,source_nodal_sign,target_nodal_sign,source_eigenfunction_x1e12,target_eigenfunction_x1e12,undirected_stationary_flux_x1e12,source_carrier_atom_mask,target_carrier_atom_mask
1110,5866,75,155,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1111,5867,75,156,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1112,5868,75,157,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1113,5869,75,158,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1114,5870,75,159,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1115,5871,75,160,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1116,5872,75,161,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1117,5873,75,162,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1118,5874,75,163,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1119,5875,75,164,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1120,5876,75,165,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1121,5877,75,166,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1122,5878,75,167,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1123,5879,75,168,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1124,5880,75,169,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1125,5881,75,170,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1126,5882,75,171,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1127,5883,75,172,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1128,5930,76,155,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1129,5931,76,156,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1130,5932,76,157,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1131,5933,76,158,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1132,5934,76,159,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1133,5935,76,160,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1134,5936,76,161,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1135,5937,76,162,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1136,5938,76,163,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1137,5939,76,164,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1138,5940,76,165,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1139,5941,76,166,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1140,5942,76,167,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1141,5943,76,168,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1142,5944,76,169,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1143,5945,76,170,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1144,5946,76,171,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1145,5947,76,172,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1146,5993,77,155,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1147,5994,77,156,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1148,5995,77,157,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1149,5996,77,158,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1150,5997,77,159,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1151,5998,77,160,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1152,5999,77,161,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1153,6000,77,162,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1154,6001,77,163,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1155,6002,77,164,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1156,6003,77,165,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1157,6004,77,166,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1158,6005,77,167,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1159,6006,77,168,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1160,6007,77,169,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1161,6008,77,170,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1162,6009,77,171,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1163,6010,77,172,1,-1,1,-1842927151914,106312269429,78636622,6144,526464
1164,6045,78,85,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1165,6046,78,86,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1166,6047,78,87,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1167,6048,78,88,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1168,6053,78,93,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1169,6054,78,94,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1170,6055,78,95,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1171,6056,78,96,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1172,6057,78,97,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1173,6058,78,98,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1174,6059,78,99,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1175,6060,78,102,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1176,6061,78,103,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1177,6062,78,104,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1178,6063,78,105,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1179,6064,78,106,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1180,6065,78,107,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1181,6066,78,108,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1182,6067,78,109,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1183,6068,78,110,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1184,6069,78,111,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1185,6070,78,112,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1186,6071,78,113,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1187,6072,78,114,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1188,6073,78,115,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1189,6074,78,116,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1190,6075,78,117,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1191,6076,78,118,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1192,6077,78,119,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1193,6078,78,120,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1194,6079,78,121,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1195,6080,78,122,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1196,6081,78,123,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1197,6082,78,124,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1198,6083,78,125,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1199,6090,78,155,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1200,6091,78,156,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1201,6092,78,157,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1202,6093,78,158,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1203,6094,78,159,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1204,6095,78,160,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1205,6096,78,161,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1206,6097,78,162,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1207,6098,78,163,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1208,6099,78,164,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1209,6100,78,165,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1210,6101,78,166,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1211,6102,78,167,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1212,6103,78,168,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1213,6104,78,169,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1214,6105,78,170,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1215,6106,78,171,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1216,6107,78,172,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1217,6141,79,85,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1218,6142,79,86,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1219,6143,79,87,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1220,6144,79,88,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1221,6149,79,93,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1222,6150,79,94,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1223,6151,79,95,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1224,6152,79,96,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1225,6153,79,97,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1226,6154,79,98,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1227,6155,79,99,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1228,6156,79,102,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1229,6157,79,103,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1230,6158,79,104,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1231,6159,79,105,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1232,6160,79,106,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1233,6161,79,107,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1234,6162,79,108,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1235,6163,79,109,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1236,6164,79,110,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1237,6165,79,111,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1238,6166,79,112,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1239,6167,79,113,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1240,6168,79,114,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1241,6169,79,115,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1242,6170,79,116,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1243,6171,79,117,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1244,6172,79,118,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1245,6173,79,119,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1246,6174,79,120,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1247,6175,79,121,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1248,6176,79,122,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1249,6177,79,123,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1250,6178,79,124,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1251,6179,79,125,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1252,6186,79,155,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1253,6187,79,156,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1254,6188,79,157,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1255,6189,79,158,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1256,6190,79,159,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1257,6191,79,160,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1258,6192,79,161,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1259,6193,79,162,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1260,6194,79,163,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1261,6195,79,164,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1262,6196,79,165,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1263,6197,79,166,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1264,6198,79,167,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1265,6199,79,168,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1266,6200,79,169,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1267,6201,79,170,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1268,6202,79,171,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1269,6203,79,172,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1270,6236,80,85,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1271,6237,80,86,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1272,6238,80,87,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1273,6239,80,88,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1274,6244,80,93,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1275,6245,80,94,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1276,6246,80,95,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1277,6247,80,96,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1278,6248,80,97,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1279,6249,80,98,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1280,6250,80,99,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1281,6251,80,102,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1282,6252,80,103,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1283,6253,80,104,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1284,6254,80,105,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1285,6255,80,106,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1286,6256,80,107,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1287,6257,80,108,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1288,6258,80,109,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1289,6259,80,110,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1290,6260,80,111,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1291,6261,80,112,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1292,6262,80,113,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1293,6263,80,114,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1294,6264,80,115,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1295,6265,80,116,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1296,6266,80,117,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1297,6267,80,118,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1298,6268,80,119,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1299,6269,80,120,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1300,6270,80,121,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1301,6271,80,122,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1302,6272,80,123,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1303,6273,80,124,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1304,6274,80,125,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1305,6281,80,155,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1306,6282,80,156,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1307,6283,80,157,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1308,6284,80,158,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1309,6285,80,159,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1310,6286,80,160,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1311,6287,80,161,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1312,6288,80,162,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1313,6289,80,163,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1314,6290,80,164,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1315,6291,80,165,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1316,6292,80,166,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1317,6293,80,167,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1318,6294,80,168,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1319,6295,80,169,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1320,6296,80,170,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1321,6297,80,171,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1322,6298,80,172,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1323,6330,81,85,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1324,6331,81,86,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1325,6332,81,87,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1326,6333,81,88,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1327,6338,81,93,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1328,6339,81,94,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1329,6340,81,95,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1330,6341,81,96,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1331,6342,81,97,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1332,6343,81,98,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1333,6344,81,99,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1334,6345,81,102,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1335,6346,81,103,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1336,6347,81,104,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1337,6348,81,105,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1338,6349,81,106,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1339,6350,81,107,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1340,6351,81,108,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1341,6352,81,109,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1342,6353,81,110,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1343,6354,81,111,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1344,6355,81,112,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1345,6356,81,113,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1346,6357,81,114,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1347,6358,81,115,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1348,6359,81,116,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1349,6360,81,117,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1350,6361,81,118,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1351,6362,81,119,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1352,6363,81,120,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1353,6364,81,121,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1354,6365,81,122,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1355,6366,81,123,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1356,6367,81,124,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1357,6368,81,125,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1358,6375,81,155,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1359,6376,81,156,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1360,6377,81,157,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1361,6378,81,158,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1362,6379,81,159,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1363,6380,81,160,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1364,6381,81,161,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1365,6382,81,162,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1366,6383,81,163,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1367,6384,81,164,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1368,6385,81,165,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1369,6386,81,166,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1370,6387,81,167,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1371,6388,81,168,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1372,6389,81,169,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1373,6390,81,170,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1374,6391,81,171,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1375,6392,81,172,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1376,6423,82,85,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1377,6424,82,86,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1378,6425,82,87,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1379,6426,82,88,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1380,6431,82,93,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1381,6432,82,94,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1382,6433,82,95,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1383,6434,82,96,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1384,6435,82,97,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1385,6436,82,98,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1386,6437,82,99,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1387,6438,82,102,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1388,6439,82,103,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1389,6440,82,104,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1390,6441,82,105,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1391,6442,82,106,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1392,6443,82,107,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1393,6444,82,108,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1394,6445,82,109,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1395,6446,82,110,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1396,6447,82,111,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1397,6448,82,112,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1398,6449,82,113,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1399,6450,82,114,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1400,6451,82,115,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1401,6452,82,116,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1402,6453,82,117,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1403,6454,82,118,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1404,6455,82,119,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1405,6456,82,120,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1406,6457,82,121,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1407,6458,82,122,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1408,6459,82,123,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1409,6460,82,124,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1410,6461,82,125,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1411,6468,82,155,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1412,6469,82,156,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1413,6470,82,157,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1414,6471,82,158,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1415,6472,82,159,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1416,6473,82,160,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1417,6474,82,161,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1418,6475,82,162,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1419,6476,82,163,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1420,6477,82,164,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1421,6478,82,165,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1422,6479,82,166,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1423,6480,82,167,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1424,6481,82,168,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1425,6482,82,169,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1426,6483,82,170,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1427,6484,82,171,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1428,6485,82,172,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1429,6515,83,85,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1430,6516,83,86,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1431,6517,83,87,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1432,6518,83,88,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1433,6523,83,93,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1434,6524,83,94,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1435,6525,83,95,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1436,6526,83,96,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1437,6527,83,97,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1438,6528,83,98,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1439,6529,83,99,1,-1,1,-860433468893,1076857070829,83636815,6160,146
1440,6530,83,102,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1441,6531,83,103,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1442,6532,83,104,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1443,6533,83,105,1,-1,1,-860433468893,1062963295150,19637572,6160,16
1444,6534,83,106,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1445,6535,83,107,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1446,6536,83,108,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1447,6537,83,109,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1448,6538,83,110,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1449,6539,83,111,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1450,6540,83,112,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1451,6541,83,113,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1452,6542,83,114,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1453,6543,83,115,1,-1,1,-860433468893,687273682618,112011105,6160,524434
1454,6544,83,116,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1455,6545,83,117,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1456,6546,83,118,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1457,6547,83,119,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1458,6548,83,120,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1459,6549,83,121,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1460,6550,83,122,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1461,6551,83,123,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1462,6552,83,124,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1463,6553,83,125,1,-1,1,-860433468893,687273682619,112011105,6160,524434
1464,6560,83,155,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1465,6561,83,156,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1466,6562,83,157,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1467,6563,83,158,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1468,6564,83,159,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1469,6565,83,160,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1470,6566,83,161,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1471,6567,83,162,1,-1,1,-860433468893,106312269429,92628554,6160,526464
1472,6568,83,163,1,-1,1,-860433468893,106312269429,92628554,6160,526464
