bridge_id,induction_start,linf_base_horizon,linf_lift_horizon,linf_level_count,linf_state_count,linf_negative_count,linf_zero_count,linf_extension_negative_count,rule_count,margin_nonnegative_count,measure_match_flag
0,16,16,128,127,16383,1,126,0,8,8,1
