control_id,horizon,state_count,drift_positive_count,drift_negative_count,drift_zero_count,first_negative_sample_count,first_negative_sum_value,first_negative_drift_num,first_negative_drift_den,first_negative_source_probability_num,first_negative_source_probability_den,canonical_measure_required_flag
0,64,4095,2980,1115,0,1,2,-5,26,8,13,1
