iterations,final_delta,ratio,cv_x,kkt_residual,converged_to_equal,shell_weight,start_index,start_label
52,9.86481474761291e-12,1.0000000000000009,2.939386558197987e-12,1.0648005873866032e-11,True,12,30,prefix8_amp6.0
47,9.20061833575304e-12,0.9999999999999986,2.7412351059052522e-12,9.927914023266192e-12,True,12,31,prefix10_amp0.25
49,9.58501533469665e-12,0.9999999999999994,2.8545371942401383e-12,1.0337432254061487e-11,True,12,32,prefix10_amp0.75
51,6.50977847371584e-12,0.9999999999999979,1.9403519296855955e-12,7.0269366069756436e-12,True,12,33,prefix10_amp1.5
52,6.952269606351867e-12,1.0000000000000009,2.072162374861903e-12,7.504874517360517e-12,True,12,34,prefix10_amp3.0
53,6.926408944150999e-12,1.0,2.063705931451896e-12,7.472849869646139e-12,True,12,35,prefix10_amp6.0
47,9.39358232952491e-12,0.9999999999999976,2.7978684532096946e-12,1.0130380646812456e-11,True,12,36,prefix12_amp0.25
49,9.901105269873484e-12,1.0000000000000013,2.9519997707569967e-12,1.0699017677163934e-11,True,12,37,prefix12_amp0.75
51,6.836863442509273e-12,0.999999999999997,2.0365052448947744e-12,7.370540878866487e-12,True,12,38,prefix12_amp1.5
52,7.382323213611575e-12,0.999999999999997,2.199416620306802e-12,7.961573832148277e-12,True,12,39,prefix12_amp3.0
53,7.382798876208248e-12,0.9999999999999976,2.199351840037733e-12,7.961110259608477e-12,True,12,40,prefix12_amp6.0
47,8.965172806969478e-12,0.9999999999999963,2.6749077898160733e-12,9.694861958691863e-12,True,12,41,prefix16_amp0.25
49,9.677726437532556e-12,0.9999999999999997,2.88260473080085e-12,1.0443772725265385e-11,True,12,42,prefix16_amp0.75
51,6.725177465417468e-12,1.0000000000000013,2.0042295782353857e-12,7.26710425293612e-12,True,12,43,prefix16_amp1.5
52,7.13101894274112e-12,1.0,2.1236351940126778e-12,7.694770860683266e-12,True,12,44,prefix16_amp3.0
53,7.041504859538809e-12,0.9999999999999984,2.0974734509995936e-12,7.598122727162513e-12,True,12,45,prefix16_amp6.0
47,7.188424292655281e-12,0.9999999999999988,2.1408422998309927e-12,7.756346328849176e-12,True,12,46,prefix20_amp0.25
49,7.99814229846719e-12,0.9999999999999964,2.3850368501652365e-12,8.634827027926225e-12,True,12,47,prefix20_amp0.75
51,6.10190139454235e-12,1.0000000000000009,1.8189817678101548e-12,6.590603224821118e-12,True,12,48,prefix20_amp1.5
52,8.453523344855725e-12,0.9999999999999989,2.519830108612888e-12,9.118497530357663e-12,True,12,49,prefix20_amp3.0
54,7.675264147597174e-12,0.9999999999999988,2.2879076212670186e-12,8.284493318278273e-12,True,12,50,prefix20_amp6.0
46,6.5528774005373034e-12,0.9999999999999976,1.953446496322157e-12,7.07329305757224e-12,True,12,51,prefix23_amp0.25
48,7.442840904387089e-12,0.9999999999999981,2.2173854123719295e-12,8.029372851928696e-12,True,12,52,prefix23_amp0.75
49,9.810630837784433e-12,1.0000000000000013,2.9241870218626285e-12,1.0587999101472975e-11,True,12,53,prefix23_amp1.5
51,8.338393226488745e-12,1.0000000000000027,2.4861428467554517e-12,9.00405976737249e-12,True,12,54,prefix23_amp3.0
53,7.786164562709805e-12,0.9999999999999998,2.3204084938171244e-12,8.399419846186487e-12,True,12,55,prefix23_amp6.0
48,8.545183466203866e-12,0.9999999999999994,2.5464545138149996e-12,9.220609208111748e-12,True,12,56,random_scale0.2_0
48,8.658990524945975e-12,1.0,2.580486423403801e-12,9.343532156135008e-12,True,12,57,random_scale0.2_1
48,8.45521299239512e-12,0.9999999999999993,2.5197561196211247e-12,9.124417951272324e-12,True,12,58,random_scale0.2_2
48,8.521686043326497e-12,0.9999999999999997,2.5394448688671665e-12,9.195618543627288e-12,True,12,59,random_scale0.2_3
48,8.866657028050362e-12,0.9999999999999989,2.6422728431447676e-12,9.567453229002573e-12,True,12,60,random_scale0.2_4
48,8.788218162371039e-12,0.9999999999999984,2.6188591987319006e-12,9.483298847187428e-12,True,12,61,random_scale0.2_5
48,7.462350780769115e-12,0.9999999999999989,2.2237786512596948e-12,8.052137544483916e-12,True,12,62,random_scale0.2_6
48,8.997085217263507e-12,0.9999999999999976,2.6810669067257218e-12,9.70876495361074e-12,True,12,63,random_scale0.2_7
48,9.357086327126704e-12,1.0000000000000004,2.7884283235492536e-12,1.0096708531043155e-11,True,12,64,random_scale0.2_8
48,9.464104151205053e-12,0.9999999999999986,2.8202575248064306e-12,1.0212436051068456e-11,True,12,65,random_scale0.2_9
48,7.469977867537085e-12,0.9999999999999998,2.22615561884496e-12,8.061138507496591e-12,True,12,66,random_scale0.2_10
48,9.954111351874324e-12,0.9999999999999994,2.966381106223594e-12,1.0741356251501885e-11,True,12,67,random_scale0.2_11
48,8.007586456145098e-12,1.0000000000000002,2.3862700598885865e-12,8.640386835736606e-12,True,12,68,random_scale0.2_12
48,7.561552083067744e-12,1.0000000000000004,2.2533208438397025e-12,8.159869569038077e-12,True,12,69,random_scale0.2_13
49,6.0761168530550365e-12,0.9999999999999991,1.8106375191016647e-12,6.556194648742745e-12,True,12,70,random_scale0.2_14
48,9.336004589008286e-12,0.9999999999999998,2.78229827479903e-12,1.0074929770857305e-11,True,12,71,random_scale0.2_15
48,8.91184861767873e-12,0.9999999999999986,2.655767045130333e-12,9.616711889551832e-12,True,12,72,random_scale0.2_16
48,9.107582624901883e-12,0.9999999999999988,2.71393113392903e-12,9.827581411784268e-12,True,12,73,random_scale0.2_17
48,7.815110110513785e-12,0.9999999999999994,2.3288245789016946e-12,8.432671487003641e-12,True,12,74,random_scale0.2_18
49,5.975615545487817e-12,0.9999999999999986,1.7808461541393522e-12,6.4483735385942165e-12,True,12,75,random_scale0.2_19
48,7.487623528365249e-12,0.9999999999999976,2.2310613460496854e-12,8.078763148909081e-12,True,12,76,random_scale0.2_20
48,8.036465626123208e-12,0.9999999999999988,2.394836320062303e-12,8.671293148576027e-12,True,12,77,random_scale0.2_21
47,9.801363834336403e-12,0.9999999999999993,2.920608397910166e-12,1.0575519730689615e-11,True,12,78,random_scale0.2_22
48,8.060973975685754e-12,0.9999999999999991,2.401994290242082e-12,8.697494496975795e-12,True,12,79,random_scale0.2_23
48,6.8999010166228135e-12,0.9999999999999991,2.0561175750328608e-12,7.444758645605643e-12,True,12,80,random_scale0.2_24
49,6.148065952558103e-12,0.9999999999999989,1.8321456384717566e-12,6.6341581169778306e-12,True,12,81,random_scale0.2_25
48,7.0834342853007565e-12,0.9999999999999994,2.111027269222445e-12,7.644360182960093e-12,True,12,82,random_scale0.2_26
48,9.734534019947286e-12,1.0,2.9007458575204327e-12,1.0503709651465567e-11,True,12,83,random_scale0.2_27
48,8.372141543150333e-12,0.9999999999999991,2.494955656549737e-12,9.03422424664636e-12,True,12,84,random_scale0.2_28
48,9.529332231771796e-12,0.9999999999999997,2.8396276420344106e-12,1.0282114937187754e-11,True,12,85,random_scale0.2_29
48,9.260916857048076e-12,0.9999999999999989,2.7598593534664655e-12,9.99277975556516e-12,True,12,86,random_scale0.2_30
48,7.155605615099265e-12,1.0000000000000004,2.132416769472687e-12,7.721298196475157e-12,True,12,87,random_scale0.2_31
48,9.295648611989692e-12,0.9999999999999993,2.770218118650683e-12,1.0030936019916922e-11,True,12,88,random_scale0.2_32
47,9.157218418456854e-12,0.9999999999999991,2.7289270982697495e-12,9.881930885253994e-12,True,12,89,random_scale0.2_33
48,7.516684137720773e-12,0.9999999999999981,2.2400087874944965e-12,8.11164926214499e-12,True,12,90,random_scale0.2_34
48,9.728752495944196e-12,0.9999999999999984,2.8991265192948525e-12,1.0497821165822556e-11,True,12,91,random_scale0.2_35
49,6.038741862965605e-12,0.9999999999999991,1.7994934396583727e-12,6.516054591673322e-12,True,12,92,random_scale0.2_36
48,8.977111880355153e-12,0.9999999999999988,2.6750307820504713e-12,9.68628847031432e-12,True,12,93,random_scale0.2_37
49,6.31543112960884e-12,0.9999999999999986,1.881895890354598e-12,6.8146094323067435e-12,True,12,94,random_scale0.2_38
48,9.441946289870685e-12,0.9999999999999981,2.8137293832401515e-12,1.0188590570493955e-11,True,12,95,random_scale0.2_39
50,8.447867285141565e-12,0.9999999999999997,2.517339013201095e-12,9.11479155477397e-12,True,12,96,random_scale0.5_0
50,7.698413550142826e-12,1.0,2.2941890675248038e-12,8.307281177234467e-12,True,12,97,random_scale0.5_1
50,8.642160156998937e-12,0.9999999999999997,2.575593580319902e-12,9.32560461170533e-12,True,12,98,random_scale0.5_2
50,6.5466587141220664e-12,0.9999999999999998,1.950714160924626e-12,7.063578117063619e-12,True,12,99,random_scale0.5_3
50,7.0084745690219634e-12,0.9999999999999976,2.0885078073037608e-12,7.56227794177874e-12,True,12,100,random_scale0.5_4
50,7.326390326971517e-12,0.9999999999999994,2.183360295140832e-12,7.905891440653887e-12,True,12,101,random_scale0.5_5
50,7.907550937881576e-12,1.0,2.356336994046374e-12,8.532264394029199e-12,True,12,102,random_scale0.5_6
50,6.7755525346370665e-12,0.9999999999999991,2.019198802086764e-12,7.31161784363714e-12,True,12,103,random_scale0.5_7
50,7.796568768488427e-12,0.9999999999999989,2.323276584452243e-12,8.412440069392265e-12,True,12,104,random_scale0.5_8
50,9.021897026656646e-12,0.9999999999999986,2.688536049174485e-12,9.735489039966472e-12,True,12,105,random_scale0.5_9
50,6.680174282443265e-12,0.9999999999999997,1.9907506411409927e-12,7.208379555481889e-12,True,12,106,random_scale0.5_10
50,6.887372031007343e-12,0.9999999999999993,2.0524259107113112e-12,7.431600273717076e-12,True,12,107,random_scale0.5_11
50,6.936027016026868e-12,0.9999999999999993,2.0669796187952047e-12,7.484737732091752e-12,True,12,108,random_scale0.5_12
50,7.835290614509848e-12,0.9999999999999998,2.334773779530068e-12,8.454598906617738e-12,True,12,109,random_scale0.5_13
50,8.528209543717685e-12,0.9999999999999991,2.5413735708802065e-12,9.201889186908083e-12,True,12,110,random_scale0.5_14
50,9.176472848666842e-12,1.0,2.734692250558465e-12,9.902181930460804e-12,True,12,111,random_scale0.5_15
50,9.143683243224042e-12,0.9999999999999988,2.725004852721039e-12,9.8671480836665e-12,True,12,112,random_scale0.5_16
50,6.01179929960986e-12,1.0000000000000018,1.79157208061808e-12,6.487177050336978e-12,True,12,113,random_scale0.5_17
50,7.799689340212464e-12,1.0000000000000004,2.324316346861509e-12,8.416112013296881e-12,True,12,114,random_scale0.5_18
50,9.690623405632551e-12,0.9999999999999997,2.8877870993028597e-12,1.045618019532242e-11,True,12,115,random_scale0.5_19
50,6.3096474004672524e-12,0.9999999999999986,1.8801935403557315e-12,6.8079452601455956e-12,True,12,116,random_scale0.5_20
50,7.589638621971566e-12,1.0000000000000007,2.2616337892835154e-12,8.190137609280763e-12,True,12,117,random_scale0.5_21
50,6.365790746130998e-12,0.9999999999999986,1.8971363859738224e-12,6.869298122046007e-12,True,12,118,random_scale0.5_22
49,9.626876822049801e-12,1.0000000000000007,2.868865041663029e-12,1.0388772572140447e-11,True,12,119,random_scale0.5_23
50,6.494455131414525e-12,0.9999999999999979,1.9352675386026296e-12,7.0083578828485665e-12,True,12,120,random_scale0.5_24
50,7.358610847161075e-12,0.9999999999999973,2.1928392041619226e-12,7.940201182243211e-12,True,12,121,random_scale0.5_25
50,8.884512945398365e-12,0.9999999999999993,2.6474624233473637e-12,9.586498043784751e-12,True,12,122,random_scale0.5_26
50,9.092483540750659e-12,1.0000000000000004,2.709502144110414e-12,9.811229071250428e-12,True,12,123,random_scale0.5_27
50,8.549841592590174e-12,1.0000000000000004,2.5479100991138277e-12,9.226062810526208e-12,True,12,124,random_scale0.5_28
50,7.134667802637673e-12,0.9999999999999989,2.126182544906934e-12,7.698756296197104e-12,True,12,125,random_scale0.5_29
50,9.520099033532684e-12,1.000000000000001,2.837076476024816e-12,1.0273009562101311e-11,True,12,126,random_scale0.5_30
50,5.941674751836869e-12,0.9999999999999961,1.7705922357932765e-12,6.4116357562062104e-12,True,12,127,random_scale0.5_31
50,7.0183542135812574e-12,0.9999999999999989,2.0913433273475997e-12,7.572473245223844e-12,True,12,128,random_scale0.5_32
50,6.909136431089262e-12,1.0000000000000009,2.058806330414606e-12,7.454721652817695e-12,True,12,129,random_scale0.5_33
50,9.118865713973986e-12,0.9999999999999989,2.7173566561188486e-12,9.840035123715246e-12,True,12,130,random_scale0.5_34
50,9.700738918091362e-12,0.9999999999999984,2.8909122207081547e-12,1.046796831552962e-11,True,12,131,random_scale0.5_35
50,6.4594759946544785e-12,0.9999999999999988,1.9249455849029534e-12,6.970673892050561e-12,True,12,132,random_scale0.5_36
50,6.934950696830267e-12,0.9999999999999993,2.0665892540465267e-12,7.483274426325535e-12,True,12,133,random_scale0.5_37
50,7.685964419701991e-12,0.9999999999999997,2.290319168161608e-12,8.293087293562998e-12,True,12,134,random_scale0.5_38
50,7.599953942326842e-12,0.9999999999999984,2.264854585988368e-12,8.201198690289506e-12,True,12,135,random_scale0.5_39
51,9.092251334339162e-12,1.0000000000000013,2.7094880974133385e-12,9.811057351082506e-12,True,12,136,random_scale1.0_0
52,6.3368660367014185e-12,0.9999999999999993,1.888501395256661e-12,6.8378844449196094e-12,True,12,137,random_scale1.0_1
52,5.996137400768485e-12,0.9999999999999982,1.7869226306094659e-12,6.470723136735563e-12,True,12,138,random_scale1.0_2
52,6.259462266788874e-12,0.9999999999999984,1.8652627368842214e-12,6.753802971867935e-12,True,12,139,random_scale1.0_3
52,6.601567915434931e-12,0.9999999999999998,1.9672690793374227e-12,7.123629390463688e-12,True,12,140,random_scale1.0_4
51,8.725943829855384e-12,0.9999999999999993,2.6005187985684404e-12,9.416472792976632e-12,True,12,141,random_scale1.0_5
52,6.86529896885157e-12,0.9999999999999982,2.045876531852959e-12,7.407746300708624e-12,True,12,142,random_scale1.0_6
51,8.728347050926632e-12,1.0000000000000007,2.6012442813148535e-12,9.419275606774924e-12,True,12,143,random_scale1.0_7
52,6.723952869376959e-12,1.0000000000000004,2.0037394833284036e-12,7.254920703437516e-12,True,12,144,random_scale1.0_8
51,8.671114913692968e-12,0.9999999999999986,2.5840481951128447e-12,9.356921298842083e-12,True,12,145,random_scale1.0_9
51,7.81551517176279e-12,1.0000000000000002,2.329111876991035e-12,8.433471208019247e-12,True,12,146,random_scale1.0_10
52,6.037301676252481e-12,0.9999999999999986,1.7990026884531508e-12,6.514463511273359e-12,True,12,147,random_scale1.0_11
51,9.131884175351475e-12,1.0,2.7211225921736144e-12,9.852713355763539e-12,True,12,148,random_scale1.0_12
52,6.863061328661809e-12,0.9999999999999997,2.0452754950697125e-12,7.405742602335182e-12,True,12,149,random_scale1.0_13
51,9.291806775177758e-12,0.9999999999999984,2.768827245202202e-12,1.002581289786175e-11,True,12,150,random_scale1.0_14
51,9.316613213774772e-12,0.9999999999999991,2.776269759120834e-12,1.0052028363962335e-11,True,12,151,random_scale1.0_15
51,8.214952405632938e-12,0.9999999999999991,2.4479908881631804e-12,8.864184858119994e-12,True,12,152,random_scale1.0_16
52,6.199977153560044e-12,0.9999999999999981,1.8474715016332674e-12,6.689553703585024e-12,True,12,153,random_scale1.0_17
52,6.48232738664011e-12,0.9999999999999989,1.93177329650608e-12,6.994985513584194e-12,True,12,154,random_scale1.0_18
51,9.334506457107971e-12,1.0000000000000007,2.781787160593092e-12,1.0072807718036897e-11,True,12,155,random_scale1.0_19
51,6.513951151464181e-12,0.9999999999999986,1.941121476790434e-12,7.028252950870032e-12,True,12,156,random_scale1.0_20
51,9.677087552277448e-12,0.9999999999999984,2.8837614067281573e-12,1.0442020532672694e-11,True,12,157,random_scale1.0_21
51,9.276852678173295e-12,0.9999999999999986,2.7644543166773894e-12,1.0010320157098129e-11,True,12,158,random_scale1.0_22
51,7.916465179493033e-12,0.9999999999999998,2.3591169275934196e-12,8.542057453419801e-12,True,12,159,random_scale1.0_23
52,6.802493263966515e-12,0.9999999999999988,2.02727812831029e-12,7.340863649218201e-12,True,12,160,random_scale1.0_24
51,8.221610000548807e-12,0.9999999999999991,2.4499145938153166e-12,8.87146612037844e-12,True,12,161,random_scale1.0_25
51,7.292049373262372e-12,0.9999999999999981,2.1730593694320377e-12,7.868599049484604e-12,True,12,162,random_scale1.0_26
51,7.905436788865352e-12,0.9999999999999991,2.355816527509759e-12,8.530408383305668e-12,True,12,163,random_scale1.0_27
51,7.130151623055047e-12,0.9999999999999976,2.1246376426591303e-12,7.693042720380669e-12,True,12,164,random_scale1.0_28
51,7.581368078645002e-12,0.9999999999999984,2.259320005798873e-12,8.181038187069858e-12,True,12,165,random_scale1.0_29
52,8.30763392790818e-12,0.9999999999999989,2.4755058349840424e-12,8.964051443476713e-12,True,12,166,random_scale1.0_30
52,6.293870582378884e-12,0.9999999999999988,1.8755929241872746e-12,6.791465520091309e-12,True,12,167,random_scale1.0_31
51,9.229092644872905e-12,0.9999999999999988,2.750194991766212e-12,9.958452753905502e-12,True,12,168,random_scale1.0_32
51,8.693379789986512e-12,1.0000000000000002,2.5906352549264656e-12,9.380922457918952e-12,True,12,169,random_scale1.0_33
51,6.184111490076747e-12,0.9999999999999976,1.8429660108593114e-12,6.673147695739165e-12,True,12,170,random_scale1.0_34
52,7.353866899784306e-12,0.9999999999999976,2.191427879646697e-12,7.93472039864229e-12,True,12,171,random_scale1.0_35
51,8.832905288687018e-12,0.9999999999999993,2.632141391524615e-12,9.531129118495102e-12,True,12,172,random_scale1.0_36
51,8.263792830379805e-12,0.9999999999999982,2.4624881660546254e-12,8.916913479734447e-12,True,12,173,random_scale1.0_37
52,5.950351675982219e-12,0.9999999999999988,1.7732608203410158e-12,6.420541588013159e-12,True,12,174,random_scale1.0_38
51,9.950071863672554e-12,0.9999999999999984,2.9652135945602916e-12,1.0737190171057989e-11,True,12,175,random_scale1.0_39
52,9.560194704616046e-12,0.9999999999999984,2.8488840593965284e-12,1.031585554383899e-11,True,12,176,random_scale1.75_0
53,9.459883030360158e-12,0.9999999999999982,2.8188193701833466e-12,1.0206744560038639e-11,True,12,177,random_scale1.75_1
52,9.678861164350554e-12,0.9999999999999994,2.88417785833753e-12,1.0444024001599809e-11,True,12,178,random_scale1.75_2
52,7.058773498578069e-12,0.9999999999999977,2.103331955224155e-12,7.61567535466553e-12,True,12,179,random_scale1.75_3
53,7.858775669189883e-12,0.9999999999999993,2.3416955564326616e-12,8.479122691348715e-12,True,12,180,random_scale1.75_4
52,8.699269152574228e-12,0.9999999999999991,2.5925330512639027e-12,9.388349068152817e-12,True,12,181,random_scale1.75_5
52,9.375228001540555e-12,0.9999999999999991,2.793815131107945e-12,1.011635992469847e-11,True,12,182,random_scale1.75_6
52,8.810762763537881e-12,1.0000000000000004,2.625647309219386e-12,9.50768428241542e-12,True,12,183,random_scale1.75_7
53,6.3658061666480944e-12,0.9999999999999989,1.896857534424845e-12,6.868122863275185e-12,True,12,184,random_scale1.75_8
53,6.7612449228273835e-12,0.9999999999999986,2.014874417404293e-12,7.29622466466942e-12,True,12,185,random_scale1.75_9
53,6.692175174237267e-12,0.9999999999999982,1.9943637704022827e-12,7.222066158791885e-12,True,12,186,random_scale1.75_10
54,7.520560145128453e-12,0.9999999999999991,2.2410831915418995e-12,8.11553772541669e-12,True,12,187,random_scale1.75_11
52,9.106493411661086e-12,1.0,2.7135619378977453e-12,9.826224529765639e-12,True,12,188,random_scale1.75_12
53,6.37139933043131e-12,0.9999999999999984,1.898608945406254e-12,6.874570290055274e-12,True,12,189,random_scale1.75_13
53,6.6331275583462344e-12,1.0000000000000007,1.976539535912152e-12,7.157223265744983e-12,True,12,190,random_scale1.75_14
53,6.29716302705458e-12,0.9999999999999994,1.8765553298848876e-12,6.794443985571174e-12,True,12,191,random_scale1.75_15
53,6.442253223549819e-12,0.9999999999999988,1.9196792068619354e-12,6.95106587585686e-12,True,12,192,random_scale1.75_16
53,7.055992328281481e-12,0.9999999999999986,2.1027271107204976e-12,7.61417834920951e-12,True,12,193,random_scale1.75_17
53,7.711225146360466e-12,0.9999999999999993,2.297822502145379e-12,8.32092659982362e-12,True,12,194,random_scale1.75_18
52,9.356958284871838e-12,0.9999999999999991,2.7883963813234662e-12,1.0096799088619326e-11,True,12,195,random_scale1.75_19
53,5.988921854179476e-12,0.9999999999999982,1.7845750846350917e-12,6.461840538578806e-12,True,12,196,random_scale1.75_20
53,6.370608489850365e-12,0.9999999999999988,1.898372768685276e-12,6.874279439152848e-12,True,12,197,random_scale1.75_21
52,9.9128374990306e-12,0.9999999999999993,2.954005645020545e-12,1.0696395667792545e-11,True,12,198,random_scale1.75_22
53,6.210840048316868e-12,0.9999999999999986,1.8507423488443225e-12,6.7014860295262435e-12,True,12,199,random_scale1.75_23
52,7.914095221162101e-12,0.9999999999999993,2.358213558339568e-12,8.538997449604294e-12,True,12,200,random_scale1.75_24
53,8.873829193708076e-12,0.9999999999999993,2.6442775907604184e-12,9.57479500685079e-12,True,12,201,random_scale1.75_25
53,6.94996727452269e-12,0.9999999999999994,2.07108094818166e-12,7.498942312076648e-12,True,12,202,random_scale1.75_26
53,6.159979572696434e-12,0.9999999999999998,1.8357003179456673e-12,6.646927135986453e-12,True,12,203,random_scale1.75_27
53,7.754917788823374e-12,0.9999999999999993,2.31079801543257e-12,8.367716558392947e-12,True,12,204,random_scale1.75_28
53,6.595669403103686e-12,0.9999999999999982,1.965485087320853e-12,7.117019180442486e-12,True,12,205,random_scale1.75_29
53,6.8962916163349576e-12,0.9999999999999982,2.0549875413816186e-12,7.441398765078882e-12,True,12,206,random_scale1.75_30
53,6.840866953219464e-12,0.9999999999999994,2.0384658575612228e-12,7.381321087887951e-12,True,12,207,random_scale1.75_31
52,9.943978735781665e-12,0.9999999999999993,2.9633622193925116e-12,1.0729968737857503e-11,True,12,208,random_scale1.75_32
52,9.514803812623424e-12,0.9999999999999994,2.8352036855044215e-12,1.0266455957921582e-11,True,12,209,random_scale1.75_33
53,9.108465864718922e-12,0.9999999999999994,2.7143610503541795e-12,9.828971272371037e-12,True,12,210,random_scale1.75_34
52,8.993943279560845e-12,1.0000000000000007,2.6801217515764757e-12,9.704813951853632e-12,True,12,211,random_scale1.75_35
53,6.5477115827059765e-12,0.9999999999999994,1.9511391551757006e-12,7.065440781650419e-12,True,12,212,random_scale1.75_36
53,6.086863193306172e-12,0.9999999999999991,1.8138680011795594e-12,6.5678659646299255e-12,True,12,213,random_scale1.75_37
53,6.151424582812075e-12,1.0000000000000016,1.8330659809276022e-12,6.637365602210528e-12,True,12,214,random_scale1.75_38
52,7.753574802682658e-12,0.9999999999999994,2.310652605299914e-12,8.366925234877637e-12,True,12,215,random_scale1.75_39
54,6.080362383858093e-12,0.9999999999999997,1.811791283601968e-12,6.5606642401091535e-12,True,12,216,random_scale3.0_0
53,9.950422943917556e-12,1.0000000000000002,2.965143377670918e-12,1.0736809751659153e-11,True,12,217,random_scale3.0_1
53,8.41201103335201e-12,0.9999999999999982,2.5067464589071733e-12,9.077171727892844e-12,True,12,218,random_scale3.0_2
54,9.797005066127504e-12,0.9999999999999981,2.9194313515867988e-12,1.0571183780490545e-11,True,12,219,random_scale3.0_3
55,6.137873200865141e-12,0.9999999999999998,1.829015137984945e-12,6.623228714857724e-12,True,12,220,random_scale3.0_4
54,7.46704425002383e-12,0.9999999999999989,2.22513716327484e-12,8.05729792510098e-12,True,12,221,random_scale3.0_5
53,9.030405849833577e-12,1.0000000000000002,2.6910836641889695e-12,9.744511584869673e-12,True,12,222,random_scale3.0_6
55,6.0388953898924085e-12,0.9999999999999991,1.7996043746318925e-12,6.5172164884748735e-12,True,12,223,random_scale3.0_7
56,9.24596975919251e-12,0.9999999999999994,2.755248503392759e-12,9.976573594673684e-12,True,12,224,random_scale3.0_8
55,5.513518614398954e-12,0.02484472049689438,1.0,1.2161883888976235e-15,False,12,225,random_scale3.0_9
54,9.25970033153813e-12,0.9999999999999997,2.759305021151618e-12,9.99121540956879e-12,True,12,226,random_scale3.0_10
55,6.427620969184396e-12,0.9999999999999984,1.9154300791921248e-12,6.935809689258265e-12,True,12,227,random_scale3.0_11
59,5.513518614398954e-12,0.02484472049689438,1.0,1.1537776118301384e-15,False,12,228,random_scale3.0_12
