mask,basis_cycle_ids,height_action,transport_scalar_mod_1000003,lambda_support,corrected_support,corrected_coefficient_sum_signed,corrected_abs_sum_signed_lift,corrected_vector_sha256_dense_i8
1765,0 2 5 6 7 9 10,6595584,702220,297,297,799008,3815440,1c1ea70c840100481f3c5ac71823d58bb0211504ee633c1dff1bf060007ee393
1766,1 2 5 6 7 9 10,6841344,579340,297,297,833408,3969648,20f47b76eb10c3f647b32c6d1a73c3fa38a4bc51a4355a1867cf79262e7c12cc
1767,0 1 2 5 6 7 9 10,7916544,41740,297,297,1026144,4636848,7d43904f7a4b12fcebaa6b5bcec4dd252e37ca1d2702ae08eeaf62b2a81b1bbf
1768,3 5 6 7 9 10,5938176,30921,297,297,755744,3458032,8121180d40527f3ff6876b9755b031cf0b357f8df715dfdc9069b229a7487505
1769,0 3 5 6 7 9 10,7013376,493324,297,297,948480,4125232,cdfade65043a065ecbfc7406c192258fbe07f5992b0ca4d48015af50ea79c775
1770,1 3 5 6 7 9 10,7259136,370444,297,297,982880,4279440,dc4ac84e018b0a5732131738bc6fbade170e1319f17d0d2b42c194ccf818932d
1771,0 1 3 5 6 7 9 10,8334336,832847,297,297,1175616,4946640,298729a103ec160adb50ef22eb6a000c06262be8c8f09a77ae58fae98205ef39
1772,2 3 5 6 7 9 10,6712320,643852,297,297,857696,3921712,b42f00aca8dff62f1020eeccbbaa9eb63c55aaa5cadca71f2a97830971af5246
1773,0 2 3 5 6 7 9 10,7787520,106252,297,297,1050432,4588912,17ee1527777fa0f9698d52ff416734abcfd394e5fd3b8bf1cf229786502f3610
1774,1 2 3 5 6 7 9 10,8033280,983375,297,297,1084832,4743120,b6423a7b135b20977ca53d4ff03746a632f4f6116715b65be576009fea0cf295
1775,0 1 2 3 5 6 7 9 10,9108480,445775,297,297,1277568,5410320,85bb48c0c666546609eb1afbc3ac57fcb3e15c770cedeb5cfdcdee2f58dda7d0
1776,4 5 6 7 9 10,5827584,86217,297,297,685152,3356912,8fe24ec23e488e6a280e511c6be43f427942a7818bad61eee15c25193ded0f9c
1777,0 4 5 6 7 9 10,6902784,548620,297,297,877888,4024112,0c1171fa573f1083a015067ff4e3f6d8c8514910a83293a10133b8f148690831
1778,1 4 5 6 7 9 10,7148544,425740,297,297,912288,4178320,c0b70f2897769903522b1a7bccd1313f50730c32279219b784e228599e8acd3d
1779,0 1 4 5 6 7 9 10,8223744,888143,297,297,1105024,4845520,948eee5eb1297b0267a0db6b0f5e9f2d657629fd69ae7024fd480e2e47d267b0
1780,2 4 5 6 7 9 10,6601728,699148,297,297,787104,3820592,58516de5e4b6f4c0947f232c6b0eea4ec4a989e553d3be86224a8bf2a80370c0
1781,0 2 4 5 6 7 9 10,7676928,161548,297,297,979840,4487792,2686d7992693bdd2570a5d8d9f1ed364bdba53693f1b37e1c26e401863bca68a
1782,1 2 4 5 6 7 9 10,7922688,38668,297,297,1014240,4642000,eb3d849250b64e963ccc19018f318bb9b11c6b2f25dcb60120c0ee661333105c
1783,0 1 2 4 5 6 7 9 10,8997888,501071,297,297,1206976,5309200,529a0b5080f54ba0165e616f232a2e68cb4b951d21f538dccd6de03b65a6f6c8
1784,3 4 5 6 7 9 10,7019520,490252,297,297,936576,4130384,0f755e78eb530164fdaa23c61df17773512587f4b54b8118cfeb5c4abec5a854
1785,0 3 4 5 6 7 9 10,8094720,952655,297,297,1129312,4797584,28dbe0ac2268afd88c0eb026c2c5384fbf423b9187f9fc8a1802454ffe171542
1786,1 3 4 5 6 7 9 10,8340480,829775,297,297,1163712,4951792,79371ab86dbdab8dd67ee94ef86fa598944b36c8d2e2cacd6ef8e7f1fb398e08
1787,0 1 3 4 5 6 7 9 10,9415680,292175,297,297,1356448,5618992,21f6ef3cd60a0e0501c749901f7fcd78ec5ff3e16820f1a14d3844d70e62a753
1788,2 3 4 5 6 7 9 10,7793664,103180,297,297,1038528,4594064,9eda7d50ba20f923c025678633fd72b303ffc38d38e941aa34ff2f2d78d75d46
1789,0 2 3 4 5 6 7 9 10,8868864,565583,297,297,1231264,5261264,537540855975308e3cdf75dd28e1fb0b06868c36a133c0c4fbc4ba75681f39ab
1790,1 2 3 4 5 6 7 9 10,9114624,442703,297,297,1265664,5415472,b6a78e9a2943d402d1738009b1821e11976a092e388eaf71cd05e76a79a90fc9
1791,0 1 2 3 4 5 6 7 9 10,10189824,905106,297,297,1458400,6082672,7f610811455b9b89cf6fe54378a06de9b9696d19b64181d01b2ae26eb89fc6c9
1792,8 9 10,2457600,771206,297,297,291040,1405920,d34e0e5d535135d952ff505115f48d69570774f06e2359594cc27fd67e35d683
1793,0 8 9 10,3532800,233606,297,297,483776,2073120,e98bd86e3fe5de7a5a2c9bf0c5ac60b5f69470c058f21399b83300e030c7fac2
1794,1 8 9 10,3778560,110726,297,297,518176,2227328,834b14cda8a9c6cf6fa73e9b8fca4e6fb8c50decb74dd4652f3cf6dbd750fdf5
1795,0 1 8 9 10,4853760,573129,297,297,710912,2894528,9f301f39e633ed72af545730b3ef9b4ea561bb2c0544785b0d1776241ac65cdf
1796,2 8 9 10,3231744,384134,297,297,392992,1869600,80d7070cb1ced0947901a3e3a5f4a50570eab96dfc164ea1b02aa0c43d3186a2
1797,0 2 8 9 10,4306944,846537,297,297,585728,2536800,f28a1d17217890193da35282bdca3bb89ea6ff33ca791bff3aab3ea35517e36e
1798,1 2 8 9 10,4552704,723657,297,297,620128,2691008,de2c6d5a89935f7b35c74982529618450f3d317492ec53061f63734aea726fc4
1799,0 1 2 8 9 10,5627904,186057,297,297,812864,3358208,bdc5a01e77cd07f781bc1f8acd5d5c841eabb47114467c6bafd78539f3e24f3e
1800,3 8 9 10,3649536,175238,297,297,542464,2179392,58fe5c71aae87df111f2da4879926a16fd1919527a737a8074b8a89ed81a4550
1801,0 3 8 9 10,4724736,637641,297,297,735200,2846592,c324e903e5fd9773a0439e36e1d58b2c4e61825a9bfae34a20af6e571f4542ad
1802,1 3 8 9 10,4970496,514761,297,297,769600,3000800,c0532c77a044ef5477ae8dff9efd671122f06a45e606bb1fb579fd85e09f94e1
1803,0 1 3 8 9 10,6045696,977164,297,297,962336,3668000,f917dd2128a01a5d0914c2522914944024c05d5491f989e3fa879b40a7127000
1804,2 3 8 9 10,4423680,788169,297,297,644416,2643072,ce8c341ae843644e410f12892ecfcb8cf3074e6ab5c25d7b7c0c18182c878faf
1805,0 2 3 8 9 10,5498880,250569,297,297,837152,3310272,36d46d5a7c4d829a70caba891ff1cfbda7942f1943119d20c85c39c33489b434
1806,1 2 3 8 9 10,5744640,127689,297,297,871552,3464480,de506ae92acca8d574009980ae96a5e4659534916434070944e3559bc08d13ad
1807,0 1 2 3 8 9 10,6819840,590092,297,297,1064288,4131680,27c29be374d7acee7ad37800a50a68050fbcd969f4e69f59b9204626a9dbf826
1808,4 8 9 10,3538944,230534,297,297,471872,2078272,852fe9c44f8259848c41eaa4e15f8a65ab6f50df1f8ecb49c31ee1cf28ad0c32
1809,0 4 8 9 10,4614144,692937,297,297,664608,2745472,d3c2a8c6bce02dabde5409b210370417d50ae73cf9cd1d08b5cacc2a4b47d18e
1810,1 4 8 9 10,4859904,570057,297,297,699008,2899680,d7d633386bea00c8163273097724884748ffefdb6930bb8be88d59989b6d0abb
1811,0 1 4 8 9 10,5935104,32457,297,297,891744,3566880,858b704142747082bcc7078dd7aba330252027f35a7c470248bbf73fdc5f0a17
1812,2 4 8 9 10,4313088,843465,297,297,573824,2541952,62e80aaa675bba0758c53a55570c4654b283aae79e19b6bb2c88f3bf09aea0f0
1813,0 2 4 8 9 10,5388288,305865,297,297,766560,3209152,163cd90517ff1b7c7f5e134e5bf9dbe3ef7511fb29479c72ca3d003239660b16
1814,1 2 4 8 9 10,5634048,182985,297,297,800960,3363360,4d36f4666819252806c9f9f7ebfd5218a9fe61cb6d4b373412ed9908a87ecd77
1815,0 1 2 4 8 9 10,6709248,645388,297,297,993696,4030560,1a6bcfbd41f9f6b136b60d0bc5bb0fd8a5d52e807ebbfa91ba55b70f17066fb5
1816,3 4 8 9 10,4730880,634569,297,297,723296,2851744,057cb8cceabbe8971213d0f997695fd4920625dbf029f1f0fefdf445f5c8c0b6
1817,0 3 4 8 9 10,5806080,96969,297,297,916032,3518944,24262e10b3048a48409316c939d3de8af68a492704a5410a5d1184a9bd8ad2a2
1818,1 3 4 8 9 10,6051840,974092,297,297,950432,3673152,99e78045bef1230a1f17c9c33a9e7c6cde85582cfa1bc61c1aa5f0a365446cc6
1819,0 1 3 4 8 9 10,7127040,436492,297,297,1143168,4340352,eeaf7316a469489cdac37ac9cca82618d244ca1926094e77c7dbcc876eedd34a
1820,2 3 4 8 9 10,5505024,247497,297,297,825248,3315424,e24b6238fdab8d6afc99b846bb3b0ea26e4af796b975d4f8d7a9941328af4253
1821,0 2 3 4 8 9 10,6580224,709900,297,297,1017984,3982624,3f6cfeb002bc171ab9c3d165390e641ad90d30a4398f3a9dcd0fdcee53a3bb62
1822,1 2 3 4 8 9 10,6825984,587020,297,297,1052384,4136832,b94b4f0e30665e721863600e249c1c0f26345b7cb73e3ed94bd50f66a6fceb03
1823,0 1 2 3 4 8 9 10,7901184,49420,297,297,1245120,4804032,4880a2a846d34d53d5dcd8dfccfb664164273bcec5846eb81445eef97d1ce2a9
1824,5 8 9 10,3148800,425606,297,297,343360,1786128,cee9fdfc7f513c204b2f339eaf3a997cb703a6b8ebaf15019fa7bd635bc4657c
1825,0 5 8 9 10,4224000,888009,297,297,536096,2453328,a842662126f8d138d105449bd1071bd5fbaa7b5720b95c8253b81526dce91bdc
1826,1 5 8 9 10,4469760,765129,297,297,570496,2607536,5135ba2443acfdb1e46df819e566e430f618f9a8747ca8895d90c99434b5730c
1827,0 1 5 8 9 10,5544960,227529,297,297,763232,3274736,ba91520269b914a3183e8d637066088e2f1cf5b8f63084166b3268366fd6eff4
1828,2 5 8 9 10,3922944,38534,297,297,445312,2249808,89b1e71a47e03172bf929bf8ce2c52150efa2578fd7f2c4324b98034e21f3493
1829,0 2 5 8 9 10,4998144,500937,297,297,638048,2917008,826208269ca00f50a67f6c5bfa7315c716d2946178afd9436770ce27abac6b0f
1830,1 2 5 8 9 10,5243904,378057,297,297,672448,3071216,7005e1f66b4d15b2ad225cf7765006f7bb5beed664de837dc65532e746f4b7e3
1831,0 1 2 5 8 9 10,6319104,840460,297,297,865184,3738416,d9c601ce3e0ed9fa4fc25f7a6ee6d25d55a71ec04eb250f497df37e55486b3ce
1832,3 5 8 9 10,4340736,829641,297,297,594784,2559600,f822c06d8bb97b20987106c6637c0761a95c059d052c97335989b2a21104f560
1833,0 3 5 8 9 10,5415936,292041,297,297,787520,3226800,61de73662fb8533684c3e94f23d819dc5548d4a490b0a86077affc746c0716d3
1834,1 3 5 8 9 10,5661696,169161,297,297,821920,3381008,c3bc6296e6b2a2a1838c208628b93f7287801c565507b6725dc66d3528bb48ad
1835,0 1 3 5 8 9 10,6736896,631564,297,297,1014656,4048208,0a3dcfe0783abd64edf331fdfc6b15dd39e7cf38738c803d2c6c4d69b24d8bcb
1836,2 3 5 8 9 10,5114880,442569,297,297,696736,3023280,a7b1c6cef656f8ad0c4251cca2268e44c8c90d524c2349c195e1facaac40f3df
1837,0 2 3 5 8 9 10,6190080,904972,297,297,889472,3690480,4837f26679dbfe4adf74d0faf14f425c85b968f55768a32d4110a345faa7fcc9
1838,1 2 3 5 8 9 10,6435840,782092,297,297,923872,3844688,b64f66c3131ee1154c79e1674657ced4901495ee08a0db641614f3ba811eac60
1839,0 1 2 3 5 8 9 10,7511040,244492,297,297,1116608,4511888,893cd08adec19d3c43cdbf25e4200da4a28443f8a0849554a933ed7b0f685a54
1840,4 5 8 9 10,4230144,884937,297,297,524192,2458480,94f6134c33b6ecb2f6061da0073fa0d16439ecb1f65989c40c64729645d89cbe
1841,0 4 5 8 9 10,5305344,347337,297,297,716928,3125680,86eae791cb9d5e72a48e99f6b4ac19ec3098e8054c7ce63739b8cddec412f62d
1842,1 4 5 8 9 10,5551104,224457,297,297,751328,3279888,7e9b0617acd3bbb650ed37937a2c83af1e664d7a05a0c9838966b2334aa36e2f
1843,0 1 4 5 8 9 10,6626304,686860,297,297,944064,3947088,d14894b807e8983d93580414c99677c327338f8de1bac632b7189c7d0cca63da
1844,2 4 5 8 9 10,5004288,497865,297,297,626144,2922160,6c9c1b93d277e27a3c0cc9a523dd21e52151d0f27301e707746ba7f31f70ea86
1845,0 2 4 5 8 9 10,6079488,960268,297,297,818880,3589360,c911be122b10654f6822f1024d375c042c7b013557efa1e5d1f3e67c97e6d32a
1846,1 2 4 5 8 9 10,6325248,837388,297,297,853280,3743568,05aebe8fc64a9b0d592c78ff6fb95651a5ca59505b7a22d8f1be91750f4e1602
1847,0 1 2 4 5 8 9 10,7400448,299788,297,297,1046016,4410768,5f54e80cc1b1fa9b8fadfb0a9dab50dfd9b94fcc82ff9c831e7474f65082fd62
1848,3 4 5 8 9 10,5422080,288969,297,297,775616,3231952,89023ce6a9decf266ddc3bafb4da317033c384de1366a6d59cb0557f059e188e
1849,0 3 4 5 8 9 10,6497280,751372,297,297,968352,3899152,d08b1de7b1f1d14ea504f83c43fe679d32b167c8587b4de11353f087cfa39f2e
1850,1 3 4 5 8 9 10,6743040,628492,297,297,1002752,4053360,30a2c0d2201abb385073a84be6fca203ebfdaa50e973dc5ba95fcfbcbd0dd1b1
1851,0 1 3 4 5 8 9 10,7818240,90892,297,297,1195488,4720560,e76e8a29bbf782d9525d3a1482da186e74cf3972e44d347f1d28ece4ba235698
1852,2 3 4 5 8 9 10,6196224,901900,297,297,877568,3695632,abfc56e3881d2b72c29f23af632d2cb73754cfd99c80420071f711733c104e0c
1853,0 2 3 4 5 8 9 10,7271424,364300,297,297,1070304,4362832,2bcc03695c60d2d1e534800a91e8c0e42cb0e62d6f9259465b20d7dbbb4453ba
1854,1 2 3 4 5 8 9 10,7517184,241420,297,297,1104704,4517040,6cd80ca1f98934f82eb62b33e2e9811a25b05a769763e4d69d25cb2f8e684755
1855,0 1 2 3 4 5 8 9 10,8592384,703823,297,297,1297440,5184240,84495f641d689f1e6a083faad6e6fc53fd9a41165f03c74d7b63f368ba9a6444
1856,6 8 9 10,3360768,319622,297,297,362080,1903488,cc81d2dffb16b0185125e931499ad373f8601af1320ca09529e6ad970202ca00
1857,0 6 8 9 10,4435968,782025,297,297,554816,2570688,33dd0c0192e50d2a1e096184fd68ad7c11c0e7570d26b1c3bb865285d0bd1d4e
1858,1 6 8 9 10,4681728,659145,297,297,589216,2724896,f3d27733ae3a6b83ef3b6e19b1cc51b8390bfac4af555afa91982a25855c7331
1859,0 1 6 8 9 10,5756928,121545,297,297,781952,3392096,c0bc4259d8afaa6e38e6036e233afd5a3647d601e7211efaa938461ec74db82c
1860,2 6 8 9 10,4134912,932553,297,297,464032,2367168,ecc1fd9999c7ab98582aefda5e54e40f1cb4bae370df7972a3ad8873322e67ef
1861,0 2 6 8 9 10,5210112,394953,297,297,656768,3034368,1e6525de3fb47921111e69543f892a7bcecbe913896a7f9019282a2bd9193bfe
1862,1 2 6 8 9 10,5455872,272073,297,297,691168,3188576,3629ce3a68005bdf83bc6874413178efce770e149a8a006aa70b04c7ddae48a4
1863,0 1 2 6 8 9 10,6531072,734476,297,297,883904,3855776,5c9271d297fc41d81d3e4333985a16f208a226bfdb856a5fa06500003edd6ff2
1864,3 6 8 9 10,4552704,723657,297,297,613504,2676960,6fa0f6105a84d3799676bab2859569afd6917bd035a9efeb90e19eca56b7369b
1865,0 3 6 8 9 10,5627904,186057,297,297,806240,3344160,4710e47732db0e1316487def55ed95d101887e13942683fe2ff470f85e5fa609
1866,1 3 6 8 9 10,5873664,63177,297,297,840640,3498368,40004c1508588ccda743e7a97a47755c6f588636925451b220a7348c89773df7
1867,0 1 3 6 8 9 10,6948864,525580,297,297,1033376,4165568,b86d27d439d84790c4b8c470c229e23ebf26f37119123525077bda9a8ac9eb4a
1868,2 3 6 8 9 10,5326848,336585,297,297,715456,3140640,c58ea6e63f11f4e62132c35425dc3896ab8e4265e60cd57dbfb54e6e8bd7e1c8
1869,0 2 3 6 8 9 10,6402048,798988,297,297,908192,3807840,3d2c04ea35899f3794ba4239dce1ff3916304add530f35bb05fe277264af1a05
1870,1 2 3 6 8 9 10,6647808,676108,297,297,942592,3962048,4078ddc5ae0bc993b3b15314a40149c56f35aad6223fc09ee6cffa767f9a607e
1871,0 1 2 3 6 8 9 10,7723008,138508,297,297,1135328,4629248,0554c97ec75103286d88bec38d3a6ee73e9ba2244f48413138038a5613db893d
1872,4 6 8 9 10,4442112,778953,297,297,542912,2575840,ae8033d4a2b23745422b2213e560efbf09bbc1cc2ca4cbf76ca6370efc978bbe
1873,0 4 6 8 9 10,5517312,241353,297,297,735648,3243040,a44afdff42d05445cc39719f90b493e9f67d6f967d28a2cd9a37ced76f9dcf02
1874,1 4 6 8 9 10,5763072,118473,297,297,770048,3397248,001a63c81e39bba22a2520e5fddd8b5cc1fb5ac161e3d933f1191384f9e8944b
1875,0 1 4 6 8 9 10,6838272,580876,297,297,962784,4064448,40317dea89232f7f9390b8112d7ea14163d22977ac70d18318dcc125739b8989
1876,2 4 6 8 9 10,5216256,391881,297,297,644864,3039520,641c75a1f017822f7cb1b77bbcdf253109c035ae349b763c7b289fa89297b307
1877,0 2 4 6 8 9 10,6291456,854284,297,297,837600,3706720,35892ba200c669934c1d3b85f474eb0bd9bc971f46a10cea5e6db74f47db8a2e
1878,1 2 4 6 8 9 10,6537216,731404,297,297,872000,3860928,54e95ac0bf9f0508e10712a2d8167505a89356c0d3fb1aca9e3c47a10c15dc25
1879,0 1 2 4 6 8 9 10,7612416,193804,297,297,1064736,4528128,22867ad1cf7dbe659ca733d3e0c52b3c22aa2acc156ba04c8dd69569c24b9a10
1880,3 4 6 8 9 10,5634048,182985,297,297,794336,3349312,32c2bf1cc435beaa8903bdd535e11b19e9fefd82d066820bf150457fdd94edbf
1881,0 3 4 6 8 9 10,6709248,645388,297,297,987072,4016512,9c15578ae7ff41c3ed310cbfa33c6e8f8a1169729f218b1f291bdce3310bc2c2
1882,1 3 4 6 8 9 10,6955008,522508,297,297,1021472,4170720,bb6ab96e7e93b9e4ed898bf6dce8453a6341776c216a9fb56e85a39466c2979c
1883,0 1 3 4 6 8 9 10,8030208,984911,297,297,1214208,4837920,e8eef869a22c7c7a251b96032eb3eb4dda0349a4681f1a2a6d6e0e960abe7fb5
1884,2 3 4 6 8 9 10,6408192,795916,297,297,896288,3812992,2cb033f52ee4fb854727deaca0f0f81d09876361111d5317f4cf37690c766f17
1885,0 2 3 4 6 8 9 10,7483392,258316,297,297,1089024,4480192,a73234a434d4a919511b4f22b05c1da3c338cb700338bf8d11a78ee78e6b17ff
1886,1 2 3 4 6 8 9 10,7729152,135436,297,297,1123424,4634400,035bb70cc8be9a18be05302dfd2e29bac677807128f9fb1cae3e526036b6159a
1887,0 1 2 3 4 6 8 9 10,8804352,597839,297,297,1316160,5301600,85538bd1d8c2aa4651e8725f9d2e6e7f399056fd5b497c931e4b6c3688992200
1888,5 6 8 9 10,4051968,974025,297,297,414400,2283696,b21f45b2baffd90687a72b496186afe221a9ad99b19465e74bddb7ac4030ff3d
1889,0 5 6 8 9 10,5127168,436425,297,297,607136,2950896,ea00c19bde1b1a52858116ce42c1a54c3aa7a2b687305f598cbaad3fb6a12b3c
1890,1 5 6 8 9 10,5372928,313545,297,297,641536,3105104,cf383a25c448509fca78ec9da1fed77023a1a4b70bb1b1a458f3d1b02eaedfba
1891,0 1 5 6 8 9 10,6448128,775948,297,297,834272,3772304,b1dd0908a32b0e36d1fc49b22b90640bbe4f6e7ebb4ce27c80bfd5341f350def
1892,2 5 6 8 9 10,4826112,586953,297,297,516352,2747376,dba0b32855f4a7e934c5abee356e83666b25f16d935e15b291ecd99a9eabee15
1893,0 2 5 6 8 9 10,5901312,49353,297,297,709088,3414576,7df902d930b6c71f95d23b9c956a9b453e9e10b80c66327d7512c8903881b3e9
1894,1 2 5 6 8 9 10,6147072,926476,297,297,743488,3568784,de8f68d440b5a95bd631ada6955ccca9d69d99b2b00faaf5d56d6e7f3958b0ba
1895,0 1 2 5 6 8 9 10,7222272,388876,297,297,936224,4235984,805c4a4ef3740d595252a8ce5f146431b389a4f2626ea9e919278d4354c2ed06
1896,3 5 6 8 9 10,5243904,378057,297,297,665824,3057168,e0080db8c56d9021f48001e1e1fd4ec5b8667adac851a9ea9d2d0f1fdfda92f3
1897,0 3 5 6 8 9 10,6319104,840460,297,297,858560,3724368,7fe69a38e18fe038b8bd52e993faedfab1886e20b61224453c2ab625fc02961b
1898,1 3 5 6 8 9 10,6564864,717580,297,297,892960,3878576,7d3c25d63c65ab5a2ec2b33e1e4005d6067b1d1bc7f7f5e735711107413c7c5d
1899,0 1 3 5 6 8 9 10,7640064,179980,297,297,1085696,4545776,d2a594ad4bb5c079d7bca3b112c332f9a59c0d8717f864d5def3658b92ea3e42
1900,2 3 5 6 8 9 10,6018048,990988,297,297,767776,3520848,39db80aef43d988a33f081f021e768bfb60420d9b269e181e7f3d2d494a64383
1901,0 2 3 5 6 8 9 10,7093248,453388,297,297,960512,4188048,6ae9e880d36e0015c30de45ecc7c6a9b947d79dffa71ecb581ce507cb43e5d68
1902,1 2 3 5 6 8 9 10,7339008,330508,297,297,994912,4342256,a1ad1e00cd485093bde75ed5b21b853503cdc2a0d26985864a0310a5aa80567a
1903,0 1 2 3 5 6 8 9 10,8414208,792911,297,297,1187648,5009456,5c29d79ad2dbe2ce33c9e5fb3723bd1eb2f1ffcbc55147e574319312385bee1f
1904,4 5 6 8 9 10,5133312,433353,297,297,595232,2956048,7fabc17dd999f700531f51baed8d64b87d0dee4705404d339ec2237fbf22fb08
1905,0 4 5 6 8 9 10,6208512,895756,297,297,787968,3623248,4834b2e0d87cbbe7bd5a8d3e6dc42db55eef141896fda8b40b7a341086bf2431
1906,1 4 5 6 8 9 10,6454272,772876,297,297,822368,3777456,3e4848757d258d70dc01b0c2d30970783a4eb8ef50451a1909f259abfbff8e74
1907,0 1 4 5 6 8 9 10,7529472,235276,297,297,1015104,4444656,099cb3daa0ee4003f56b5fd8ec03d0198ecb972d108a98739b0918ebd1ee36ab
1908,2 4 5 6 8 9 10,5907456,46281,297,297,697184,3419728,87cade814eada4138d2c95a7bf34f03a0351ee3c9bf8b3c8f2f20370a1e4e474
1909,0 2 4 5 6 8 9 10,6982656,508684,297,297,889920,4086928,f064dbc18432d9768b57ffe4eb0559e834d1dcd97bffb49f24891f7f3de8e92d
1910,1 2 4 5 6 8 9 10,7228416,385804,297,297,924320,4241136,bb97a7dcfed678a65a5f19fcfc46556e4e56f487212f5d577b201c6f40386d31
1911,0 1 2 4 5 6 8 9 10,8303616,848207,297,297,1117056,4908336,1e41b64093ce44e56d7d3f4163c77568fe317388c4f1f4721b497317c518cde5
1912,3 4 5 6 8 9 10,6325248,837388,297,297,846656,3729520,60bb369d062693e1a5a96fc741c01cd00b75d3b9abf731fe977d2b3eadb3affa
1913,0 3 4 5 6 8 9 10,7400448,299788,297,297,1039392,4396720,b803156cfe4052615164944dcc5bc4238b0803fd9604925a031e9ab61ea52e32
1914,1 3 4 5 6 8 9 10,7646208,176908,297,297,1073792,4550928,805ad92d04022589765e9476577daa5c21cc4026e03a1d2501e212e684ee0fd2
1915,0 1 3 4 5 6 8 9 10,8721408,639311,297,297,1266528,5218128,3023f29230702958a84fc405307285a416e98d3cd25bba8b29c47d75ec0f5fec
1916,2 3 4 5 6 8 9 10,7099392,450316,297,297,948608,4193200,08fedcdf6d3d9e0d767b0430ba5ed32c97033d7e3d07d57ba8fcddb83e31cbae
1917,0 2 3 4 5 6 8 9 10,8174592,912719,297,297,1141344,4860400,c652a5bb4c023c623784e58c34ef58f846ef318147c19ecec4f725fc05638cfd
1918,1 2 3 4 5 6 8 9 10,8420352,789839,297,297,1175744,5014608,6608e88e3db85dc10221e831a5bbd5efbe9d25e6be74e98d5fc203ddd4015ea3
1919,0 1 2 3 4 5 6 8 9 10,9495552,252239,297,297,1368480,5681808,841fe2dcca2809a716f4c67e07d6f6ff91d8f48790975681f01b1135e592e1eb
1920,7 8 9 10,3526656,236678,297,297,434912,2037664,0d653ed66869663fcd2a4a5d617c21f9e651e958a3b300df1c6ba8fa1b60b24f
1921,0 7 8 9 10,4601856,699081,297,297,627648,2704864,ab50ef2342c1b0a51762b3dcec7a478cb627a7c810434ab19ec547cf26daae29
1922,1 7 8 9 10,4847616,576201,297,297,662048,2859072,7a8206d2ed859836a56f860e68e7ac8b5dd89903a72aba1d48d45c235d7c5273
1923,0 1 7 8 9 10,5922816,38601,297,297,854784,3526272,6e19c62348ca659a1784a7910e5448644ed385355153e952ba21d636deda7291
1924,2 7 8 9 10,4300800,849609,297,297,536864,2501344,289865ef62b92096b46a9a7c575db475c4051759665552ac193695d94be08008
1925,0 2 7 8 9 10,5376000,312009,297,297,729600,3168544,f1602680e407d933a60d257caace21bc526ac1400c20ccdfac57d77e5c2ba68b
1926,1 2 7 8 9 10,5621760,189129,297,297,764000,3322752,128fad383534693a4245423406ba45fdec759ea39bb89a270e7699dd85b6da3d
1927,0 1 2 7 8 9 10,6696960,651532,297,297,956736,3989952,f8106f850b017103edf9ce928b255467d7d8dbd663c7d55ca11db55736fdd4f2
1928,3 7 8 9 10,4718592,640713,297,297,686336,2811136,bafca14039ea1c4e59308dc06ccfbc1fc47c2aff081c3fe5aa2dff0235b753dd
1929,0 3 7 8 9 10,5793792,103113,297,297,879072,3478336,2dc67458519fccf0257d430f7d83f1b35ac32600ef7c56ab0a173fe840648189
1930,1 3 7 8 9 10,6039552,980236,297,297,913472,3632544,f1c71cd9c41807f317f36bed176ed8023643b214b486e6a6f4e58d338e9ceeb5
1931,0 1 3 7 8 9 10,7114752,442636,297,297,1106208,4299744,0e9de09adf8e9368fba7009fb17b010654ac1238ba98180f9eda94c70add627e
1932,2 3 7 8 9 10,5492736,253641,297,297,788288,3274816,171554d2319c350a42114a6c5ad4c088a035676ac1a2e3e07fd405b1137f9910
1933,0 2 3 7 8 9 10,6567936,716044,297,297,981024,3942016,6a57574ac602c9d86f008e5ccefdf4585f7222e4248fe9eaa4b296f86dc84f01
1934,1 2 3 7 8 9 10,6813696,593164,297,297,1015424,4096224,bb6d57f6fb986f6fd2a35874b80051ce1230c0a9e83da7facc2495d9f2c349ef
1935,0 1 2 3 7 8 9 10,7888896,55564,297,297,1208160,4763424,851fbef58968858a46d17f8470d0d600374d2db8319e2d94549b1400c8741d5b
1936,4 7 8 9 10,4608000,696009,297,297,615744,2710016,42da0d0ea27c23788b464a12500ff66bd22c7b5962fc02ec02792f5e1966bcad
1937,0 4 7 8 9 10,5683200,158409,297,297,808480,3377216,58f25f425ec4f63cd02c2e9a3ec707f072b8a4100cd7800e816015d3a0922886
1938,1 4 7 8 9 10,5928960,35529,297,297,842880,3531424,4091326195df5bebdb3d5b0035af5298c197d4430aaec54326480a00bb38e717
1939,0 1 4 7 8 9 10,7004160,497932,297,297,1035616,4198624,313f42504beb18373ee3db6c1e67500094f73d3510dec13f2e3463a787cf1693
1940,2 4 7 8 9 10,5382144,308937,297,297,717696,3173696,54ca6a20d5eea66dc9e347458531785710a57b423fa5b56e0d12b53d062e5d6d
1941,0 2 4 7 8 9 10,6457344,771340,297,297,910432,3840896,4487cfc16032f9e92d46c6b9d223f50eefab419b292308ac625840026893e065
1942,1 2 4 7 8 9 10,6703104,648460,297,297,944832,3995104,7ca3623f73279e2773bc3ba8b63517fb1e25e94b94a25b91e7bbcb8992ec01fa
1943,0 1 2 4 7 8 9 10,7778304,110860,297,297,1137568,4662304,fe6c636d056312bdbc664e77120f24cc37b8c540fe06bcf09e32848b654af674
