edge_id,left_basis_id,right_basis_id,left_source0_addr,left_source1_addr,left_target_addr,left_coeff,right_source0_addr,right_source1_addr,right_target_addr,right_coeff,left_endpoint_raw_flag,right_endpoint_raw_flag,endpoint_pair_raw_backed_flag,normal_form_delta_t,semantic_operation_row_id,direct_semantic_operation_flag,obstruction_code
164,62,75,213,984,213,2,214,982,199,1,1,1,1,1,-1,0,0
165,62,76,213,984,213,2,214,984,214,2,1,1,1,1,-1,0,0
166,63,64,214,732,139,2,214,750,151,2,1,1,1,1,-1,0,0
167,63,83,214,732,139,2,290,732,215,2,1,1,1,1,-1,0,0
168,64,65,214,750,151,2,214,752,152,12,1,1,1,1,-1,0,0
169,64,84,214,750,151,2,290,752,223,1,1,1,1,1,-1,0,0
170,65,66,214,752,152,12,214,770,167,2,1,1,1,1,-1,0,0
171,65,84,214,752,152,12,290,752,223,1,1,1,1,1,-1,0,0
172,66,67,214,770,167,2,214,772,168,1,1,1,1,1,-1,0,0
173,66,77,214,770,167,2,284,772,227,32,1,1,1,1,-1,0,0
174,67,68,214,772,168,1,214,834,171,1,1,1,1,1,-1,0,0
175,67,77,214,772,168,1,284,772,227,32,1,1,1,1,-1,0,0
176,68,69,214,834,171,1,214,836,172,1,1,1,1,1,-1,0,0
177,68,88,214,834,171,1,290,836,241,2,1,1,1,1,-1,0,0
178,69,70,214,836,172,1,214,877,183,1,1,1,1,1,-1,0,0
179,69,88,214,836,172,1,290,836,241,2,1,1,1,1,-1,0,0
180,70,71,214,877,183,1,214,878,184,2,1,1,1,1,-1,0,0
181,70,89,214,877,183,1,290,880,263,1,1,1,1,1,-1,0,0
182,71,72,214,878,184,2,214,879,186,2,1,1,1,1,-1,0,0
183,71,89,214,878,184,2,290,880,263,1,1,1,1,1,-1,0,0
184,72,73,214,879,186,2,214,880,194,6,1,1,1,1,-1,0,0
185,72,89,214,879,186,2,290,880,263,1,1,1,1,1,-1,0,0
186,73,74,214,880,194,6,214,972,195,1,1,1,1,1,-1,0,0
187,73,89,214,880,194,6,290,880,263,1,1,1,1,1,-1,0,0
188,74,75,214,972,195,1,214,982,199,1,1,1,1,1,-1,0,0
189,74,79,214,972,195,1,288,984,271,1,1,1,1,1,-1,0,0
190,75,76,214,982,199,1,214,984,214,2,1,1,1,1,-1,0,0
191,75,79,214,982,199,1,288,984,271,1,1,1,1,1,-1,0,0
192,76,79,214,984,214,2,288,984,271,1,1,1,1,1,-1,0,0
193,77,78,284,772,227,32,287,772,228,16,1,1,1,1,-1,0,0
194,77,80,284,772,227,32,289,771,227,32,1,1,1,1,-1,0,0
195,77,84,284,772,227,32,290,752,223,1,1,1,1,1,-1,0,0
196,77,88,284,772,227,32,290,836,241,2,1,1,1,1,-1,0,0
197,78,80,287,772,228,16,289,771,227,32,1,1,1,1,-1,0,0
198,78,81,287,772,228,16,289,772,229,16,1,1,1,1,-1,0,0
199,78,88,287,772,228,16,290,836,241,2,1,1,1,1,-1,0,0
200,79,82,288,984,271,1,289,984,274,1,1,1,1,1,-1,0,0
201,79,89,288,984,271,1,290,880,263,1,1,1,1,1,-1,0,0
202,79,90,288,984,271,1,290,975,271,1,1,1,1,1,-1,0,0
203,79,91,288,984,271,1,290,979,272,2,1,1,1,1,-1,0,0
204,80,81,289,771,227,32,289,772,229,16,1,1,1,1,-1,0,0
205,80,84,289,771,227,32,290,752,223,1,1,1,1,1,-1,0,0
206,80,85,289,771,227,32,290,762,227,32,1,1,1,1,-1,0,0
207,80,86,289,771,227,32,290,770,228,16,1,1,1,1,-1,0,0
208,80,87,289,771,227,32,290,772,233,2,1,1,1,1,-1,0,0
209,81,87,289,772,229,16,290,772,233,2,1,1,1,1,-1,0,0
210,81,88,289,772,229,16,290,836,241,2,1,1,1,1,-1,0,0
211,82,91,289,984,274,1,290,979,272,2,1,1,1,1,-1,0,0
212,82,92,289,984,274,1,290,981,276,2,1,1,1,1,-1,0,0
213,82,93,289,984,274,1,290,983,279,1,1,1,1,1,-1,0,0
214,82,94,289,984,274,1,290,984,287,1,1,1,1,1,-1,0,0
215,83,84,290,732,215,2,290,752,223,1,1,1,1,1,-1,0,0
216,83,126,290,732,215,2,530,732,291,1,1,1,1,1,-1,0,0
217,84,85,290,752,223,1,290,762,227,32,1,1,1,1,-1,0,0
218,84,102,290,752,223,1,510,752,315,1,1,1,1,1,-1,0,0
219,85,86,290,762,227,32,290,770,228,16,1,1,1,1,-1,0,0
220,85,107,290,762,227,32,523,772,327,2,1,1,1,1,-1,0,0
221,86,87,290,770,228,16,290,772,233,2,1,1,1,1,-1,0,0
222,86,107,290,770,228,16,523,772,327,2,1,1,1,1,-1,0,0
223,87,88,290,772,233,2,290,836,241,2,1,1,1,1,-1,0,0
224,87,107,290,772,233,2,523,772,327,2,1,1,1,1,-1,0,0
225,88,89,290,836,241,2,290,880,263,1,1,1,1,1,-1,0,0
226,88,108,290,836,241,2,525,836,349,8,1,1,1,1,-1,0,0
227,89,90,290,880,263,1,290,975,271,1,1,1,1,1,-1,0,0
228,89,103,290,880,263,1,510,880,435,1,1,1,1,1,-1,0,0
229,90,91,290,975,271,1,290,979,272,2,1,1,1,1,-1,0,0
230,90,95,290,975,271,1,490,984,467,2,1,1,1,1,-1,0,0
231,91,92,290,979,272,2,290,981,276,2,1,1,1,1,-1,0,0
232,91,95,290,979,272,2,490,984,467,2,1,1,1,1,-1,0,0
233,92,93,290,981,276,2,290,983,279,1,1,1,1,1,-1,0,0
234,92,95,290,981,276,2,490,984,467,2,1,1,1,1,-1,0,0
235,93,94,290,983,279,1,290,984,287,1,1,1,1,1,-1,0,0
236,93,95,290,983,279,1,490,984,467,2,1,1,1,1,-1,0,0
237,94,95,290,984,287,1,490,984,467,2,1,1,1,1,-1,0,0
238,95,96,490,984,467,2,492,983,467,1,1,1,1,1,-1,0,0
239,95,98,490,984,467,2,498,984,470,1,1,1,1,1,-1,0,0
240,95,103,490,984,467,2,510,880,435,1,1,1,1,1,-1,0,0
241,96,97,492,983,467,1,493,982,467,2,1,1,1,1,-1,0,0
242,96,98,492,983,467,1,498,984,470,1,1,1,1,1,-1,0,0
243,96,103,492,983,467,1,510,880,435,1,1,1,1,1,-1,0,0
244,97,98,493,982,467,2,498,984,470,1,1,1,1,1,-1,0,0
245,97,103,493,982,467,2,510,880,435,1,1,1,1,1,-1,0,0
246,97,123,493,982,467,2,529,981,467,1,1,1,1,1,-1,0,0
247,98,99,498,984,470,1,501,984,474,1,1,1,1,1,-1,0,0
248,98,105,498,984,470,1,511,982,472,1,1,1,1,1,-1,0,0
249,98,123,498,984,470,1,529,981,467,1,1,1,1,1,-1,0,0
250,99,100,501,984,474,1,505,984,480,1,1,1,1,1,-1,0,0
251,99,105,501,984,474,1,511,982,472,1,1,1,1,1,-1,0,0
252,100,101,505,984,480,1,506,983,485,1,1,1,1,1,-1,0,0
253,100,104,505,984,480,1,510,984,487,1,1,1,1,1,-1,0,0
254,100,105,505,984,480,1,511,982,472,1,1,1,1,1,-1,0,0
255,101,104,506,983,485,1,510,984,487,1,1,1,1,1,-1,0,0
256,101,105,506,983,485,1,511,982,472,1,1,1,1,1,-1,0,0
257,102,107,510,752,315,1,523,772,327,2,1,1,1,1,-1,0,0
258,102,116,510,752,315,1,529,751,315,1,1,1,1,1,-1,0,0
259,102,117,510,752,315,1,529,752,316,1,1,1,1,1,-1,0,0
260,102,126,510,752,315,1,530,732,291,1,1,1,1,1,-1,0,0
261,103,108,510,880,435,1,525,836,349,8,1,1,1,1,-1,0,0
262,103,121,510,880,435,1,529,879,435,1,1,1,1,1,-1,0,0
263,103,122,510,880,435,1,529,880,459,1,1,1,1,1,-1,0,0
264,103,123,510,880,435,1,529,981,467,1,1,1,1,1,-1,0,0
265,104,105,510,984,487,1,511,982,472,1,1,1,1,1,-1,0,0
266,104,106,510,984,487,1,518,984,511,1,1,1,1,1,-1,0,0
267,105,106,511,982,472,1,518,984,511,1,1,1,1,1,-1,0,0
268,105,109,511,982,472,1,525,982,480,1,1,1,1,1,-1,0,0
269,105,123,511,982,472,1,529,981,467,1,1,1,1,1,-1,0,0
270,106,109,518,984,511,1,525,982,480,1,1,1,1,1,-1,0,0
271,106,110,518,984,511,1,526,984,512,1,1,1,1,1,-1,0,0
272,107,108,523,772,327,2,525,836,349,8,1,1,1,1,-1,0,0
273,107,113,523,772,327,2,528,772,328,2,1,1,1,1,-1,0,0
274,107,117,523,772,327,2,529,752,316,1,1,1,1,1,-1,0,0
275,107,131,523,772,327,2,530,770,327,2,1,1,1,1,-1,0,0
276,108,111,525,836,349,8,527,832,349,8,1,1,1,1,-1,0,0
277,108,113,525,836,349,8,528,772,328,2,1,1,1,1,-1,0,0
278,108,121,525,836,349,8,529,879,435,1,1,1,1,1,-1,0,0
279,108,135,525,836,349,8,530,836,351,2,1,1,1,1,-1,0,0
280,109,110,525,982,480,1,526,984,512,1,1,1,1,1,-1,0,0
281,109,112,525,982,480,1,527,982,487,1,1,1,1,1,-1,0,0
282,109,123,525,982,480,1,529,981,467,1,1,1,1,1,-1,0,0
283,110,112,526,984,512,1,527,982,487,1,1,1,1,1,-1,0,0
284,110,115,526,984,512,1,528,984,513,1,1,1,1,1,-1,0,0
285,111,113,527,832,349,8,528,772,328,2,1,1,1,1,-1,0,0
286,111,119,527,832,349,8,529,823,349,8,1,1,1,1,-1,0,0
287,111,120,527,832,349,8,529,826,350,8,1,1,1,1,-1,0,0
288,111,135,527,832,349,8,530,836,351,2,1,1,1,1,-1,0,0
289,112,114,527,982,487,1,528,982,497,1,1,1,1,1,-1,0,0
290,112,115,527,982,487,1,528,984,513,1,1,1,1,1,-1,0,0
291,112,123,527,982,487,1,529,981,467,1,1,1,1,1,-1,0,0
292,113,118,528,772,328,2,529,772,333,4,1,1,1,1,-1,0,0
293,113,119,528,772,328,2,529,823,349,8,1,1,1,1,-1,0,0
294,113,131,528,772,328,2,530,770,327,2,1,1,1,1,-1,0,0
295,114,115,528,982,497,1,528,984,513,1,1,1,1,1,-1,0,0
296,114,123,528,982,497,1,529,981,467,1,1,1,1,1,-1,0,0
297,114,124,528,982,497,1,529,983,516,1,1,1,1,1,-1,0,0
298,115,124,528,984,513,1,529,983,516,1,1,1,1,1,-1,0,0
299,115,125,528,984,513,1,529,984,522,1,1,1,1,1,-1,0,0
300,116,117,529,751,315,1,529,752,316,1,1,1,1,1,-1,0,0
301,116,126,529,751,315,1,530,732,291,1,1,1,1,1,-1,0,0
302,116,127,529,751,315,1,530,747,315,1,1,1,1,1,-1,0,0
303,116,128,529,751,315,1,530,748,316,1,1,1,1,1,-1,0,0
304,116,129,529,751,315,1,530,751,317,1,1,1,1,1,-1,0,0
305,117,130,529,752,316,1,530,752,319,1,1,1,1,1,-1,0,0
306,117,131,529,752,316,1,530,770,327,2,1,1,1,1,-1,0,0
307,118,119,529,772,333,4,529,823,349,8,1,1,1,1,-1,0,0
308,118,131,529,772,333,4,530,770,327,2,1,1,1,1,-1,0,0
309,118,132,529,772,333,4,530,771,335,4,1,1,1,1,-1,0,0
310,118,133,529,772,333,4,530,772,336,4,1,1,1,1,-1,0,0
311,119,120,529,823,349,8,529,826,350,8,1,1,1,1,-1,0,0
312,119,134,529,823,349,8,530,815,349,8,1,1,1,1,-1,0,0
313,119,135,529,823,349,8,530,836,351,2,1,1,1,1,-1,0,0
314,120,135,529,826,350,8,530,836,351,2,1,1,1,1,-1,0,0
315,121,122,529,879,435,1,529,880,459,1,1,1,1,1,-1,0,0
316,121,135,529,879,435,1,530,836,351,2,1,1,1,1,-1,0,0
317,121,136,529,879,435,1,530,872,435,2,1,1,1,1,-1,0,0
318,121,137,529,879,435,1,530,879,437,1,1,1,1,1,-1,0,0
319,122,123,529,880,459,1,529,981,467,1,1,1,1,1,-1,0,0
320,122,138,529,880,459,1,530,880,460,1,1,1,1,1,-1,0,0
321,123,124,529,981,467,1,529,983,516,1,1,1,1,1,-1,0,0
322,123,139,529,981,467,1,530,954,467,2,1,1,1,1,-1,0,0
323,123,140,529,981,467,1,530,958,469,2,1,1,1,1,-1,0,0
324,123,141,529,981,467,1,530,979,472,1,1,1,1,1,-1,0,0
325,123,142,529,981,467,1,530,981,474,1,1,1,1,1,-1,0,0
326,124,125,529,983,516,1,529,984,522,1,1,1,1,1,-1,0,0
327,124,143,529,983,516,1,530,982,516,2,1,1,1,1,-1,0,0
328,124,144,529,983,516,1,530,983,519,1,1,1,1,1,-1,0,0
329,125,145,529,984,522,1,530,984,523,1,1,1,1,1,-1,0,0
330,126,127,530,732,291,1,530,747,315,1,1,1,1,1,-1,0,0
331,126,148,530,732,291,1,696,732,531,2,1,1,1,1,-1,0,0
332,127,128,530,747,315,1,530,748,316,1,1,1,1,1,-1,0,0
333,127,146,530,747,315,1,693,752,561,4,1,1,1,1,-1,0,0
334,128,129,530,748,316,1,530,751,317,1,1,1,1,1,-1,0,0
335,128,146,530,748,316,1,693,752,561,4,1,1,1,1,-1,0,0
336,129,130,530,751,317,1,530,752,319,1,1,1,1,1,-1,0,0
337,129,146,530,751,317,1,693,752,561,4,1,1,1,1,-1,0,0
338,130,131,530,752,319,1,530,770,327,2,1,1,1,1,-1,0,0
339,130,146,530,752,319,1,693,752,561,4,1,1,1,1,-1,0,0
340,131,132,530,770,327,2,530,771,335,4,1,1,1,1,-1,0,0
341,131,158,530,770,327,2,699,772,573,1,1,1,1,1,-1,0,0
342,132,133,530,771,335,4,530,772,336,4,1,1,1,1,-1,0,0
343,132,158,530,771,335,4,699,772,573,1,1,1,1,1,-1,0,0
344,133,134,530,772,336,4,530,815,349,8,1,1,1,1,-1,0,0
345,133,158,530,772,336,4,699,772,573,1,1,1,1,1,-1,0,0
346,134,135,530,815,349,8,530,836,351,2,1,1,1,1,-1,0,0
347,134,147,530,815,349,8,694,836,581,1,1,1,1,1,-1,0,0
348,135,136,530,836,351,2,530,872,435,2,1,1,1,1,-1,0,0
349,135,147,530,836,351,2,694,836,581,1,1,1,1,1,-1,0,0
350,136,137,530,872,435,2,530,879,437,1,1,1,1,1,-1,0,0
351,136,155,530,872,435,2,698,880,613,1,1,1,1,1,-1,0,0
352,137,138,530,879,437,1,530,880,460,1,1,1,1,1,-1,0,0
353,137,155,530,879,437,1,698,880,613,1,1,1,1,1,-1,0,0
354,138,139,530,880,460,1,530,954,467,2,1,1,1,1,-1,0,0
355,138,155,530,880,460,1,698,880,613,1,1,1,1,1,-1,0,0
356,139,140,530,954,467,2,530,958,469,2,1,1,1,1,-1,0,0
357,139,151,530,954,467,2,697,984,657,1,1,1,1,1,-1,0,0
358,140,141,530,958,469,2,530,979,472,1,1,1,1,1,-1,0,0
359,140,151,530,958,469,2,697,984,657,1,1,1,1,1,-1,0,0
360,141,142,530,979,472,1,530,981,474,1,1,1,1,1,-1,0,0
361,141,151,530,979,472,1,697,984,657,1,1,1,1,1,-1,0,0
362,142,143,530,981,474,1,530,982,516,2,1,1,1,1,-1,0,0
363,142,151,530,981,474,1,697,984,657,1,1,1,1,1,-1,0,0
364,143,144,530,982,516,2,530,983,519,1,1,1,1,1,-1,0,0
365,143,151,530,982,516,2,697,984,657,1,1,1,1,1,-1,0,0
366,144,145,530,983,519,1,530,984,523,1,1,1,1,1,-1,0,0
367,144,151,530,983,519,1,697,984,657,1,1,1,1,1,-1,0,0
368,145,151,530,984,523,1,697,984,657,1,1,1,1,1,-1,0,0
