edge_id,left_basis_id,right_basis_id,left_source0_addr,left_source1_addr,left_target_addr,left_coeff,right_source0_addr,right_source1_addr,right_target_addr,right_coeff,left_endpoint_raw_flag,right_endpoint_raw_flag,endpoint_pair_raw_backed_flag,normal_form_delta_t,semantic_operation_row_id,direct_semantic_operation_flag,obstruction_code
369,146,148,693,752,561,4,696,732,531,2,1,1,1,1,-1,0,0
370,146,149,693,752,561,4,696,752,562,2,1,1,1,1,-1,0,0
371,146,158,693,752,561,4,699,772,573,1,1,1,1,1,-1,0,0
372,146,171,693,752,561,4,700,751,561,2,1,1,1,1,-1,0,0
373,147,150,694,836,581,1,697,836,583,1,1,1,1,1,-1,0,0
374,147,155,694,836,581,1,698,880,613,1,1,1,1,1,-1,0,0
375,147,158,694,836,581,1,699,772,573,1,1,1,1,1,-1,0,0
376,147,159,694,836,581,1,699,834,581,1,1,1,1,1,-1,0,0
377,147,160,694,836,581,1,699,835,582,1,1,1,1,1,-1,0,0
378,148,152,696,732,531,2,698,727,531,2,1,1,1,1,-1,0,0
379,148,170,696,732,531,2,700,732,532,1,1,1,1,1,-1,0,0
380,148,171,696,732,531,2,700,751,561,2,1,1,1,1,-1,0,0
381,149,153,696,752,562,2,698,752,563,2,1,1,1,1,-1,0,0
382,149,158,696,752,562,2,699,772,573,1,1,1,1,1,-1,0,0
383,149,171,696,752,562,2,700,751,561,2,1,1,1,1,-1,0,0
384,150,154,697,836,583,1,698,836,584,2,1,1,1,1,-1,0,0
385,150,155,697,836,583,1,698,880,613,1,1,1,1,1,-1,0,0
386,150,160,697,836,583,1,699,835,582,1,1,1,1,1,-1,0,0
387,151,155,697,984,657,1,698,880,613,1,1,1,1,1,-1,0,0
388,151,156,697,984,657,1,698,983,657,1,1,1,1,1,-1,0,0
389,151,186,697,984,657,1,700,984,672,1,1,1,1,1,-1,0,0
390,152,169,698,727,531,2,700,726,531,2,1,1,1,1,-1,0,0
391,152,170,698,727,531,2,700,732,532,1,1,1,1,1,-1,0,0
392,153,157,698,752,563,2,699,752,566,6,1,1,1,1,-1,0,0
393,153,158,698,752,563,2,699,772,573,1,1,1,1,1,-1,0,0
394,153,171,698,752,563,2,700,751,561,2,1,1,1,1,-1,0,0
395,154,155,698,836,584,2,698,880,613,1,1,1,1,1,-1,0,0
396,154,160,698,836,584,2,699,835,582,1,1,1,1,1,-1,0,0
397,154,161,698,836,584,2,699,836,592,1,1,1,1,1,-1,0,0
398,155,156,698,880,613,1,698,983,657,1,1,1,1,1,-1,0,0
399,155,162,698,880,613,1,699,876,613,1,1,1,1,1,-1,0,0
400,155,163,698,880,613,1,699,878,614,2,1,1,1,1,-1,0,0
401,155,164,698,880,613,1,699,879,616,2,1,1,1,1,-1,0,0
402,155,183,698,880,613,1,700,880,618,6,1,1,1,1,-1,0,0
403,156,165,698,983,657,1,699,970,657,1,1,1,1,1,-1,0,0
404,156,166,698,983,657,1,699,979,658,1,1,1,1,1,-1,0,0
405,156,167,698,983,657,1,699,981,661,1,1,1,1,1,-1,0,0
406,156,168,698,983,657,1,699,982,668,1,1,1,1,1,-1,0,0
407,156,186,698,983,657,1,700,984,672,1,1,1,1,1,-1,0,0
408,157,158,699,752,566,6,699,772,573,1,1,1,1,1,-1,0,0
409,157,171,699,752,566,6,700,751,561,2,1,1,1,1,-1,0,0
410,157,172,699,752,566,6,700,752,572,6,1,1,1,1,-1,0,0
411,158,159,699,772,573,1,699,834,581,1,1,1,1,1,-1,0,0
412,158,173,699,772,573,1,700,771,573,1,1,1,1,1,-1,0,0
413,158,174,699,772,573,1,700,772,575,1,1,1,1,1,-1,0,0
414,159,160,699,834,581,1,699,835,582,1,1,1,1,1,-1,0,0
415,159,175,699,834,581,1,700,825,581,1,1,1,1,1,-1,0,0
416,159,176,699,834,581,1,700,826,582,1,1,1,1,1,-1,0,0
417,159,177,699,834,581,1,700,832,583,1,1,1,1,1,-1,0,0
418,159,178,699,834,581,1,700,835,588,1,1,1,1,1,-1,0,0
419,160,161,699,835,582,1,699,836,592,1,1,1,1,1,-1,0,0
420,160,178,699,835,582,1,700,835,588,1,1,1,1,1,-1,0,0
421,161,162,699,836,592,1,699,876,613,1,1,1,1,1,-1,0,0
422,161,179,699,836,592,1,700,836,605,1,1,1,1,1,-1,0,0
423,162,163,699,876,613,1,699,878,614,2,1,1,1,1,-1,0,0
424,162,180,699,876,613,1,700,872,613,1,1,1,1,1,-1,0,0
425,162,181,699,876,613,1,700,875,614,2,1,1,1,1,-1,0,0
426,162,182,699,876,613,1,700,878,616,2,1,1,1,1,-1,0,0
427,163,164,699,878,614,2,699,879,616,2,1,1,1,1,-1,0,0
428,163,182,699,878,614,2,700,878,616,2,1,1,1,1,-1,0,0
429,164,183,699,879,616,2,700,880,618,6,1,1,1,1,-1,0,0
430,165,166,699,970,657,1,699,979,658,1,1,1,1,1,-1,0,0
431,165,183,699,970,657,1,700,880,618,6,1,1,1,1,-1,0,0
432,165,184,699,970,657,1,700,967,657,1,1,1,1,1,-1,0,0
433,165,185,699,970,657,1,700,970,661,1,1,1,1,1,-1,0,0
434,166,167,699,979,658,1,699,981,661,1,1,1,1,1,-1,0,0
435,166,186,699,979,658,1,700,984,672,1,1,1,1,1,-1,0,0
436,167,168,699,981,661,1,699,982,668,1,1,1,1,1,-1,0,0
437,167,186,699,981,661,1,700,984,672,1,1,1,1,1,-1,0,0
438,168,186,699,982,668,1,700,984,672,1,1,1,1,1,-1,0,0
439,169,170,700,726,531,2,700,732,532,1,1,1,1,1,-1,0,0
440,169,190,700,726,531,2,970,732,701,1,1,1,1,1,-1,0,0
441,170,171,700,732,532,1,700,751,561,2,1,1,1,1,-1,0,0
442,170,190,700,732,532,1,970,732,701,1,1,1,1,1,-1,0,0
443,171,172,700,751,561,2,700,752,572,6,1,1,1,1,-1,0,0
444,171,193,700,751,561,2,972,752,733,1,1,1,1,1,-1,0,0
445,172,173,700,752,572,6,700,771,573,1,1,1,1,1,-1,0,0
446,172,193,700,752,572,6,972,752,733,1,1,1,1,1,-1,0,0
447,173,174,700,771,573,1,700,772,575,1,1,1,1,1,-1,0,0
448,173,199,700,771,573,1,978,772,753,2,1,1,1,1,-1,0,0
449,174,175,700,772,575,1,700,825,581,1,1,1,1,1,-1,0,0
450,174,199,700,772,575,1,978,772,753,2,1,1,1,1,-1,0,0
451,175,176,700,825,581,1,700,826,582,1,1,1,1,1,-1,0,0
452,175,187,700,825,581,1,958,836,773,1,1,1,1,1,-1,0,0
453,176,177,700,826,582,1,700,832,583,1,1,1,1,1,-1,0,0
454,176,187,700,826,582,1,958,836,773,1,1,1,1,1,-1,0,0
455,177,178,700,832,583,1,700,835,588,1,1,1,1,1,-1,0,0
456,177,187,700,832,583,1,958,836,773,1,1,1,1,1,-1,0,0
457,178,179,700,835,588,1,700,836,605,1,1,1,1,1,-1,0,0
458,178,187,700,835,588,1,958,836,773,1,1,1,1,1,-1,0,0
459,179,180,700,836,605,1,700,872,613,1,1,1,1,1,-1,0,0
460,179,187,700,836,605,1,958,836,773,1,1,1,1,1,-1,0,0
461,180,181,700,872,613,1,700,875,614,2,1,1,1,1,-1,0,0
462,180,188,700,872,613,1,969,880,837,1,1,1,1,1,-1,0,0
463,181,182,700,875,614,2,700,878,616,2,1,1,1,1,-1,0,0
464,181,188,700,875,614,2,969,880,837,1,1,1,1,1,-1,0,0
465,182,183,700,878,616,2,700,880,618,6,1,1,1,1,-1,0,0
466,182,188,700,878,616,2,969,880,837,1,1,1,1,1,-1,0,0
467,183,184,700,880,618,6,700,967,657,1,1,1,1,1,-1,0,0
468,183,188,700,880,618,6,969,880,837,1,1,1,1,1,-1,0,0
469,184,185,700,967,657,1,700,970,661,1,1,1,1,1,-1,0,0
470,184,189,700,967,657,1,969,984,881,1,1,1,1,1,-1,0,0
471,185,186,700,970,661,1,700,984,672,1,1,1,1,1,-1,0,0
472,185,189,700,970,661,1,969,984,881,1,1,1,1,1,-1,0,0
473,186,189,700,984,672,1,969,984,881,1,1,1,1,1,-1,0,0
474,187,188,958,836,773,1,969,880,837,1,1,1,1,1,-1,0,0
475,187,192,958,836,773,1,971,836,775,1,1,1,1,1,-1,0,0
476,187,198,958,836,773,1,977,835,773,1,1,1,1,1,-1,0,0
477,187,199,958,836,773,1,978,772,753,2,1,1,1,1,-1,0,0
478,188,189,969,880,837,1,969,984,881,1,1,1,1,1,-1,0,0
479,188,191,969,880,837,1,970,880,840,1,1,1,1,1,-1,0,0
480,188,192,969,880,837,1,971,836,775,1,1,1,1,1,-1,0,0
481,188,195,969,880,837,1,972,878,837,1,1,1,1,1,-1,0,0
482,188,207,969,880,837,1,979,879,838,1,1,1,1,1,-1,0,0
483,189,196,969,984,881,1,972,982,881,1,1,1,1,1,-1,0,0
484,189,258,969,984,881,1,984,984,893,2,1,1,1,1,-1,0,0
485,190,193,970,732,701,1,972,752,733,1,1,1,1,1,-1,0,0
486,190,201,970,732,701,1,979,732,702,2,1,1,1,1,-1,0,0
487,190,212,970,732,701,1,982,731,701,1,1,1,1,1,-1,0,0
488,191,196,970,880,840,1,972,982,881,1,1,1,1,1,-1,0,0
489,191,207,970,880,840,1,979,879,838,1,1,1,1,1,-1,0,0
490,191,253,970,880,840,1,984,880,845,1,1,1,1,1,-1,0,0
491,192,194,971,836,775,1,972,836,777,2,1,1,1,1,-1,0,0
492,192,195,971,836,775,1,972,878,837,1,1,1,1,1,-1,0,0
493,192,198,971,836,775,1,977,835,773,1,1,1,1,1,-1,0,0
494,193,199,972,752,733,1,978,772,753,2,1,1,1,1,-1,0,0
495,193,201,972,752,733,1,979,732,702,2,1,1,1,1,-1,0,0
496,193,202,972,752,733,1,979,750,733,1,1,1,1,1,-1,0,0
497,193,214,972,752,733,1,982,751,735,1,1,1,1,1,-1,0,0
498,193,215,972,752,733,1,982,752,738,1,1,1,1,1,-1,0,0
499,194,195,972,836,777,2,972,878,837,1,1,1,1,1,-1,0,0
500,194,197,972,836,777,2,974,836,793,1,1,1,1,1,-1,0,0
501,194,198,972,836,777,2,977,835,773,1,1,1,1,1,-1,0,0
502,195,207,972,878,837,1,979,879,838,1,1,1,1,1,-1,0,0
503,195,211,972,878,837,1,981,874,837,1,1,1,1,1,-1,0,0
504,196,208,972,982,881,1,980,982,882,1,1,1,1,1,-1,0,0
505,196,221,972,982,881,1,982,959,881,1,1,1,1,1,-1,0,0
506,196,253,972,982,881,1,984,880,845,1,1,1,1,1,-1,0,0
507,196,258,972,982,881,1,984,984,893,2,1,1,1,1,-1,0,0
508,197,198,974,836,793,1,977,835,773,1,1,1,1,1,-1,0,0
509,197,211,974,836,793,1,981,874,837,1,1,1,1,1,-1,0,0
510,197,219,974,836,793,1,982,836,794,1,1,1,1,1,-1,0,0
511,198,199,977,835,773,1,978,772,753,2,1,1,1,1,-1,0,0
512,198,200,977,835,773,1,978,831,773,1,1,1,1,1,-1,0,0
513,198,205,977,835,773,1,979,833,774,1,1,1,1,1,-1,0,0
514,198,206,977,835,773,1,979,835,775,2,1,1,1,1,-1,0,0
515,198,219,977,835,773,1,982,836,794,1,1,1,1,1,-1,0,0
516,199,200,978,772,753,2,978,831,773,1,1,1,1,1,-1,0,0
517,199,203,978,772,753,2,979,767,753,4,1,1,1,1,-1,0,0
518,199,204,978,772,753,2,979,772,754,1,1,1,1,1,-1,0,0
519,199,215,978,772,753,2,982,752,738,1,1,1,1,1,-1,0,0
520,200,205,978,831,773,1,979,833,774,1,1,1,1,1,-1,0,0
521,200,217,978,831,773,1,982,828,773,1,1,1,1,1,-1,0,0
522,201,202,979,732,702,2,979,750,733,1,1,1,1,1,-1,0,0
523,201,209,979,732,702,2,981,732,704,1,1,1,1,1,-1,0,0
524,201,212,979,732,702,2,982,731,701,1,1,1,1,1,-1,0,0
525,202,213,979,750,733,1,982,745,733,1,1,1,1,1,-1,0,0
526,202,214,979,750,733,1,982,751,735,1,1,1,1,1,-1,0,0
527,203,204,979,767,753,4,979,772,754,1,1,1,1,1,-1,0,0
528,203,215,979,767,753,4,982,752,738,1,1,1,1,1,-1,0,0
529,203,216,979,767,753,4,982,772,759,2,1,1,1,1,-1,0,0
530,203,225,979,767,753,4,983,757,753,1,1,1,1,1,-1,0,0
531,203,241,979,767,753,4,984,758,754,1,1,1,1,1,-1,0,0
532,204,216,979,772,754,1,982,772,759,2,1,1,1,1,-1,0,0
533,204,217,979,772,754,1,982,828,773,1,1,1,1,1,-1,0,0
534,205,206,979,833,774,1,979,835,775,2,1,1,1,1,-1,0,0
535,205,210,979,833,774,1,981,830,774,1,1,1,1,1,-1,0,0
536,205,217,979,833,774,1,982,828,773,1,1,1,1,1,-1,0,0
537,205,218,979,833,774,1,982,835,780,1,1,1,1,1,-1,0,0
538,206,218,979,835,775,2,982,835,780,1,1,1,1,1,-1,0,0
539,206,219,979,835,775,2,982,836,794,1,1,1,1,1,-1,0,0
540,207,211,979,879,838,1,981,874,837,1,1,1,1,1,-1,0,0
541,207,220,979,879,838,1,982,876,839,1,1,1,1,1,-1,0,0
542,207,252,979,879,838,1,984,878,842,1,1,1,1,1,-1,0,0
543,207,253,979,879,838,1,984,880,845,1,1,1,1,1,-1,0,0
544,208,221,980,982,882,1,982,959,881,1,1,1,1,1,-1,0,0
545,208,222,980,982,882,1,982,980,882,1,1,1,1,1,-1,0,0
546,208,258,980,982,882,1,984,984,893,2,1,1,1,1,-1,0,0
547,209,212,981,732,704,1,982,731,701,1,1,1,1,1,-1,0,0
548,209,213,981,732,704,1,982,745,733,1,1,1,1,1,-1,0,0
549,209,224,981,732,704,1,983,732,707,1,1,1,1,1,-1,0,0
550,210,217,981,830,774,1,982,828,773,1,1,1,1,1,-1,0,0
551,210,218,981,830,774,1,982,835,780,1,1,1,1,1,-1,0,0
552,210,245,981,830,774,1,984,830,776,2,1,1,1,1,-1,0,0
553,211,219,981,874,837,1,982,836,794,1,1,1,1,1,-1,0,0
554,211,220,981,874,837,1,982,876,839,1,1,1,1,1,-1,0,0
555,211,228,981,874,837,1,983,866,838,1,1,1,1,1,-1,0,0
556,211,249,981,874,837,1,984,865,837,1,1,1,1,1,-1,0,0
557,212,223,982,731,701,1,983,730,703,1,1,1,1,1,-1,0,0
558,212,224,982,731,701,1,983,732,707,1,1,1,1,1,-1,0,0
559,212,229,982,731,701,1,984,714,701,1,1,1,1,1,-1,0,0
560,213,214,982,745,733,1,982,751,735,1,1,1,1,1,-1,0,0
561,213,224,982,745,733,1,983,732,707,1,1,1,1,1,-1,0,0
562,213,234,982,745,733,1,984,742,733,1,1,1,1,1,-1,0,0
563,213,235,982,745,733,1,984,745,734,1,1,1,1,1,-1,0,0
564,214,215,982,751,735,1,982,752,738,1,1,1,1,1,-1,0,0
565,214,236,982,751,735,1,984,748,735,2,1,1,1,1,-1,0,0
566,214,237,982,751,735,1,984,750,737,1,1,1,1,1,-1,0,0
567,214,238,982,751,735,1,984,751,738,2,1,1,1,1,-1,0,0
568,215,225,982,752,738,1,983,757,753,1,1,1,1,1,-1,0,0
569,215,239,982,752,738,1,984,752,752,2,1,1,1,1,-1,0,0
570,216,217,982,772,759,2,982,828,773,1,1,1,1,1,-1,0,0
571,216,241,982,772,759,2,984,758,754,1,1,1,1,1,-1,0,0
572,216,242,982,772,759,2,984,770,759,1,1,1,1,1,-1,0,0
573,216,243,982,772,759,2,984,772,761,1,1,1,1,1,-1,0,0
574,217,226,982,828,773,1,983,828,774,1,1,1,1,1,-1,0,0
575,217,244,982,828,773,1,984,824,773,1,1,1,1,1,-1,0,0
576,217,245,982,828,773,1,984,830,776,2,1,1,1,1,-1,0,0
577,218,219,982,835,780,1,982,836,794,1,1,1,1,1,-1,0,0
578,218,227,982,835,780,1,983,836,810,1,1,1,1,1,-1,0,0
579,218,245,982,835,780,1,984,830,776,2,1,1,1,1,-1,0,0
580,218,246,982,835,780,1,984,834,809,1,1,1,1,1,-1,0,0
581,219,227,982,836,794,1,983,836,810,1,1,1,1,1,-1,0,0
582,219,249,982,836,794,1,984,865,837,1,1,1,1,1,-1,0,0
583,220,228,982,876,839,1,983,866,838,1,1,1,1,1,-1,0,0
584,220,250,982,876,839,1,984,875,839,1,1,1,1,1,-1,0,0
585,220,251,982,876,839,1,984,876,840,1,1,1,1,1,-1,0,0
586,220,252,982,876,839,1,984,878,842,1,1,1,1,1,-1,0,0
587,221,222,982,959,881,1,982,980,882,1,1,1,1,1,-1,0,0
588,221,253,982,959,881,1,984,880,845,1,1,1,1,1,-1,0,0
589,221,254,982,959,881,1,984,924,881,1,1,1,1,1,-1,0,0
590,221,255,982,959,881,1,984,926,883,1,1,1,1,1,-1,0,0
591,221,256,982,959,881,1,984,948,886,1,1,1,1,1,-1,0,0
592,221,257,982,959,881,1,984,958,888,1,1,1,1,1,-1,0,0
593,221,258,982,959,881,1,984,984,893,2,1,1,1,1,-1,0,0
594,222,258,982,980,882,1,984,984,893,2,1,1,1,1,-1,0,0
595,223,224,983,730,703,1,983,732,707,1,1,1,1,1,-1,0,0
596,223,229,983,730,703,1,984,714,701,1,1,1,1,1,-1,0,0
597,223,230,983,730,703,1,984,726,703,1,1,1,1,1,-1,0,0
598,223,231,983,730,703,1,984,729,707,1,1,1,1,1,-1,0,0
599,223,232,983,730,703,1,984,730,708,1,1,1,1,1,-1,0,0
600,224,233,983,732,707,1,984,732,715,1,1,1,1,1,-1,0,0
601,224,234,983,732,707,1,984,742,733,1,1,1,1,1,-1,0,0
602,225,239,983,757,753,1,984,752,752,2,1,1,1,1,-1,0,0
603,225,240,983,757,753,1,984,756,753,2,1,1,1,1,-1,0,0
604,225,241,983,757,753,1,984,758,754,1,1,1,1,1,-1,0,0
605,226,244,983,828,774,1,984,824,773,1,1,1,1,1,-1,0,0
606,226,245,983,828,774,1,984,830,776,2,1,1,1,1,-1,0,0
607,227,246,983,836,810,1,984,834,809,1,1,1,1,1,-1,0,0
608,227,247,983,836,810,1,984,835,813,2,1,1,1,1,-1,0,0
609,227,248,983,836,810,1,984,836,817,1,1,1,1,1,-1,0,0
610,227,249,983,836,810,1,984,865,837,1,1,1,1,1,-1,0,0
611,228,249,983,866,838,1,984,865,837,1,1,1,1,1,-1,0,0
612,228,250,983,866,838,1,984,875,839,1,1,1,1,1,-1,0,0
613,229,230,984,714,701,1,984,726,703,1,1,1,1,1,-1,0,0
614,230,231,984,726,703,1,984,729,707,1,1,1,1,1,-1,0,0
615,231,232,984,729,707,1,984,730,708,1,1,1,1,1,-1,0,0
616,232,233,984,730,708,1,984,732,715,1,1,1,1,1,-1,0,0
617,233,234,984,732,715,1,984,742,733,1,1,1,1,1,-1,0,0
618,234,235,984,742,733,1,984,745,734,1,1,1,1,1,-1,0,0
619,235,236,984,745,734,1,984,748,735,2,1,1,1,1,-1,0,0
620,236,237,984,748,735,2,984,750,737,1,1,1,1,1,-1,0,0
621,237,238,984,750,737,1,984,751,738,2,1,1,1,1,-1,0,0
622,238,239,984,751,738,2,984,752,752,2,1,1,1,1,-1,0,0
623,239,240,984,752,752,2,984,756,753,2,1,1,1,1,-1,0,0
624,240,241,984,756,753,2,984,758,754,1,1,1,1,1,-1,0,0
625,241,242,984,758,754,1,984,770,759,1,1,1,1,1,-1,0,0
626,242,243,984,770,759,1,984,772,761,1,1,1,1,1,-1,0,0
627,243,244,984,772,761,1,984,824,773,1,1,1,1,1,-1,0,0
628,244,245,984,824,773,1,984,830,776,2,1,1,1,1,-1,0,0
629,245,246,984,830,776,2,984,834,809,1,1,1,1,1,-1,0,0
630,246,247,984,834,809,1,984,835,813,2,1,1,1,1,-1,0,0
631,247,248,984,835,813,2,984,836,817,1,1,1,1,1,-1,0,0
632,248,249,984,836,817,1,984,865,837,1,1,1,1,1,-1,0,0
633,249,250,984,865,837,1,984,875,839,1,1,1,1,1,-1,0,0
634,250,251,984,875,839,1,984,876,840,1,1,1,1,1,-1,0,0
635,251,252,984,876,840,1,984,878,842,1,1,1,1,1,-1,0,0
636,252,253,984,878,842,1,984,880,845,1,1,1,1,1,-1,0,0
637,253,254,984,880,845,1,984,924,881,1,1,1,1,1,-1,0,0
638,254,255,984,924,881,1,984,926,883,1,1,1,1,1,-1,0,0
639,255,256,984,926,883,1,984,948,886,1,1,1,1,1,-1,0,0
640,256,257,984,948,886,1,984,958,888,1,1,1,1,1,-1,0,0
641,257,258,984,958,888,1,984,984,893,2,1,1,1,1,-1,0,0
