,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,29.41196373456802,3.1588563712522273,-17.577950286596128,29.84468612213402,39.94647541887117,-19.094412340167565,32.720211640211694,41.206793981481454,288.0719940476189,5.293606426366846,-264.57180224867733,3.0555835262345568,20.898034060846562,48.19988866843032,47.303020833333306,19.856869764108865
BLUFF_REVEAL,4.825709312897514,-19.901610449735458,-83.54092592592599,-26.172064769194975,-20.992627865961367,-26.835826168430458,-40.63067460317471,-49.72781415343928,45.61329585537915,-27.963572530864056,-61.7239649470899,-5.802807914511689,-45.29648148148125,-4.865497134038733,-4.2259037007846025,18.04616071428574
CURVATURE_ZERO,-16.6511495988994,55.83337797619029,-47.18839285714297,-10.4777050361388,31.39210978835962,78.96086116622592,61.09021164021166,77.88867972883571,176.36168430335078,93.53906801146388,-38.163455687830606,-19.672992496339873,56.305882936508226,99.44896384479725,-21.79884189437753,70.94059082892427
DIVERGENCE_MIN,42.98272459215177,7.210483355379225,31.99083994708988,24.48785163139334,35.60411100088183,66.6907543816138,38.80678240740737,48.39706018518519,304.8653982032624,20.76142416225757,-260.8771858465609,39.17298445767203,30.666901455026462,54.58505401234572,54.22956983024695,33.759806547618865
EMERGENCE_SEEKER,-263.7850413359789,-322.0126322751323,-220.8919155092593,-238.93458278218648,-241.2988836529983,-246.19611992945346,-228.065441468254,27.526475694444414,-1.7318400022044784,-351.5943744488536,-352.73853670634907,-203.4470909115967,-236.0118700396826,-200.81778990299824,-73.56967069003531,-61.649251267636544
FACE12_ANCHOR,41.009270006613846,23.891757054673747,21.81049465388013,47.469935791446055,37.34915178571431,42.0766083829365,55.69170304232806,71.53885582010591,295.095176366843,37.51629987874783,-245.4262235449735,2.0932986111112797,45.43598875661384,56.00978477733693,15.212039103835835,-20.84557897927678
FACE15_ANCHOR,179.2217441027338,133.55870094797186,125.1714974647267,162.4814671516758,162.3894868827162,97.32609058090834,164.69993220899482,214.51644510582005,358.92261766975287,158.9367107583773,-144.83387235449726,106.66576981371253,156.37672288359803,161.6780412257496,104.54605117394172,65.81295414462073
FACE17_ANCHOR,-9.494363977072197,-27.885631613756622,-58.092312059082985,-9.677852733686056,-1.8013420414461905,11.669007109788332,-4.994905753968183,14.476517857142888,278.37774801587295,-24.916627535273385,-296.70566468253975,-12.245572365520403,-9.892529761904683,18.4847944223986,0.12807787698449147,-9.064171075838004
H2047_PURIST,2.1316282072803006e-14,-10.700000000000273,-22.260585317460112,5.684341886080802e-14,6.4198126102294,36.669285714285564,6.714285714285211,23.17357142857128,327.5407291666663,-50.1750429894183,-387.255014880952,14.634290856704695,68.21428571428592,1.6586728395060675,-14.634290856704524,-3.694822225952521e-13
H954_CORRIDOR,-19.346297123015887,-15.679381062610243,-48.950763337742444,-15.67150518077613,2.2530155974426833,4.19826030643738,3.5255026455026908,8.677146990740756,258.55480847663137,-69.70334380511466,-271.9133316798942,-18.634261050485236,-7.473247354497289,24.939918154761894,-64.50980020943572,-27.870629133598186
MONODROME_PURIST,-5.841842567164505,45.27442129629626,-33.421908068783196,25.512890765207743,18.84372574955907,-76.06861441798947,14.879431216931408,-0.9999338624337781,169.98708608906512,-12.25236992945321,-277.1439963624338,33.276004922157654,12.722288359788237,37.007919973544944,-21.305896210623057,-82.94152557319217
Q4_BALANCER,0.0,-11.508005952380975,-37.17271329365077,-4.973799150320701e-14,8.259015652557267,49.922291666666595,16.032142857142738,-5.657142857142745,236.2860069444448,-36.83528604497356,-257.26814980158736,21.478288688054917,2.3214285714285126,35.6204122574956,-21.478288688055613,2.5579538487363607e-13
ROBUST_REVEAL,63.06238554607452,29.647929894179896,3.517235449735381,24.017505506621944,18.121399911816354,36.042256944444304,11.07437830687843,26.11009259259272,149.83046792328037,20.870439814814773,-30.118295304232717,96.64619042811043,3.2092989417990623,17.00218584656075,33.62327363468488,92.67223544973548
SIGMA_MIN,-45.395102692908,-79.37894510582012,-74.86358796296318,-12.88062646649577,-16.489212962963038,15.914412753527259,-16.06739417989391,-52.940424107142874,151.8401344797178,-83.67983024691345,-346.6962003968255,-26.649727262126376,-5.097089947089785,13.719405864197526,-64.08929950619,-98.71746141975302
SPREAD_CONTROL,1.1368683772161603e-13,-38.82142857142845,2.176994047619088,-9.237055564881302e-14,10.561981922398495,47.4219171626983,9.909499007936477,27.328082837301682,209.4332986111114,-34.82318452380952,-290.97880952380956,-3.194616463244259,3.979039320256561e-13,57.79164902998226,3.194616463243591,-1.1368683772161603e-13
STOCHASTIC_CONTROL,-9.947598300641403e-14,-2.668407738095084,-44.97101438492065,-9.769962616701378e-15,8.963683862433761,60.204104662698434,9.443807043650772,-10.417457837301619,273.407509920635,-34.277324735449774,-289.55049603174604,-1.2706382275133876,-6.428846726190386,36.29444196428564,1.2706382275133876,-4.547473508864641e-13
