,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,-7.105427357601002e-15,-2.1316282072803006e-14,2.1316282072803006e-14,0.0,-5.684341886080802e-14,0.0,2.842170943040401e-14,0.0,-2.1316282072803006e-14,3.552713678800501e-15,-5.684341886080802e-14,5.684341886080802e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-4.263256414560601e-14,2.842170943040401e-14
BLUFF_REVEAL,0.0,1.4210854715202004e-14,-1.4210854715202004e-14,0.0,0.0,4.263256414560601e-14,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,-5.684341886080802e-14,1.4210854715202004e-14,1.4210854715202004e-14,7.105427357601002e-15,0.0
CURVATURE_ZERO,-1.4210854715202004e-14,5.684341886080802e-14,5.684341886080802e-14,0.0,5.684341886080802e-14,-5.684341886080802e-14,-2.842170943040401e-14,5.684341886080802e-14,-5.684341886080802e-14,0.0,-2.842170943040401e-14,4.263256414560601e-14,5.684341886080802e-14,5.684341886080802e-14,2.842170943040401e-14,-2.842170943040401e-14
DIVERGENCE_MIN,1.4210854715202004e-14,4.263256414560601e-14,0.0,1.0658141036401503e-14,0.0,-5.684341886080802e-14,-2.842170943040401e-14,4.263256414560601e-14,1.4210854715202004e-14,-2.842170943040401e-14,-5.684341886080802e-14,0.0,5.684341886080802e-14,5.684341886080802e-14,0.0,-2.842170943040401e-14
EMERGENCE_SEEKER,-2.8421709430404007e-13,-2.2737367544323206e-13,0.0,-1.7053025658242404e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,2.842170943040401e-14,-1.7053025658242404e-13,-1.1368683772161603e-13,1.1368683772161603e-13,-5.684341886080802e-14,-1.7053025658242404e-13,-1.7053025658242404e-13,-5.684341886080802e-14,5.684341886080802e-14
FACE12_ANCHOR,-2.842170943040401e-14,2.1316282072803006e-14,0.0,0.0,1.4210854715202004e-14,4.263256414560601e-14,-2.842170943040401e-14,0.0,-3.552713678800501e-14,0.0,5.684341886080802e-14,-2.842170943040401e-14,-4.263256414560601e-14,-4.263256414560601e-14,4.263256414560601e-14,-8.526512829121202e-14
FACE15_ANCHOR,2.1316282072803006e-14,-2.1316282072803006e-14,0.0,0.0,5.684341886080802e-14,5.684341886080802e-14,-1.4210854715202004e-14,-2.1316282072803006e-14,1.4210854715202004e-14,-2.1316282072803006e-14,-5.684341886080802e-14,0.0,-4.263256414560601e-14,-4.263256414560601e-14,4.263256414560601e-14,5.684341886080802e-14
FACE17_ANCHOR,4.263256414560601e-14,0.0,0.0,1.7763568394002505e-14,0.0,-2.1316282072803006e-14,0.0,-1.0658141036401503e-14,0.0,0.0,1.1368683772161603e-13,-2.842170943040401e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,0.0,-8.526512829121202e-14
H2047_PURIST,2.1316282072803006e-14,0.0,8.526512829121202e-14,1.4210854715202004e-14,2.842170943040401e-14,-8.526512829121202e-14,-5.684341886080802e-14,0.0,0.0,-2.842170943040401e-14,-8.526512829121202e-14,-7.105427357601002e-15,-2.842170943040401e-14,-5.684341886080802e-14,0.0,4.263256414560601e-14
H954_CORRIDOR,-5.684341886080802e-14,0.0,-1.0658141036401503e-14,0.0,0.0,-3.552713678800501e-15,2.1316282072803006e-14,1.0658141036401503e-14,0.0,0.0,1.7053025658242404e-13,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14
MONODROME_PURIST,-4.263256414560601e-14,-4.263256414560601e-14,-4.263256414560601e-14,5.684341886080802e-14,2.842170943040401e-14,0.0,2.842170943040401e-14,4.263256414560601e-14,2.842170943040401e-14,4.263256414560601e-14,-8.526512829121202e-14,1.1368683772161603e-13,8.526512829121202e-14,8.526512829121202e-14,0.0,5.684341886080802e-14
Q4_BALANCER,0.0,0.0,0.0,0.0,-2.1316282072803006e-14,3.552713678800501e-15,2.1316282072803006e-14,7.105427357601002e-15,0.0,0.0,-8.526512829121202e-14,0.0,-3.552713678800501e-14,7.105427357601002e-15,-8.526512829121202e-14,0.0
ROBUST_REVEAL,5.684341886080802e-14,-2.842170943040401e-14,-8.526512829121202e-14,8.526512829121202e-14,2.842170943040401e-14,2.842170943040401e-14,-2.842170943040401e-14,5.684341886080802e-14,2.842170943040401e-14,-2.842170943040401e-14,-4.263256414560601e-14,-8.526512829121202e-14,8.526512829121202e-14,8.526512829121202e-14,5.684341886080802e-14,2.842170943040401e-14
SIGMA_MIN,0.0,0.0,-2.842170943040401e-14,2.1316282072803006e-14,4.263256414560601e-14,-4.263256414560601e-14,-4.263256414560601e-14,0.0,-2.842170943040401e-14,0.0,-2.842170943040401e-14,0.0,0.0,1.4210854715202004e-14,-5.684341886080802e-14,2.842170943040401e-14
SPREAD_CONTROL,-1.4210854715202004e-14,1.4210854715202004e-14,-1.0658141036401503e-14,1.0658141036401503e-14,1.4210854715202004e-14,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,-1.4210854715202004e-13,0.0,-4.263256414560601e-14,-4.263256414560601e-14,0.0,-2.842170943040401e-14
STOCHASTIC_CONTROL,-4.263256414560601e-14,4.263256414560601e-14,0.0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,-4.263256414560601e-14,0.0,-2.1316282072803006e-14,0.0,1.1368683772161603e-13,2.842170943040401e-14,-2.842170943040401e-14,4.263256414560601e-14,-2.842170943040401e-14,5.684341886080802e-14
