auto_index,matrix_key,image_001,preserve_P1,preserve_line_set,preserve_three_zones,class,builder_assignment_mean_L2,builder_assignment_max_L2,jabber_assignment_mean_L2,jabber_assignment_max_L2,joint_assignment_mean_L2,joint_assignment_max_L2,R_equivariance_relerr,F_equivariance_relerr,R_cos2_after_action,F_cos2_after_action
10,001100110,4,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2489748736573691,0.04123966197175345,0.04841358924769094,0.9983000133838427
11,001100111,5,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.273343575098782,0.04123966197175345,0.03583375925928113,0.9983000133838427
12,001101010,6,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2849476825007353,0.04123966197175345,0.03043445163935942,0.9983000133838427
13,001101011,7,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2719107113095147,0.04123966197175345,0.03652745498868328,0.9983000133838427
14,001101110,6,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2849476825007353,0.04123966197175345,0.03043445163935942,0.9983000133838427
15,001101111,7,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2719107113095147,0.04123966197175345,0.03652745498868328,0.9983000133838427
16,001110010,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
17,001110011,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
18,001110100,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
19,001110101,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
20,001111010,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
21,001111011,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
22,001111100,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
23,001111101,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
24,010001100,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
25,010001101,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
26,010001110,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
27,010001111,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
28,010011100,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
29,010011101,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
30,010011110,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
31,010011111,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
32,010100001,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
33,010100011,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
34,010100101,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
35,010100111,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
36,010101001,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
37,010101011,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
38,010101100,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
39,010101110,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
40,010110001,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
41,010110011,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
42,010110101,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
43,010110111,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
44,010111001,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
45,010111011,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
46,010111100,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
47,010111110,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
48,011001100,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
49,011001101,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
50,011001110,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
51,011001111,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
52,011010100,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
53,011010101,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
54,011010110,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
55,011010111,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
56,011100001,5,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.273343575098782,0.04123966197175345,0.03583375925928113,0.9983000133838427
57,011100010,4,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2489748736573691,0.04123966197175345,0.04841358924769094,0.9983000133838427
58,011100101,5,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.273343575098782,0.04123966197175345,0.03583375925928113,0.9983000133838427
59,011100110,4,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2489748736573691,0.04123966197175345,0.04841358924769094,0.9983000133838427
60,011101001,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
61,011101010,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
62,011101100,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
63,011101111,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
64,011110001,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
65,011110010,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
66,011110100,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
67,011110111,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
68,011111001,7,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2719107113095147,0.04123966197175345,0.03652745498868328,0.9983000133838427
69,011111010,6,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2849476825007353,0.04123966197175345,0.03043445163935942,0.9983000133838427
70,011111101,7,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2719107113095147,0.04123966197175345,0.03652745498868328,0.9983000133838427
71,011111110,6,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2849476825007353,0.04123966197175345,0.03043445163935942,0.9983000133838427
72,100001010,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
73,100001011,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
74,100001110,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
75,100001111,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
76,100010001,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
77,100010011,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
78,100010101,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
79,100010111,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
80,100011001,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
81,100011010,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
82,100011101,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
83,100011110,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
84,100101010,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
85,100101011,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
86,100101110,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
87,100101111,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
88,100110001,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
89,100110011,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
90,100110101,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
91,100110111,1,True,True,True,flag_stabilizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999
92,100111001,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
93,100111010,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
94,100111101,3,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8168639490501298,0.0,0.4440445047304181,0.9999999999999999
95,100111110,2,False,True,False,moves_null_point,1.2958445317008351,1.4142135623730951,1.2958445317008354,1.4142135623730951,1.2958445317008351,1.4142135623730951,0.8205235836291588,0.0,0.4400604525819419,0.9999999999999999
96,101001010,6,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2849476825007353,0.04123966197175345,0.03043445163935942,0.9983000133838427
97,101001011,7,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2719107113095147,0.04123966197175345,0.03652745498868328,0.9983000133838427
98,101001110,6,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2849476825007353,0.04123966197175345,0.03043445163935942,0.9983000133838427
99,101001111,7,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2719107113095147,0.04123966197175345,0.03652745498868328,0.9983000133838427
100,101010001,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
101,101010011,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
102,101010100,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
103,101010110,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
104,101011001,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
105,101011010,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
106,101011100,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
107,101011111,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
108,101100010,4,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2489748736573691,0.04123966197175345,0.04841358924769094,0.9983000133838427
109,101100011,5,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.273343575098782,0.04123966197175345,0.03583375925928113,0.9983000133838427
110,101100110,4,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2489748736573691,0.04123966197175345,0.04841358924769094,0.9983000133838427
111,101100111,5,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.273343575098782,0.04123966197175345,0.03583375925928113,0.9983000133838427
112,101110001,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
113,101110010,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
114,101110100,4,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.0582139903645118,0.0,0.19368059464863505,0.9999999999999999
115,101110111,5,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
116,101111001,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
117,101111011,7,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
118,101111100,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
119,101111110,6,False,False,False,moves_null_point,1.3343582403448286,1.4142135623730951,1.3356388246713582,1.4142135623730951,1.3349985325080933,1.4142135623730951,1.123296254360116,0.0,0.13623684926318247,0.9999999999999999
120,110001010,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
121,110001011,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
122,110001100,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
123,110001101,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
124,110010001,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
125,110010011,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
126,110010101,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
127,110010111,1,True,False,False,point_stabilizer_not_flag,0.05257161458333333,0.185546875,0.05257161458333333,0.2604166666666667,0.05257161458333333,0.2604166666666667,0.0,0.0,0.9999999999999999,0.9999999999999999
128,110011001,3,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,1.2775305180014878,0.04123966197175345,0.033840504479210956,0.9983000133838428
129,110011010,2,False,False,False,moves_null_point,1.316841269567956,1.4142135623730951,1.3192976429341954,1.4142135623730951,1.3180694562510757,1.4142135623730951,0.9292088819249502,0.04123966197175345,0.3229483263995151,0.9983000133838428
