summary_id,candidate_family_size,triple_count,positive_definite_count,negative_definite_count,definite_total_count,positive_max_tie_count,negative_max_tie_count,global_max_tie_count,sign_dual_pair_flag,unique_physical_selector_flag
0,324,5616324,2047,1459,3506,1,1,2,1,0
