observable_id,observable_code,value
0,0,2
1,1,2
2,2,18
3,3,324
4,4,5616324
5,5,2047
6,6,1459
7,7,3506
8,8,48
9,9,180
10,10,235
11,11,49
12,12,181
13,13,234
14,14,31
15,15,307381493
16,16,372213646
17,17,1
18,18,1
19,19,2
20,20,1
21,21,0
22,22,0
23,23,0
24,24,0
25,25,1
