promotion_repair_id,edit_repair_candidate_id,target_word_id,edit_distance,word_length,symbol_0_id,symbol_1_id,symbol_2_id,symbol_3_id,symbol_4_id,symbol_5_id,symbol_6_id,trace_class_id,bounded_match_count,bounded_rank_min,bounded_rank_max,pre_aperture_strong_flag,target_consumed_before_node44_flag,nonstrong_weak_flag,nonminimal_weak_flag,first_node44_consumed_symbol_count,promotion_prefix_length,promotion_prefix_symbol_0_id,promotion_prefix_symbol_1_id,promotion_prefix_symbol_2_id,promotion_prefix_symbol_3_id,promotion_prefix_symbol_4_id,promotion_prefix_symbol_5_id,promotion_prefix_symbol_6_id,existing_post_node44_suffix_length,existing_post_node44_symbol_0_id,existing_post_node44_symbol_1_id,existing_post_node44_symbol_2_id,existing_post_node44_symbol_3_id,existing_post_node44_symbol_4_id,existing_post_node44_symbol_5_id,existing_post_node44_symbol_6_id,remaining_target_symbol_count_at_node44,minimal_promotion_suffix_length,minimal_promotion_suffix_count,minimal_promotion_suffix_symbol_0_id,minimal_promotion_suffix_symbol_1_id,minimal_promotion_suffix_symbol_2_id,minimal_promotion_suffix_symbol_3_id,promotion_closed_path_count,promotion_target_consumed_flag,promotion_closes_to_origin_flag,post_suffix_can_make_pre_aperture_strong_flag,existing_post44_suffix_strictly_longer_than_min_flag
0,20,0,1,6,2,1,4,5,2,5,-1,0,2,5,9,0,0,1,0,5,5,2,1,4,5,2,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,4,1,1,0,0
1,263,0,2,7,2,1,4,5,2,0,5,0,4,19,90,0,0,1,1,5,5,2,1,4,5,2,-1,-1,2,0,5,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,4,1,1,0,1
2,264,0,2,7,2,1,4,5,2,1,5,0,4,21,92,0,0,1,1,5,5,2,1,4,5,2,-1,-1,2,1,5,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,4,1,1,0,1
3,265,0,2,7,2,1,4,5,2,2,5,0,18,12,100,0,0,1,1,5,5,2,1,4,5,2,-1,-1,2,2,5,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,4,1,1,0,1
4,270,0,2,7,2,1,4,5,2,5,2,0,4,30,101,0,0,1,1,5,5,2,1,4,5,2,-1,-1,2,5,2,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,4,1,1,0,1
5,273,0,2,7,2,1,4,5,2,5,5,0,10,31,103,0,0,1,1,5,5,2,1,4,5,2,-1,-1,2,5,5,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,4,1,1,0,1
6,104,0,2,7,2,1,3,4,5,2,5,1,4,111,121,0,0,1,1,6,6,2,1,3,4,5,2,-1,1,5,-1,-1,-1,-1,-1,-1,1,1,1,5,-1,-1,-1,8,1,1,0,0
7,544,1,2,7,2,1,5,2,5,4,3,2,3,122,124,1,1,0,1,6,6,2,1,5,2,5,4,-1,1,3,-1,-1,-1,-1,-1,-1,0,1,1,3,-1,-1,-1,3,1,1,0,0
