operator_id,null_point,operator_kind,fit_energy_fraction,relative_reconstruction_error,A6_participation_rank,WD6_scalar_energy_fraction,orthogonal_pair_chamber_energy_fraction,pair_diag_contrast_energy_fraction,pair_offdiag_chamber_energy_fraction,orthogonal_residual_not_pair_or_WD6,pair_projection_energy_fraction_nonorthogonal,basis_union_energy_fraction,pair_chamber_share_of_WD6_breaking,residual_share_of_WD6_breaking
R_full,001,raw,0.007529727777430895,0.9962280222030343,1.0006690644303515,0.1656118491469882,0.8343881508530115,0.32721879884282445,0.5071693520101871,2.220446049250313e-16,0.9999999999999989,0.9999999999999998,0.9999999999999998,2.6611668046583674e-16
R_full,001,normalized,0.009561337827212121,0.9952078487294944,1.0001179547738088,0.16482101497678858,0.8351789850232114,0.32614613085423766,0.5090328541689737,0.0,0.9999999999999989,1.0,1.0,0.0
R_full,010,raw,0.2815117517734585,0.8476368610593458,1.0060651034448618,0.16562651657293795,0.8272606309817429,0.3268741394388752,0.5003864915428676,0.007112852445319007,0.9928864953436843,0.992887147554681,0.9914752175295597,0.008524782470440034
R_full,010,normalized,0.2825132194610562,0.8470459140677933,1.006592571792518,0.16527128063080074,0.8282814118010094,0.32788024821142814,0.5004011635895813,0.006447307568189675,0.9935526370391357,0.9935526924318103,0.9922761641973191,0.007723835802680752
R_full,011,raw,0.2815117517734588,0.8476368610593458,1.006065103444862,0.16562651657293803,0.8272606309817429,0.3268741394388752,0.5003864915428676,0.007112852445319007,0.9928864953436846,0.992887147554681,0.9914752175295598,0.008524782470440034
R_full,011,normalized,0.2825132194610569,0.8470459140677932,1.0065925717925184,0.1652712806308008,0.8282814118010096,0.32788024821142814,0.5004011635895814,0.006447307568189675,0.9935526370391358,0.9935526924318103,0.9922761641973192,0.007723835802680752
R_full,100,raw,0.2815117517734586,0.8476368610593458,1.0032004206332625,0.16626726192481006,0.14291954762405618,0.001193850585901372,0.1417256970381548,0.6908131904511337,0.21272652693802557,0.30918680954886635,0.17142129737403572,0.8285787026259641
R_full,100,normalized,0.2815062207551304,0.8476401236638513,1.003219824463762,0.166253771419096,0.14279646325045126,0.0012072738827030634,0.1415891893677482,0.6909497653304527,0.212521651286276,0.3090502346695473,0.17127089557394592,0.8287291044260541
R_full,101,raw,0.2815117517734598,0.8476368610593458,1.0032004206332628,0.16626726192481014,0.14291954762405598,0.0011938505859014031,0.14172569703815457,0.6908131904511339,0.21272652693802507,0.3091868095488661,0.1714212973740355,0.8285787026259644
R_full,101,normalized,0.2815062207551312,0.8476401236638513,1.0032198244637622,0.16625377141909592,0.14279646325045153,0.0012072738827030335,0.1415891893677485,0.6909497653304525,0.21252165128627637,0.3090502346695475,0.17127089557394623,0.8287291044260537
R_full,110,raw,0.28151175177346055,0.8476368610593458,1.003200420633263,0.1662672619248101,0.14291954762405587,0.0011938505859014049,0.14172569703815446,0.6908131904511341,0.212726526938025,0.3091868095488659,0.1714212973740354,0.8285787026259648
R_full,110,normalized,0.2815062207551316,0.8476401236638513,1.003219824463762,0.1662537714190959,0.1427964632504515,0.0012072738827030322,0.14158918936774847,0.6909497653304525,0.21252165128627634,0.3090502346695475,0.1712708955739462,0.8287291044260537
R_full,111,raw,0.2815117517734603,0.8476368610593458,1.003200420633263,0.16626726192481003,0.14291954762405593,0.001193850585901401,0.14172569703815452,0.690813190451134,0.21272652693802502,0.309186809548866,0.17142129737403541,0.8285787026259644
R_full,111,normalized,0.28150622075513065,0.8476401236638512,1.003219824463762,0.16625377141909595,0.14279646325045156,0.0012072738827030322,0.14158918936774853,0.6909497653304524,0.21252165128627643,0.30905023466954756,0.17127089557394626,0.8287291044260535
