observable_id,observable_code,value
0,0,2
1,1,2
2,2,59
3,3,642
4,4,59
5,5,59
6,6,0
7,7,0
8,8,0
9,9,59
10,10,0
11,11,0
12,12,0
13,13,0
14,14,0
