observable_id,observable_code,value,scale_code
0,0,6,0
1,1,6,0
2,2,3,0
3,3,10540354657,0
4,4,1742768258,0
5,5,165342468540,0
6,6,649519000000,0
7,7,674981000000,0
8,8,254561403962,0
9,9,244958700378,0
10,10,484176531460,0
11,11,509638531460,0
12,12,0,0
13,13,0,0
14,14,1,0
15,15,0,0
