metric_id,cut_edge_count,unique_midpoint_count,convex_hull_vertex_count,diameter_left_cut_edge_id,diameter_right_cut_edge_id,diameter_sq_x1e12,polygon_area_x1e12,diameter_normalized_area_x1e12,regular_area_x1e12,graham_area_x1e12,area_over_regular_ratio_x1e12,area_over_graham_ratio_x1e12,regular_area_abs_error_x1e12,graham_area_abs_error_x1e12,convex_hexagon_flag,graham_area_match_flag,area_certificate_available_flag,truncated_icosahedral_skeleton_certified_flag
0,6,6,3,2504,2541,10540354657,1742768258,165342468540,649519000000,674981000000,254561403962,244958700378,484176531460,509638531460,0,0,1,0
