observable_id,observable_code,value
0,0,2
1,1,2
2,2,229
3,3,49
4,4,29
5,5,229
6,6,229
7,7,229
8,8,229
9,9,229
10,10,229
11,11,229
12,12,229
13,13,229
14,14,0
15,15,1
16,16,1
17,17,1
18,18,0
19,19,0
20,20,5
