compare_id,epsilon_count,horizon,long_cls_tail_row_count,long_cls_tail_gap_count,long_stop_tail_row_count,long_stop_tail_gap_count,long_stop_stop_row_count,long_stop_stop_gap_count,tail_grammar_match_flag,input_cls_certified_flag
0,3,16,48,48,48,48,48,48,1,1
