observable_id,observable_code,value
0,0,16
1,1,3
2,2,48
3,3,48
4,4,48
5,5,48
6,6,1
7,7,48
8,8,228485013
9,9,455837620
10,10,16587
11,11,93091961
12,12,543186879
13,13,13
14,14,15
15,15,4
16,16,4
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
