transfer_edge_id,source_state_id,target_state_id,edge_weight,native_transition_flag,derived_transition_flag,derived_only_transition_flag,spectral_cut_edge_flag,boundary_path_edge_flag,undirected_stationary_flux_x1e12,source_to_target_probability_x1e12,target_to_source_probability_x1e12,source_stationary_mass_x1e12,target_stationary_mass_x1e12
0,0,1,1,0,1,1,0,0,171320884,166666666667,142857142858,513962652,599623094
1,0,5,1,0,1,1,0,0,171320884,166666666667,142857142858,513962652,599623094
2,0,19,1,0,1,1,0,0,171320884,166666666667,27777777778,513962652,3083775913
3,0,30,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
4,0,33,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
5,0,61,1,0,1,1,0,0,171320884,166666666666,250000000000,513962652,342641768
6,1,3,1,0,1,1,0,0,171320884,142857142857,166666666667,599623094,513962652
7,1,19,1,0,1,1,0,0,171320884,142857142857,27777777778,599623094,3083775913
8,1,28,1,0,1,1,0,0,171320884,142857142857,250000000000,599623094,342641768
9,1,31,1,0,1,1,0,0,171320884,142857142857,100000000000,599623094,856604420
10,1,32,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
11,1,35,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
12,2,3,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
13,2,4,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
14,2,7,1,0,1,1,0,0,171320884,200000000000,90909090910,428302210,942264862
15,2,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
16,2,34,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
17,3,5,1,0,1,1,0,0,171320884,166666666667,142857142857,513962652,599623094
18,3,19,1,0,1,1,0,0,171320884,166666666667,27777777778,513962652,3083775913
19,3,27,1,0,1,1,0,0,171320884,166666666666,111111111112,513962652,770943978
20,3,35,1,0,1,1,0,0,171320884,166666666666,125000000000,513962652,685283536
21,4,5,1,0,1,1,0,0,171320884,166666666667,142857142857,513962652,599623094
22,4,7,1,0,1,1,0,0,171320884,166666666667,90909090909,513962652,942264862
23,4,9,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
24,4,19,1,0,1,1,0,0,171320884,166666666666,27777777778,513962652,3083775913
25,4,36,1,0,1,1,0,0,171320884,166666666666,125000000000,513962652,685283536
26,5,19,1,0,1,1,0,0,171320884,142857142857,27777777778,599623094,3083775913
27,5,27,1,0,1,1,0,0,171320884,142857142857,111111111111,599623094,770943978
28,5,30,1,0,1,1,0,0,171320884,142857142857,200000000000,599623094,428302210
29,5,37,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
30,6,7,1,0,1,1,0,0,171320884,200000000000,90909090909,428302210,942264862
31,6,8,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
32,6,11,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
33,6,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
34,6,38,1,0,1,1,0,0,171320884,200000000000,142857142858,428302210,599623094
35,7,8,1,0,1,1,0,0,171320884,90909090909,166666666667,942264862,513962652
36,7,12,1,0,1,1,0,0,171320884,90909090909,200000000000,942264862,428302210
37,7,19,1,0,1,1,0,0,171320884,90909090909,27777777778,942264862,3083775913
38,7,29,1,0,1,1,0,0,171320884,90909090909,166666666667,942264862,513962652
39,7,31,1,0,1,1,0,0,171320884,90909090909,100000000000,942264862,856604420
40,7,36,1,0,1,1,0,0,171320884,90909090909,125000000000,942264862,685283536
41,7,39,1,0,1,1,0,0,171320884,90909090909,90909090910,942264862,942264862
42,7,64,1,0,1,1,0,0,171320884,90909090909,125000000000,942264862,685283536
43,8,9,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
44,8,19,1,0,1,1,0,0,171320884,166666666667,27777777778,513962652,3083775913
45,8,24,1,0,1,1,0,0,171320884,166666666666,142857142858,513962652,599623094
46,8,40,1,0,1,1,0,0,171320884,166666666666,125000000000,513962652,685283536
47,9,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
48,9,27,1,0,1,1,0,0,171320884,200000000000,111111111111,428302210,770943978
49,9,41,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
50,10,11,1,0,1,1,0,0,171320884,166666666667,166666666667,513962652,513962652
51,10,12,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
52,10,13,1,0,1,1,0,0,171320884,166666666667,125000000000,513962652,685283536
53,10,19,1,0,1,1,0,0,171320884,166666666667,27777777778,513962652,3083775913
54,10,26,1,0,1,1,0,0,171320884,166666666666,166666666667,513962652,513962652
55,10,42,1,0,1,1,0,0,171320884,166666666666,142857142858,513962652,599623094
56,11,19,1,0,1,1,0,0,171320884,166666666667,27777777778,513962652,3083775913
57,11,24,1,0,1,1,0,0,171320884,166666666667,142857142857,513962652,599623094
58,11,27,1,0,1,1,0,0,171320884,166666666666,111111111111,513962652,770943978
59,11,43,1,0,1,1,0,0,171320884,166666666666,142857142858,513962652,599623094
60,12,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
61,12,26,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
62,12,44,1,0,1,1,0,0,171320884,200000000000,142857142858,428302210,599623094
63,13,14,1,0,1,1,0,0,171320884,125000000000,166666666667,685283536,513962652
64,13,16,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
65,13,18,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
66,13,19,1,0,1,1,0,0,171320884,125000000000,27777777778,685283536,3083775913
67,13,24,1,0,1,1,0,0,171320884,125000000000,142857142857,685283536,599623094
68,13,25,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
69,13,45,1,0,1,1,0,0,171320884,125000000000,111111111112,685283536,770943978
70,14,15,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
71,14,19,1,0,1,1,0,0,171320884,166666666667,27777777778,513962652,3083775913
72,14,22,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
73,14,23,1,0,1,1,0,0,171320884,166666666666,166666666667,513962652,513962652
74,14,46,1,0,1,1,0,0,171320884,166666666666,142857142858,513962652,599623094
75,15,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
76,15,22,1,0,1,1,0,0,171320884,200000000000,200000000000,428302210,428302210
77,15,23,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
78,15,47,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
79,16,18,1,0,1,1,0,0,171320884,200000000000,200000000000,428302210,428302210
80,16,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
81,16,48,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
82,16,91,1,0,1,1,0,0,171320884,200000000000,333333333334,428302210,256981326
83,17,19,1,0,1,1,0,0,171320884,333333333334,27777777778,256981326,3083775913
84,17,49,1,0,1,1,0,0,171320884,333333333333,250000000000,256981326,342641768
85,17,92,1,0,1,1,0,0,171320884,333333333333,333333333334,256981326,256981326
86,18,19,1,0,1,1,0,0,171320884,200000000000,27777777778,428302210,3083775913
87,18,21,1,0,1,1,0,0,171320884,200000000000,200000000000,428302210,428302210
88,18,50,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
89,19,20,1,0,1,1,0,0,171320884,27777777778,333333333334,3083775913,256981326
90,19,21,1,0,1,1,0,0,171320884,27777777778,200000000000,3083775913,428302210
91,19,22,1,0,1,1,0,0,171320884,27777777778,200000000000,3083775913,428302210
92,19,23,1,0,1,1,0,0,171320884,27777777778,166666666667,3083775913,513962652
93,19,24,1,0,1,1,0,0,171320884,27777777778,142857142857,3083775913,599623094
94,19,25,1,0,1,1,0,0,171320884,27777777778,200000000000,3083775913,428302210
95,19,26,1,0,1,1,0,0,171320884,27777777778,166666666667,3083775913,513962652
96,19,27,1,0,1,1,0,0,171320884,27777777778,111111111111,3083775913,770943978
97,19,28,1,0,1,1,0,0,171320884,27777777778,250000000000,3083775913,342641768
98,19,30,1,0,1,1,0,0,171320884,27777777777,200000000000,3083775913,428302210
99,19,31,1,0,1,1,0,0,171320884,27777777777,100000000000,3083775913,856604420
100,19,32,1,0,1,1,0,0,171320884,27777777777,125000000000,3083775913,685283536
101,19,33,1,0,1,1,0,0,171320884,27777777777,200000000000,3083775913,428302210
102,19,37,1,0,1,1,0,0,171320884,27777777777,125000000000,3083775913,685283536
103,19,51,1,0,1,1,0,0,171320884,27777777777,33333333334,3083775913,2569813261
104,19,61,1,0,1,1,0,0,171320884,27777777777,250000000000,3083775913,342641768
105,19,65,1,0,1,1,0,0,171320884,27777777777,142857142858,3083775913,599623094
106,20,21,1,0,1,1,0,0,171320884,333333333333,200000000000,256981326,428302210
107,20,52,1,0,1,1,0,0,171320884,333333333333,250000000000,256981326,342641768
108,21,23,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
109,21,53,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
110,22,23,1,0,1,1,0,0,171320884,200000000000,166666666666,428302210,513962652
111,22,54,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
112,23,55,1,0,1,1,0,0,171320884,166666666666,142857142858,513962652,599623094
113,24,25,1,0,1,1,0,0,171320884,142857142857,200000000000,599623094,428302210
114,24,27,1,0,1,1,0,0,171320884,142857142857,111111111111,599623094,770943978
115,24,56,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
116,25,26,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
117,25,57,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
118,26,27,1,0,1,1,0,0,171320884,166666666666,111111111111,513962652,770943978
119,26,58,1,0,1,1,0,0,171320884,166666666666,142857142858,513962652,599623094
120,27,32,1,0,1,1,0,0,171320884,111111111111,125000000000,770943978,685283536
121,27,59,1,0,1,1,0,0,171320884,111111111111,100000000000,770943978,856604420
122,28,31,1,0,1,1,0,0,171320884,250000000000,100000000000,342641768,856604420
123,28,32,1,0,1,1,0,0,171320884,250000000000,125000000000,342641768,685283536
124,29,31,1,0,1,1,0,0,171320884,166666666667,100000000000,513962652,856604420
125,29,34,1,0,1,1,0,0,171320884,166666666667,166666666667,513962652,513962652
126,29,39,1,0,1,1,0,0,171320884,166666666667,90909090909,513962652,942264862
127,29,62,1,0,1,1,0,0,171320884,166666666666,166666666667,513962652,513962652
128,29,75,1,0,1,1,0,0,171320884,166666666666,40000000000,513962652,2141511051
129,30,32,1,0,1,1,0,0,171320884,200000000000,125000000000,428302210,685283536
130,30,65,1,0,1,1,0,0,171320884,200000000000,142857142857,428302210,599623094
131,31,32,1,0,1,1,0,0,171320884,100000000000,125000000000,856604420,685283536
132,31,35,1,0,1,1,0,0,171320884,100000000000,125000000000,856604420,685283536
133,31,51,1,0,1,1,0,0,171320884,100000000000,33333333334,856604420,2569813261
134,31,75,1,0,1,1,0,0,171320884,100000000000,40000000000,856604420,2141511051
135,31,83,1,0,1,1,0,0,171320884,100000000000,100000000000,856604420,856604420
136,32,59,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
137,32,83,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
138,33,35,1,0,1,1,0,0,171320884,200000000000,125000000000,428302210,685283536
139,33,37,1,0,1,1,0,0,171320884,200000000000,125000000000,428302210,685283536
140,33,61,1,0,1,1,0,0,171320884,200000000000,250000000000,428302210,342641768
141,34,35,1,0,1,1,0,0,171320884,166666666667,125000000000,513962652,685283536
142,34,36,1,0,1,1,0,0,171320884,166666666667,125000000000,513962652,685283536
143,34,39,1,0,1,1,0,0,171320884,166666666666,90909090909,513962652,942264862
144,34,51,1,0,1,1,0,0,171320884,166666666666,33333333334,513962652,2569813261
145,35,37,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
146,35,51,1,0,1,1,0,0,171320884,125000000000,33333333334,685283536,2569813261
147,35,59,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
148,36,37,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
149,36,39,1,0,1,1,0,0,171320884,125000000000,90909090909,685283536,942264862
150,36,41,1,0,1,1,0,0,171320884,125000000000,166666666667,685283536,513962652
151,36,51,1,0,1,1,0,0,171320884,125000000000,33333333334,685283536,2569813261
152,36,64,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
153,37,51,1,0,1,1,0,0,171320884,125000000000,33333333334,685283536,2569813261
154,37,59,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
155,37,65,1,0,1,1,0,0,171320884,125000000000,142857142857,685283536,599623094
156,38,39,1,0,1,1,0,0,171320884,142857142857,90909090909,599623094,942264862
157,38,40,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
158,38,43,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
159,38,51,1,0,1,1,0,0,171320884,142857142857,33333333334,599623094,2569813261
160,38,60,1,0,1,1,0,0,171320884,142857142857,200000000000,599623094,428302210
161,38,67,1,0,1,1,0,0,171320884,142857142857,142857142858,599623094,599623094
162,39,40,1,0,1,1,0,0,171320884,90909090909,125000000000,942264862,685283536
163,39,44,1,0,1,1,0,0,171320884,90909090909,142857142857,942264862,599623094
164,39,51,1,0,1,1,0,0,171320884,90909090909,33333333334,942264862,2569813261
165,39,62,1,0,1,1,0,0,171320884,90909090909,166666666667,942264862,513962652
166,39,64,1,0,1,1,0,0,171320884,90909090909,125000000000,942264862,685283536
167,39,75,1,0,1,1,0,0,171320884,90909090909,40000000000,942264862,2141511051
168,40,41,1,0,1,1,0,0,171320884,125000000000,166666666667,685283536,513962652
169,40,51,1,0,1,1,0,0,171320884,125000000000,33333333334,685283536,2569813261
170,40,56,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
171,40,63,1,0,1,1,0,0,171320884,125000000000,166666666667,685283536,513962652
172,40,80,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
173,41,51,1,0,1,1,0,0,171320884,166666666667,33333333334,513962652,2569813261
174,41,59,1,0,1,1,0,0,171320884,166666666666,100000000000,513962652,856604420
175,41,64,1,0,1,1,0,0,171320884,166666666666,125000000000,513962652,685283536
176,42,43,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
177,42,44,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
178,42,45,1,0,1,1,0,0,171320884,142857142857,111111111111,599623094,770943978
179,42,51,1,0,1,1,0,0,171320884,142857142857,33333333333,599623094,2569813261
180,42,58,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
181,42,66,1,0,1,1,0,0,171320884,142857142857,166666666667,599623094,513962652
182,43,51,1,0,1,1,0,0,171320884,142857142857,33333333333,599623094,2569813261
183,43,56,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
184,43,59,1,0,1,1,0,0,171320884,142857142857,100000000000,599623094,856604420
185,43,67,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
186,44,51,1,0,1,1,0,0,171320884,142857142857,33333333333,599623094,2569813261
187,44,58,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
188,44,68,1,0,1,1,0,0,171320884,142857142857,200000000000,599623094,428302210
189,44,82,1,0,1,1,0,0,171320884,142857142857,142857142858,599623094,599623094
190,45,46,1,0,1,1,0,0,171320884,111111111111,142857142857,770943978,599623094
191,45,48,1,0,1,1,0,0,171320884,111111111111,166666666667,770943978,513962652
192,45,50,1,0,1,1,0,0,171320884,111111111111,166666666667,770943978,513962652
193,45,51,1,0,1,1,0,0,171320884,111111111111,33333333333,770943978,2569813261
194,45,56,1,0,1,1,0,0,171320884,111111111111,125000000000,770943978,685283536
195,45,57,1,0,1,1,0,0,171320884,111111111111,166666666667,770943978,513962652
196,45,69,1,0,1,1,0,0,171320884,111111111111,125000000000,770943978,685283536
197,46,47,1,0,1,1,0,0,171320884,142857142857,166666666667,599623094,513962652
198,46,51,1,0,1,1,0,0,171320884,142857142857,33333333333,599623094,2569813261
199,46,54,1,0,1,1,0,0,171320884,142857142857,166666666667,599623094,513962652
200,46,55,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
201,46,70,1,0,1,1,0,0,171320884,142857142857,166666666667,599623094,513962652
202,47,51,1,0,1,1,0,0,171320884,166666666667,33333333333,513962652,2569813261
203,47,54,1,0,1,1,0,0,171320884,166666666667,166666666667,513962652,513962652
204,47,55,1,0,1,1,0,0,171320884,166666666666,142857142857,513962652,599623094
205,47,71,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
206,48,50,1,0,1,1,0,0,171320884,166666666667,166666666667,513962652,513962652
207,48,51,1,0,1,1,0,0,171320884,166666666667,33333333333,513962652,2569813261
208,48,72,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
209,48,93,1,0,1,1,0,0,171320884,166666666666,250000000000,513962652,342641768
210,49,51,1,0,1,1,0,0,171320884,250000000000,33333333333,342641768,2569813261
211,49,73,1,0,1,1,0,0,171320884,250000000000,333333333334,342641768,256981326
212,49,94,1,0,1,1,0,0,171320884,250000000000,250000000000,342641768,342641768
213,50,51,1,0,1,1,0,0,171320884,166666666667,33333333333,513962652,2569813261
214,50,53,1,0,1,1,0,0,171320884,166666666666,166666666667,513962652,513962652
215,50,74,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
216,51,52,1,0,1,1,0,0,171320884,33333333333,250000000000,2569813261,342641768
217,51,53,1,0,1,1,0,0,171320884,33333333333,166666666667,2569813261,513962652
218,51,54,1,0,1,1,0,0,171320884,33333333333,166666666667,2569813261,513962652
219,51,55,1,0,1,1,0,0,171320884,33333333333,142857142857,2569813261,599623094
220,51,56,1,0,1,1,0,0,171320884,33333333333,125000000000,2569813261,685283536
221,51,57,1,0,1,1,0,0,171320884,33333333333,166666666667,2569813261,513962652
222,51,58,1,0,1,1,0,0,171320884,33333333333,142857142857,2569813261,599623094
223,51,59,1,0,1,1,0,0,171320884,33333333333,100000000000,2569813261,856604420
224,51,65,1,0,1,1,0,0,171320884,33333333333,142857142857,2569813261,599623094
225,51,75,1,0,1,1,0,0,171320884,33333333333,40000000000,2569813261,2141511051
226,51,83,1,0,1,1,0,0,171320884,33333333333,100000000000,2569813261,856604420
227,52,53,1,0,1,1,0,0,171320884,250000000000,166666666667,342641768,513962652
228,52,76,1,0,1,1,0,0,171320884,250000000000,333333333334,342641768,256981326
229,53,55,1,0,1,1,0,0,171320884,166666666666,142857142857,513962652,599623094
230,53,77,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
231,54,55,1,0,1,1,0,0,171320884,166666666666,142857142857,513962652,599623094
232,54,78,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
233,55,79,1,0,1,1,0,0,171320884,142857142857,166666666667,599623094,513962652
234,56,57,1,0,1,1,0,0,171320884,125000000000,166666666667,685283536,513962652
235,56,59,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
236,56,80,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
237,57,58,1,0,1,1,0,0,171320884,166666666666,142857142857,513962652,599623094
238,57,81,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
239,58,59,1,0,1,1,0,0,171320884,142857142857,100000000000,599623094,856604420
240,58,82,1,0,1,1,0,0,171320884,142857142857,142857142857,599623094,599623094
241,59,83,1,0,1,1,0,0,171320884,100000000000,100000000000,856604420,856604420
242,60,62,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
243,60,63,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
244,60,67,1,0,1,1,0,0,171320884,200000000000,142857142857,428302210,599623094
245,60,75,1,0,1,1,0,0,171320884,200000000000,40000000000,428302210,2141511051
246,61,65,1,0,1,1,0,0,171320884,250000000000,142857142857,342641768,599623094
247,62,63,1,0,1,1,0,0,171320884,166666666667,166666666667,513962652,513962652
248,62,68,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
249,62,75,1,0,1,1,0,0,171320884,166666666666,40000000000,513962652,2141511051
250,63,64,1,0,1,1,0,0,171320884,166666666667,125000000000,513962652,685283536
251,63,75,1,0,1,1,0,0,171320884,166666666666,40000000000,513962652,2141511051
252,63,80,1,0,1,1,0,0,171320884,166666666666,125000000000,513962652,685283536
253,64,65,1,0,1,1,0,0,171320884,125000000000,142857142857,685283536,599623094
254,64,75,1,0,1,1,0,0,171320884,125000000000,40000000000,685283536,2141511051
255,64,83,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
256,65,83,1,0,1,1,0,0,171320884,142857142857,100000000000,599623094,856604420
257,66,67,1,0,1,1,0,0,171320884,166666666667,142857142857,513962652,599623094
258,66,68,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
259,66,69,1,0,1,1,0,0,171320884,166666666667,125000000000,513962652,685283536
260,66,75,1,0,1,1,0,0,171320884,166666666666,40000000000,513962652,2141511051
261,66,82,1,0,1,1,0,0,171320884,166666666666,142857142857,513962652,599623094
262,67,75,1,0,1,1,0,0,171320884,142857142857,40000000000,599623094,2141511051
263,67,80,1,0,1,1,0,0,171320884,142857142857,125000000000,599623094,685283536
264,67,83,1,0,1,1,0,0,171320884,142857142857,100000000000,599623094,856604420
265,68,75,1,0,1,1,0,0,171320884,200000000000,40000000000,428302210,2141511051
266,68,82,1,0,1,1,0,0,171320884,200000000000,142857142857,428302210,599623094
267,69,70,1,0,1,1,0,0,171320884,125000000000,166666666667,685283536,513962652
268,69,72,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
269,69,74,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
270,69,75,1,0,1,1,0,0,171320884,125000000000,40000000000,685283536,2141511051
271,69,80,1,0,1,1,0,0,171320884,125000000000,125000000000,685283536,685283536
272,69,81,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
273,70,71,1,0,1,1,0,0,171320884,166666666667,200000000000,513962652,428302210
274,70,75,1,0,1,1,0,0,171320884,166666666667,40000000000,513962652,2141511051
275,70,78,1,0,1,1,0,0,171320884,166666666666,200000000000,513962652,428302210
276,70,79,1,0,1,1,0,0,171320884,166666666666,166666666667,513962652,513962652
277,71,75,1,0,1,1,0,0,171320884,200000000000,40000000000,428302210,2141511051
278,71,78,1,0,1,1,0,0,171320884,200000000000,200000000000,428302210,428302210
279,71,79,1,0,1,1,0,0,171320884,200000000000,166666666667,428302210,513962652
280,72,74,1,0,1,1,0,0,171320884,200000000000,200000000000,428302210,428302210
281,72,75,1,0,1,1,0,0,171320884,200000000000,40000000000,428302210,2141511051
282,72,95,1,0,1,1,0,0,171320884,200000000000,333333333334,428302210,256981326
283,73,75,1,0,1,1,0,0,171320884,333333333333,40000000000,256981326,2141511051
284,73,96,1,0,1,1,0,0,171320884,333333333333,333333333334,256981326,256981326
285,74,75,1,0,1,1,0,0,171320884,200000000000,40000000000,428302210,2141511051
286,74,77,1,0,1,1,0,0,171320884,200000000000,200000000000,428302210,428302210
287,75,76,1,0,1,1,0,0,171320884,40000000000,333333333333,2141511051,256981326
288,75,77,1,0,1,1,0,0,171320884,40000000000,200000000000,2141511051,428302210
289,75,78,1,0,1,1,0,0,171320884,40000000000,200000000000,2141511051,428302210
290,75,79,1,0,1,1,0,0,171320884,40000000000,166666666667,2141511051,513962652
291,75,80,1,0,1,1,0,0,171320884,40000000000,125000000000,2141511051,685283536
292,75,81,1,0,1,1,0,0,171320884,40000000000,200000000000,2141511051,428302210
293,75,82,1,0,1,1,0,0,171320884,40000000000,142857142857,2141511051,599623094
294,75,83,1,0,1,1,0,0,171320884,40000000000,100000000000,2141511051,856604420
295,76,77,1,0,1,1,0,0,171320884,333333333333,200000000000,256981326,428302210
296,77,79,1,0,1,1,0,0,171320884,200000000000,166666666666,428302210,513962652
297,78,79,1,0,1,1,0,0,171320884,200000000000,166666666666,428302210,513962652
298,80,81,1,0,1,1,0,0,171320884,125000000000,200000000000,685283536,428302210
299,80,83,1,0,1,1,0,0,171320884,125000000000,100000000000,685283536,856604420
300,81,82,1,0,1,1,0,0,171320884,200000000000,142857142857,428302210,599623094
301,82,83,1,0,1,1,0,0,171320884,142857142857,100000000000,599623094,856604420
302,86,90,1,0,1,1,0,0,171320884,500000000000,250000000000,171320884,342641768
303,86,839,1,0,1,0,0,0,171320884,500000000000,250000000000,171320884,342641768
304,87,88,1,0,1,1,0,0,171320884,333333333334,250000000000,256981326,342641768
305,87,538,1,0,1,0,0,0,171320884,333333333333,22727272727,256981326,3769059449
306,87,840,1,0,1,0,0,0,171320884,333333333333,142857142857,256981326,599623094
307,88,89,1,0,1,1,0,0,171320884,250000000000,250000000000,342641768,342641768
308,88,550,1,0,1,0,0,0,171320884,250000000000,16949152543,342641768,5053966079
309,88,841,1,0,1,0,0,0,171320884,250000000000,100000000000,342641768,856604420
310,89,90,1,0,1,1,0,0,171320884,250000000000,250000000000,342641768,342641768
311,89,566,1,0,1,0,0,0,171320884,250000000000,12987012987,342641768,6595854035
312,89,842,1,0,1,0,0,0,171320884,250000000000,100000000000,342641768,856604420
313,90,607,1,0,1,0,0,0,171320884,250000000000,14084507042,342641768,6081891383
314,90,843,1,0,1,0,0,0,171320884,250000000000,100000000000,342641768,856604420
315,91,93,1,0,1,1,0,0,171320884,333333333333,250000000000,256981326,342641768
316,91,716,1,0,1,1,0,0,171320884,333333333333,200000000000,256981326,428302210
317,92,94,1,0,1,1,0,0,171320884,333333333333,250000000000,256981326,342641768
318,92,717,1,0,1,1,0,0,171320884,333333333333,333333333334,256981326,256981326
319,93,95,1,0,1,1,0,0,171320884,250000000000,333333333333,342641768,256981326
320,93,748,1,0,1,1,0,0,171320884,250000000000,166666666667,342641768,513962652
321,94,96,1,0,1,1,0,0,171320884,250000000000,333333333333,342641768,256981326
322,94,749,1,0,1,1,0,0,171320884,250000000000,250000000000,342641768,342641768
323,95,772,1,0,1,1,0,0,171320884,333333333333,200000000000,256981326,428302210
324,96,773,1,0,1,1,0,0,171320884,333333333333,333333333334,256981326,256981326
325,97,98,1,0,1,1,0,0,171320884,333333333334,250000000000,256981326,342641768
326,97,128,1,0,1,0,0,0,171320884,333333333333,142857142857,256981326,599623094
327,97,242,1,0,1,0,0,0,171320884,333333333333,22222222222,256981326,3854719891
328,98,99,1,0,1,1,0,0,171320884,250000000000,250000000000,342641768,342641768
329,98,129,1,0,1,0,0,0,171320884,250000000000,100000000000,342641768,856604420
330,98,254,1,0,1,0,0,0,171320884,250000000000,16666666667,342641768,5139626521
331,99,100,1,0,1,1,0,0,171320884,250000000000,333333333334,342641768,256981326
332,99,131,1,0,1,0,0,0,171320884,250000000000,62500000000,342641768,1370567072
333,99,270,1,0,1,0,0,0,171320884,250000000000,12820512820,342641768,6681514477
334,100,132,1,0,1,0,0,0,171320884,333333333333,100000000000,256981326,856604420
335,100,311,1,0,1,0,0,0,171320884,333333333333,13333333334,256981326,6424533151
336,101,102,1,0,1,1,0,0,171320884,1000000000000,250000000000,85660442,342641768
337,102,103,1,0,1,1,0,0,171320884,250000000000,333333333334,342641768,256981326
338,102,395,1,0,1,0,0,0,171320884,250000000000,17857142857,342641768,4796984753
339,102,690,1,0,1,1,0,0,171320884,250000000000,333333333334,342641768,256981326
340,103,104,1,0,1,1,0,0,171320884,333333333333,333333333334,256981326,256981326
341,103,408,1,0,1,0,0,0,171320884,333333333333,16949152543,256981326,5053966079
342,104,105,1,0,1,1,0,0,171320884,333333333333,500000000000,256981326,171320884
