observable_id,observable_code,value
0,0,2
1,1,2
2,2,63
3,3,1
4,4,0
5,5,1
6,6,122
7,7,144
8,8,10
9,9,10
10,10,21
11,11,21
12,12,1
13,13,0
14,14,0
