observable_id,observable_code,value
0,0,1
1,1,1
2,2,6400
3,3,3200
4,4,0
5,5,3200
6,6,70
7,7,55
8,8,15
9,9,0
10,10,1
11,11,8
12,12,15
13,13,1331525
14,14,8
15,15,1
16,16,1
17,17,0
18,18,1
19,19,1
20,20,0
21,21,0
22,22,0
