candidate_id,plane_code,candidate_a,candidate_b,candidate_c,inertia_positive,inertia_negative,formal_candidate_flag,normal_form_time_flag,guarded_transition_flag,semantic_transition_operation_flag,stress_coupling_map_flag,physical_selector_axiom_flag,selected_physical_flag
0,0,20,54,153,3,0,1,1,1,0,0,0,0
1,1,21,55,171,0,3,1,1,1,0,0,0,0
