observable_id,observable_code,value
0,0,6
1,1,6
2,2,2
3,3,0
4,4,2
5,5,2
6,6,20
7,7,54
8,8,153
9,9,21
10,10,55
11,11,171
12,12,1
13,13,0
14,14,1
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,8
22,22,3
23,23,5
24,24,3
25,25,4
26,26,0
27,27,0
28,28,0
29,29,1
