,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,-51.65142736346821,50.18012934949476,36.61414555319848,11.66710851616142,90.52601476616144,4.114932590235526,83.20878096986517,38.37804601616142,63.93012934949478,30.38846268282808,-252.86801301161637,-110.25994588198672,80.18012934949478,80.18012934949478,-65.16641868291265,-164.37991694680156
BLUFF_REVEAL,10.211385518187882,70.25301129393925,24.79879833097627,9.868352703704543,70.93634462727255,71.01967796060592,71.18634462727255,52.09259462727255,68.39884462727254,69.6696779606059,52.14899509023553,-79.5613502453408,71.25301129393925,71.25301129393925,22.216834510639565,64.63634462727259
CURVATURE_ZERO,-76.42094132861668,240.81257147912441,121.81104370134663,2.5133150498340058,149.39978212727257,242.5693480994948,242.19565018282808,240.32220978930962,241.10453907171694,239.14056337727263,138.5402335161614,-102.06085549180392,242.99915712727255,242.72294184949467,-129.15881032512456,159.1499152291244
DIVERGENCE_MIN,-21.219320881986704,76.11391407171698,108.88891407171695,17.370164071717028,104.40558073838363,106.25558073838364,104.82224740505026,64.46808073838366,90.65558073838366,56.48891407171703,-234.2708544468016,-71.10970861346821,105.86391407171698,105.86391407171698,-44.30900259494968,-154.92362643754225
EMERGENCE_SEEKER,-480.90521787272746,-409.916710928283,-278.1054030579126,-384.3152352338386,-297.28882898383875,-297.28882898383875,-297.28882898383875,-88.4766385903201,-303.53882898383875,-470.33528731717195,-433.4699400949497,-394.6282387060609,-297.28882898383875,-297.28882898383875,-270.36335444680157,-280.49651995606104
FACE12_ANCHOR,-69.15202342828302,40.27745573838368,48.69967217356884,-4.159812780134843,64.06125203468001,73.45245573838366,77.65217796060587,34.26703907171702,61.48578907171702,19.819122405050337,-263.47845861346826,-113.95792620606082,75.86078907171702,75.86078907171702,-111.2046304884682,-209.34852805791257
FACE15_ANCHOR,-39.24349333569043,56.87804601616142,56.131124719865156,14.307328423568832,88.11184231245772,91.89100897912442,91.83729948838362,46.80512934949476,84.79471268282806,38.96137934949476,-259.5343150949497,-95.18059981717192,91.87804601616148,91.87804601616148,-66.19011081254229,-147.08918778013484
FACE17_ANCHOR,-87.91277574309782,11.310129349494789,-6.95727227087562,-29.39326185420893,44.68512934949479,35.29346268282811,49.64670921060588,16.01846268282813,48.43512934949479,-9.4815373171719,-287.221861391246,-131.72992273383855,47.39346268282813,47.39346268282813,-106.49529310420894,-190.75822134494967
H2047_PURIST,-38.9415518228943,138.80641407171697,142.41906453467993,78.18022673496172,176.1230807383836,151.28974740505032,168.38974740505026,108.50891407171704,160.55641407171697,81.47308073838362,-221.57443662272746,-52.22016584023384,230.22308073838354,150.63974740505026,-90.6351793390836,-92.78891578939414
H954_CORRIDOR,-121.821867178283,-11.615808150505243,-17.452688937542263,-56.237359076431176,34.13808073838368,30.22603212727253,32.23690018282812,-16.964028636616348,23.571691849494755,-68.74080815050525,-279.00423986346823,-146.56374217828304,29.509191849494755,29.509191849494755,-180.9356432199497,-209.30079657643117
MONODROME_PURIST,71.50873847228053,99.25627518282812,79.40656453467994,154.6267303958485,130.2729418494948,0.5034626828280864,130.0229418494948,89.92294184949475,121.54794184949478,82.17294184949475,-200.5877236597645,168.6805189422023,137.58960851616143,137.58960851616143,0.5008513856301704,-124.61956972457928
Q4_BALANCER,-100.90866888428718,-1.4611900949496714,12.812311062457752,-22.89081105673364,56.17214323838368,11.96481684949478,56.18047657171702,-46.277856761616356,37.47630990505036,-39.67785676161634,-238.19069819680155,-96.8115884571823,61.95547657171704,59.247143238383714,-153.19209626332733,-148.2978972708756
ROBUST_REVEAL,163.47576490398635,135.76752518282817,135.35085851616145,165.44243157065296,136.81752518282812,136.68419184949474,136.55085851616147,124.72585851616144,134.71752518282804,134.80085851616147,103.8538504143096,192.41900812237225,137.13419184949475,137.13419184949475,140.445177532437,121.56752518282806
SIGMA_MIN,-75.63473278119888,54.4966224050503,63.05464323838368,50.166228835692095,99.0911362939392,113.08828907171707,119.21328907171707,24.11942622449476,97.99662240505037,5.013289071716969,-239.4279956505052,-64.31235045942526,145.03828907171695,119.82995573838363,-123.05533488846434,-118.77461602087558
SPREAD_CONTROL,-67.26134155207534,20.515650182828068,16.64679601616146,-31.55138012384895,72.09720110875402,65.80731684949468,14.10696962727252,10.481746826346637,2.54588745134663,-21.40101648383859,-241.79296092828304,-100.09184696178318,97.68231684949473,97.68231684949473,-91.70597874576788,-145.66678615976448
STOCHASTIC_CONTROL,-75.71778153013486,64.47730238190218,19.53410215042072,-7.511311622727447,66.59344242819849,67.59044474301332,72.00028559949476,-2.6476773634682047,60.982510715235534,9.506023446717023,-257.9929175255052,-138.42914437735706,79.81599451153183,87.31631569208736,-135.0937190301349,-174.83785097457934
