observable_id,observable_code,value
0,0,3
1,1,16
2,2,288
3,3,51
4,4,749239
5,5,16261179264
6,6,88155095040
7,7,64570080
8,8,288
9,9,208
10,10,80
11,11,208
12,12,80
13,13,208
14,14,16
15,15,16
16,16,288
17,17,288
18,18,0
19,19,0
20,20,0
21,21,1
