fiber_row_id,sample_count,sum_value,component_fiber_path_count,active_owner_fiber_lift_digits,active_owner_fiber_lift_mod_1000000007,active_owner_fiber_lift_mod_1000000009,owner_cell_fiber_lift_digits,owner_cell_fiber_lift_mod_1000000007,owner_cell_fiber_lift_mod_1000000009,long_tens_gap_flag,existing_prof_flag,active_owner_lift_positive_flag,owner_cell_lift_positive_flag,compressed_quotient_flag
43,6,8,90,10,374047603,374047601,34,530046474,203344387,0,1,1,1,0
44,6,9,50,8,82784050,82784050,35,238580051,135517157,0,1,1,1,0
45,6,10,21,9,282384501,282384501,35,453355661,694860097,0,1,1,1,0
46,6,11,6,7,8519142,8519142,35,453369745,956992747,0,1,1,1,0
47,6,12,1,8,24137569,24137569,35,60376458,641688827,0,1,1,1,0
48,7,0,1,11,618442683,618442599,32,943778360,399807591,0,1,1,1,0
49,7,1,7,10,40275720,40275702,34,251942064,836325712,0,1,1,1,0
50,7,2,28,12,506530486,506530178,35,674912148,816349643,0,1,1,1,0
51,7,3,77,11,984177648,984177594,36,132203137,111243002,0,1,1,1,0
52,7,4,161,12,630825224,630824746,37,212128273,399140853,0,1,1,1,0
53,7,5,266,11,72325422,72325350,38,387981441,582299839,0,1,1,1,0
54,7,6,357,12,108004739,108004327,38,317076941,344129973,0,1,1,1,0
55,7,7,393,11,784302145,784302097,39,396551328,406523795,0,1,1,1,0
56,7,8,357,12,176850927,176850715,39,296482408,457817584,0,1,1,1,0
57,7,9,266,10,572912811,572912793,40,875593089,53258960,0,1,1,1,0
58,7,10,161,11,760281729,760281665,40,191109897,383948513,0,1,1,1,0
59,7,11,77,10,970845030,970845028,41,586992256,672224050,0,1,1,1,0
60,7,12,28,10,605595401,605595391,41,772541096,101141346,0,1,1,1,0
61,7,13,7,9,168962983,168962983,41,700101664,199763285,0,1,1,1,0
62,7,14,1,9,410338673,410338673,41,504823831,261741203,0,1,1,1,0
63,8,0,1,13,408608399,408605587,37,536600072,965395416,0,1,1,1,0
64,8,1,8,12,947541436,947540756,38,430623275,791720619,0,1,1,1,0
65,8,2,36,13,269307180,269295516,40,604890541,993416897,0,1,1,1,0
66,8,3,112,13,669079879,669077417,41,19719094,648798361,0,1,1,1,0
67,8,4,266,14,412428092,412406968,41,573965653,377062405,0,1,1,1,0
68,8,5,504,13,748584033,748580223,42,651478572,247728845,0,1,1,1,0
69,8,6,784,14,360510519,360488697,43,645929592,168269093,0,1,1,1,0
70,8,7,1016,13,219507509,219504235,44,677149254,588198098,0,1,1,1,0
71,8,8,1107,13,456463243,456449179,44,841423212,255456766,0,1,1,1,0
72,8,9,1016,12,416109931,416108245,45,567181280,500106215,0,1,1,1,0
73,8,10,784,13,668675431,668669641,46,706889778,200117261,0,1,1,1,0
74,8,11,504,12,537685212,537684692,46,110351118,855720985,0,1,1,1,0
75,8,12,266,12,880282425,880280939,46,923094881,849050348,0,1,1,1,0
76,8,13,112,11,685739196,685739108,47,723880741,231059444,0,1,1,1,0
77,8,14,36,12,5260841,5260623,47,319504090,545336131,0,1,1,1,0
78,8,15,8,10,282709363,282709357,47,587078325,402475767,0,1,1,1,0
79,8,16,1,10,975757399,975757387,47,642150022,281824532,0,1,1,1,0
80,9,0,1,14,484077076,483984254,42,98494994,856091314,1,0,1,1,1
81,9,1,9,14,677475570,677450256,43,535176773,468766403,1,0,1,1,1
82,9,2,45,15,781021047,780587619,44,188152983,580032522,1,0,1,1,1
83,9,3,156,14,457147333,457042787,45,758493033,203342885,1,0,1,1,1
84,9,4,414,15,857428849,856530971,46,49516529,450383406,1,0,1,1,1
85,9,5,882,14,490058872,489870092,47,857482366,27981190,1,0,1,1,1
86,9,6,1554,15,656708591,655625509,48,473438267,376979082,1,0,1,1,1
87,9,7,2304,14,330186737,329992063,49,840814462,702508514,1,0,1,1,1
88,9,8,2907,15,411473204,410634802,49,690473214,189615966,1,0,1,1,1
89,9,9,3139,14,919718500,919593106,50,275423600,490932545,1,0,1,1,1
90,9,10,2907,15,242274075,241842171,51,6357967,931723807,1,0,1,1,1
91,9,11,2304,14,486156079,486104417,51,850474985,513851597,1,0,1,1,1
92,9,12,1554,14,954487284,954339216,52,413833678,684435234,1,0,1,1,1
93,9,13,882,13,650324273,650310979,52,97388567,369005855,1,0,1,1,1
94,9,14,414,14,824148069,824115495,52,262308425,496245596,1,0,1,1,1
95,9,15,156,12,992236012,992234060,53,723528470,515961730,1,0,1,1,1
96,9,16,45,13,572137603,572133431,53,138990717,229195382,1,0,1,1,1
97,9,17,9,11,781816535,781816411,53,540177904,731134138,1,0,1,1,1
98,9,18,1,12,587875671,587875435,53,661194537,787040900,1,0,1,1,1
99,10,0,1,16,974543403,971480247,46,976955440,698158158,1,0,1,1,1
100,10,1,10,15,840770732,839842504,48,847426581,555043824,1,0,1,1,1
101,10,2,55,16,680480175,664573695,49,680519288,185298385,1,0,1,1,1
102,10,3,210,16,383967537,379653699,50,484673458,290574192,1,0,1,1,1
103,10,4,615,17,29656855,992553984,51,765358171,142513099,1,0,1,1,1
104,10,5,1452,16,800876118,791971170,52,557195944,766666340,1,0,1,1,1
105,10,6,2850,17,737732556,686538072,53,596067695,820007826,1,0,1,1,1
106,10,7,4740,16,883871603,873154981,54,781096153,141651133,1,0,1,1,1
107,10,8,6765,17,72848341,26573957,54,772978115,744784879,1,0,1,1,1
108,10,9,8350,16,375357981,367072047,55,74958946,73733344,1,0,1,1,1
109,10,10,8953,17,909807338,881176248,56,894701463,459498963,1,0,1,1,1
110,10,11,8350,16,920638965,916370455,56,490587626,825276500,1,0,1,1,1
111,10,12,6765,16,102895474,90615128,57,596545682,594142910,1,0,1,1,1
112,10,13,4740,15,679841426,678376342,57,575648038,45368076,1,0,1,1,1
113,10,14,2850,16,73494070,69888590,58,557008871,877581205,1,0,1,1,1
114,10,15,1452,15,623448798,623125722,58,86147062,223587812,1,0,1,1,1
115,10,16,615,15,883293853,882600401,58,937360960,397337262,1,0,1,1,1
116,10,17,210,14,240095161,240053627,59,378630210,185523765,1,0,1,1,1
117,10,18,55,14,908052726,907973832,59,233598600,613956940,1,0,1,1,1
118,10,19,10,13,878756675,878754305,59,825819224,276605340,1,0,1,1,1
119,10,20,1,13,993886344,993882314,58,575554169,488862403,1,0,1,1,1
120,11,0,1,17,159932075,58847863,51,490636381,662026764,1,0,1,1,1
121,11,1,11,17,719977363,686282627,52,107142936,642225095,1,0,1,1,1
122,11,2,66,18,863854085,285938287,53,656604404,894731854,1,0,1,1,1
123,11,3,275,17,644511151,470468087,55,846709795,400278736,1,0,1,1,1
124,11,4,880,18,930806643,431687590,56,592791053,444112023,1,0,1,1,1
125,11,5,2277,18,986016654,581715180,57,864533848,173649547,1,0,1,1,1
126,11,6,4917,19,650216826,321144914,58,565525282,643938022,1,0,1,1,1
127,11,7,9042,18,520389160,964161957,58,302668192,770447335,1,0,1,1,1
128,11,8,14355,19,829320203,421242669,59,993016022,842951718,1,0,1,1,1
129,11,9,19855,18,485478776,983585951,60,802016356,189110047,1,0,1,1,1
130,11,10,24068,18,637421715,897645239,61,657226495,438974421,1,0,1,1,1
131,11,11,25653,18,671978601,361625729,61,684942288,685663955,1,0,1,1,1
132,11,12,24068,18,782914220,886665733,62,426768566,179217948,1,0,1,1,1
133,11,13,19855,17,188524671,55331807,62,598724665,741780901,1,0,1,1,1
134,11,14,14355,18,854368766,525156952,63,166851505,534300110,1,0,1,1,1
135,11,15,9042,17,204608422,165434942,63,13046397,845644529,1,0,1,1,1
136,11,16,4917,17,21544920,937044715,64,875685234,933126427,1,0,1,1,1
137,11,17,2277,16,405063599,397507195,64,33505534,28908781,1,0,1,1,1
138,11,18,880,16,221830305,207396495,64,829260108,218281338,1,0,1,1,1
139,11,19,275,15,988640507,987777259,64,377972251,19658621,1,0,1,1,1
140,11,20,66,15,113902026,112425370,64,876335669,511001843,1,0,1,1,1
141,11,21,11,14,932749714,932705364,64,813413247,375108701,1,0,1,1,1
142,11,22,1,14,896067736,895999194,64,929154438,931271237,1,0,1,1,1
143,12,0,1,19,277758440,941979470,55,665963801,698274013,1,0,1,1,1
144,12,1,12,18,919184893,706174356,57,522595720,544649331,1,0,1,1,1
145,12,2,78,20,946007226,122659670,58,508957775,548537011,1,0,1,1,1
146,12,3,352,19,372337001,478189574,59,168011983,981117902,1,0,1,1,1
147,12,4,1221,20,46649493,577109265,60,97340864,461330306,1,0,1,1,1
148,12,5,3432,19,426045484,626245766,61,603836020,877787222,1,0,1,1,1
149,12,6,8074,20,266884577,518186210,62,894290526,65364260,1,0,1,1,1
150,12,7,16236,20,585341986,27647177,63,963635878,448535200,1,0,1,1,1
151,12,8,28314,20,941641635,324633392,64,328963014,219636234,1,0,1,1,1
152,12,9,43252,20,696735356,270331880,65,249882606,582880981,1,0,1,1,1
153,12,10,58278,20,618838577,767003878,65,500278097,48503678,1,0,1,1,1
154,12,11,69576,20,65854523,552255202,66,543725175,358510800,1,0,1,1,1
155,12,12,73789,20,344316757,881563585,67,530187719,925598238,1,0,1,1,1
156,12,13,69576,19,427864454,860252685,67,739917652,342391521,1,0,1,1,1
157,12,14,58278,20,692235402,458828396,68,824078071,860608718,1,0,1,1,1
158,12,15,43252,19,811366029,925150703,68,712659240,501873021,1,0,1,1,1
159,12,16,28314,19,439859699,15578361,69,787048352,791408292,1,0,1,1,1
160,12,17,16236,18,866986749,867176020,69,23882362,271099035,1,0,1,1,1
161,12,18,8074,18,91727248,171351478,70,601082549,278287789,1,0,1,1,1
162,12,19,3432,17,733047946,561668006,70,96622592,521003325,1,0,1,1,1
163,12,20,1221,18,518522494,223554812,70,78617354,402513525,1,0,1,1,1
164,12,21,352,16,701530878,683915362,70,622238608,509996189,1,0,1,1,1
165,12,22,78,17,439319220,411909768,70,910205514,688251249,1,0,1,1,1
166,12,23,12,15,752812762,751990238,70,351706394,486227683,1,0,1,1,1
167,12,24,1,15,233151407,231986163,70,655108552,990755015,1,0,1,1,1
168,13,0,1,20,166028457,85322231,60,636394131,897685528,1,0,1,1,1
169,13,1,13,20,610859699,245733002,61,941005252,744309001,1,0,1,1,1
170,13,2,91,21,859316579,767594276,63,275388803,231066769,1,0,1,1,1
171,13,3,442,21,859271244,907879421,64,954198700,113941882,1,0,1,1,1
172,13,4,1651,22,993892993,608009520,65,659997048,755302316,1,0,1,1,1
173,13,5,5005,21,435879342,372442040,66,803118724,455652452,1,0,1,1,1
174,13,6,12727,22,26277836,537247958,67,234554883,577600011,1,0,1,1,1
175,13,7,27742,21,825943161,76720965,68,88172664,671343909,1,0,1,1,1
176,13,8,52624,22,196553498,549714512,69,709713901,858516546,1,0,1,1,1
177,13,9,87802,21,884721914,715587360,70,565107965,178183014,1,0,1,1,1
178,13,10,129844,22,126315933,100227239,70,659347455,274681100,1,0,1,1,1
179,13,11,171106,21,636538790,587067297,71,402837711,674345321,1,0,1,1,1
180,13,12,201643,22,948563166,682919055,72,273008646,237306873,1,0,1,1,1
181,13,13,212941,21,583370525,658240282,72,993320693,386597768,1,0,1,1,1
182,13,14,201643,21,125017386,988170428,73,842024580,17087138,1,0,1,1,1
183,13,15,171106,21,741009839,613096835,74,926107532,491540934,1,0,1,1,1
184,13,16,129844,21,94737741,239319267,74,848664570,764387595,1,0,1,1,1
185,13,17,87802,20,843644615,359948576,74,475748865,785221609,1,0,1,1,1
186,13,18,52624,21,371600739,786606877,75,919021436,611197109,1,0,1,1,1
187,13,19,27742,20,21083926,448387719,75,472855780,754535611,1,0,1,1,1
188,13,20,12727,20,403653331,851951838,76,399270309,29436891,1,0,1,1,1
189,13,21,5005,19,130856298,341117572,76,18154807,839854940,1,0,1,1,1
190,13,22,1651,19,13947368,77369348,76,193505506,207091073,1,0,1,1,1
191,13,23,442,18,208165033,854148452,76,217502548,640111987,1,0,1,1,1
192,13,24,91,18,915235828,409999538,76,358840324,301790528,1,0,1,1,1
193,13,25,13,16,30968270,15820092,76,344628651,483338663,1,0,1,1,1
194,13,26,1,16,963573898,943764744,76,616414280,19031245,1,0,1,1,1
195,14,0,1,22,478939046,815633605,64,569266498,382608309,1,0,1,1,1
196,14,1,14,21,324398384,194511225,66,624985556,393511014,1,0,1,1,1
197,14,2,105,23,790790358,26821794,67,617746378,745530702,1,0,1,1,1
198,14,3,546,22,599882241,905075897,69,693688546,46518239,1,0,1,1,1
199,14,4,2184,23,266121520,21295967,70,669548730,601883323,1,0,1,1,1
200,14,5,7098,23,985522224,332546745,71,265868701,991685957,1,0,1,1,1
201,14,6,19383,23,199228685,437786242,72,331939832,872000173,1,0,1,1,1
202,14,7,45474,23,692350725,400554402,73,232346135,34360913,1,0,1,1,1
203,14,8,93093,24,758931758,350514904,74,418613709,329410595,1,0,1,1,1
204,14,9,168168,23,433410096,468353572,74,406405440,950310251,1,0,1,1,1
205,14,10,270270,24,394557113,368232834,75,436800925,382750449,1,0,1,1,1
206,14,11,388752,23,172368289,638432881,76,481665046,391434081,1,0,1,1,1
207,14,12,502593,24,86493891,827258959,77,442644822,346251555,1,0,1,1,1
208,14,13,585690,23,20949704,384992122,77,203088753,16455895,1,0,1,1,1
209,14,14,616227,23,834517945,877487945,78,469094889,688661885,1,0,1,1,1
210,14,15,585690,23,495640760,410450489,79,377787125,325700941,1,0,1,1,1
211,14,16,502593,23,992650819,309529697,79,305154558,130978072,1,0,1,1,1
212,14,17,388752,22,532177019,540268272,80,458072684,154609467,1,0,1,1,1
213,14,18,270270,22,717010501,386402786,80,351823663,892526395,1,0,1,1,1
214,14,19,168168,22,409328647,702527207,81,191968912,413320797,1,0,1,1,1
215,14,20,93093,22,658856279,935114913,81,431310942,346103674,1,0,1,1,1
216,14,21,45474,21,80337872,731422766,81,224182563,622438329,1,0,1,1,1
217,14,22,19383,21,453226020,377487149,82,270213415,75031675,1,0,1,1,1
218,14,23,7098,20,107950460,63266682,82,142758814,583177338,1,0,1,1,1
219,14,24,2184,20,648052403,699411987,82,779646670,885941451,1,0,1,1,1
220,14,25,546,19,475994264,452586123,82,797883240,586872494,1,0,1,1,1
221,14,26,105,19,387915651,130048448,82,419929954,348489945,1,0,1,1,1
222,14,27,14,18,490034481,212706299,82,271917547,121110634,1,0,1,1,1
223,14,28,1,18,380756154,44000504,82,561586875,731311105,1,0,1,1,1
224,15,0,1,23,804988413,915908731,69,383021196,159651148,1,0,1,1,1
225,15,1,15,23,184085641,234503967,71,148322230,959866822,1,0,1,1,1
226,15,2,120,24,562443742,945401586,72,394178683,417248326,1,0,1,1,1
227,15,3,665,24,101676657,201016923,73,203426630,726421629,1,0,1,1,1
228,15,4,2835,25,825328333,63813288,74,763989151,651349026,1,0,1,1,1
229,15,5,9828,24,986352715,381628567,75,437919073,430996509,1,0,1,1,1
230,15,6,28665,25,84134585,141524035,76,469027101,944917448,1,0,1,1,1
231,15,7,71955,25,800680145,309376002,77,961437373,396822398,1,0,1,1,1
232,15,8,157950,25,123986181,409912177,78,777467788,823006093,1,0,1,1,1
233,15,9,306735,25,831427069,615607416,79,363901943,198719106,1,0,1,1,1
234,15,10,531531,25,355634529,578790300,80,364528286,14742131,1,0,1,1,1
235,15,11,827190,25,450682191,398528370,81,960140527,188772641,1,0,1,1,1
236,15,12,1161615,25,734137550,197936400,82,926288655,989912777,1,0,1,1,1
237,15,13,1477035,25,708095015,385357746,82,646730112,912763040,1,0,1,1,1
238,15,14,1704510,25,30437833,405496223,83,883659121,719658790,1,0,1,1,1
239,15,15,1787607,24,546807874,967219976,84,692597778,632179797,1,0,1,1,1
240,15,16,1704510,25,439922523,542225330,84,879258625,818979953,1,0,1,1,1
241,15,17,1477035,24,980385184,116040761,85,688850783,867022806,1,0,1,1,1
242,15,18,1161615,24,68587188,553564897,85,573857899,242663968,1,0,1,1,1
243,15,19,827190,24,271865014,754360953,86,813776755,924082371,1,0,1,1,1
244,15,20,531531,24,340764133,130166356,86,329849332,604422384,1,0,1,1,1
245,15,21,306735,23,268592984,15028377,87,665309288,4993771,1,0,1,1,1
246,15,22,157950,23,237353093,85451943,87,162867669,458414269,1,0,1,1,1
247,15,23,71955,22,381334989,899474551,87,486371850,56502425,1,0,1,1,1
248,15,24,28665,22,198521896,561143525,87,734030282,188342221,1,0,1,1,1
249,15,25,9828,21,191020809,710287496,88,701309325,614676427,1,0,1,1,1
250,15,26,2835,22,294101430,634188542,88,574399093,155749683,1,0,1,1,1
251,15,27,665,20,650955844,843320280,88,722940721,295829738,1,0,1,1,1
252,15,28,120,20,649553497,875546520,88,278340247,553651926,1,0,1,1,1
253,15,29,15,19,711342275,660007560,88,841809729,284051165,1,0,1,1,1
254,15,30,1,19,472854576,748008568,87,913565865,376706177,1,0,1,1,1
255,16,0,1,25,564617447,224987853,74,254827739,845918356,1,0,1,1,1
256,16,1,16,24,879814524,654539570,75,504736901,912742926,1,0,1,1,1
257,16,2,136,26,429531924,3204309,77,834928431,727115697,1,0,1,1,1
258,16,3,800,25,47229271,565527385,78,289376132,39824191,1,0,1,1,1
259,16,4,3620,26,899055008,378682227,79,726563339,185032098,1,0,1,1,1
260,16,5,13328,26,103470852,74843546,80,102000928,971208985,1,0,1,1,1
261,16,6,41328,27,793375562,136747564,81,424146083,40361333,1,0,1,1,1
262,16,7,110448,26,274575224,838617596,82,961104467,214894926,1,0,1,1,1
263,16,8,258570,27,322512021,242386294,83,696321311,187839184,1,0,1,1,1
264,16,9,536640,26,172641636,984348714,84,164362047,594265632,1,0,1,1,1
265,16,10,996216,27,675131505,684194091,85,282991877,217565618,1,0,1,1,1
266,16,11,1665456,27,362406802,195552366,86,151774750,439251787,1,0,1,1,1
267,16,12,2520336,27,723008124,769864526,86,239326594,549397127,1,0,1,1,1
268,16,13,3465840,26,762870075,689724137,87,880298842,790833279,1,0,1,1,1
269,16,14,4343160,27,192881756,131651752,88,995186760,617646504,1,0,1,1,1
270,16,15,4969152,26,112712720,874836771,88,974922061,88669037,1,0,1,1,1
271,16,16,5196627,27,581694189,754091432,89,706181322,613725408,1,0,1,1,1
272,16,17,4969152,26,88367159,814309855,90,7208267,726211527,1,0,1,1,1
273,16,18,4343160,26,722445209,601512729,90,865776174,822093400,1,0,1,1,1
274,16,19,3465840,26,706680603,420169040,91,200072652,583814100,1,0,1,1,1
275,16,20,2520336,26,683063515,460453824,91,490380518,33376342,1,0,1,1,1
276,16,21,1665456,25,826037752,450238881,92,144702477,955765419,1,0,1,1,1
277,16,22,996216,25,894235223,47770503,92,3501355,828665646,1,0,1,1,1
278,16,23,536640,24,387488339,23594265,93,758211506,480417496,1,0,1,1,1
279,16,24,258570,25,967560068,869893727,93,355339530,230765044,1,0,1,1,1
280,16,25,110448,24,984903322,291697909,93,775451757,313970403,1,0,1,1,1
281,16,26,41328,24,271240140,177949028,93,29944645,641965546,1,0,1,1,1
282,16,27,13328,23,22997860,538644854,94,836385735,990156775,1,0,1,1,1
283,16,28,3620,23,85945366,517560294,94,700339304,948564363,1,0,1,1,1
284,16,29,800,22,190097675,992240436,94,358955734,410185069,1,0,1,1,1
285,16,30,136,22,357952543,228580784,94,244985088,601485231,1,0,1,1,1
286,16,31,16,20,565673167,968136989,94,351053309,310536305,1,0,1,1,1
287,16,32,1,20,38527736,716145548,93,868103955,122193430,1,0,1,1,1
