observable_id,observable_code,value
0,0,8
1,1,8
2,2,10
3,3,4
4,4,6
5,5,4
6,6,5
7,7,20
8,8,10
9,9,63
10,10,1
11,11,144
12,12,8
13,13,0
14,14,1
15,15,0
16,16,3
17,17,0
18,18,0
19,19,0
20,20,0
21,21,0
