theorem_id,theorem_code,line_point_count,tensor_support_count,universal_law_count,support_gap_check_count,support_gap_nonnegative_count,proof_item_count,boundary_item_count,finite_tensor_lookup_theorem_flag
0,0,985,1414965,306,131586,131586,6,5,1
