shell,starts,valid_contact_rows,positive_outward_derivative_rows,max_valid_dF_pair,min_valid_dF_pair,best_theta0_minus_theta1,best_theta_std,elapsed_seconds
12,37,24,0,1.0547118733938987e-15,-9.992007221626409e-16,-9.159163135029802e-17,2.0419178720053592e-07,32.70207142829895
16,37,23,0,9.992007221626409e-16,-2.9976021664879227e-15,-9.25972368062122e-16,2.3785830994390363e-07,55.401251554489136
