normalization_id,candidate_id,potential_code,baseline_spec_code,parameter_set_code,internal_operation_count,internal_transcript_rows,internal_verification_path_count,digest_bytes,public_digest_columns,opening_digest_columns,internal_public_digest_bytes,internal_opening_digest_bytes,baseline_public_exchange_bytes,baseline_total_material_bytes,external_numeric_baseline_flag,comparison_equation_flag,improvement_claim_flag
0,3,3,0,512,56,56,56,32,3,4,5376,7168,1568,3232,1,1,0
