parameter_id,spec_code,parameter_set_code,n_value,q_value,k_value,eta1_value,eta2_value,du_value,dv_value,required_rbg_strength_bits,encapsulation_key_bytes,decapsulation_key_bytes,ciphertext_bytes,shared_secret_bytes,official_source_flag
0,0,512,256,3329,2,3,2,10,4,128,800,1632,768,32,1
