observable_id,observable_code,value
0,0,4
1,1,4
2,2,59
3,3,100
4,4,59
5,5,8
6,6,7
7,7,44
8,8,14
9,9,10
10,10,1
11,11,0
12,12,0
13,13,0
14,14,0
15,15,0
16,16,1
