index,label,F,K,norm,gap_to_candidate,codeword_abs_corr,success,nit
0,candidate,1.4448548592664314,1.2020211559146667,3.3610958534753066,0.0,1.0000000000000002,True,0
1,random_0,1.444854859266432,1.202021155914667,3.3610958514044853,-6.661338147750939e-16,1.0000000000000002,True,20
2,random_1,1.0009527038180575,1.0004762385074708,1.9515208090735083e-06,0.44390215544837397,0.6706512056599093,False,8
3,random_2,1.0029361543914448,1.0014670011495361,1.1525481933339675e-06,0.44191870487498663,0.7065505201049236,False,28
4,random_3,1.0000000441601822,1.0000000220800909,0.0002729343289391853,0.44485481510624925,0.5497355351696049,True,34
5,random_4,1.4448548592664303,1.2020211559146663,3.361095925840542,1.1102230246251565e-15,0.9999999999999998,True,11
6,random_5,1.0006949227804751,1.0003474010464941,1.427529862785289e-06,0.4441599364859563,0.7119857372391656,False,32
7,random_6,1.4448548592664319,1.202021155914667,3.3610958425358093,-4.440892098500626e-16,1.0,True,12
8,random_7,1.0030325705272194,1.0015151374428743,1.200659304658694e-06,0.44182228873921203,0.6669272261697078,False,9
9,random_8,1.444854859266431,1.2020211559146665,3.3610958427933,4.440892098500626e-16,1.0,True,14
10,random_9,1.0004545880214026,1.0002272681852873,3.043816405857151e-06,0.4444002712450288,0.653328898379885,False,25
11,random_10,1.0006642435673212,1.0003320666495308,1.9206299065212918e-06,0.4441906156991102,0.6685581643116294,False,5
12,random_11,1.4448548592664319,1.202021155914667,3.361095876957008,-4.440892098500626e-16,1.0000000000000002,True,13
13,random_12,1.4448548592664316,1.2020211559146667,3.3610958494260594,-2.220446049250313e-16,1.0,True,18
14,random_13,1.0001686550429543,1.0000843239662114,4.4731489494038196e-06,0.44468620422347716,0.7861795521381821,True,10
15,random_14,1.4448548592664314,1.2020211559146667,3.361095855117004,0.0,1.0,True,10
16,random_15,1.0000000375095608,1.0000000187547802,0.0003182519997404389,0.44485482175687063,0.7161312664167709,False,20
17,random_16,1.0018706537176179,1.0009348898492938,1.2575976165117825e-06,0.44298420554881357,0.667063507904841,False,5
18,random_17,1.4448548592664305,1.2020211559146663,3.361095846048623,8.881784197001252e-16,0.9999999999999998,True,12
19,random_18,1.4448548592664312,1.2020211559146665,3.361095844499518,2.220446049250313e-16,1.0,True,22
20,random_19,1.0002291103598886,1.0001145486192513,3.573384970408301e-06,0.44462574890654283,0.6710912004268034,False,5
21,random_20,1.4448548592664319,1.202021155914667,3.361095842990105,-4.440892098500626e-16,1.0000000000000002,True,14
22,random_21,1.0009237335834393,1.0004617601804875,1.840152422762146e-06,0.4439311256829921,0.6852937221330766,False,28
23,random_22,1.000510382644206,1.0002551587691044,1.1767971492768847e-06,0.4443444766222253,0.7010307045943343,False,5
24,random_23,1.0023532768964476,1.0011759470225239,1.2657237061337438e-06,0.4425015823699838,0.7656454236703577,False,33
25,random_24,1.0007775087216644,1.0003886788252176,2.507382649875162e-06,0.44407735054476705,0.6251124499633539,False,29
